,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,SL_ba,SI_ba,FF_ba,CH_ba,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vSI,vSL,vCU,FC_ba,CU_ba,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-09-04,716718,Strikeout,strikeout,True,592885,682847,Christian Yelich,Luis L. Ortiz,0,0,0,97039158-629f-41ca-99e6-73b251fc52d0,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-04,716718,Pop Out,field_out,True,661388,682847,William Contreras,Luis L. Ortiz,1,0,0,58443dba-8d98-4688-b944-195a6159a2d2,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-04,716718,Strikeout,strikeout,True,467793,682847,Carlos Santana,Luis L. Ortiz,0,0,0,a7a502d9-81be-4a9b-af85-d1fe6e39af27,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-04,716718,Groundout,field_out,True,663647,669203,Ke'Bryan Hayes,Corbin Burnes,0,0,0,981b383f-6c00-48c2-8174-59a91a0d5357,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,0.159,0.291,,0.204,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.133,,,,,,,,,,,,,,
4,2023-09-04,716718,Groundout,field_out,True,668804,669203,Bryan Reynolds,Corbin Burnes,0,0,0,dd3f388f-97a4-471f-9b20-9b62e2c871a8,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,0.159,0.291,,0.204,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.133,,,,,,,,,,,,,,
5,2023-09-04,716718,Flyout,field_out,True,457705,669203,Andrew McCutchen,Corbin Burnes,1,1,0,63206b85-a858-4051-bda9-5f2294af8246,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,0.159,0.291,,0.204,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.133,,,,,,,,,,,,,,
6,2023-09-04,716718,Walk,walk,False,686217,682847,Sal Frelick,Luis L. Ortiz,1,0,0,ff06084a-3862-479d-9f52-f92755caa554,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-09-04,716718,Walk,walk,False,642715,682847,Willy Adames,Luis L. Ortiz,0,0,1,ff90fbbf-16f0-4a8d-a260-6af69d595a33,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-09-04,716718,Hit By Pitch,hit_by_pitch,False,592192,682847,Mark Canha,Luis L. Ortiz,0,0,1,4a4c5a21-75b5-47c9-b1e0-64adaa39303b,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-09-04,716718,Sac Fly,sac_fly,True,605170,682847,Victor Caratini,Luis L. Ortiz,0,0,1,635dd435-86fa-47e7-b448-41e718fb41a7,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023-09-04,716718,Sac Fly,sac_fly,True,668930,682847,Brice Turang,Luis L. Ortiz,0,0,1,6057cb25-d361-42bd-a7b5-f4e2218adbc0,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023-09-04,716718,Single,single,False,655316,682847,Andruw Monasterio,Luis L. Ortiz,0,0,1,835fc454-40f6-48d9-888c-46aa7ef0cc9b,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2023-09-04,716718,Groundout,field_out,True,592885,682847,Christian Yelich,Luis L. Ortiz,1,0,0,5adc4bfd-3168-41f0-8ec3-15b50ec5ffab,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2023-09-04,716718,Strikeout,strikeout,True,656582,669203,Connor Joe,Corbin Burnes,0,0,0,6f68c2d5-1338-4aaf-812f-f752405e4292,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,0.159,0.291,,0.204,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.133,,,,,,,,,,,,,,
