,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,FS%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wCU/C,vFA,vFC,vFS,vSI,vCU,FF_ba,FC_ba,CU_ba,FS_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SL%,CH%,wSL/C,wCH/C,vSL,CH_ba,ST_ba,SI_ba,Stf+ FS,Loc+ FS,Pit+ FS,SL_ba
0,2023-04-24,718449,Triple,triple,False,643289,671737,Mauricio Dubón,Taj Bradley,0,0,0,8122c7b7-bd0c-4dfc-b511-f9d27486e86d,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,88.0,107.0,111.0,131.0,101.0,109.0,106.0,99.0,99.0,0.001,0.449,0.248,0.136,0.16699999999999998,-0.8,-1.32,0.62,0.0,0.04,96.1,88.9,89.3,97.8,79.0,0.277,0.312,0.169,0.19,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-24,718449,Strikeout,strikeout,True,665161,671737,Jeremy Peña,Taj Bradley,0,0,0,5c9762a5-f92b-47e1-af24-cc5eb3404386,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,88.0,107.0,111.0,131.0,101.0,109.0,106.0,99.0,99.0,0.001,0.449,0.248,0.136,0.16699999999999998,-0.8,-1.32,0.62,0.0,0.04,96.1,88.9,89.3,97.8,79.0,0.277,0.312,0.169,0.19,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-24,718449,Sac Fly,sac_fly,True,663656,671737,Kyle Tucker,Taj Bradley,1,0,1,2ed0db00-0399-4c4a-80ed-3711f3df3571,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,88.0,107.0,111.0,131.0,101.0,109.0,106.0,99.0,99.0,0.001,0.449,0.248,0.136,0.16699999999999998,-0.8,-1.32,0.62,0.0,0.04,96.1,88.9,89.3,97.8,79.0,0.277,0.312,0.169,0.19,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-24,718449,Home Run,home_run,False,608324,671737,Alex Bregman,Taj Bradley,0,0,0,141c452f-98d8-4241-a349-1b2e1da24c1f,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,88.0,107.0,111.0,131.0,101.0,109.0,106.0,99.0,99.0,0.001,0.449,0.248,0.136,0.16699999999999998,-0.8,-1.32,0.62,0.0,0.04,96.1,88.9,89.3,97.8,79.0,0.277,0.312,0.169,0.19,,,,,,,,,,,,,,,,,,,,,,
4,2023-04-24,718449,Single,single,False,547989,671737,José Abreu,Taj Bradley,1,1,0,4ecc3c90-5a7a-4e92-8d4b-58b95fa59056,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,88.0,107.0,111.0,131.0,101.0,109.0,106.0,99.0,99.0,0.001,0.449,0.248,0.136,0.16699999999999998,-0.8,-1.32,0.62,0.0,0.04,96.1,88.9,89.3,97.8,79.0,0.277,0.312,0.169,0.19,,,,,,,,,,,,,,,,,,,,,,
5,2023-04-24,718449,Lineout,field_out,True,667452,671737,Corey Julks,Taj Bradley,0,0,0,e3b332b7-b0a5-4c2c-9a09-24cb593d04bd,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,88.0,107.0,111.0,131.0,101.0,109.0,106.0,99.0,99.0,0.001,0.449,0.248,0.136,0.16699999999999998,-0.8,-1.32,0.62,0.0,0.04,96.1,88.9,89.3,97.8,79.0,0.277,0.312,0.169,0.19,,,,,,,,,,,,,,,,,,,,,,
6,2023-04-24,718449,Groundout,field_out,True,650490,664353,Yandy Díaz,José Urquidy,1,0,0,bdd3f354-adba-45d1-987f-ee3c299e799f,664353.0,joseurquidy,Urquidy,Right,José Urquidy,5.29,4.7,63.0,103.0,102.0,104.0,0.784,6.43,3.57,9.29,1.57,0.83,0.281,0.335,0.20199999999999999,0.266,0.391,95.0,106.0,104.0,104.0,100.0,102.0,,,,0.096,0.385,,,0.115,-1.58,,,-1.38,0.77,93.1,,,93.8,79.6,0.287,,0.174,,86.1,93.0,107.0,106.0,83.0,109.0,99.0,120.0,100.0,108.0,0.188,0.21600000000000003,-1.1,1.98,80.6,0.172,0.262,0.405,,,,
7,2023-04-24,718449,Single,single,False,677551,664353,Wander Franco,José Urquidy,0,0,0,8dba4c32-c48e-4125-b2d2-cf0452093082,664353.0,joseurquidy,Urquidy,Right,José Urquidy,5.29,4.7,63.0,103.0,102.0,104.0,0.784,6.43,3.57,9.29,1.57,0.83,0.281,0.335,0.20199999999999999,0.266,0.391,95.0,106.0,104.0,104.0,100.0,102.0,,,,0.096,0.385,,,0.115,-1.58,,,-1.38,0.77,93.1,,,93.8,79.6,0.287,,0.174,,86.1,93.0,107.0,106.0,83.0,109.0,99.0,120.0,100.0,108.0,0.188,0.21600000000000003,-1.1,1.98,80.6,0.172,0.262,0.405,,,,
8,2023-04-24,718449,Triple,triple,False,668227,664353,Randy Arozarena,José Urquidy,1,0,1,8db9e6fe-a1d4-4e7c-8038-22de3be67d0d,664353.0,joseurquidy,Urquidy,Right,José Urquidy,5.29,4.7,63.0,103.0,102.0,104.0,0.784,6.43,3.57,9.29,1.57,0.83,0.281,0.335,0.20199999999999999,0.266,0.391,95.0,106.0,104.0,104.0,100.0,102.0,,,,0.096,0.385,,,0.115,-1.58,,,-1.38,0.77,93.1,,,93.8,79.6,0.287,,0.174,,86.1,93.0,107.0,106.0,83.0,109.0,99.0,120.0,100.0,108.0,0.188,0.21600000000000003,-1.1,1.98,80.6,0.172,0.262,0.405,,,,
9,2023-04-24,718449,Strikeout,strikeout,True,664040,664353,Brandon Lowe,José Urquidy,0,0,0,e0142fc2-2bd6-4169-8f1a-189fd92066de,664353.0,joseurquidy,Urquidy,Right,José Urquidy,5.29,4.7,63.0,103.0,102.0,104.0,0.784,6.43,3.57,9.29,1.57,0.83,0.281,0.335,0.20199999999999999,0.266,0.391,95.0,106.0,104.0,104.0,100.0,102.0,,,,0.096,0.385,,,0.115,-1.58,,,-1.38,0.77,93.1,,,93.8,79.6,0.287,,0.174,,86.1,93.0,107.0,106.0,83.0,109.0,99.0,120.0,100.0,108.0,0.188,0.21600000000000003,-1.1,1.98,80.6,0.172,0.262,0.405,,,,
