,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wCU/C,wCH/C,vFA,vFC,vCU,FF_ba,SV_ba,CH_ba,FC_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,SL%,wFS/C,wSI/C,wSL/C,vFS,vSI,vSL,SI_ba,CU_ba,ST_ba,SL_ba,FS_ba
0,2023-07-25,717256,Double,double,False,593160,628711,Whit Merrifield,Julio Urías,0,0,0,ebba1558-6881-4bf4-a753-c0defd4dd5b8,628711.0,juliourias,"Urías, J",Left,Julio Urías,4.6,4.16,117.1,105.0,105.0,107.0,0.7879999999999999,8.97,1.84,8.59,1.84,0.82,0.23399999999999999,0.47100000000000003,0.192,0.312,0.45299999999999996,86.1,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,109.0,124.0,127.0,0.451,0.092,0.3,0.157,0.02,-0.42,0.84,-3.03,92.7,87.1,79.2,0.267,0.233,0.296,0.186,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-25,717256,Single,single,False,666182,628711,Bo Bichette,Julio Urías,0,0,1,72b3d359-6b2f-48c0-8415-6de51b3fd029,628711.0,juliourias,"Urías, J",Left,Julio Urías,4.6,4.16,117.1,105.0,105.0,107.0,0.7879999999999999,8.97,1.84,8.59,1.84,0.82,0.23399999999999999,0.47100000000000003,0.192,0.312,0.45299999999999996,86.1,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,109.0,124.0,127.0,0.451,0.092,0.3,0.157,0.02,-0.42,0.84,-3.03,92.7,87.1,79.2,0.267,0.233,0.296,0.186,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-25,717256,Sac Fly,sac_fly,True,474832,628711,Brandon Belt,Julio Urías,0,0,1,e1ee18bf-6adb-4d51-904f-792bd5f01de8,628711.0,juliourias,"Urías, J",Left,Julio Urías,4.6,4.16,117.1,105.0,105.0,107.0,0.7879999999999999,8.97,1.84,8.59,1.84,0.82,0.23399999999999999,0.47100000000000003,0.192,0.312,0.45299999999999996,86.1,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,109.0,124.0,127.0,0.451,0.092,0.3,0.157,0.02,-0.42,0.84,-3.03,92.7,87.1,79.2,0.267,0.233,0.296,0.186,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-25,717256,Single,single,False,665489,628711,Vladimir Guerrero Jr.,Julio Urías,0,0,1,2a6df0af-8388-44d2-9fbe-f128e3e0360b,628711.0,juliourias,"Urías, J",Left,Julio Urías,4.6,4.16,117.1,105.0,105.0,107.0,0.7879999999999999,8.97,1.84,8.59,1.84,0.82,0.23399999999999999,0.47100000000000003,0.192,0.312,0.45299999999999996,86.1,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,109.0,124.0,127.0,0.451,0.092,0.3,0.157,0.02,-0.42,0.84,-3.03,92.7,87.1,79.2,0.267,0.233,0.296,0.186,,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-25,717256,Grounded Into DP,grounded_into_double_play,True,656305,628711,Matt Chapman,Julio Urías,0,0,1,eaa9e343-1bf4-45e3-add2-9eabf3df07f6,628711.0,juliourias,"Urías, J",Left,Julio Urías,4.6,4.16,117.1,105.0,105.0,107.0,0.7879999999999999,8.97,1.84,8.59,1.84,0.82,0.23399999999999999,0.47100000000000003,0.192,0.312,0.45299999999999996,86.1,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,109.0,124.0,127.0,0.451,0.092,0.3,0.157,0.02,-0.42,0.84,-3.03,92.7,87.1,79.2,0.267,0.233,0.296,0.186,,,,,,,,,,,,,,,,,,,,,,,
5,2023-07-25,717256,Strikeout,strikeout,True,605141,605135,Mookie Betts,Chris Bassitt,0,0,0,1e51fbc2-f3db-411e-8703-d325cd4c8598,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,95.0,105.0,102.0,0.09300000000000001,0.153,0.126,0.065,-3.9,-1.13,0.67,1.71,92.4,87.8,70.7,0.333,,0.189,0.274,92.0,104.0,98.0,106.0,93.0,102.0,78.0,84.0,84.0,0.39299999999999996,0.033,0.136,-3.07,2.11,-0.72,82.6,91.9,75.6,0.22,0.192,0.197,0.227,0.375
6,2023-07-25,717256,Home Run,home_run,False,518692,605135,Freddie Freeman,Chris Bassitt,1,0,0,f0ef8e16-73f1-4f50-99a7-6b3d845e15b7,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,95.0,105.0,102.0,0.09300000000000001,0.153,0.126,0.065,-3.9,-1.13,0.67,1.71,92.4,87.8,70.7,0.333,,0.189,0.274,92.0,104.0,98.0,106.0,93.0,102.0,78.0,84.0,84.0,0.39299999999999996,0.033,0.136,-3.07,2.11,-0.72,82.6,91.9,75.6,0.22,0.192,0.197,0.227,0.375
7,2023-07-25,717256,Strikeout,strikeout,True,669257,605135,Will Smith,Chris Bassitt,0,0,0,d7a85988-6048-4900-a893-c111c7a536e4,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,95.0,105.0,102.0,0.09300000000000001,0.153,0.126,0.065,-3.9,-1.13,0.67,1.71,92.4,87.8,70.7,0.333,,0.189,0.274,92.0,104.0,98.0,106.0,93.0,102.0,78.0,84.0,84.0,0.39299999999999996,0.033,0.136,-3.07,2.11,-0.72,82.6,91.9,75.6,0.22,0.192,0.197,0.227,0.375
8,2023-07-25,717256,Strikeout,strikeout,True,571970,605135,Max Muncy,Chris Bassitt,0,0,0,bae80815-460f-4bd2-b890-b02c27401971,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,95.0,105.0,102.0,0.09300000000000001,0.153,0.126,0.065,-3.9,-1.13,0.67,1.71,92.4,87.8,70.7,0.333,,0.189,0.274,92.0,104.0,98.0,106.0,93.0,102.0,78.0,84.0,84.0,0.39299999999999996,0.033,0.136,-3.07,2.11,-0.72,82.6,91.9,75.6,0.22,0.192,0.197,0.227,0.375
9,2023-07-25,717256,Lineout,field_out,True,672386,628711,Alejandro Kirk,Julio Urías,1,0,0,c54625dc-13dc-4231-9276-0746e2aae7fe,628711.0,juliourias,"Urías, J",Left,Julio Urías,4.6,4.16,117.1,105.0,105.0,107.0,0.7879999999999999,8.97,1.84,8.59,1.84,0.82,0.23399999999999999,0.47100000000000003,0.192,0.312,0.45299999999999996,86.1,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,109.0,124.0,127.0,0.451,0.092,0.3,0.157,0.02,-0.42,0.84,-3.03,92.7,87.1,79.2,0.267,0.233,0.296,0.186,,,,,,,,,,,,,,,,,,,,,,,
10,2023-07-25,717256,Flyout,field_out,True,669289,628711,Santiago Espinal,Julio Urías,0,0,0,bc34718b-e042-460c-9fde-028e8550fad6,628711.0,juliourias,"Urías, J",Left,Julio Urías,4.6,4.16,117.1,105.0,105.0,107.0,0.7879999999999999,8.97,1.84,8.59,1.84,0.82,0.23399999999999999,0.47100000000000003,0.192,0.312,0.45299999999999996,86.1,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,109.0,124.0,127.0,0.451,0.092,0.3,0.157,0.02,-0.42,0.84,-3.03,92.7,87.1,79.2,0.267,0.233,0.296,0.186,,,,,,,,,,,,,,,,,,,,,,,
11,2023-07-25,717256,Strikeout,strikeout,True,656669,628711,Jordan Luplow,Julio Urías,0,0,0,f27d2ac0-8972-4308-9e66-a7e56b16e672,628711.0,juliourias,"Urías, J",Left,Julio Urías,4.6,4.16,117.1,105.0,105.0,107.0,0.7879999999999999,8.97,1.84,8.59,1.84,0.82,0.23399999999999999,0.47100000000000003,0.192,0.312,0.45299999999999996,86.1,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,109.0,124.0,127.0,0.451,0.092,0.3,0.157,0.02,-0.42,0.84,-3.03,92.7,87.1,79.2,0.267,0.233,0.296,0.186,,,,,,,,,,,,,,,,,,,,,,,
12,2023-07-25,717256,Groundout,field_out,True,502110,605135,J.D. Martinez,Chris Bassitt,0,0,0,8e2d063d-a4ca-4108-aeb1-6f7c4549ad57,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,95.0,105.0,102.0,0.09300000000000001,0.153,0.126,0.065,-3.9,-1.13,0.67,1.71,92.4,87.8,70.7,0.333,,0.189,0.274,92.0,104.0,98.0,106.0,93.0,102.0,78.0,84.0,84.0,0.39299999999999996,0.033,0.136,-3.07,2.11,-0.72,82.6,91.9,75.6,0.22,0.192,0.197,0.227,0.375
13,2023-07-25,717256,Pop Out,field_out,True,444482,605135,David Peralta,Chris Bassitt,0,0,0,4d3b251b-df06-4e9c-84d7-86d1fa49c845,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,95.0,105.0,102.0,0.09300000000000001,0.153,0.126,0.065,-3.9,-1.13,0.67,1.71,92.4,87.8,70.7,0.333,,0.189,0.274,92.0,104.0,98.0,106.0,93.0,102.0,78.0,84.0,84.0,0.39299999999999996,0.033,0.136,-3.07,2.11,-0.72,82.6,91.9,75.6,0.22,0.192,0.197,0.227,0.375
14,2023-07-25,717256,Single,single,False,518792,605135,Jason Heyward,Chris Bassitt,1,0,0,f79f090b-c9bd-4482-8a91-e652d86c5ea4,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,95.0,105.0,102.0,0.09300000000000001,0.153,0.126,0.065,-3.9,-1.13,0.67,1.71,92.4,87.8,70.7,0.333,,0.189,0.274,92.0,104.0,98.0,106.0,93.0,102.0,78.0,84.0,84.0,0.39299999999999996,0.033,0.136,-3.07,2.11,-0.72,82.6,91.9,75.6,0.22,0.192,0.197,0.227,0.375
15,2023-07-25,717256,Walk,walk,False,681546,605135,James Outman,Chris Bassitt,0,0,1,7cdeffde-8d4e-409e-9085-c705c21b6ce5,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,95.0,105.0,102.0,0.09300000000000001,0.153,0.126,0.065,-3.9,-1.13,0.67,1.71,92.4,87.8,70.7,0.333,,0.189,0.274,92.0,104.0,98.0,106.0,93.0,102.0,78.0,84.0,84.0,0.39299999999999996,0.033,0.136,-3.07,2.11,-0.72,82.6,91.9,75.6,0.22,0.192,0.197,0.227,0.375
16,2023-07-25,717256,Single,single,False,500743,605135,Miguel Rojas,Chris Bassitt,0,0,1,b51b33f8-1a2c-4a9b-80c7-9380fb158002,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,95.0,105.0,102.0,0.09300000000000001,0.153,0.126,0.065,-3.9,-1.13,0.67,1.71,92.4,87.8,70.7,0.333,,0.189,0.274,92.0,104.0,98.0,106.0,93.0,102.0,78.0,84.0,84.0,0.39299999999999996,0.033,0.136,-3.07,2.11,-0.72,82.6,91.9,75.6,0.22,0.192,0.197,0.227,0.375
17,2023-07-25,717256,Groundout,field_out,True,605141,605135,Mookie Betts,Chris Bassitt,0,0,0,51448760-4753-4956-8afb-30be998b258f,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,95.0,105.0,102.0,0.09300000000000001,0.153,0.126,0.065,-3.9,-1.13,0.67,1.71,92.4,87.8,70.7,0.333,,0.189,0.274,92.0,104.0,98.0,106.0,93.0,102.0,78.0,84.0,84.0,0.39299999999999996,0.033,0.136,-3.07,2.11,-0.72,82.6,91.9,75.6,0.22,0.192,0.197,0.227,0.375
18,2023-07-25,717256,Hit By Pitch,hit_by_pitch,False,595281,628711,Kevin Kiermaier,Julio Urías,1,0,0,dfd8d132-1ffc-46d7-ab96-8b7140b43f88,628711.0,juliourias,"Urías, J",Left,Julio Urías,4.6,4.16,117.1,105.0,105.0,107.0,0.7879999999999999,8.97,1.84,8.59,1.84,0.82,0.23399999999999999,0.47100000000000003,0.192,0.312,0.45299999999999996,86.1,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,109.0,124.0,127.0,0.451,0.092,0.3,0.157,0.02,-0.42,0.84,-3.03,92.7,87.1,79.2,0.267,0.233,0.296,0.186,,,,,,,,,,,,,,,,,,,,,,,
