,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vSI,vCU,SI_ba,FF_ba,CH_ba,CU_ba,SV_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,FC_ba
0,2023-07-20,717330,Flyout,field_out,True,643217,500779,Andrew Benintendi,Jose Quintana,0,0,0,607ddcda-7870-403c-ad8a-4dbeb3b584ca,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,,
1,2023-07-20,717330,Single,single,False,641313,500779,Tim Anderson,Jose Quintana,0,0,0,a2559b3a-1028-44b0-b224-c17a7a0a4b66,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,,
2,2023-07-20,717330,Single,single,False,673357,500779,Luis Robert Jr.,Jose Quintana,0,0,1,93035871-ecb8-4cf4-b6ed-680d79d7b957,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,,
3,2023-07-20,717330,Single,single,False,650391,500779,Eloy Jiménez,Jose Quintana,0,0,1,97320eea-e94b-4b31-b8c4-93d725d9a1fc,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,,
4,2023-07-20,717330,Groundout,field_out,True,669394,500779,Jake Burger,Jose Quintana,1,0,1,edc3484a-f8e0-40c5-91ec-a75502067620,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,,
5,2023-07-20,717330,Strikeout,strikeout,True,518735,500779,Yasmani Grandal,Jose Quintana,0,0,0,a0548945-9ac3-4687-9f3a-30c9322a0d71,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,,
6,2023-07-20,717330,Strikeout,strikeout,True,607043,656629,Brandon Nimmo,Michael Kopech,0,0,0,c0377e79-da6d-482d-b382-234365af4793,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,,,,,0.614,0.04,0.07400000000000001,-0.71,,-0.94,0.15,95.2,,80.6,,0.244,0.133,0.158,,102.0,97.0,99.0,0.272,-1.5,84.8,0.258,,,,,,,,
7,2023-07-20,717330,Flyout,field_out,True,502054,656629,Tommy Pham,Michael Kopech,0,0,0,6fa29709-3f32-4a2a-a260-f178dbe1b2ae,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,,,,,0.614,0.04,0.07400000000000001,-0.71,,-0.94,0.15,95.2,,80.6,,0.244,0.133,0.158,,102.0,97.0,99.0,0.272,-1.5,84.8,0.258,,,,,,,,
8,2023-07-20,717330,Walk,walk,False,596019,656629,Francisco Lindor,Michael Kopech,0,0,0,d07ee22a-82c7-4c85-a66c-970d967e3c6c,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,,,,,0.614,0.04,0.07400000000000001,-0.71,,-0.94,0.15,95.2,,80.6,,0.244,0.133,0.158,,102.0,97.0,99.0,0.272,-1.5,84.8,0.258,,,,,,,,
9,2023-07-20,717330,Pop Out,field_out,True,624413,656629,Pete Alonso,Michael Kopech,0,0,0,73ac9c5d-75e8-4170-8366-5240da5c9d4f,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,,,,,0.614,0.04,0.07400000000000001,-0.71,,-0.94,0.15,95.2,,80.6,,0.244,0.133,0.158,,102.0,97.0,99.0,0.272,-1.5,84.8,0.258,,,,,,,,
10,2023-07-20,717330,Double,double,False,621545,500779,Zach Remillard,Jose Quintana,1,1,0,5852c4a3-39d7-4c41-bb53-479029c37a1f,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,,
11,2023-07-20,717330,Groundout,field_out,True,693049,500779,Oscar Colás,Jose Quintana,0,0,1,63347994-ee16-443e-a116-ad488aaa8c10,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,,
12,2023-07-20,717330,Sac Fly,sac_fly,True,462101,500779,Elvis Andrus,Jose Quintana,1,1,1,27cd9cb5-6e08-44a8-bec7-308c26b31ea7,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,,
13,2023-07-20,717330,Groundout,field_out,True,643217,500779,Andrew Benintendi,Jose Quintana,1,0,0,1547cd4a-433f-431f-9379-f3efd5fa59b7,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,,
14,2023-07-20,717330,Groundout,field_out,True,643446,656629,Jeff McNeil,Michael Kopech,0,0,0,d10f5bce-6916-4816-b9bb-bec5017aca84,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,,,,,0.614,0.04,0.07400000000000001,-0.71,,-0.94,0.15,95.2,,80.6,,0.244,0.133,0.158,,102.0,97.0,99.0,0.272,-1.5,84.8,0.258,,,,,,,,
15,2023-07-20,717330,Strikeout,strikeout,True,682626,656629,Francisco Alvarez,Michael Kopech,0,0,0,053ff996-6876-4fda-8d62-f68159058d2f,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,,,,,0.614,0.04,0.07400000000000001,-0.71,,-0.94,0.15,95.2,,80.6,,0.244,0.133,0.158,,102.0,97.0,99.0,0.272,-1.5,84.8,0.258,,,,,,,,
16,2023-07-20,717330,Groundout,field_out,True,683146,656629,Brett Baty,Michael Kopech,1,0,0,757c3f04-6935-49fd-b14b-7be8e87a5ea5,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,,,,,0.614,0.04,0.07400000000000001,-0.71,,-0.94,0.15,95.2,,80.6,,0.244,0.133,0.158,,102.0,97.0,99.0,0.272,-1.5,84.8,0.258,,,,,,,,
17,2023-07-20,717330,Single,single,False,641313,500779,Tim Anderson,Jose Quintana,0,0,0,e32f8ebc-e13f-46aa-9851-0cae19e0f693,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,,
