,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,CH_ba,SL_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,KC%,wFC/C,wFS/C,wSI/C,wKC/C,vFC,vFS,vSI,vKC,SI_ba,ST_ba,FS_ba,FC_ba,vSC (sc),SC%,wSC/C,SC_ba
0,2023-05-11,718216,Home Run,home_run,False,665487,641927,Fernando Tatis Jr.,Bailey Ober,0,0,0,8f36abd0-b6d9-4c88-827c-a34c8280e68b,641927.0,baileyober,Ober,Right,Bailey Ober,3.43,3.63,144.1,105.0,83.0,101.0,0.7390000000000001,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.41100000000000003,83.7,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,81.0,77.5,0.232,0.226,0.255,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-11,718216,Lineout,field_out,True,630105,641927,Jake Cronenworth,Bailey Ober,1,0,0,309cf2a7-8618-4d5c-82f3-331a81c8595f,641927.0,baileyober,Ober,Right,Bailey Ober,3.43,3.63,144.1,105.0,83.0,101.0,0.7390000000000001,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.41100000000000003,83.7,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,81.0,77.5,0.232,0.226,0.255,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-11,718216,Flyout,field_out,True,592518,641927,Manny Machado,Bailey Ober,1,0,0,562c8fac-30f6-4dda-bd8e-10f68023fbc0,641927.0,baileyober,Ober,Right,Bailey Ober,3.43,3.63,144.1,105.0,83.0,101.0,0.7390000000000001,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.41100000000000003,83.7,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,81.0,77.5,0.232,0.226,0.255,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-11,718216,Double,double,False,665742,641927,Juan Soto,Bailey Ober,1,1,0,e962d7db-5f6a-4fcf-afc1-e342fd4a62e6,641927.0,baileyober,Ober,Right,Bailey Ober,3.43,3.63,144.1,105.0,83.0,101.0,0.7390000000000001,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.41100000000000003,83.7,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,81.0,77.5,0.232,0.226,0.255,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-05-11,718216,Flyout,field_out,True,593428,641927,Xander Bogaerts,Bailey Ober,0,0,0,3e474b6c-8d6f-428b-a075-b467fb06ca1d,641927.0,baileyober,Ober,Right,Bailey Ober,3.43,3.63,144.1,105.0,83.0,101.0,0.7390000000000001,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.41100000000000003,83.7,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,81.0,77.5,0.232,0.226,0.255,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-05-11,718216,Groundout,field_out,True,621439,506433,Byron Buxton,Yu Darvish,1,0,0,9a4eca38-59bc-4dcd-8602-1a4bcb018118,506433.0,yudarvish,Darvish,Right,Yu Darvish,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.23600000000000002,0.39,0.18100000000000002,0.306,0.45299999999999996,82.3,180.0,50.0,53.0,97.0,94.0,104.0,122.0,110.0,114.0,125.0,98.0,108.0,0.16699999999999998,0.363,0.051,0.001,-1.74,-0.68,1.37,-1.35,94.7,84.0,72.3,0.253,,0.432,0.13,101.0,106.0,102.0,105.0,111.0,112.0,93.0,95.0,99.0,95.0,104.0,100.0,0.18600000000000003,0.08900000000000001,0.077,0.066,2.4,1.21,0.46,3.06,90.9,89.2,94.3,79.3,0.319,0.256,0.167,0.2,,,,
6,2023-05-11,718216,Groundout,field_out,True,596146,506433,Max Kepler,Yu Darvish,1,0,0,7f3077c3-efd8-4c1a-bbbc-cfca9b9520d4,506433.0,yudarvish,Darvish,Right,Yu Darvish,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.23600000000000002,0.39,0.18100000000000002,0.306,0.45299999999999996,82.3,180.0,50.0,53.0,97.0,94.0,104.0,122.0,110.0,114.0,125.0,98.0,108.0,0.16699999999999998,0.363,0.051,0.001,-1.74,-0.68,1.37,-1.35,94.7,84.0,72.3,0.253,,0.432,0.13,101.0,106.0,102.0,105.0,111.0,112.0,93.0,95.0,99.0,95.0,104.0,100.0,0.18600000000000003,0.08900000000000001,0.077,0.066,2.4,1.21,0.46,3.06,90.9,89.2,94.3,79.3,0.319,0.256,0.167,0.2,,,,
7,2023-05-11,718216,Strikeout,strikeout,True,621043,506433,Carlos Correa,Yu Darvish,0,0,0,aad6718f-29ed-46e2-b6ee-016fc4fd0ad0,506433.0,yudarvish,Darvish,Right,Yu Darvish,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.23600000000000002,0.39,0.18100000000000002,0.306,0.45299999999999996,82.3,180.0,50.0,53.0,97.0,94.0,104.0,122.0,110.0,114.0,125.0,98.0,108.0,0.16699999999999998,0.363,0.051,0.001,-1.74,-0.68,1.37,-1.35,94.7,84.0,72.3,0.253,,0.432,0.13,101.0,106.0,102.0,105.0,111.0,112.0,93.0,95.0,99.0,95.0,104.0,100.0,0.18600000000000003,0.08900000000000001,0.077,0.066,2.4,1.21,0.46,3.06,90.9,89.2,94.3,79.3,0.319,0.256,0.167,0.2,,,,
8,2023-05-11,718216,Pop Out,field_out,True,663757,641927,Trent Grisham,Bailey Ober,1,0,0,693aab47-c5ac-4dd6-9ff4-97689532f704,641927.0,baileyober,Ober,Right,Bailey Ober,3.43,3.63,144.1,105.0,83.0,101.0,0.7390000000000001,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.41100000000000003,83.7,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,81.0,77.5,0.232,0.226,0.255,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-05-11,718216,Strikeout,strikeout,True,673490,641927,Ha-Seong Kim,Bailey Ober,0,0,0,f1845953-fe45-44ae-8d5a-1bf23956b4ba,641927.0,baileyober,Ober,Right,Bailey Ober,3.43,3.63,144.1,105.0,83.0,101.0,0.7390000000000001,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.41100000000000003,83.7,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,81.0,77.5,0.232,0.226,0.255,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
