,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vKN (sc),Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KN%,wFA/C,wFC/C,wSI/C,wSL/C,wKN/C,vFA,vFC,vSI,vSL,SI_ba,KN_ba,FC_ba,FF_ba,ST_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCU,CH_ba,CU_ba,SL_ba
0,2023-08-19,716919,Double,double,False,682998,663362,Corbin Carroll,Matt Waldron,0,0,0,dbe02c2b-9370-4b95-8078-a4689e263675,663362.0,mattwaldron,Waldron,Right,Matt Waldron,4.35,4.48,41.1,106.0,88.0,101.0,0.8320000000000001,6.75,2.61,8.49,1.96,0.96,0.23800000000000002,0.415,0.215,0.308,0.456,76.6,76.0,105.0,98.0,81.0,106.0,95.0,101.0,100.0,109.0,104.0,114.0,109.0,0.23600000000000002,0.205,0.131,0.16,0.267,-0.95,0.15,0.75,-0.44,-1.01,91.3,86.7,91.3,79.8,0.239,0.242,0.214,0.259,0.269,,,,,,,,,,,,,,,
1,2023-08-19,716919,Strikeout,strikeout,True,606466,663362,Ketel Marte,Matt Waldron,0,0,0,f6993fb5-c9dd-436a-9459-24eeb371a8cf,663362.0,mattwaldron,Waldron,Right,Matt Waldron,4.35,4.48,41.1,106.0,88.0,101.0,0.8320000000000001,6.75,2.61,8.49,1.96,0.96,0.23800000000000002,0.415,0.215,0.308,0.456,76.6,76.0,105.0,98.0,81.0,106.0,95.0,101.0,100.0,109.0,104.0,114.0,109.0,0.23600000000000002,0.205,0.131,0.16,0.267,-0.95,0.15,0.75,-0.44,-1.01,91.3,86.7,91.3,79.8,0.239,0.242,0.214,0.259,0.269,,,,,,,,,,,,,,,
2,2023-08-19,716919,Groundout,field_out,True,502054,663362,Tommy Pham,Matt Waldron,0,0,0,759e77e3-32be-411e-9715-e18a30fc63ed,663362.0,mattwaldron,Waldron,Right,Matt Waldron,4.35,4.48,41.1,106.0,88.0,101.0,0.8320000000000001,6.75,2.61,8.49,1.96,0.96,0.23800000000000002,0.415,0.215,0.308,0.456,76.6,76.0,105.0,98.0,81.0,106.0,95.0,101.0,100.0,109.0,104.0,114.0,109.0,0.23600000000000002,0.205,0.131,0.16,0.267,-0.95,0.15,0.75,-0.44,-1.01,91.3,86.7,91.3,79.8,0.239,0.242,0.214,0.259,0.269,,,,,,,,,,,,,,,
3,2023-08-19,716919,Walk,walk,False,572233,663362,Christian Walker,Matt Waldron,1,0,0,fb96c5c5-3deb-4eff-b96c-e88f34a80de1,663362.0,mattwaldron,Waldron,Right,Matt Waldron,4.35,4.48,41.1,106.0,88.0,101.0,0.8320000000000001,6.75,2.61,8.49,1.96,0.96,0.23800000000000002,0.415,0.215,0.308,0.456,76.6,76.0,105.0,98.0,81.0,106.0,95.0,101.0,100.0,109.0,104.0,114.0,109.0,0.23600000000000002,0.205,0.131,0.16,0.267,-0.95,0.15,0.75,-0.44,-1.01,91.3,86.7,91.3,79.8,0.239,0.242,0.214,0.259,0.269,,,,,,,,,,,,,,,
4,2023-08-19,716919,Single,single,False,666971,663362,Lourdes Gurriel Jr.,Matt Waldron,0,0,1,bca6562f-8a93-4fa1-97c8-bba058c94ed7,663362.0,mattwaldron,Waldron,Right,Matt Waldron,4.35,4.48,41.1,106.0,88.0,101.0,0.8320000000000001,6.75,2.61,8.49,1.96,0.96,0.23800000000000002,0.415,0.215,0.308,0.456,76.6,76.0,105.0,98.0,81.0,106.0,95.0,101.0,100.0,109.0,104.0,114.0,109.0,0.23600000000000002,0.205,0.131,0.16,0.267,-0.95,0.15,0.75,-0.44,-1.01,91.3,86.7,91.3,79.8,0.239,0.242,0.214,0.259,0.269,,,,,,,,,,,,,,,
5,2023-08-19,716919,Single,single,False,677950,663362,Alek Thomas,Matt Waldron,1,0,1,e0e70918-8508-46a2-b231-8d15bcd3d88d,663362.0,mattwaldron,Waldron,Right,Matt Waldron,4.35,4.48,41.1,106.0,88.0,101.0,0.8320000000000001,6.75,2.61,8.49,1.96,0.96,0.23800000000000002,0.415,0.215,0.308,0.456,76.6,76.0,105.0,98.0,81.0,106.0,95.0,101.0,100.0,109.0,104.0,114.0,109.0,0.23600000000000002,0.205,0.131,0.16,0.267,-0.95,0.15,0.75,-0.44,-1.01,91.3,86.7,91.3,79.8,0.239,0.242,0.214,0.259,0.269,,,,,,,,,,,,,,,
6,2023-08-19,716919,Flyout,field_out,True,607054,663362,Jace Peterson,Matt Waldron,0,0,0,08aaf985-79b5-4863-80da-7445dbb883a5,663362.0,mattwaldron,Waldron,Right,Matt Waldron,4.35,4.48,41.1,106.0,88.0,101.0,0.8320000000000001,6.75,2.61,8.49,1.96,0.96,0.23800000000000002,0.415,0.215,0.308,0.456,76.6,76.0,105.0,98.0,81.0,106.0,95.0,101.0,100.0,109.0,104.0,114.0,109.0,0.23600000000000002,0.205,0.131,0.16,0.267,-0.95,0.15,0.75,-0.44,-1.01,91.3,86.7,91.3,79.8,0.239,0.242,0.214,0.259,0.269,,,,,,,,,,,,,,,
7,2023-08-19,716919,Home Run,home_run,False,673490,518876,Ha-Seong Kim,Merrill Kelly,0,0,0,5018c4b8-8bf5-45c3-834d-764cb44da913,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,87.0,101.0,99.0,0.122,0.301,0.18100000000000002,0.055,,0.04,0.88,0.83,-0.64,,92.2,90.8,92.4,85.5,0.261,,0.22,0.224,,88.7,99.0,108.0,114.0,121.0,105.0,111.0,0.11,0.231,-0.45,2.43,82.1,0.18,0.268,0.217
8,2023-08-19,716919,Strikeout,strikeout,True,665487,518876,Fernando Tatis Jr.,Merrill Kelly,0,0,0,3562099b-9e24-4409-bbca-f392b3f6a2a6,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,87.0,101.0,99.0,0.122,0.301,0.18100000000000002,0.055,,0.04,0.88,0.83,-0.64,,92.2,90.8,92.4,85.5,0.261,,0.22,0.224,,88.7,99.0,108.0,114.0,121.0,105.0,111.0,0.11,0.231,-0.45,2.43,82.1,0.18,0.268,0.217
9,2023-08-19,716919,Single,single,False,665742,518876,Juan Soto,Merrill Kelly,1,1,0,935bf344-7eee-4f53-ae5f-e1af2e333fc9,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,87.0,101.0,99.0,0.122,0.301,0.18100000000000002,0.055,,0.04,0.88,0.83,-0.64,,92.2,90.8,92.4,85.5,0.261,,0.22,0.224,,88.7,99.0,108.0,114.0,121.0,105.0,111.0,0.11,0.231,-0.45,2.43,82.1,0.18,0.268,0.217
