,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wCU/C,wCH/C,vFA,vFC,vCU,FF_ba,FC_ba,CH_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,SL%,wFS/C,wSI/C,wSL/C,vFS,vSI,vSL,SL_ba,SI_ba,FS_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-04-08,718667,Pop Out,field_out,True,608701,666214,Rob Refsnyder,Joey Wentz,1,1,0,d998cd07-c20d-418f-86e6-52d47c2e344a,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-08,718667,Flyout,field_out,True,646240,666214,Rafael Devers,Joey Wentz,0,0,0,aba1ffc9-cd2d-4413-91bb-3099e65c8b38,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-08,718667,Groundout,field_out,True,457759,666214,Justin Turner,Joey Wentz,1,0,0,8267b0c7-61f6-4780-9ed2-05fb177c85b3,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-08,718667,Single,single,False,668731,656557,Akil Baddoo,Tanner Houck,0,0,0,1c48d391-1641-439d-a1d8-a1ef70e811b5,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,,,,,,,,95.0,96.0,88.0,80.0,100.0,92.0,0.099,0.10800000000000001,,,-2.8,0.73,,,93.9,91.3,,0.325,0.229,,,111.0,102.0,101.0,113.0,99.0,107.0,67.0,105.0,92.0,0.295,0.114,0.38299999999999995,-1.52,-0.38,0.98,87.6,93.4,83.9,0.178,0.306,0.31,,,,,,
4,2023-04-08,718667,Grounded Into DP,grounded_into_double_play,True,682985,656557,Riley Greene,Tanner Houck,1,0,1,ddeea00f-8ffb-4637-b3bf-b7ce8f6ff7ec,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,,,,,,,,95.0,96.0,88.0,80.0,100.0,92.0,0.099,0.10800000000000001,,,-2.8,0.73,,,93.9,91.3,,0.325,0.229,,,111.0,102.0,101.0,113.0,99.0,107.0,67.0,105.0,92.0,0.295,0.114,0.38299999999999995,-1.52,-0.38,0.98,87.6,93.4,83.9,0.178,0.306,0.31,,,,,,
5,2023-04-08,718667,Groundout,field_out,True,595879,656557,Javier Báez,Tanner Houck,0,0,0,b078bf48-ce00-4d86-a05c-2ba552854f67,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,,,,,,,,95.0,96.0,88.0,80.0,100.0,92.0,0.099,0.10800000000000001,,,-2.8,0.73,,,93.9,91.3,,0.325,0.229,,,111.0,102.0,101.0,113.0,99.0,107.0,67.0,105.0,92.0,0.295,0.114,0.38299999999999995,-1.52,-0.38,0.98,87.6,93.4,83.9,0.178,0.306,0.31,,,,,,
6,2023-04-08,718667,Walk,walk,False,807799,666214,Masataka Yoshida,Joey Wentz,0,0,0,93c842cb-2210-44e8-b9b8-e70c1f6b891d,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-04-08,718667,Flyout,field_out,True,594807,666214,Adam Duvall,Joey Wentz,1,1,0,c87778c2-f656-4175-b529-4446ebb60faa,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-04-08,718667,Double,double,False,657077,666214,Alex Verdugo,Joey Wentz,0,0,1,fd28e9ae-6eca-41d3-85bb-3bc0a7c416d0,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-04-08,718667,Lineout,field_out,True,624414,666214,Christian Arroyo,Joey Wentz,1,0,0,8469fe17-c4b0-4105-8cbe-76fd0c11b534,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,
