,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,wFA/C,wSI/C,wSL/C,wCU/C,vFA,vSI,vSL,vCU,SI_ba,SL_ba,CU_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CH%,wFC/C,wCH/C,vFC,CH_ba,FF_ba,FC_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-08-26,716842,Strikeout,strikeout,True,643565,681882,Mike Tauchman,Colin Selby,0,0,0,4152ac38-c2ae-4085-ab6f-51744c74e943,681882.0,colinselby,Selby,Right,Colin Selby,9.0,5.52,24.0,93.0,114.0,97.0,0.7140000000000001,11.25,5.63,10.88,1.5,1.74,0.23199999999999998,0.449,0.188,0.33299999999999996,0.391,109.0,104.0,111.0,100.0,53.0,53.0,106.0,97.0,95.0,127.0,85.0,94.0,0.462,0.002,0.364,0.172,-5.8,-1.24,0.01,-0.52,97.4,96.6,88.4,82.7,0.395,0.192,0.241,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-26,716842,Strikeout,strikeout,True,621020,681882,Dansby Swanson,Colin Selby,0,0,0,e9f54b82-37aa-4992-b8d9-d0d4d1aade2f,681882.0,colinselby,Selby,Right,Colin Selby,9.0,5.52,24.0,93.0,114.0,97.0,0.7140000000000001,11.25,5.63,10.88,1.5,1.74,0.23199999999999998,0.449,0.188,0.33299999999999996,0.391,109.0,104.0,111.0,100.0,53.0,53.0,106.0,97.0,95.0,127.0,85.0,94.0,0.462,0.002,0.364,0.172,-5.8,-1.24,0.01,-0.52,97.4,96.6,88.4,82.7,0.395,0.192,0.241,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-26,716842,Flyout,field_out,True,664023,681882,Ian Happ,Colin Selby,0,0,0,fd8b87ec-189c-4d50-ae96-3e673013e1a2,681882.0,colinselby,Selby,Right,Colin Selby,9.0,5.52,24.0,93.0,114.0,97.0,0.7140000000000001,11.25,5.63,10.88,1.5,1.74,0.23199999999999998,0.449,0.188,0.33299999999999996,0.391,109.0,104.0,111.0,100.0,53.0,53.0,106.0,97.0,95.0,127.0,85.0,94.0,0.462,0.002,0.364,0.172,-5.8,-1.24,0.01,-0.52,97.4,96.6,88.4,82.7,0.395,0.192,0.241,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-26,716842,Home Run,home_run,False,663647,696136,Ke'Bryan Hayes,Jordan Wicks,0,0,0,e713c3b0-6e49-4ea9-92c1-6d0be1ed682f,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,4.41,4.07,34.2,101.0,77.0,96.0,0.785,6.23,2.86,8.57,1.3,1.65,0.223,0.43799999999999994,0.134,0.259,0.33399999999999996,82.0,97.0,97.0,78.0,102.0,96.0,75.0,99.0,90.0,105.0,87.0,95.0,0.196,0.285,0.040999999999999995,0.084,-1.88,2.74,-6.67,-0.96,92.1,91.3,82.0,78.2,0.174,0.333,0.143,81.3,71.0,106.0,104.0,85.0,94.0,82.0,0.098,0.297,-2.26,1.83,89.0,0.171,0.368,0.444,,,,,,,,
4,2023-08-26,716842,Single,single,False,668804,696136,Bryan Reynolds,Jordan Wicks,0,0,0,9114982a-b510-466c-9af8-ba65f7b499c7,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,4.41,4.07,34.2,101.0,77.0,96.0,0.785,6.23,2.86,8.57,1.3,1.65,0.223,0.43799999999999994,0.134,0.259,0.33399999999999996,82.0,97.0,97.0,78.0,102.0,96.0,75.0,99.0,90.0,105.0,87.0,95.0,0.196,0.285,0.040999999999999995,0.084,-1.88,2.74,-6.67,-0.96,92.1,91.3,82.0,78.2,0.174,0.333,0.143,81.3,71.0,106.0,104.0,85.0,94.0,82.0,0.098,0.297,-2.26,1.83,89.0,0.171,0.368,0.444,,,,,,,,
5,2023-08-26,716842,Walk,walk,False,457705,696136,Andrew McCutchen,Jordan Wicks,0,0,1,6003bdf1-532c-4b9c-9dff-4c6f84a7cd16,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,4.41,4.07,34.2,101.0,77.0,96.0,0.785,6.23,2.86,8.57,1.3,1.65,0.223,0.43799999999999994,0.134,0.259,0.33399999999999996,82.0,97.0,97.0,78.0,102.0,96.0,75.0,99.0,90.0,105.0,87.0,95.0,0.196,0.285,0.040999999999999995,0.084,-1.88,2.74,-6.67,-0.96,92.1,91.3,82.0,78.2,0.174,0.333,0.143,81.3,71.0,106.0,104.0,85.0,94.0,82.0,0.098,0.297,-2.26,1.83,89.0,0.171,0.368,0.444,,,,,,,,
6,2023-08-26,716842,Strikeout,strikeout,True,656582,696136,Connor Joe,Jordan Wicks,0,0,0,4a732fac-3d8e-4e27-ae40-978c84251526,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,4.41,4.07,34.2,101.0,77.0,96.0,0.785,6.23,2.86,8.57,1.3,1.65,0.223,0.43799999999999994,0.134,0.259,0.33399999999999996,82.0,97.0,97.0,78.0,102.0,96.0,75.0,99.0,90.0,105.0,87.0,95.0,0.196,0.285,0.040999999999999995,0.084,-1.88,2.74,-6.67,-0.96,92.1,91.3,82.0,78.2,0.174,0.333,0.143,81.3,71.0,106.0,104.0,85.0,94.0,82.0,0.098,0.297,-2.26,1.83,89.0,0.171,0.368,0.444,,,,,,,,
7,2023-08-26,716842,Strikeout,strikeout,True,682848,696136,Endy Rodríguez,Jordan Wicks,0,0,1,d67182d2-55f2-4b8a-84fd-74e2465690ed,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,4.41,4.07,34.2,101.0,77.0,96.0,0.785,6.23,2.86,8.57,1.3,1.65,0.223,0.43799999999999994,0.134,0.259,0.33399999999999996,82.0,97.0,97.0,78.0,102.0,96.0,75.0,99.0,90.0,105.0,87.0,95.0,0.196,0.285,0.040999999999999995,0.084,-1.88,2.74,-6.67,-0.96,92.1,91.3,82.0,78.2,0.174,0.333,0.143,81.3,71.0,106.0,104.0,85.0,94.0,82.0,0.098,0.297,-2.26,1.83,89.0,0.171,0.368,0.444,,,,,,,,
8,2023-08-26,716842,Strikeout,strikeout,True,641943,696136,Joshua Palacios,Jordan Wicks,0,0,0,65069a79-4f1e-4a60-bf57-3fe949e4118f,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,4.41,4.07,34.2,101.0,77.0,96.0,0.785,6.23,2.86,8.57,1.3,1.65,0.223,0.43799999999999994,0.134,0.259,0.33399999999999996,82.0,97.0,97.0,78.0,102.0,96.0,75.0,99.0,90.0,105.0,87.0,95.0,0.196,0.285,0.040999999999999995,0.084,-1.88,2.74,-6.67,-0.96,92.1,91.3,82.0,78.2,0.174,0.333,0.143,81.3,71.0,106.0,104.0,85.0,94.0,82.0,0.098,0.297,-2.26,1.83,89.0,0.171,0.368,0.444,,,,,,,,
9,2023-08-26,716842,Groundout,field_out,True,641355,681882,Cody Bellinger,Colin Selby,0,0,0,12db36f9-a966-458b-97d7-4f5c04782287,681882.0,colinselby,Selby,Right,Colin Selby,9.0,5.52,24.0,93.0,114.0,97.0,0.7140000000000001,11.25,5.63,10.88,1.5,1.74,0.23199999999999998,0.449,0.188,0.33299999999999996,0.391,109.0,104.0,111.0,100.0,53.0,53.0,106.0,97.0,95.0,127.0,85.0,94.0,0.462,0.002,0.364,0.172,-5.8,-1.24,0.01,-0.52,97.4,96.6,88.4,82.7,0.395,0.192,0.241,,,,,,,,,,,,,,,,,,,,,,,
