,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vSI,vSL,vCU,FC_ba,CH_ba,CU_ba,SL_ba,SI_ba,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
10,2023-04-05,718698,Strikeout,strikeout,True,592192,669203,Mark Canha,Corbin Burnes,0,0,0,8ba0c15e-5999-4473-bf0b-a1391b1b2547,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,
11,2023-04-05,718698,Groundout,field_out,True,553882,669203,Omar Narváez,Corbin Burnes,0,0,0,4de234dd-ea56-44fa-83a1-5241491656c1,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,
12,2023-04-05,718698,Groundout,field_out,True,641645,669203,Luis Guillorme,Corbin Burnes,0,0,0,23da0c3c-4e06-46b3-9aee-66d9a3a90cc2,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,
13,2023-04-05,718698,Strikeout,strikeout,True,572228,656849,Luke Voit,David Peterson,0,0,0,92bbc22d-8c86-498b-82c5-262abc56d718,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,97.0,97.0,95.0,105.0,99.0,102.0,,,,0.253,,0.19699999999999998,0.08800000000000001,0.18899999999999997,,0.66,-2.58,2.63,-1.35,,91.5,85.3,78.6,,0.325,0.2,0.268,0.314,76.0,95.0,87.0,0.273,-0.83,92.7,0.287,,,,,,,
14,2023-04-05,718698,Walk,walk,False,605119,656849,Brian Anderson,David Peterson,1,0,0,b8e3df9a-72e4-41b3-b71d-bd5f50ea3079,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,97.0,97.0,95.0,105.0,99.0,102.0,,,,0.253,,0.19699999999999998,0.08800000000000001,0.18899999999999997,,0.66,-2.58,2.63,-1.35,,91.5,85.3,78.6,,0.325,0.2,0.268,0.314,76.0,95.0,87.0,0.273,-0.83,92.7,0.287,,,,,,,
15,2023-04-05,718698,Double,double,False,608385,656849,Jesse Winker,David Peterson,1,0,1,e4b9ccc4-04b7-4507-9b31-90d22cd8d15f,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,97.0,97.0,95.0,105.0,99.0,102.0,,,,0.253,,0.19699999999999998,0.08800000000000001,0.18899999999999997,,0.66,-2.58,2.63,-1.35,,91.5,85.3,78.6,,0.325,0.2,0.268,0.314,76.0,95.0,87.0,0.273,-0.83,92.7,0.287,,,,,,,
16,2023-04-05,718698,Single,single,False,680911,656849,Owen Miller,David Peterson,0,0,1,fc55222b-95c4-4825-b888-79ce8fb7f75c,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,97.0,97.0,95.0,105.0,99.0,102.0,,,,0.253,,0.19699999999999998,0.08800000000000001,0.18899999999999997,,0.66,-2.58,2.63,-1.35,,91.5,85.3,78.6,,0.325,0.2,0.268,0.314,76.0,95.0,87.0,0.273,-0.83,92.7,0.287,,,,,,,
17,2023-04-05,718698,Home Run,home_run,False,686894,656849,Joey Wiemer,David Peterson,0,0,1,005cc332-75de-4d15-99f0-36693899c4a6,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,97.0,97.0,95.0,105.0,99.0,102.0,,,,0.253,,0.19699999999999998,0.08800000000000001,0.18899999999999997,,0.66,-2.58,2.63,-1.35,,91.5,85.3,78.6,,0.325,0.2,0.268,0.314,76.0,95.0,87.0,0.273,-0.83,92.7,0.287,,,,,,,
18,2023-04-05,718698,Strikeout,strikeout,True,670712,656849,Mike Brosseau,David Peterson,0,0,0,342e3377-84f6-4fcc-8f48-f31db3ed67d6,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,97.0,97.0,95.0,105.0,99.0,102.0,,,,0.253,,0.19699999999999998,0.08800000000000001,0.18899999999999997,,0.66,-2.58,2.63,-1.35,,91.5,85.3,78.6,,0.325,0.2,0.268,0.314,76.0,95.0,87.0,0.273,-0.83,92.7,0.287,,,,,,,
19,2023-04-05,718698,Walk,walk,False,642715,656849,Willy Adames,David Peterson,1,0,0,c5960506-0be5-41f6-b83f-40144d596ae7,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,97.0,97.0,95.0,105.0,99.0,102.0,,,,0.253,,0.19699999999999998,0.08800000000000001,0.18899999999999997,,0.66,-2.58,2.63,-1.35,,91.5,85.3,78.6,,0.325,0.2,0.268,0.314,76.0,95.0,87.0,0.273,-0.83,92.7,0.287,,,,,,,
20,2023-04-05,718698,Pickoff Caught Stealing 2B,pickoff_caught_stealing_2b,True,592885,656849,Christian Yelich,David Peterson,0,0,0,39f00fbe-fde5-49dd-ab5d-b5bbe1324f1c,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,97.0,97.0,95.0,105.0,99.0,102.0,,,,0.253,,0.19699999999999998,0.08800000000000001,0.18899999999999997,,0.66,-2.58,2.63,-1.35,,91.5,85.3,78.6,,0.325,0.2,0.268,0.314,76.0,95.0,87.0,0.273,-0.83,92.7,0.287,,,,,,,
21,2023-04-05,718698,Strikeout,strikeout,True,607043,669203,Brandon Nimmo,Corbin Burnes,0,0,0,33708960-5739-49cb-8b3a-263ee186ab11,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,
22,2023-04-05,718698,Double,double,False,516782,669203,Starling Marte,Corbin Burnes,1,0,0,82070eff-79c0-4382-99a9-9ac5e00a1918,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,
23,2023-04-05,718698,Single,single,False,596019,669203,Francisco Lindor,Corbin Burnes,0,0,1,bb51f74c-fc2e-4459-9da5-03ef4a5ee599,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,
24,2023-04-05,718698,Home Run,home_run,False,624413,669203,Pete Alonso,Corbin Burnes,0,0,1,ab661a04-4dc1-411d-8fc6-69fe6c41bd0a,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,
25,2023-04-05,718698,Groundout,field_out,True,596129,669203,Daniel Vogelbach,Corbin Burnes,1,1,0,aa39d66d-f095-4b70-a205-81d9ce64df82,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,
26,2023-04-05,718698,Groundout,field_out,True,643446,669203,Jeff McNeil,Corbin Burnes,1,0,0,8c17486e-d2a1-4016-ac39-6fe050ab2510,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,
27,2023-04-05,718698,Strikeout,strikeout,True,592885,656849,Christian Yelich,David Peterson,0,0,0,028e648c-7ccb-40de-9ae1-05399fb7113b,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,97.0,97.0,95.0,105.0,99.0,102.0,,,,0.253,,0.19699999999999998,0.08800000000000001,0.18899999999999997,,0.66,-2.58,2.63,-1.35,,91.5,85.3,78.6,,0.325,0.2,0.268,0.314,76.0,95.0,87.0,0.273,-0.83,92.7,0.287,,,,,,,
28,2023-04-05,718698,Walk,walk,False,661388,656849,William Contreras,David Peterson,0,0,0,b7a2c7cd-a4c1-4c2f-a880-c05afd609d8b,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,97.0,97.0,95.0,105.0,99.0,102.0,,,,0.253,,0.19699999999999998,0.08800000000000001,0.18899999999999997,,0.66,-2.58,2.63,-1.35,,91.5,85.3,78.6,,0.325,0.2,0.268,0.314,76.0,95.0,87.0,0.273,-0.83,92.7,0.287,,,,,,,
29,2023-04-05,718698,Single,single,False,572228,656849,Luke Voit,David Peterson,0,0,1,fe5a3f43-eb5f-4177-9812-38e1670d859a,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,97.0,97.0,95.0,105.0,99.0,102.0,,,,0.253,,0.19699999999999998,0.08800000000000001,0.18899999999999997,,0.66,-2.58,2.63,-1.35,,91.5,85.3,78.6,,0.325,0.2,0.268,0.314,76.0,95.0,87.0,0.273,-0.83,92.7,0.287,,,,,,,
30,2023-04-05,718698,Flyout,field_out,True,605119,656849,Brian Anderson,David Peterson,1,1,0,4e435bfb-4b7f-4241-a9b2-64c603fcf05e,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,97.0,97.0,95.0,105.0,99.0,102.0,,,,0.253,,0.19699999999999998,0.08800000000000001,0.18899999999999997,,0.66,-2.58,2.63,-1.35,,91.5,85.3,78.6,,0.325,0.2,0.268,0.314,76.0,95.0,87.0,0.273,-0.83,92.7,0.287,,,,,,,
31,2023-04-05,718698,Lineout,field_out,True,608385,656849,Jesse Winker,David Peterson,0,0,0,2da4518c-5890-4dc5-a438-416615a1ca74,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,97.0,97.0,95.0,105.0,99.0,102.0,,,,0.253,,0.19699999999999998,0.08800000000000001,0.18899999999999997,,0.66,-2.58,2.63,-1.35,,91.5,85.3,78.6,,0.325,0.2,0.268,0.314,76.0,95.0,87.0,0.273,-0.83,92.7,0.287,,,,,,,
32,2023-04-05,718698,Groundout,field_out,True,592192,669203,Mark Canha,Corbin Burnes,0,0,0,7506a602-71e7-4a7f-98b3-6f019494818f,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,
33,2023-04-05,718698,Single,single,False,553882,669203,Omar Narváez,Corbin Burnes,0,0,0,490f5145-1295-42b5-a522-4706cd87c121,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,
34,2023-04-05,718698,Groundout,field_out,True,641645,669203,Luis Guillorme,Corbin Burnes,1,1,1,5c68343f-edb1-470d-85a3-a3bb7989a05a,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,
35,2023-04-05,718698,Groundout,field_out,True,607043,669203,Brandon Nimmo,Corbin Burnes,0,0,0,c8f61990-4fab-437d-a773-3355d50e53cd,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,
