,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,FF_ba,SI_ba,SL_ba,ST_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba
0,2023-06-16,717733,Groundout,field_out,True,641313,693433,Tim Anderson,Bryan Woo,0,0,0,89415bd0-d903-4f43-90b4-098a34cb7619,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,89.7,85.0,91.0,93.0,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,0.255,0.469,0.24,0.037000000000000005,0.69,1.34,-0.83,-2.37,95.1,95.0,86.0,0.207,0.213,0.261,0.257,0.4,,,,,,,,,,,,,,,,,,,,
1,2023-06-16,717733,Strikeout,strikeout,True,643217,693433,Andrew Benintendi,Bryan Woo,0,0,0,6194bde3-e540-48ec-8d42-7d9288c1fdd6,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,89.7,85.0,91.0,93.0,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,0.255,0.469,0.24,0.037000000000000005,0.69,1.34,-0.83,-2.37,95.1,95.0,86.0,0.207,0.213,0.261,0.257,0.4,,,,,,,,,,,,,,,,,,,,
2,2023-06-16,717733,Strikeout,strikeout,True,673357,693433,Luis Robert Jr.,Bryan Woo,0,0,0,1fd21528-b7d8-4ecb-a424-5e74f003811f,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,89.7,85.0,91.0,93.0,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,0.255,0.469,0.24,0.037000000000000005,0.69,1.34,-0.83,-2.37,95.1,95.0,86.0,0.207,0.213,0.261,0.257,0.4,,,,,,,,,,,,,,,,,,,,
3,2023-06-16,717733,Walk,walk,False,641487,656629,J.P. Crawford,Michael Kopech,0,0,0,8d809604-e1db-4f6b-b446-62e435c82a9d,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,116.0,89.0,94.0,,,,102.0,97.0,99.0,,0.614,0.272,0.07400000000000001,-0.71,,-1.5,0.15,95.2,,84.8,0.244,,0.258,,0.133,96.0,97.0,97.0,0.04,-0.94,80.6,0.158,,,,,,,,,,,,,
4,2023-06-16,717733,Single,single,False,677594,656629,Julio Rodríguez,Michael Kopech,0,0,1,a1452666-0f3a-4cfc-ac1b-4efb22de644d,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,116.0,89.0,94.0,,,,102.0,97.0,99.0,,0.614,0.272,0.07400000000000001,-0.71,,-1.5,0.15,95.2,,84.8,0.244,,0.258,,0.133,96.0,97.0,97.0,0.04,-0.94,80.6,0.158,,,,,,,,,,,,,
5,2023-06-16,717733,Grounded Into DP,grounded_into_double_play,True,664034,656629,Ty France,Michael Kopech,1,0,1,9e572750-025e-4161-a525-1b4abc4967c6,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,116.0,89.0,94.0,,,,102.0,97.0,99.0,,0.614,0.272,0.07400000000000001,-0.71,,-1.5,0.15,95.2,,84.8,0.244,,0.258,,0.133,96.0,97.0,97.0,0.04,-0.94,80.6,0.158,,,,,,,,,,,,,
6,2023-06-16,717733,Pop Out,field_out,True,606192,656629,Teoscar Hernández,Michael Kopech,1,0,0,6d7945c3-91bb-4a55-a0cf-9f5c797cf1ea,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,116.0,89.0,94.0,,,,102.0,97.0,99.0,,0.614,0.272,0.07400000000000001,-0.71,,-1.5,0.15,95.2,,84.8,0.244,,0.258,,0.133,96.0,97.0,97.0,0.04,-0.94,80.6,0.158,,,,,,,,,,,,,
7,2023-06-16,717733,Pop Out,field_out,True,650391,693433,Eloy Jiménez,Bryan Woo,0,0,0,59b07083-af85-4a0d-8819-68e5df042727,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,89.7,85.0,91.0,93.0,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,0.255,0.469,0.24,0.037000000000000005,0.69,1.34,-0.83,-2.37,95.1,95.0,86.0,0.207,0.213,0.261,0.257,0.4,,,,,,,,,,,,,,,,,,,,
8,2023-06-16,717733,Strikeout,strikeout,True,669394,693433,Jake Burger,Bryan Woo,0,0,0,6ec96eeb-0a9d-40e5-8a10-9c396cb4a779,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,89.7,85.0,91.0,93.0,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,0.255,0.469,0.24,0.037000000000000005,0.69,1.34,-0.83,-2.37,95.1,95.0,86.0,0.207,0.213,0.261,0.257,0.4,,,,,,,,,,,,,,,,,,,,
9,2023-06-16,717733,Flyout,field_out,True,657757,693433,Gavin Sheets,Bryan Woo,0,0,0,2339d5a9-5600-4552-8a0b-af5e09548cbc,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,89.7,85.0,91.0,93.0,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,0.255,0.469,0.24,0.037000000000000005,0.69,1.34,-0.83,-2.37,95.1,95.0,86.0,0.207,0.213,0.261,0.257,0.4,,,,,,,,,,,,,,,,,,,,
10,2023-06-16,717733,Single,single,False,672284,656629,Jarred Kelenic,Michael Kopech,0,0,0,7566e5cd-233e-4384-bf2c-22ef0f011243,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,116.0,89.0,94.0,,,,102.0,97.0,99.0,,0.614,0.272,0.07400000000000001,-0.71,,-1.5,0.15,95.2,,84.8,0.244,,0.258,,0.133,96.0,97.0,97.0,0.04,-0.94,80.6,0.158,,,,,,,,,,,,,
11,2023-06-16,717733,Double,double,False,553993,656629,Eugenio Suárez,Michael Kopech,1,1,1,0ef8640b-8e69-4b37-961f-121910abf0b7,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,116.0,89.0,94.0,,,,102.0,97.0,99.0,,0.614,0.272,0.07400000000000001,-0.71,,-1.5,0.15,95.2,,84.8,0.244,,0.258,,0.133,96.0,97.0,97.0,0.04,-0.94,80.6,0.158,,,,,,,,,,,,,
12,2023-06-16,717733,Walk,walk,False,663728,656629,Cal Raleigh,Michael Kopech,1,0,0,b55b55a4-4b66-4eb6-9468-2c58cc204608,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,116.0,89.0,94.0,,,,102.0,97.0,99.0,,0.614,0.272,0.07400000000000001,-0.71,,-1.5,0.15,95.2,,84.8,0.244,,0.258,,0.133,96.0,97.0,97.0,0.04,-0.94,80.6,0.158,,,,,,,,,,,,,
13,2023-06-16,717733,Strikeout,strikeout,True,645801,656629,Mike Ford,Michael Kopech,0,0,0,d70bf162-2db8-421d-bc9a-c46ad4073157,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,116.0,89.0,94.0,,,,102.0,97.0,99.0,,0.614,0.272,0.07400000000000001,-0.71,,-1.5,0.15,95.2,,84.8,0.244,,0.258,,0.133,96.0,97.0,97.0,0.04,-0.94,80.6,0.158,,,,,,,,,,,,,
