,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFS,vSI,vSL,vKC,FF_ba,SL_ba,FS_ba,CU_ba,SI_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,CH_ba,FC%,wFC/C,vFC,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,ST_ba
0,2023-06-28,717587,Single,single,False,657041,669302,Lane Thomas,Logan Gilbert,1,1,0,876ba68e-8b04-4ac4-ab27-fa21889c9ffe,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,
1,2023-06-28,717587,Single,single,False,671277,669302,Luis García Jr.,Logan Gilbert,1,0,1,62c0ac0d-97bb-44bb-ad1a-4052e819100b,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,
2,2023-06-28,717587,Double,double,False,600869,669302,Jeimer Candelario,Logan Gilbert,1,1,1,f334461b-7c10-4608-9e4f-4fb75c4a10b4,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,
3,2023-06-28,717587,Single,single,False,660688,669302,Keibert Ruiz,Logan Gilbert,0,0,1,7be7d76d-124b-4889-96b1-c77fc5543bdb,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,
4,2023-06-28,717587,Lineout,field_out,True,642086,669302,Dominic Smith,Logan Gilbert,0,0,0,40224094-77bf-49f6-a99a-eef1953bda25,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,
5,2023-06-28,717587,Flyout,field_out,True,545121,669302,Ildemaro Vargas,Logan Gilbert,0,0,0,29aed566-e971-44d9-b944-8d048e3592b3,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,
6,2023-06-28,717587,Strikeout,strikeout,True,572816,669302,Corey Dickerson,Logan Gilbert,0,0,0,47db357d-06e1-495d-88e2-1d3706f2823f,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,
7,2023-06-28,717587,Strikeout,strikeout,True,641487,571578,J.P. Crawford,Patrick Corbin,0,0,0,bc3519f7-e099-408d-ad51-350170c50f9c,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,,,,,,,0.41700000000000004,0.16899999999999998,,0.35,,-0.69,,-0.89,-0.51,,91.8,,92.1,80.5,,0.327,0.233,,,0.32,81.2,66.0,101.0,96.0,0.064,-2.07,0.29,,,,,,,,,,
8,2023-06-28,717587,Flyout,field_out,True,677594,571578,Julio Rodríguez,Patrick Corbin,1,1,0,25566426-53d9-45c6-9dfd-5048de4adcd2,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,,,,,,,0.41700000000000004,0.16899999999999998,,0.35,,-0.69,,-0.89,-0.51,,91.8,,92.1,80.5,,0.327,0.233,,,0.32,81.2,66.0,101.0,96.0,0.064,-2.07,0.29,,,,,,,,,,
9,2023-06-28,717587,Strikeout,strikeout,True,664034,571578,Ty France,Patrick Corbin,0,0,0,3246e140-5d5c-4a28-b230-470828c1bc18,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,,,,,,,0.41700000000000004,0.16899999999999998,,0.35,,-0.69,,-0.89,-0.51,,91.8,,92.1,80.5,,0.327,0.233,,,0.32,81.2,66.0,101.0,96.0,0.064,-2.07,0.29,,,,,,,,,,
10,2023-06-28,717587,Single,single,False,656537,669302,Derek Hill,Logan Gilbert,1,0,0,9b4a93b6-0658-4604-ba16-9c67d18d5cef,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,
11,2023-06-28,717587,Groundout,field_out,True,656180,669302,Riley Adams,Logan Gilbert,1,0,1,e12e8f7d-591f-45c4-8178-f92b69144afa,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,
12,2023-06-28,717587,Groundout,field_out,True,657041,669302,Lane Thomas,Logan Gilbert,1,0,0,16a66a00-be35-4b5e-968b-b70ee5797043,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,
13,2023-06-28,717587,Groundout,field_out,True,671277,669302,Luis García Jr.,Logan Gilbert,0,0,0,cdc448a8-6dcf-4521-9863-764411a5608a,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,
14,2023-06-28,717587,Strikeout,strikeout,True,606192,571578,Teoscar Hernández,Patrick Corbin,0,0,0,56c2c4df-3880-4082-bfe4-7b33c366769c,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,,,,,,,0.41700000000000004,0.16899999999999998,,0.35,,-0.69,,-0.89,-0.51,,91.8,,92.1,80.5,,0.327,0.233,,,0.32,81.2,66.0,101.0,96.0,0.064,-2.07,0.29,,,,,,,,,,
15,2023-06-28,717587,Single,single,False,553993,571578,Eugenio Suárez,Patrick Corbin,0,0,0,6a7e62e6-6bf7-4dd6-8bb3-b0a0115028c6,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,,,,,,,0.41700000000000004,0.16899999999999998,,0.35,,-0.69,,-0.89,-0.51,,91.8,,92.1,80.5,,0.327,0.233,,,0.32,81.2,66.0,101.0,96.0,0.064,-2.07,0.29,,,,,,,,,,
16,2023-06-28,717587,Single,single,False,608596,571578,Tom Murphy,Patrick Corbin,0,0,1,73065458-21ea-4f57-97a2-8c1d6411f180,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,,,,,,,0.41700000000000004,0.16899999999999998,,0.35,,-0.69,,-0.89,-0.51,,91.8,,92.1,80.5,,0.327,0.233,,,0.32,81.2,66.0,101.0,96.0,0.064,-2.07,0.29,,,,,,,,,,
17,2023-06-28,717587,Strikeout,strikeout,True,572041,571578,AJ Pollock,Patrick Corbin,0,0,0,bb041654-a93d-43e6-9630-b532d4ef76ca,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,,,,,,,0.41700000000000004,0.16899999999999998,,0.35,,-0.69,,-0.89,-0.51,,91.8,,92.1,80.5,,0.327,0.233,,,0.32,81.2,66.0,101.0,96.0,0.064,-2.07,0.29,,,,,,,,,,
18,2023-06-28,717587,Pop Out,field_out,True,664238,571578,Dylan Moore,Patrick Corbin,0,0,0,faac841f-4917-4d0b-8c54-43cf783b228d,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,,,,,,,0.41700000000000004,0.16899999999999998,,0.35,,-0.69,,-0.89,-0.51,,91.8,,92.1,80.5,,0.327,0.233,,,0.32,81.2,66.0,101.0,96.0,0.064,-2.07,0.29,,,,,,,,,,
19,2023-06-28,717587,Walk,walk,False,600869,669302,Jeimer Candelario,Logan Gilbert,0,0,0,f85c4505-befd-478d-b62e-679767735193,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,
20,2023-06-28,717587,Walk,walk,False,660688,669302,Keibert Ruiz,Logan Gilbert,0,0,1,2c94b443-5c30-4f43-b491-8b84c163919a,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,
21,2023-06-28,717587,Strikeout,strikeout,True,642086,669302,Dominic Smith,Logan Gilbert,0,0,0,029fc0df-db11-4ab1-8526-5424ca068f9f,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,
22,2023-06-28,717587,Grounded Into DP,grounded_into_double_play,True,545121,669302,Ildemaro Vargas,Logan Gilbert,0,0,1,f8cf6ec0-4e6c-4e4b-a94b-962391244db8,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,
23,2023-06-28,717587,Lineout,field_out,True,676609,571578,José Caballero,Patrick Corbin,1,0,0,339c3764-75fd-41dc-9679-730c0a587dbe,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,,,,,,,0.41700000000000004,0.16899999999999998,,0.35,,-0.69,,-0.89,-0.51,,91.8,,92.1,80.5,,0.327,0.233,,,0.32,81.2,66.0,101.0,96.0,0.064,-2.07,0.29,,,,,,,,,,
