,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,CH_ba,SL_ba,ST_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,SV_ba
0,2023-07-01,717544,Flyout,field_out,True,656716,663567,Zach McKinstry,Peter Lambert,0,0,0,5857e104-6f04-404a-a2b0-6400de7d6887,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.2,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.32299999999999995,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,78.0,0.271,0.235,0.304,0.308,0.267,,,,,,,,,,,,,,,,,,,,,
1,2023-07-01,717544,Groundout,field_out,True,679529,663567,Spencer Torkelson,Peter Lambert,0,0,0,1152299a-2b55-4a34-9730-b4bd51ca53db,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.2,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.32299999999999995,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,78.0,0.271,0.235,0.304,0.308,0.267,,,,,,,,,,,,,,,,,,,,,
2,2023-07-01,717544,Strikeout,strikeout,True,628451,663567,Andy Ibáñez,Peter Lambert,0,0,0,7ce966bc-8029-48bd-a458-55a0b58a0717,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.2,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.32299999999999995,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,78.0,0.271,0.235,0.304,0.308,0.267,,,,,,,,,,,,,,,,,,,,,
3,2023-07-01,717544,Strikeout,strikeout,True,595777,686839,Jurickson Profar,Brendan White,0,0,0,00401016-9501-448a-b392-997e6824162c,686839.0,brendanwhite,White,Right,Brendan White,5.09,4.51,40.2,101.0,99.0,104.0,0.7340000000000001,9.74,3.32,8.85,0.89,1.81,0.301,0.504,0.115,0.381,0.42100000000000004,,,,,,,,91.0,98.0,92.0,102.0,103.0,113.0,0.327,0.594,0.002,,2.07,-1.83,4.16,,94.4,85.0,78.8,0.162,,0.24,0.346,,116.0,95.0,84.0,52.0,69.0,71.0,0.069,0.009000000000000001,-2.97,1.67,87.2,93.0,0.4,,,,,,,,
4,2023-07-01,717544,Lineout,field_out,True,592178,686839,Kris Bryant,Brendan White,1,0,0,a0e3b0c6-be86-47f0-a77f-f95846b3afa9,686839.0,brendanwhite,White,Right,Brendan White,5.09,4.51,40.2,101.0,99.0,104.0,0.7340000000000001,9.74,3.32,8.85,0.89,1.81,0.301,0.504,0.115,0.381,0.42100000000000004,,,,,,,,91.0,98.0,92.0,102.0,103.0,113.0,0.327,0.594,0.002,,2.07,-1.83,4.16,,94.4,85.0,78.8,0.162,,0.24,0.346,,116.0,95.0,84.0,52.0,69.0,71.0,0.069,0.009000000000000001,-2.97,1.67,87.2,93.0,0.4,,,,,,,,
5,2023-07-01,717544,Walk,walk,False,641857,686839,Ryan McMahon,Brendan White,1,0,0,f13e9678-58da-4ff9-ab25-26af6eabe94b,686839.0,brendanwhite,White,Right,Brendan White,5.09,4.51,40.2,101.0,99.0,104.0,0.7340000000000001,9.74,3.32,8.85,0.89,1.81,0.301,0.504,0.115,0.381,0.42100000000000004,,,,,,,,91.0,98.0,92.0,102.0,103.0,113.0,0.327,0.594,0.002,,2.07,-1.83,4.16,,94.4,85.0,78.8,0.162,,0.24,0.346,,116.0,95.0,84.0,52.0,69.0,71.0,0.069,0.009000000000000001,-2.97,1.67,87.2,93.0,0.4,,,,,,,,
6,2023-07-01,717544,Single,single,False,543068,686839,C.J. Cron,Brendan White,1,0,1,e33aba79-4404-41ba-a8d9-36a41ba3c164,686839.0,brendanwhite,White,Right,Brendan White,5.09,4.51,40.2,101.0,99.0,104.0,0.7340000000000001,9.74,3.32,8.85,0.89,1.81,0.301,0.504,0.115,0.381,0.42100000000000004,,,,,,,,91.0,98.0,92.0,102.0,103.0,113.0,0.327,0.594,0.002,,2.07,-1.83,4.16,,94.4,85.0,78.8,0.162,,0.24,0.346,,116.0,95.0,84.0,52.0,69.0,71.0,0.069,0.009000000000000001,-2.97,1.67,87.2,93.0,0.4,,,,,,,,
7,2023-07-01,717544,Forceout,force_out,True,545341,686839,Randal Grichuk,Brendan White,0,0,1,7b103254-d40b-4777-b965-6a6b84a7c07e,686839.0,brendanwhite,White,Right,Brendan White,5.09,4.51,40.2,101.0,99.0,104.0,0.7340000000000001,9.74,3.32,8.85,0.89,1.81,0.301,0.504,0.115,0.381,0.42100000000000004,,,,,,,,91.0,98.0,92.0,102.0,103.0,113.0,0.327,0.594,0.002,,2.07,-1.83,4.16,,94.4,85.0,78.8,0.162,,0.24,0.346,,116.0,95.0,84.0,52.0,69.0,71.0,0.069,0.009000000000000001,-2.97,1.67,87.2,93.0,0.4,,,,,,,,
8,2023-07-01,717544,Groundout,field_out,True,681481,663567,Kerry Carpenter,Peter Lambert,0,0,0,0134c30b-4fb2-4623-918d-ecc50b46cb69,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.2,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.32299999999999995,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,78.0,0.271,0.235,0.304,0.308,0.267,,,,,,,,,,,,,,,,,,,,,
9,2023-07-01,717544,Groundout,field_out,True,595879,663567,Javier Báez,Peter Lambert,0,0,0,f4e1ea76-3be6-48ce-a471-3dc024b1b15c,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.2,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.32299999999999995,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,78.0,0.271,0.235,0.304,0.308,0.267,,,,,,,,,,,,,,,,,,,,,
10,2023-07-01,717544,Triple,triple,False,663837,663567,Matt Vierling,Peter Lambert,0,0,0,f571bb20-cf79-41f2-b67d-af44dfb48ac5,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.2,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.32299999999999995,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,78.0,0.271,0.235,0.304,0.308,0.267,,,,,,,,,,,,,,,,,,,,,
11,2023-07-01,717544,Strikeout,strikeout,True,408234,663567,Miguel Cabrera,Peter Lambert,0,0,0,e2d264b8-37f0-4359-b6b4-70e9c2fa289a,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.2,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.32299999999999995,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,78.0,0.271,0.235,0.304,0.308,0.267,,,,,,,,,,,,,,,,,,,,,
