,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSL,vCU,FF_ba,CH_ba,FC_ba,SL_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-06-15,717753,Strikeout,strikeout,True,543807,669330,George Springer,Tyler Wells,0,0,0,4342a29b-26d7-44cd-8c74-4f55f35740bf,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,88.0,108.0,103.0,85.0,100.0,96.0,0.377,0.195,0.16399999999999998,0.078,0.185,0.59,0.67,1.18,0.41,0.43,92.5,88.7,84.0,74.1,0.2,0.196,0.212,0.149,0.217,,,,,,,,,,,,,,
1,2023-06-15,717753,Strikeout,strikeout,True,666182,669330,Bo Bichette,Tyler Wells,0,0,0,d1b5d42a-3fe8-49fa-921b-99b763122a57,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,88.0,108.0,103.0,85.0,100.0,96.0,0.377,0.195,0.16399999999999998,0.078,0.185,0.59,0.67,1.18,0.41,0.43,92.5,88.7,84.0,74.1,0.2,0.196,0.212,0.149,0.217,,,,,,,,,,,,,,
2,2023-06-15,717753,Lineout,field_out,True,662139,669330,Daulton Varsho,Tyler Wells,0,0,0,1ea195a7-c1dd-47f2-8b57-1e21d0c309b1,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,88.0,108.0,103.0,85.0,100.0,96.0,0.377,0.195,0.16399999999999998,0.078,0.185,0.59,0.67,1.18,0.41,0.43,92.5,88.7,84.0,74.1,0.2,0.196,0.212,0.149,0.217,,,,,,,,,,,,,,
3,2023-06-15,717753,Pop Out,field_out,True,669720,579328,Austin Hays,Yusei Kikuchi,0,0,0,ee6493b8-17f3-48a6-92f3-fa8f7c88f64e,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,88.7,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,101.0,105.0,108.0,,,,0.451,,0.259,0.193,0.09699999999999999,0.05,,1.11,0.24,-1.83,95.1,,88.7,83.1,0.27,0.254,,0.225,0.284,,,,,,,,,,,,,,
4,2023-06-15,717753,Strikeout,strikeout,True,668939,579328,Adley Rutschman,Yusei Kikuchi,0,0,0,b8524dfb-965a-4ae6-bcb8-279365d20e25,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,88.7,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,101.0,105.0,108.0,,,,0.451,,0.259,0.193,0.09699999999999999,0.05,,1.11,0.24,-1.83,95.1,,88.7,83.1,0.27,0.254,,0.225,0.284,,,,,,,,,,,,,,
5,2023-06-15,717753,Walk,walk,False,623993,579328,Anthony Santander,Yusei Kikuchi,0,0,0,30e8ed4a-02fb-4658-8d83-58b4b15314f3,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,88.7,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,101.0,105.0,108.0,,,,0.451,,0.259,0.193,0.09699999999999999,0.05,,1.11,0.24,-1.83,95.1,,88.7,83.1,0.27,0.254,,0.225,0.284,,,,,,,,,,,,,,
6,2023-06-15,717753,Single,single,False,683002,579328,Gunnar Henderson,Yusei Kikuchi,1,1,1,5e713656-e14a-4142-89a4-df689996514b,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,88.7,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,101.0,105.0,108.0,,,,0.451,,0.259,0.193,0.09699999999999999,0.05,,1.11,0.24,-1.83,95.1,,88.7,83.1,0.27,0.254,,0.225,0.284,,,,,,,,,,,,,,
7,2023-06-15,717753,Strikeout,strikeout,True,602104,579328,Ramón Urías,Yusei Kikuchi,0,0,0,3877f303-1a49-47f1-9505-aa6a29559964,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,88.7,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,101.0,105.0,108.0,,,,0.451,,0.259,0.193,0.09699999999999999,0.05,,1.11,0.24,-1.83,95.1,,88.7,83.1,0.27,0.254,,0.225,0.284,,,,,,,,,,,,,,
8,2023-06-15,717753,Groundout,field_out,True,665489,669330,Vladimir Guerrero Jr.,Tyler Wells,0,0,0,f3db2c9c-90bc-4533-8943-b63214dd5e48,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,88.0,108.0,103.0,85.0,100.0,96.0,0.377,0.195,0.16399999999999998,0.078,0.185,0.59,0.67,1.18,0.41,0.43,92.5,88.7,84.0,74.1,0.2,0.196,0.212,0.149,0.217,,,,,,,,,,,,,,
9,2023-06-15,717753,Double,double,False,593160,669330,Whit Merrifield,Tyler Wells,1,0,0,5cf1d545-cf8e-4c7e-b195-28c116e7fb0f,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,88.0,108.0,103.0,85.0,100.0,96.0,0.377,0.195,0.16399999999999998,0.078,0.185,0.59,0.67,1.18,0.41,0.43,92.5,88.7,84.0,74.1,0.2,0.196,0.212,0.149,0.217,,,,,,,,,,,,,,
