,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CH_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FS%,wFS/C,vFS,ST_ba
0,2023-06-10,717820,Hit By Pitch,hit_by_pitch,False,650333,656629,Luis Arraez,Michael Kopech,1,0,0,33f4830c-67ef-4f2b-aaa4-582cecd8cd29,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,0.614,0.272,0.04,0.07400000000000001,-0.71,-1.5,-0.94,0.15,95.2,84.8,80.6,0.244,0.258,0.133,0.158,,,,,,,,,,,,,,,,,
1,2023-06-10,717820,Hit By Pitch,hit_by_pitch,False,624585,656629,Jorge Soler,Michael Kopech,0,0,1,8b6ccafd-3f89-4339-8b21-54b10bd1b518,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,0.614,0.272,0.04,0.07400000000000001,-0.71,-1.5,-0.94,0.15,95.2,84.8,80.6,0.244,0.258,0.133,0.158,,,,,,,,,,,,,,,,,
2,2023-06-10,717820,Strikeout,strikeout,True,650559,656629,Bryan De La Cruz,Michael Kopech,0,0,0,1d2c9f8e-7663-4245-947e-313d316d2f45,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,0.614,0.272,0.04,0.07400000000000001,-0.71,-1.5,-0.94,0.15,95.2,84.8,80.6,0.244,0.258,0.133,0.158,,,,,,,,,,,,,,,,,
3,2023-06-10,717820,Strikeout,strikeout,True,660821,656629,Jesús Sánchez,Michael Kopech,0,0,0,b5692b11-30bb-49a1-a921-fdbc6844dbc2,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,0.614,0.272,0.04,0.07400000000000001,-0.71,-1.5,-0.94,0.15,95.2,84.8,80.6,0.244,0.258,0.133,0.158,,,,,,,,,,,,,,,,,
4,2023-06-10,717820,Strikeout,strikeout,True,493329,656629,Yuli Gurriel,Michael Kopech,0,0,0,d4411507-5b40-4a66-9107-1d60a5a2ea9f,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,0.614,0.272,0.04,0.07400000000000001,-0.71,-1.5,-0.94,0.15,95.2,84.8,80.6,0.244,0.258,0.133,0.158,,,,,,,,,,,,,,,,,
5,2023-06-10,717820,Groundout,field_out,True,641313,645261,Tim Anderson,Sandy Alcantara,0,0,0,e61d67f2-2f26-4a5e-8b2a-55797bb1e69d,645261.0,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,4.14,4.33,184.2,105.0,113.0,108.0,0.7709999999999999,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.34299999999999997,0.452,91.1,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,116.0,103.0,110.0,0.213,0.201,0.022000000000000002,0.273,-0.27,0.72,-0.52,-0.43,98.0,89.9,86.1,0.253,0.227,0.282,0.308,115.0,106.0,108.0,0.29,1.72,97.6,0.237,,,,,,,,,,
6,2023-06-10,717820,Single,single,False,643217,645261,Andrew Benintendi,Sandy Alcantara,1,0,0,0efe49be-9514-4dbe-85a0-7a3238c986ed,645261.0,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,4.14,4.33,184.2,105.0,113.0,108.0,0.7709999999999999,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.34299999999999997,0.452,91.1,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,116.0,103.0,110.0,0.213,0.201,0.022000000000000002,0.273,-0.27,0.72,-0.52,-0.43,98.0,89.9,86.1,0.253,0.227,0.282,0.308,115.0,106.0,108.0,0.29,1.72,97.6,0.237,,,,,,,,,,
7,2023-06-10,717820,Forceout,force_out,True,673357,645261,Luis Robert Jr.,Sandy Alcantara,0,0,1,2e278353-43e1-4d6f-bbc3-543445db0582,645261.0,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,4.14,4.33,184.2,105.0,113.0,108.0,0.7709999999999999,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.34299999999999997,0.452,91.1,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,116.0,103.0,110.0,0.213,0.201,0.022000000000000002,0.273,-0.27,0.72,-0.52,-0.43,98.0,89.9,86.1,0.253,0.227,0.282,0.308,115.0,106.0,108.0,0.29,1.72,97.6,0.237,,,,,,,,,,
8,2023-06-10,717820,Groundout,field_out,True,683734,645261,Andrew Vaughn,Sandy Alcantara,0,0,0,e6363490-9aed-43dd-a975-cc67f247414c,645261.0,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,4.14,4.33,184.2,105.0,113.0,108.0,0.7709999999999999,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.34299999999999997,0.452,91.1,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,116.0,103.0,110.0,0.213,0.201,0.022000000000000002,0.273,-0.27,0.72,-0.52,-0.43,98.0,89.9,86.1,0.253,0.227,0.282,0.308,115.0,106.0,108.0,0.29,1.72,97.6,0.237,,,,,,,,,,
9,2023-06-10,717820,Single,single,False,621563,656629,Joey Wendle,Michael Kopech,0,0,0,d590f600-7c50-433c-829e-43928c2d0390,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,0.614,0.272,0.04,0.07400000000000001,-0.71,-1.5,-0.94,0.15,95.2,84.8,80.6,0.244,0.258,0.133,0.158,,,,,,,,,,,,,,,,,
