,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,FF_ba,CH_ba,SL_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,ST_ba
0,2023-09-13,716589,Strikeout,strikeout,True,673490,686752,Ha-Seong Kim,Ryan Pepiot,0,0,0,ccccdf01-1193-4a0d-918e-7a4c128e048c,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,2.14,3.23,42.0,104.0,98.0,103.0,0.757,8.14,1.07,5.79,1.5,0.8,0.27399999999999997,0.41600000000000004,0.177,0.301,0.424,86.3,87.0,115.0,113.0,100.0,100.0,97.0,115.0,96.0,101.0,0.506,0.147,0.34700000000000003,1.83,0.98,0.55,94.0,88.8,0.156,0.203,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-13,716589,Strikeout,strikeout,True,665487,686752,Fernando Tatis Jr.,Ryan Pepiot,0,0,0,32ecf4c4-6c5a-4cdf-8408-362944bca2e6,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,2.14,3.23,42.0,104.0,98.0,103.0,0.757,8.14,1.07,5.79,1.5,0.8,0.27399999999999997,0.41600000000000004,0.177,0.301,0.424,86.3,87.0,115.0,113.0,100.0,100.0,97.0,115.0,96.0,101.0,0.506,0.147,0.34700000000000003,1.83,0.98,0.55,94.0,88.8,0.156,0.203,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-13,716589,Home Run,home_run,False,665742,686752,Juan Soto,Ryan Pepiot,1,0,0,2c9aba02-f85f-4e89-981b-4768aed2f7ee,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,2.14,3.23,42.0,104.0,98.0,103.0,0.757,8.14,1.07,5.79,1.5,0.8,0.27399999999999997,0.41600000000000004,0.177,0.301,0.424,86.3,87.0,115.0,113.0,100.0,100.0,97.0,115.0,96.0,101.0,0.506,0.147,0.34700000000000003,1.83,0.98,0.55,94.0,88.8,0.156,0.203,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-13,716589,Strikeout,strikeout,True,669134,686752,Luis Campusano,Ryan Pepiot,0,0,0,4044ddff-6af6-42be-b2ef-7a47cd48a2f6,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,2.14,3.23,42.0,104.0,98.0,103.0,0.757,8.14,1.07,5.79,1.5,0.8,0.27399999999999997,0.41600000000000004,0.177,0.301,0.424,86.3,87.0,115.0,113.0,100.0,100.0,97.0,115.0,96.0,101.0,0.506,0.147,0.34700000000000003,1.83,0.98,0.55,94.0,88.8,0.156,0.203,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-09-13,716589,Single,single,False,605141,605483,Mookie Betts,Blake Snell,1,0,0,7339a587-e097-45b4-a75c-2de15d9eba6b,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.184,0.07,0.68,2.65,95.5,88.4,0.255,0.185,0.123,106.0,102.0,110.0,0.198,2.55,81.0,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-09-13,716589,Lineout,field_out,True,518692,605483,Freddie Freeman,Blake Snell,1,0,1,2b89e409-276f-4fa7-947e-5a23ae5933ea,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.184,0.07,0.68,2.65,95.5,88.4,0.255,0.185,0.123,106.0,102.0,110.0,0.198,2.55,81.0,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-09-13,716589,Groundout,field_out,True,621035,605483,Chris Taylor,Blake Snell,0,0,0,48cd112f-fb6b-4916-a138-d4dad113f56e,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.184,0.07,0.68,2.65,95.5,88.4,0.255,0.185,0.123,106.0,102.0,110.0,0.198,2.55,81.0,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-09-13,716589,Groundout,field_out,True,502110,605483,J.D. Martinez,Blake Snell,0,0,0,4cb904fd-3dc4-4f75-96c3-2bf1e7684d0d,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.184,0.07,0.68,2.65,95.5,88.4,0.255,0.185,0.123,106.0,102.0,110.0,0.198,2.55,81.0,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-09-13,716589,Pop Out,field_out,True,595777,686752,Jurickson Profar,Ryan Pepiot,1,0,0,84b35314-40f7-4a0d-a9d0-7f94dd9e0fab,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,2.14,3.23,42.0,104.0,98.0,103.0,0.757,8.14,1.07,5.79,1.5,0.8,0.27399999999999997,0.41600000000000004,0.177,0.301,0.424,86.3,87.0,115.0,113.0,100.0,100.0,97.0,115.0,96.0,101.0,0.506,0.147,0.34700000000000003,1.83,0.98,0.55,94.0,88.8,0.156,0.203,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-09-13,716589,Strikeout,strikeout,True,643265,686752,Garrett Cooper,Ryan Pepiot,0,0,0,ae6f6583-55db-4dbe-9ac5-e20582b1490b,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,2.14,3.23,42.0,104.0,98.0,103.0,0.757,8.14,1.07,5.79,1.5,0.8,0.27399999999999997,0.41600000000000004,0.177,0.301,0.424,86.3,87.0,115.0,113.0,100.0,100.0,97.0,115.0,96.0,101.0,0.506,0.147,0.34700000000000003,1.83,0.98,0.55,94.0,88.8,0.156,0.203,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
