,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,FF_ba,SI_ba,SL_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,ST_ba,FS%,wFS/C,vFS
0,2023-06-14,717759,Walk,walk,False,650333,622491,Luis Arraez,Luis Castillo,0,0,0,d0668df5-8af9-4522-9b10-9f57129a5100,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-14,717759,Walk,walk,False,624585,622491,Jorge Soler,Luis Castillo,1,0,1,cab61fa6-9a49-44b4-8a3e-351b3baa5828,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-14,717759,Strikeout,strikeout,True,650559,622491,Bryan De La Cruz,Luis Castillo,0,0,0,b2298174-d967-4b2e-895d-4c594446aee1,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-14,717759,Strikeout,strikeout,True,643265,622491,Garrett Cooper,Luis Castillo,0,0,0,1ef72ec2-5417-4fc2-9673-531d8071f7d9,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-06-14,717759,Groundout,field_out,True,660821,622491,Jesús Sánchez,Luis Castillo,1,0,0,89765967-f4fd-4b70-8a53-88be2a67b74a,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-06-14,717759,Walk,walk,False,641487,691587,J.P. Crawford,Eury Pérez,1,0,0,afe8c7f5-3d07-4941-94f4-52f1b5bcad21,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,0.45399999999999996,0.308,0.098,-0.47,,0.99,0.99,97.5,,86.4,0.289,,0.183,0.045,91.0,95.0,99.0,0.14,1.89,81.2,0.098,,,,,,,,,,,,,,,,,
6,2023-06-14,717759,Pop Out,field_out,True,677594,691587,Julio Rodríguez,Eury Pérez,0,0,0,c90bfc75-7a2a-4ca7-befd-15a700d01c02,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,0.45399999999999996,0.308,0.098,-0.47,,0.99,0.99,97.5,,86.4,0.289,,0.183,0.045,91.0,95.0,99.0,0.14,1.89,81.2,0.098,,,,,,,,,,,,,,,,,
7,2023-06-14,717759,Strikeout,strikeout,True,664034,691587,Ty France,Eury Pérez,0,0,0,35e58a1f-e1dd-4925-84d1-90a6f0010c7b,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,0.45399999999999996,0.308,0.098,-0.47,,0.99,0.99,97.5,,86.4,0.289,,0.183,0.045,91.0,95.0,99.0,0.14,1.89,81.2,0.098,,,,,,,,,,,,,,,,,
8,2023-06-14,717759,Flyout,field_out,True,606192,691587,Teoscar Hernández,Eury Pérez,0,0,0,8a8ea115-e73a-4a4c-88c9-fcc07d9e70b5,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,0.45399999999999996,0.308,0.098,-0.47,,0.99,0.99,97.5,,86.4,0.289,,0.183,0.045,91.0,95.0,99.0,0.14,1.89,81.2,0.098,,,,,,,,,,,,,,,,,
9,2023-06-14,717759,Groundout,field_out,True,516416,622491,Jean Segura,Luis Castillo,0,0,0,ce26e9a9-f387-4f9f-91be-6cbe204446bd,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,,,,
