,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,SI_ba,CH_ba,CU_ba,FF_ba,FC_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,ST_ba
0,2023-09-08,716665,Double,double,False,680869,656756,Zack Gelof,Jordan Montgomery,0,0,0,4fbdadf2-8b5a-4c16-816e-7e5e92b03519,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,,,,,,,
1,2023-09-08,716665,Groundout,field_out,True,667670,656756,Brent Rooker,Jordan Montgomery,0,0,0,4d8de3a7-9ba8-468d-83c3-656c0c43a7df,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,,,,,,,
2,2023-09-08,716665,Groundout,field_out,True,676116,656756,Ryan Noda,Jordan Montgomery,1,0,1,95431296-b1fd-4749-9490-06873e289407,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,,,,,,,
3,2023-09-08,716665,Double,double,False,649557,656756,Aledmys Díaz,Jordan Montgomery,0,0,0,f86c5f40-073f-447c-86b7-4c9929a061c0,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,,,,,,,
4,2023-09-08,716665,Lineout,field_out,True,672478,656756,Jordan Diaz,Jordan Montgomery,0,0,0,e723a2a4-18f4-4e21-af72-f2f0285c3f9f,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,,,,,,,
5,2023-09-08,716665,Single,single,False,543760,621112,Marcus Semien,Paul Blackburn,0,0,0,d8006cdb-b0c4-4b6c-b780-6b5693817557,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.24600000000000002,0.38,0.166,0.297,0.34600000000000003,86.0,67.0,108.0,96.0,89.0,104.0,104.0,77.0,95.0,87.0,82.0,96.0,87.0,106.0,100.0,100.0,0.24,0.146,0.204,0.11699999999999999,0.11199999999999999,-2.52,-2.38,-0.75,1.69,2.14,91.9,88.9,91.8,79.1,0.306,0.143,0.14,0.383,0.435,91.0,103.0,108.0,0.18100000000000002,0.46,80.8,0.198,,,,,,,,,,,,,,
6,2023-09-08,716665,Home Run,home_run,False,608369,621112,Corey Seager,Paul Blackburn,1,1,1,e2caaa09-d8a6-4823-97dc-23d5545ab353,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.24600000000000002,0.38,0.166,0.297,0.34600000000000003,86.0,67.0,108.0,96.0,89.0,104.0,104.0,77.0,95.0,87.0,82.0,96.0,87.0,106.0,100.0,100.0,0.24,0.146,0.204,0.11699999999999999,0.11199999999999999,-2.52,-2.38,-0.75,1.69,2.14,91.9,88.9,91.8,79.1,0.306,0.143,0.14,0.383,0.435,91.0,103.0,108.0,0.18100000000000002,0.46,80.8,0.198,,,,,,,,,,,,,,
7,2023-09-08,716665,Walk,walk,False,663993,621112,Nathaniel Lowe,Paul Blackburn,0,0,0,1b86b337-394e-415a-a32c-3ed5aad4ac73,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.24600000000000002,0.38,0.166,0.297,0.34600000000000003,86.0,67.0,108.0,96.0,89.0,104.0,104.0,77.0,95.0,87.0,82.0,96.0,87.0,106.0,100.0,100.0,0.24,0.146,0.204,0.11699999999999999,0.11199999999999999,-2.52,-2.38,-0.75,1.69,2.14,91.9,88.9,91.8,79.1,0.306,0.143,0.14,0.383,0.435,91.0,103.0,108.0,0.18100000000000002,0.46,80.8,0.198,,,,,,,,,,,,,,
8,2023-09-08,716665,Strikeout,strikeout,True,641598,621112,Mitch Garver,Paul Blackburn,0,0,0,d9943652-ded4-4a96-ac02-667cee1e1ec5,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.24600000000000002,0.38,0.166,0.297,0.34600000000000003,86.0,67.0,108.0,96.0,89.0,104.0,104.0,77.0,95.0,87.0,82.0,96.0,87.0,106.0,100.0,100.0,0.24,0.146,0.204,0.11699999999999999,0.11199999999999999,-2.52,-2.38,-0.75,1.69,2.14,91.9,88.9,91.8,79.1,0.306,0.143,0.14,0.383,0.435,91.0,103.0,108.0,0.18100000000000002,0.46,80.8,0.198,,,,,,,,,,,,,,
9,2023-09-08,716665,Strikeout,strikeout,True,641680,621112,Jonah Heim,Paul Blackburn,0,0,0,6c3d00a1-30b9-4ebe-84fb-06bc18c9c6a4,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.24600000000000002,0.38,0.166,0.297,0.34600000000000003,86.0,67.0,108.0,96.0,89.0,104.0,104.0,77.0,95.0,87.0,82.0,96.0,87.0,106.0,100.0,100.0,0.24,0.146,0.204,0.11699999999999999,0.11199999999999999,-2.52,-2.38,-0.75,1.69,2.14,91.9,88.9,91.8,79.1,0.306,0.143,0.14,0.383,0.435,91.0,103.0,108.0,0.18100000000000002,0.46,80.8,0.198,,,,,,,,,,,,,,
