,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,KC%,CH%,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFC,vSI,vSL,vKC,FC_ba,SI_ba,ST_ba,CU_ba,CH_ba,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,SL_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2023-04-18,718529,Double,double,False,621493,657376,Taylor Ward,Clarke Schmidt,0,0,0,fea09a6d-9d05-4757-94f9-158d3dc8ad46,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,
1,2023-04-18,718529,Home Run,home_run,False,660271,657376,Shohei Ohtani,Clarke Schmidt,0,0,1,2e5e276f-37c5-49ec-9fae-9ee32f4e06b7,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,
2,2023-04-18,718529,Single,single,False,545361,657376,Mike Trout,Clarke Schmidt,1,0,0,260a098e-7554-44d4-8095-ec90d348e7e2,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,
3,2023-04-18,718529,Flyout,field_out,True,543685,657376,Anthony Rendon,Clarke Schmidt,1,0,0,a63b18e4-6077-48d7-8a3e-8a51c111fe47,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,
4,2023-04-18,718529,Double Play,double_play,True,592669,657376,Hunter Renfroe,Clarke Schmidt,1,1,1,07696ea5-9fc7-443f-9b1e-2440339e4afd,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,
5,2023-04-18,718529,Flyout,field_out,True,683011,660761,Anthony Volpe,José Suarez,0,0,0,c38aca8f-84d1-4333-89fb-9948454edfa0,660761.0,josesuarez,"Suarez, J",Left,José Suarez,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.24100000000000002,0.466,0.19,0.319,0.428,82.0,84.0,100.0,103.0,74.0,94.0,82.0,105.0,90.0,103.0,,,,99.0,68.0,88.0,0.052000000000000005,0.015,0.267,,0.26899999999999996,0.89,-3.55,-3.72,,-2.55,88.1,90.8,81.5,,0.0,0.444,0.174,,0.31,89.0,92.0,89.0,0.39799999999999996,-0.97,92.3,0.273,0.591,,,,,,
6,2023-04-18,718529,Strikeout,strikeout,True,592450,660761,Aaron Judge,José Suarez,0,0,0,adfcc358-d34d-4791-946b-efe7d2e860ac,660761.0,josesuarez,"Suarez, J",Left,José Suarez,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.24100000000000002,0.466,0.19,0.319,0.428,82.0,84.0,100.0,103.0,74.0,94.0,82.0,105.0,90.0,103.0,,,,99.0,68.0,88.0,0.052000000000000005,0.015,0.267,,0.26899999999999996,0.89,-3.55,-3.72,,-2.55,88.1,90.8,81.5,,0.0,0.444,0.174,,0.31,89.0,92.0,89.0,0.39799999999999996,-0.97,92.3,0.273,0.591,,,,,,
7,2023-04-18,718529,Double,double,False,519203,660761,Anthony Rizzo,José Suarez,1,1,0,65900134-8824-4f03-9305-16803ca1cfa1,660761.0,josesuarez,"Suarez, J",Left,José Suarez,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.24100000000000002,0.466,0.19,0.319,0.428,82.0,84.0,100.0,103.0,74.0,94.0,82.0,105.0,90.0,103.0,,,,99.0,68.0,88.0,0.052000000000000005,0.015,0.267,,0.26899999999999996,0.89,-3.55,-3.72,,-2.55,88.1,90.8,81.5,,0.0,0.444,0.174,,0.31,89.0,92.0,89.0,0.39799999999999996,-0.97,92.3,0.273,0.591,,,,,,
8,2023-04-18,718529,Walk,walk,False,650402,660761,Gleyber Torres,José Suarez,0,0,0,b04dd6fd-fb15-4b91-872e-73f9392be539,660761.0,josesuarez,"Suarez, J",Left,José Suarez,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.24100000000000002,0.466,0.19,0.319,0.428,82.0,84.0,100.0,103.0,74.0,94.0,82.0,105.0,90.0,103.0,,,,99.0,68.0,88.0,0.052000000000000005,0.015,0.267,,0.26899999999999996,0.89,-3.55,-3.72,,-2.55,88.1,90.8,81.5,,0.0,0.444,0.174,,0.31,89.0,92.0,89.0,0.39799999999999996,-0.97,92.3,0.273,0.591,,,,,,
9,2023-04-18,718529,Walk,walk,False,518934,660761,DJ LeMahieu,José Suarez,1,0,1,74609786-eb14-4f7d-abde-dbac5324d22c,660761.0,josesuarez,"Suarez, J",Left,José Suarez,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.24100000000000002,0.466,0.19,0.319,0.428,82.0,84.0,100.0,103.0,74.0,94.0,82.0,105.0,90.0,103.0,,,,99.0,68.0,88.0,0.052000000000000005,0.015,0.267,,0.26899999999999996,0.89,-3.55,-3.72,,-2.55,88.1,90.8,81.5,,0.0,0.444,0.174,,0.31,89.0,92.0,89.0,0.39799999999999996,-0.97,92.3,0.273,0.591,,,,,,
