,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,CH_ba,FF_ba,SI_ba,CU_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL_ba,vKN (sc),Stf+ FC,Loc+ FC,Pit+ FC,FC%,KN%,wFC/C,wKN/C,vFC,KN_ba,FC_ba,ST_ba,FS_ba
0,2023-08-31,716777,Groundout,field_out,True,664774,658648,LaMonte Wade Jr.,Pedro Avila,1,0,0,3911bd69-35b6-4aed-83f7-535256fb2594,658648.0,pedroavila,Avila,Right,Pedro Avila,3.22,4.04,50.1,96.0,77.0,95.0,0.732,9.66,4.47,7.69,0.54,2.57,0.20600000000000002,0.434,0.147,0.301,0.41,83.8,52.0,93.0,99.0,86.0,102.0,102.0,82.0,96.0,91.0,91.0,96.0,89.0,0.207,0.327,0.006999999999999999,0.203,0.256,-0.67,0.13,1.31,-0.11,2.16,94.0,93.3,80.7,77.4,0.148,0.235,0.356,0.207,,,,,,,,,,,,,,,,,
1,2023-08-31,716777,Strikeout,strikeout,True,642731,658648,Thairo Estrada,Pedro Avila,0,0,0,a1916732-d82d-4f20-9fac-d0a43d659c2b,658648.0,pedroavila,Avila,Right,Pedro Avila,3.22,4.04,50.1,96.0,77.0,95.0,0.732,9.66,4.47,7.69,0.54,2.57,0.20600000000000002,0.434,0.147,0.301,0.41,83.8,52.0,93.0,99.0,86.0,102.0,102.0,82.0,96.0,91.0,91.0,96.0,89.0,0.207,0.327,0.006999999999999999,0.203,0.256,-0.67,0.13,1.31,-0.11,2.16,94.0,93.3,80.7,77.4,0.148,0.235,0.356,0.207,,,,,,,,,,,,,,,,,
2,2023-08-31,716777,Walk,walk,False,571745,658648,Mitch Haniger,Pedro Avila,0,0,0,be1c051c-a065-49b4-9688-60eb2d7fb555,658648.0,pedroavila,Avila,Right,Pedro Avila,3.22,4.04,50.1,96.0,77.0,95.0,0.732,9.66,4.47,7.69,0.54,2.57,0.20600000000000002,0.434,0.147,0.301,0.41,83.8,52.0,93.0,99.0,86.0,102.0,102.0,82.0,96.0,91.0,91.0,96.0,89.0,0.207,0.327,0.006999999999999999,0.203,0.256,-0.67,0.13,1.31,-0.11,2.16,94.0,93.3,80.7,77.4,0.148,0.235,0.356,0.207,,,,,,,,,,,,,,,,,
3,2023-08-31,716777,Single,single,False,592626,658648,Joc Pederson,Pedro Avila,1,0,1,40d20860-f060-4414-89d1-a68ea5c6fe6c,658648.0,pedroavila,Avila,Right,Pedro Avila,3.22,4.04,50.1,96.0,77.0,95.0,0.732,9.66,4.47,7.69,0.54,2.57,0.20600000000000002,0.434,0.147,0.301,0.41,83.8,52.0,93.0,99.0,86.0,102.0,102.0,82.0,96.0,91.0,91.0,96.0,89.0,0.207,0.327,0.006999999999999999,0.203,0.256,-0.67,0.13,1.31,-0.11,2.16,94.0,93.3,80.7,77.4,0.148,0.235,0.356,0.207,,,,,,,,,,,,,,,,,
4,2023-08-31,716777,Walk,walk,False,573262,658648,Mike Yastrzemski,Pedro Avila,1,0,0,5734e34b-ae76-447d-b812-26624c0258df,658648.0,pedroavila,Avila,Right,Pedro Avila,3.22,4.04,50.1,96.0,77.0,95.0,0.732,9.66,4.47,7.69,0.54,2.57,0.20600000000000002,0.434,0.147,0.301,0.41,83.8,52.0,93.0,99.0,86.0,102.0,102.0,82.0,96.0,91.0,91.0,96.0,89.0,0.207,0.327,0.006999999999999999,0.203,0.256,-0.67,0.13,1.31,-0.11,2.16,94.0,93.3,80.7,77.4,0.148,0.235,0.356,0.207,,,,,,,,,,,,,,,,,
5,2023-08-31,716777,Forceout,force_out,True,605204,658648,J.D. Davis,Pedro Avila,0,0,1,2ef4a1d0-fdeb-4d26-a5a6-f487dfa82f42,658648.0,pedroavila,Avila,Right,Pedro Avila,3.22,4.04,50.1,96.0,77.0,95.0,0.732,9.66,4.47,7.69,0.54,2.57,0.20600000000000002,0.434,0.147,0.301,0.41,83.8,52.0,93.0,99.0,86.0,102.0,102.0,82.0,96.0,91.0,91.0,96.0,89.0,0.207,0.327,0.006999999999999999,0.203,0.256,-0.67,0.13,1.31,-0.11,2.16,94.0,93.3,80.7,77.4,0.148,0.235,0.356,0.207,,,,,,,,,,,,,,,,,
6,2023-08-31,716777,Groundout,field_out,True,673490,596001,Ha-Seong Kim,Jakob Junis,1,0,0,3dd8e2ba-6d29-44b1-a38f-0df34f360bcb,596001.0,jakobjunis,Junis,Right,Jakob Junis,3.87,3.71,86.0,100.0,112.0,105.0,0.754,10.05,2.2,9.42,1.26,1.17,0.255,0.494,0.16899999999999998,0.337,0.428,87.1,85.0,97.0,99.0,,,,69.0,95.0,90.0,85.0,99.0,92.0,0.265,0.011000000000000001,0.625,,0.099,2.6,-2.68,0.75,,-0.76,93.9,93.7,84.2,,0.273,,0.418,,129.0,102.0,112.0,0.216,,,,,,,,,,,,,
7,2023-08-31,716777,Strikeout,strikeout,True,665742,596001,Juan Soto,Jakob Junis,0,0,0,a5d6445e-6e8f-43e7-aaf3-308feb09c7dc,596001.0,jakobjunis,Junis,Right,Jakob Junis,3.87,3.71,86.0,100.0,112.0,105.0,0.754,10.05,2.2,9.42,1.26,1.17,0.255,0.494,0.16899999999999998,0.337,0.428,87.1,85.0,97.0,99.0,,,,69.0,95.0,90.0,85.0,99.0,92.0,0.265,0.011000000000000001,0.625,,0.099,2.6,-2.68,0.75,,-0.76,93.9,93.7,84.2,,0.273,,0.418,,129.0,102.0,112.0,0.216,,,,,,,,,,,,,
8,2023-08-31,716777,Groundout,field_out,True,592518,596001,Manny Machado,Jakob Junis,0,0,0,e758bd73-2861-4d42-89ff-34f1582231b3,596001.0,jakobjunis,Junis,Right,Jakob Junis,3.87,3.71,86.0,100.0,112.0,105.0,0.754,10.05,2.2,9.42,1.26,1.17,0.255,0.494,0.16899999999999998,0.337,0.428,87.1,85.0,97.0,99.0,,,,69.0,95.0,90.0,85.0,99.0,92.0,0.265,0.011000000000000001,0.625,,0.099,2.6,-2.68,0.75,,-0.76,93.9,93.7,84.2,,0.273,,0.418,,129.0,102.0,112.0,0.216,,,,,,,,,,,,,
9,2023-08-31,716777,Strikeout,strikeout,True,685133,658648,Wade Meckler,Pedro Avila,0,0,0,cc58914c-ca16-42c4-9300-f0c56e688036,658648.0,pedroavila,Avila,Right,Pedro Avila,3.22,4.04,50.1,96.0,77.0,95.0,0.732,9.66,4.47,7.69,0.54,2.57,0.20600000000000002,0.434,0.147,0.301,0.41,83.8,52.0,93.0,99.0,86.0,102.0,102.0,82.0,96.0,91.0,91.0,96.0,89.0,0.207,0.327,0.006999999999999999,0.203,0.256,-0.67,0.13,1.31,-0.11,2.16,94.0,93.3,80.7,77.4,0.148,0.235,0.356,0.207,,,,,,,,,,,,,,,,,
