,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,KC%,wFC/C,wSI/C,wKC/C,vFC,vSI,vKC,ST_ba,SI_ba,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-06-09,717835,Double,double,False,456781,579328,Donovan Solano,Yusei Kikuchi,1,0,0,9167897b-a633-44b2-9209-2152675ec4ca,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,88.7,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,101.0,105.0,108.0,0.451,0.259,0.193,0.09699999999999999,0.05,1.11,0.24,-1.83,95.1,88.7,83.1,0.27,0.225,0.284,0.254,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-09,717835,Groundout,field_out,True,650489,579328,Willi Castro,Yusei Kikuchi,1,0,0,d6a1e4d4-cc3d-44fa-91b5-071aceaef0ef,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,88.7,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,101.0,105.0,108.0,0.451,0.259,0.193,0.09699999999999999,0.05,1.11,0.24,-1.83,95.1,88.7,83.1,0.27,0.225,0.284,0.254,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-09,717835,Groundout,field_out,True,664247,579328,Kyle Garlick,Yusei Kikuchi,1,1,0,eaf4656e-f27f-4b5a-a87e-f119a6e549aa,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,88.7,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,101.0,105.0,108.0,0.451,0.259,0.193,0.09699999999999999,0.05,1.11,0.24,-1.83,95.1,88.7,83.1,0.27,0.225,0.284,0.254,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-09,717835,Walk,walk,False,621043,579328,Carlos Correa,Yusei Kikuchi,0,0,0,c362b544-1019-4860-b889-703899f4f282,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,88.7,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,101.0,105.0,108.0,0.451,0.259,0.193,0.09699999999999999,0.05,1.11,0.24,-1.83,95.1,88.7,83.1,0.27,0.225,0.284,0.254,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-06-09,717835,Groundout,field_out,True,571657,579328,Kyle Farmer,Yusei Kikuchi,0,0,0,c3198d4b-4db4-4477-93d5-586dc4e5677a,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,88.7,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,101.0,105.0,108.0,0.451,0.259,0.193,0.09699999999999999,0.05,1.11,0.24,-1.83,95.1,88.7,83.1,0.27,0.225,0.284,0.254,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-06-09,717835,Flyout,field_out,True,666182,543243,Bo Bichette,Sonny Gray,0,0,0,ddfbc8ca-2816-40fa-8839-2663bf5a8350,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,122.0,108.0,121.0,0.271,0.205,0.168,0.067,0.61,3.25,0.87,-0.63,92.9,84.3,79.6,0.301,,0.257,0.27,82.0,99.0,94.0,118.0,102.0,102.0,0.157,0.131,0.001,1.3,-0.46,-0.41,87.6,92.8,72.9,0.096,0.275,0.265,,,,,,,
6,2023-06-09,717835,Strikeout,strikeout,True,665489,543243,Vladimir Guerrero Jr.,Sonny Gray,0,0,0,5a3a2ff1-e87d-4538-ba15-5c154b2a04c2,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,122.0,108.0,121.0,0.271,0.205,0.168,0.067,0.61,3.25,0.87,-0.63,92.9,84.3,79.6,0.301,,0.257,0.27,82.0,99.0,94.0,118.0,102.0,102.0,0.157,0.131,0.001,1.3,-0.46,-0.41,87.6,92.8,72.9,0.096,0.275,0.265,,,,,,,
7,2023-06-09,717835,Flyout,field_out,True,474832,543243,Brandon Belt,Sonny Gray,0,0,0,dd22b75c-3a48-4750-9dac-83e4c72a9a39,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,122.0,108.0,121.0,0.271,0.205,0.168,0.067,0.61,3.25,0.87,-0.63,92.9,84.3,79.6,0.301,,0.257,0.27,82.0,99.0,94.0,118.0,102.0,102.0,0.157,0.131,0.001,1.3,-0.46,-0.41,87.6,92.8,72.9,0.096,0.275,0.265,,,,,,,
8,2023-06-09,717835,Strikeout,strikeout,True,680777,579328,Ryan Jeffers,Yusei Kikuchi,0,0,0,7861e8cc-e42b-4f22-b3b2-f8d427067c6d,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,88.7,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,101.0,105.0,108.0,0.451,0.259,0.193,0.09699999999999999,0.05,1.11,0.24,-1.83,95.1,88.7,83.1,0.27,0.225,0.284,0.254,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-06-09,717835,Single,single,False,668904,579328,Royce Lewis,Yusei Kikuchi,0,0,0,75a42dbc-e537-4275-941f-d4a44aeb7f1f,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,88.7,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,101.0,105.0,108.0,0.451,0.259,0.193,0.09699999999999999,0.05,1.11,0.24,-1.83,95.1,88.7,83.1,0.27,0.225,0.284,0.254,,,,,,,,,,,,,,,,,,,,,,,,,
