,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vSL,FF_ba,SL_ba,CH_ba,FC_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,CU_ba,SI_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2023-05-25,718026,Flyout,field_out,True,681082,689266,Bryson Stott,Dylan Dodd,0,0,0,22c1b4ad-c8fc-4d5c-acee-a58b43b796c6,689266.0,dylandodd,Dodd,Left,Dylan Dodd,7.6,8.37,34.1,106.0,82.0,98.0,0.8420000000000001,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,82.9,74.0,96.0,93.0,80.0,111.0,99.0,87.0,101.0,98.0,92.0,112.0,94.0,0.489,0.048,0.285,0.17800000000000002,-1.53,-3.19,-4.07,-3.11,92.1,85.3,81.8,0.342,0.375,0.355,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-25,718026,Groundout,field_out,True,607208,689266,Trea Turner,Dylan Dodd,1,0,0,06af8e2b-8330-4fa9-8207-d88a7bb092ab,689266.0,dylandodd,Dodd,Left,Dylan Dodd,7.6,8.37,34.1,106.0,82.0,98.0,0.8420000000000001,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,82.9,74.0,96.0,93.0,80.0,111.0,99.0,87.0,101.0,98.0,92.0,112.0,94.0,0.489,0.048,0.285,0.17800000000000002,-1.53,-3.19,-4.07,-3.11,92.1,85.3,81.8,0.342,0.375,0.355,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-25,718026,Single,single,False,547180,689266,Bryce Harper,Dylan Dodd,0,0,0,86d6d3a3-cb65-4130-98be-48c4c5e14e45,689266.0,dylandodd,Dodd,Left,Dylan Dodd,7.6,8.37,34.1,106.0,82.0,98.0,0.8420000000000001,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,82.9,74.0,96.0,93.0,80.0,111.0,99.0,87.0,101.0,98.0,92.0,112.0,94.0,0.489,0.048,0.285,0.17800000000000002,-1.53,-3.19,-4.07,-3.11,92.1,85.3,81.8,0.342,0.375,0.355,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-25,718026,Flyout,field_out,True,592206,689266,Nick Castellanos,Dylan Dodd,1,1,0,f02738f7-065d-4b3b-b541-4be7c65997cf,689266.0,dylandodd,Dodd,Left,Dylan Dodd,7.6,8.37,34.1,106.0,82.0,98.0,0.8420000000000001,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,82.9,74.0,96.0,93.0,80.0,111.0,99.0,87.0,101.0,98.0,92.0,112.0,94.0,0.489,0.048,0.285,0.17800000000000002,-1.53,-3.19,-4.07,-3.11,92.1,85.3,81.8,0.342,0.375,0.355,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-05-25,718026,Groundout,field_out,True,660670,605400,Ronald Acuña Jr.,Aaron Nola,0,0,0,880cd26a-4c76-47e2-936c-a29836fde8e0,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,,,,111.0,110.0,105.0,0.295,0.075,,0.126,-0.03,0.4,,0.14,92.7,86.3,,0.246,,0.22,0.246,100.0,107.0,101.0,118.0,105.0,113.0,0.188,0.316,0.46,0.47,91.8,79.4,0.221,0.279,,,,,,,,,,,,,
5,2023-05-25,718026,Single,single,False,621566,605400,Matt Olson,Aaron Nola,0,0,0,ef223a95-dc20-4c7c-bcc7-95adac6bd16f,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,,,,111.0,110.0,105.0,0.295,0.075,,0.126,-0.03,0.4,,0.14,92.7,86.3,,0.246,,0.22,0.246,100.0,107.0,101.0,118.0,105.0,113.0,0.188,0.316,0.46,0.47,91.8,79.4,0.221,0.279,,,,,,,,,,,,,
6,2023-05-25,718026,Home Run,home_run,False,663586,605400,Austin Riley,Aaron Nola,0,0,1,d2549c43-6e99-441f-85a8-c61bdaa36fe5,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,,,,111.0,110.0,105.0,0.295,0.075,,0.126,-0.03,0.4,,0.14,92.7,86.3,,0.246,,0.22,0.246,100.0,107.0,101.0,118.0,105.0,113.0,0.188,0.316,0.46,0.47,91.8,79.4,0.221,0.279,,,,,,,,,,,,,
7,2023-05-25,718026,Lineout,field_out,True,669221,605400,Sean Murphy,Aaron Nola,0,0,0,333e2255-1be2-4cd9-a644-f3e9116653eb,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,,,,111.0,110.0,105.0,0.295,0.075,,0.126,-0.03,0.4,,0.14,92.7,86.3,,0.246,,0.22,0.246,100.0,107.0,101.0,118.0,105.0,113.0,0.188,0.316,0.46,0.47,91.8,79.4,0.221,0.279,,,,,,,,,,,,,
8,2023-05-25,718026,Strikeout,strikeout,True,592696,605400,Eddie Rosario,Aaron Nola,0,0,0,f28adce0-bf10-4812-892d-0ee55f5fa2c7,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,,,,111.0,110.0,105.0,0.295,0.075,,0.126,-0.03,0.4,,0.14,92.7,86.3,,0.246,,0.22,0.246,100.0,107.0,101.0,118.0,105.0,113.0,0.188,0.316,0.46,0.47,91.8,79.4,0.221,0.279,,,,,,,,,,,,,
9,2023-05-25,718026,Strikeout,strikeout,True,656941,689266,Kyle Schwarber,Dylan Dodd,0,0,0,2b1f2895-14a2-4020-8300-1835c4ced7e3,689266.0,dylandodd,Dodd,Left,Dylan Dodd,7.6,8.37,34.1,106.0,82.0,98.0,0.8420000000000001,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,82.9,74.0,96.0,93.0,80.0,111.0,99.0,87.0,101.0,98.0,92.0,112.0,94.0,0.489,0.048,0.285,0.17800000000000002,-1.53,-3.19,-4.07,-3.11,92.1,85.3,81.8,0.342,0.375,0.355,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
