,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,FF_ba,SL_ba,CH_ba,FC_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-06-08,717848,Groundout,field_out,True,641313,622663,Tim Anderson,Luis Severino,1,1,0,da98639d-26e7-4e9e-82b6-37c08f750df4,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,110.0,100.0,98.0,0.027999999999999997,0.449,0.15,0.188,0.18600000000000003,-2.42,-0.08,5.41,-2.59,-1.4,96.5,90.8,95.7,84.7,0.355,0.289,0.279,0.208,0.091,,,,,,,,,,,,,,
1,2023-06-08,717848,Lineout,field_out,True,643217,622663,Andrew Benintendi,Luis Severino,0,0,0,0f62a857-449c-443c-855f-8583e8327477,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,110.0,100.0,98.0,0.027999999999999997,0.449,0.15,0.188,0.18600000000000003,-2.42,-0.08,5.41,-2.59,-1.4,96.5,90.8,95.7,84.7,0.355,0.289,0.279,0.208,0.091,,,,,,,,,,,,,,
2,2023-06-08,717848,Single,single,False,673357,622663,Luis Robert Jr.,Luis Severino,0,0,0,f6302b44-3417-438b-9ff7-a0a13c7ef95f,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,110.0,100.0,98.0,0.027999999999999997,0.449,0.15,0.188,0.18600000000000003,-2.42,-0.08,5.41,-2.59,-1.4,96.5,90.8,95.7,84.7,0.355,0.289,0.279,0.208,0.091,,,,,,,,,,,,,,
3,2023-06-08,717848,Walk,walk,False,650391,622663,Eloy Jiménez,Luis Severino,1,0,1,7054fec1-2bce-4c30-8b2d-7fc3f42f17c5,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,110.0,100.0,98.0,0.027999999999999997,0.449,0.15,0.188,0.18600000000000003,-2.42,-0.08,5.41,-2.59,-1.4,96.5,90.8,95.7,84.7,0.355,0.289,0.279,0.208,0.091,,,,,,,,,,,,,,
4,2023-06-08,717848,Strikeout,strikeout,True,660162,622663,Yoán Moncada,Luis Severino,0,0,0,d5f04545-4f0c-41c4-809a-4edb3ac8ebdc,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,110.0,100.0,98.0,0.027999999999999997,0.449,0.15,0.188,0.18600000000000003,-2.42,-0.08,5.41,-2.59,-1.4,96.5,90.8,95.7,84.7,0.355,0.289,0.279,0.208,0.091,,,,,,,,,,,,,,
5,2023-06-08,717848,Groundout,field_out,True,641432,458681,Willie Calhoun,Lance Lynn,0,0,0,6c93910c-10c4-41bd-a398-1af775db5c93,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,84.9,56.0,95.0,90.0,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,104.0,105.0,99.0,0.126,0.43700000000000006,0.23,0.063,0.07,-0.4,-0.35,1.21,-3.65,-1.23,92.4,88.7,91.4,83.0,0.255,0.286,0.302,0.273,0.239,109.0,97.0,106.0,0.07400000000000001,-2.24,80.8,0.208,,,,,,,
6,2023-06-08,717848,Walk,walk,False,650402,458681,Gleyber Torres,Lance Lynn,0,0,0,6c5a08a0-8676-4304-93ec-bee402c00bb5,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,84.9,56.0,95.0,90.0,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,104.0,105.0,99.0,0.126,0.43700000000000006,0.23,0.063,0.07,-0.4,-0.35,1.21,-3.65,-1.23,92.4,88.7,91.4,83.0,0.255,0.286,0.302,0.273,0.239,109.0,97.0,106.0,0.07400000000000001,-2.24,80.8,0.208,,,,,,,
7,2023-06-08,717848,Forceout,force_out,True,519203,458681,Anthony Rizzo,Lance Lynn,1,0,1,68c1cf52-7d8e-412e-bbdd-faeac1b6b227,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,84.9,56.0,95.0,90.0,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,104.0,105.0,99.0,0.126,0.43700000000000006,0.23,0.063,0.07,-0.4,-0.35,1.21,-3.65,-1.23,92.4,88.7,91.4,83.0,0.255,0.286,0.302,0.273,0.239,109.0,97.0,106.0,0.07400000000000001,-2.24,80.8,0.208,,,,,,,
8,2023-06-08,717848,Walk,walk,False,519317,458681,Giancarlo Stanton,Lance Lynn,0,0,1,06edd821-a1ea-44d0-8c48-772b7746e0c0,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,84.9,56.0,95.0,90.0,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,104.0,105.0,99.0,0.126,0.43700000000000006,0.23,0.063,0.07,-0.4,-0.35,1.21,-3.65,-1.23,92.4,88.7,91.4,83.0,0.255,0.286,0.302,0.273,0.239,109.0,97.0,106.0,0.07400000000000001,-2.24,80.8,0.208,,,,,,,
9,2023-06-08,717848,Strikeout,strikeout,True,641343,458681,Jake Bauers,Lance Lynn,0,0,0,b6a1418e-faa6-4fe6-9234-618a59a8e18d,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,84.9,56.0,95.0,90.0,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,104.0,105.0,99.0,0.126,0.43700000000000006,0.23,0.063,0.07,-0.4,-0.35,1.21,-3.65,-1.23,92.4,88.7,91.4,83.0,0.255,0.286,0.302,0.273,0.239,109.0,97.0,106.0,0.07400000000000001,-2.24,80.8,0.208,,,,,,,
