,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,ST_ba,SL_ba,CU_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba
0,2023-08-27,716819,Lineout,field_out,True,660670,663941,Ronald Acuña Jr.,Tristan Beck,1,1,0,8a1c853e-0545-4dc4-8111-50ac58673409,663941.0,tristanbeck,Beck,Right,Tristan Beck,3.92,3.71,85.0,99.0,102.0,101.0,0.782,7.2,2.22,8.79,1.06,1.03,0.243,0.384,0.152,0.312,0.43,86.6,75.0,84.0,78.0,88.0,97.0,98.0,85.0,96.0,93.0,118.0,102.0,108.0,0.36700000000000005,0.55,0.079,0.004,3.24,-0.35,-2.73,-2.94,94.7,85.5,79.2,0.17,0.25,0.309,0.385,,,,,,,,,,,,,,,,,,
1,2023-08-27,716819,Pop Out,field_out,True,671739,663941,Michael Harris II,Tristan Beck,0,0,0,539dd565-e7fd-4eea-987d-beb5a793fca1,663941.0,tristanbeck,Beck,Right,Tristan Beck,3.92,3.71,85.0,99.0,102.0,101.0,0.782,7.2,2.22,8.79,1.06,1.03,0.243,0.384,0.152,0.312,0.43,86.6,75.0,84.0,78.0,88.0,97.0,98.0,85.0,96.0,93.0,118.0,102.0,108.0,0.36700000000000005,0.55,0.079,0.004,3.24,-0.35,-2.73,-2.94,94.7,85.5,79.2,0.17,0.25,0.309,0.385,,,,,,,,,,,,,,,,,,
2,2023-08-27,716819,Groundout,field_out,True,663586,663941,Austin Riley,Tristan Beck,0,0,0,49565adc-9053-43f2-b2bd-75a6c5205a0a,663941.0,tristanbeck,Beck,Right,Tristan Beck,3.92,3.71,85.0,99.0,102.0,101.0,0.782,7.2,2.22,8.79,1.06,1.03,0.243,0.384,0.152,0.312,0.43,86.6,75.0,84.0,78.0,88.0,97.0,98.0,85.0,96.0,93.0,118.0,102.0,108.0,0.36700000000000005,0.55,0.079,0.004,3.24,-0.35,-2.73,-2.94,94.7,85.5,79.2,0.17,0.25,0.309,0.385,,,,,,,,,,,,,,,,,,
3,2023-08-27,716819,Walk,walk,False,596103,694363,Austin Slater,Jared Shuster,0,0,0,736d5856-b324-4653-a9a2-ed8f07f74cd5,694363.0,jaredshuster,Shuster,Left,Jared Shuster,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.27699999999999997,0.382,0.133,0.272,0.41700000000000004,82.2,61.0,88.0,85.0,,,,59.0,99.0,83.0,75.0,98.0,95.0,0.441,0.32899999999999996,,0.23,-0.83,1.11,,-2.01,91.4,84.9,,0.311,,0.197,,0.26,,,,,,,,,,,,,,,,,
4,2023-08-27,716819,Groundout,field_out,True,642731,694363,Thairo Estrada,Jared Shuster,0,0,1,877f5249-db49-4619-ba4a-fa171ba39bde,694363.0,jaredshuster,Shuster,Left,Jared Shuster,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.27699999999999997,0.382,0.133,0.272,0.41700000000000004,82.2,61.0,88.0,85.0,,,,59.0,99.0,83.0,75.0,98.0,95.0,0.441,0.32899999999999996,,0.23,-0.83,1.11,,-2.01,91.4,84.9,,0.311,,0.197,,0.26,,,,,,,,,,,,,,,,,
5,2023-08-27,716819,Groundout,field_out,True,527038,694363,Wilmer Flores,Jared Shuster,0,0,1,1cf5b61e-a2e9-4212-abc8-7f05396b687c,694363.0,jaredshuster,Shuster,Left,Jared Shuster,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.27699999999999997,0.382,0.133,0.272,0.41700000000000004,82.2,61.0,88.0,85.0,,,,59.0,99.0,83.0,75.0,98.0,95.0,0.441,0.32899999999999996,,0.23,-0.83,1.11,,-2.01,91.4,84.9,,0.311,,0.197,,0.26,,,,,,,,,,,,,,,,,
6,2023-08-27,716819,Single,single,False,605204,694363,J.D. Davis,Jared Shuster,0,0,1,e02cd3d4-5bb3-41e6-9637-1d9ae76325b3,694363.0,jaredshuster,Shuster,Left,Jared Shuster,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.27699999999999997,0.382,0.133,0.272,0.41700000000000004,82.2,61.0,88.0,85.0,,,,59.0,99.0,83.0,75.0,98.0,95.0,0.441,0.32899999999999996,,0.23,-0.83,1.11,,-2.01,91.4,84.9,,0.311,,0.197,,0.26,,,,,,,,,,,,,,,,,
7,2023-08-27,716819,Flyout,field_out,True,672275,694363,Patrick Bailey,Jared Shuster,0,0,0,3cd7a5ff-c694-434d-bc41-c6676f5a3cae,694363.0,jaredshuster,Shuster,Left,Jared Shuster,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.27699999999999997,0.382,0.133,0.272,0.41700000000000004,82.2,61.0,88.0,85.0,,,,59.0,99.0,83.0,75.0,98.0,95.0,0.441,0.32899999999999996,,0.23,-0.83,1.11,,-2.01,91.4,84.9,,0.311,,0.197,,0.26,,,,,,,,,,,,,,,,,
8,2023-08-27,716819,Strikeout,strikeout,True,621566,663941,Matt Olson,Tristan Beck,0,0,0,0b8f49c3-b7e0-46d2-903e-6134cafcec9d,663941.0,tristanbeck,Beck,Right,Tristan Beck,3.92,3.71,85.0,99.0,102.0,101.0,0.782,7.2,2.22,8.79,1.06,1.03,0.243,0.384,0.152,0.312,0.43,86.6,75.0,84.0,78.0,88.0,97.0,98.0,85.0,96.0,93.0,118.0,102.0,108.0,0.36700000000000005,0.55,0.079,0.004,3.24,-0.35,-2.73,-2.94,94.7,85.5,79.2,0.17,0.25,0.309,0.385,,,,,,,,,,,,,,,,,,
9,2023-08-27,716819,Strikeout,strikeout,True,542303,663941,Marcell Ozuna,Tristan Beck,0,0,0,9f817aa5-1f64-45de-8946-a888c78e54db,663941.0,tristanbeck,Beck,Right,Tristan Beck,3.92,3.71,85.0,99.0,102.0,101.0,0.782,7.2,2.22,8.79,1.06,1.03,0.243,0.384,0.152,0.312,0.43,86.6,75.0,84.0,78.0,88.0,97.0,98.0,85.0,96.0,93.0,118.0,102.0,108.0,0.36700000000000005,0.55,0.079,0.004,3.24,-0.35,-2.73,-2.94,94.7,85.5,79.2,0.17,0.25,0.309,0.385,,,,,,,,,,,,,,,,,,
10,2023-08-27,716819,Flyout,field_out,True,592696,663941,Eddie Rosario,Tristan Beck,0,0,0,fabbf83f-92fd-4932-97fd-a25ac284ea13,663941.0,tristanbeck,Beck,Right,Tristan Beck,3.92,3.71,85.0,99.0,102.0,101.0,0.782,7.2,2.22,8.79,1.06,1.03,0.243,0.384,0.152,0.312,0.43,86.6,75.0,84.0,78.0,88.0,97.0,98.0,85.0,96.0,93.0,118.0,102.0,108.0,0.36700000000000005,0.55,0.079,0.004,3.24,-0.35,-2.73,-2.94,94.7,85.5,79.2,0.17,0.25,0.309,0.385,,,,,,,,,,,,,,,,,,
11,2023-08-27,716819,Flyout,field_out,True,657557,694363,Paul DeJong,Jared Shuster,0,0,0,00747f79-0f21-4a33-9156-5594c32cff01,694363.0,jaredshuster,Shuster,Left,Jared Shuster,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.27699999999999997,0.382,0.133,0.272,0.41700000000000004,82.2,61.0,88.0,85.0,,,,59.0,99.0,83.0,75.0,98.0,95.0,0.441,0.32899999999999996,,0.23,-0.83,1.11,,-2.01,91.4,84.9,,0.311,,0.197,,0.26,,,,,,,,,,,,,,,,,
