,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,CH_ba,CU_ba,FF_ba,FC_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,ST_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI_ba,SL_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-05-06,718274,Groundout,field_out,True,643289,594835,Mauricio Dubón,Marco Gonzales,1,0,0,8e0a4e47-357d-45c7-94d9-7df019332a2a,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.20199999999999999,0.46,0.129,0.294,0.429,79.9,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,92.0,104.0,90.0,0.002,0.366,0.08800000000000001,0.242,0.302,-1.28,-2.98,6.42,1.1,1.36,89.0,85.9,88.8,79.3,0.222,0.294,0.333,0.389,,,,,,,,,,,,,,,,,,,
1,2023-05-06,718274,Flyout,field_out,True,608324,594835,Alex Bregman,Marco Gonzales,0,0,0,33a35321-fbd3-4ce7-aacf-0b3c5304486c,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.20199999999999999,0.46,0.129,0.294,0.429,79.9,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,92.0,104.0,90.0,0.002,0.366,0.08800000000000001,0.242,0.302,-1.28,-2.98,6.42,1.1,1.36,89.0,85.9,88.8,79.3,0.222,0.294,0.333,0.389,,,,,,,,,,,,,,,,,,,
2,2023-05-06,718274,Groundout,field_out,True,670541,594835,Yordan Alvarez,Marco Gonzales,0,0,0,82777157-9145-47c5-ab7c-946186b3ee87,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.20199999999999999,0.46,0.129,0.294,0.429,79.9,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,92.0,104.0,90.0,0.002,0.366,0.08800000000000001,0.242,0.302,-1.28,-2.98,6.42,1.1,1.36,89.0,85.9,88.8,79.3,0.222,0.294,0.333,0.389,,,,,,,,,,,,,,,,,,,
3,2023-05-06,718274,Strikeout,strikeout,True,677594,641585,Julio Rodríguez,J.P. France,0,0,0,85561bf3-5b4f-483a-9026-096a8be596df,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,116.0,108.0,103.0,,0.431,0.18899999999999997,0.13699999999999998,0.152,-0.26,0.33,,0.16,2.51,93.0,86.8,,76.0,0.183,0.145,0.308,0.317,109.0,99.0,105.0,0.091,-2.09,80.1,0.25,,,,,,,,,,,,
4,2023-05-06,718274,Single,single,False,664034,641585,Ty France,J.P. France,0,0,0,b0e72e63-8b91-43fd-a4bc-9d31450e316c,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,116.0,108.0,103.0,,0.431,0.18899999999999997,0.13699999999999998,0.152,-0.26,0.33,,0.16,2.51,93.0,86.8,,76.0,0.183,0.145,0.308,0.317,109.0,99.0,105.0,0.091,-2.09,80.1,0.25,,,,,,,,,,,,
5,2023-05-06,718274,Hit By Pitch,hit_by_pitch,False,672284,641585,Jarred Kelenic,J.P. France,1,0,1,9ff56edf-72cc-4f4f-82aa-ea24d8f0e6c6,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,116.0,108.0,103.0,,0.431,0.18899999999999997,0.13699999999999998,0.152,-0.26,0.33,,0.16,2.51,93.0,86.8,,76.0,0.183,0.145,0.308,0.317,109.0,99.0,105.0,0.091,-2.09,80.1,0.25,,,,,,,,,,,,
6,2023-05-06,718274,Walk,walk,False,553993,641585,Eugenio Suárez,J.P. France,1,0,1,03850de2-7f60-43f0-9ba4-4799b1179df8,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,116.0,108.0,103.0,,0.431,0.18899999999999997,0.13699999999999998,0.152,-0.26,0.33,,0.16,2.51,93.0,86.8,,76.0,0.183,0.145,0.308,0.317,109.0,99.0,105.0,0.091,-2.09,80.1,0.25,,,,,,,,,,,,
7,2023-05-06,718274,Strikeout,strikeout,True,663728,641585,Cal Raleigh,J.P. France,0,0,0,164aa718-3511-4d07-93a8-c0cff74df4a9,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,116.0,108.0,103.0,,0.431,0.18899999999999997,0.13699999999999998,0.152,-0.26,0.33,,0.16,2.51,93.0,86.8,,76.0,0.183,0.145,0.308,0.317,109.0,99.0,105.0,0.091,-2.09,80.1,0.25,,,,,,,,,,,,
8,2023-05-06,718274,Strikeout,strikeout,True,606192,641585,Teoscar Hernández,J.P. France,0,0,0,c0027db8-5081-4271-9f27-4c43d532e5d4,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,116.0,108.0,103.0,,0.431,0.18899999999999997,0.13699999999999998,0.152,-0.26,0.33,,0.16,2.51,93.0,86.8,,76.0,0.183,0.145,0.308,0.317,109.0,99.0,105.0,0.091,-2.09,80.1,0.25,,,,,,,,,,,,
9,2023-05-06,718274,Walk,walk,False,547989,594835,José Abreu,Marco Gonzales,0,0,0,2db82a19-3e4f-462b-92a1-1f40f52a409d,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.20199999999999999,0.46,0.129,0.294,0.429,79.9,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,92.0,104.0,90.0,0.002,0.366,0.08800000000000001,0.242,0.302,-1.28,-2.98,6.42,1.1,1.36,89.0,85.9,88.8,79.3,0.222,0.294,0.333,0.389,,,,,,,,,,,,,,,,,,,
