,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,SI_ba,SL_ba,CH_ba,ST_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FF_ba,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,KC%,wFC/C,wFS/C,wKC/C,vFC,vFS,vKC,FS_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC_ba
0,2023-06-27,717591,Groundout,field_out,True,680757,663903,Steven Kwan,Brady Singer,0,0,0,a387b1ef-04fe-4e53-bb94-ec9ab6e383c2,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-27,717591,Single,single,False,642708,663903,Amed Rosario,Brady Singer,0,0,0,585ebce5-0c12-4d4d-8df4-244bd3c9443e,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-27,717591,Pop Out,field_out,True,608070,663903,José Ramírez,Brady Singer,1,1,0,cbf8da72-e36a-441d-82bd-a942ec33263d,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-27,717591,Groundout,field_out,True,647304,663903,Josh Naylor,Brady Singer,0,0,0,a648fb22-a75a-401a-9953-e5689cfbf77d,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-06-27,717591,Strikeout,strikeout,True,668472,668909,Nick Pratto,Gavin Williams,0,0,0,ad4b4dd2-55e4-44d3-8cbd-92f77cd8c310,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,112.0,101.0,103.0,,,,83.0,107.0,102.0,,0.5529999999999999,0.221,0.055999999999999994,0.35,,2.27,-3.24,95.7,,84.9,,0.157,0.353,,84.0,90.0,95.0,0.17,-1.23,76.2,0.25,0.174,,,,,,,,,,,,,,,,,,,,
5,2023-06-27,717591,Lineout,field_out,True,677951,668909,Bobby Witt Jr.,Gavin Williams,1,0,0,116982e3-1f5d-4652-847e-97bdf8447c52,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,112.0,101.0,103.0,,,,83.0,107.0,102.0,,0.5529999999999999,0.221,0.055999999999999994,0.35,,2.27,-3.24,95.7,,84.9,,0.157,0.353,,84.0,90.0,95.0,0.17,-1.23,76.2,0.25,0.174,,,,,,,,,,,,,,,,,,,,
6,2023-06-27,717591,Groundout,field_out,True,669004,668909,MJ Melendez,Gavin Williams,1,0,0,39d6edc1-bd71-48b4-bf60-537175ed6ca4,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,112.0,101.0,103.0,,,,83.0,107.0,102.0,,0.5529999999999999,0.221,0.055999999999999994,0.35,,2.27,-3.24,95.7,,84.9,,0.157,0.353,,84.0,90.0,95.0,0.17,-1.23,76.2,0.25,0.174,,,,,,,,,,,,,,,,,,,,
7,2023-06-27,717591,Strikeout,strikeout,True,605137,663903,Josh Bell,Brady Singer,0,0,0,876e1cba-f229-42bb-9d32-68360550d640,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-06-27,717591,Single,single,False,665926,663903,Andrés Giménez,Brady Singer,1,1,0,7c12d95f-67ee-4364-aafe-8c7fbd3f225c,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-06-27,717591,Lineout,field_out,True,686823,663903,Will Brennan,Brady Singer,1,0,0,f6f72970-c527-4079-995e-052a7c1e85ac,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023-06-27,717591,Groundout,field_out,True,664702,663903,Myles Straw,Brady Singer,1,0,0,f92edfc3-97d1-4eb8-9e39-e0a20707f883,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023-06-27,717591,Strikeout,strikeout,True,672580,668909,Maikel Garcia,Gavin Williams,0,0,0,0c63107b-d9eb-4b7a-9f93-d63e9a1cc143,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,112.0,101.0,103.0,,,,83.0,107.0,102.0,,0.5529999999999999,0.221,0.055999999999999994,0.35,,2.27,-3.24,95.7,,84.9,,0.157,0.353,,84.0,90.0,95.0,0.17,-1.23,76.2,0.25,0.174,,,,,,,,,,,,,,,,,,,,
12,2023-06-27,717591,Strikeout,strikeout,True,664728,668909,Kyle Isbel,Gavin Williams,0,0,0,7a19dcdb-b19b-4753-b54c-cd47958dc726,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,112.0,101.0,103.0,,,,83.0,107.0,102.0,,0.5529999999999999,0.221,0.055999999999999994,0.35,,2.27,-3.24,95.7,,84.9,,0.157,0.353,,84.0,90.0,95.0,0.17,-1.23,76.2,0.25,0.174,,,,,,,,,,,,,,,,,,,,
13,2023-06-27,717591,Flyout,field_out,True,658668,668909,Edward Olivares,Gavin Williams,0,0,0,b82ce7f7-f121-4e83-bdc1-3d04fb020ecf,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,112.0,101.0,103.0,,,,83.0,107.0,102.0,,0.5529999999999999,0.221,0.055999999999999994,0.35,,2.27,-3.24,95.7,,84.9,,0.157,0.353,,84.0,90.0,95.0,0.17,-1.23,76.2,0.25,0.174,,,,,,,,,,,,,,,,,,,,
14,2023-06-27,717591,Groundout,field_out,True,666310,663903,Bo Naylor,Brady Singer,0,0,0,3a4a0a4e-546f-4831-a100-0a82fa569a03,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2023-06-27,717591,Flyout,field_out,True,680757,663903,Steven Kwan,Brady Singer,0,0,0,d4e0c1fc-0f7c-4743-b471-2d1924a72e40,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2023-06-27,717591,Groundout,field_out,True,642708,663903,Amed Rosario,Brady Singer,0,0,0,af180c84-0e71-4bac-ad47-d93f14d4ee29,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2023-06-27,717591,Strikeout,strikeout,True,671221,668909,Drew Waters,Gavin Williams,0,0,0,b2f3f223-5b80-4584-85d4-4427201d59dd,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,112.0,101.0,103.0,,,,83.0,107.0,102.0,,0.5529999999999999,0.221,0.055999999999999994,0.35,,2.27,-3.24,95.7,,84.9,,0.157,0.353,,84.0,90.0,95.0,0.17,-1.23,76.2,0.25,0.174,,,,,,,,,,,,,,,,,,,,
18,2023-06-27,717591,Walk,walk,False,670032,668909,Nicky Lopez,Gavin Williams,1,0,0,71ca0b1e-dc4b-4785-b297-dca319b645a9,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,112.0,101.0,103.0,,,,83.0,107.0,102.0,,0.5529999999999999,0.221,0.055999999999999994,0.35,,2.27,-3.24,95.7,,84.9,,0.157,0.353,,84.0,90.0,95.0,0.17,-1.23,76.2,0.25,0.174,,,,,,,,,,,,,,,,,,,,
19,2023-06-27,717591,Single,single,False,666023,668909,Freddy Fermin,Gavin Williams,1,1,1,ab91a741-17eb-4271-8f40-1ef1f8335376,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,112.0,101.0,103.0,,,,83.0,107.0,102.0,,0.5529999999999999,0.221,0.055999999999999994,0.35,,2.27,-3.24,95.7,,84.9,,0.157,0.353,,84.0,90.0,95.0,0.17,-1.23,76.2,0.25,0.174,,,,,,,,,,,,,,,,,,,,
20,2023-06-27,717591,Hit By Pitch,hit_by_pitch,False,668472,668909,Nick Pratto,Gavin Williams,0,0,1,0ece9cec-cafd-4226-8e89-e89bd4558c4a,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,112.0,101.0,103.0,,,,83.0,107.0,102.0,,0.5529999999999999,0.221,0.055999999999999994,0.35,,2.27,-3.24,95.7,,84.9,,0.157,0.353,,84.0,90.0,95.0,0.17,-1.23,76.2,0.25,0.174,,,,,,,,,,,,,,,,,,,,
21,2023-06-27,717591,Lineout,field_out,True,677951,668909,Bobby Witt Jr.,Gavin Williams,0,0,0,505063ca-1d18-4506-999e-4360764a3b93,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,112.0,101.0,103.0,,,,83.0,107.0,102.0,,0.5529999999999999,0.221,0.055999999999999994,0.35,,2.27,-3.24,95.7,,84.9,,0.157,0.353,,84.0,90.0,95.0,0.17,-1.23,76.2,0.25,0.174,,,,,,,,,,,,,,,,,,,,
22,2023-06-27,717591,Walk,walk,False,608070,663903,José Ramírez,Brady Singer,0,0,0,0d8827c9-2a4a-4db4-aeca-86f367d3e442,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2023-06-27,717591,Strikeout,strikeout,True,647304,663903,Josh Naylor,Brady Singer,0,0,0,53b2ce31-a8c7-4558-bb47-0a006e930001,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2023-06-27,717591,Groundout,field_out,True,605137,663903,Josh Bell,Brady Singer,0,0,1,4cdb6658-f362-471c-a0ce-55b063dd613d,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2023-06-27,717591,Groundout,field_out,True,665926,663903,Andrés Giménez,Brady Singer,1,0,0,5bd2f1b0-e580-42a5-a4f5-5cd549c6822a,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2023-06-27,717591,Groundout,field_out,True,669004,668909,MJ Melendez,Gavin Williams,1,0,0,3c109f43-568f-41f0-b112-53ea84bd8250,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,112.0,101.0,103.0,,,,83.0,107.0,102.0,,0.5529999999999999,0.221,0.055999999999999994,0.35,,2.27,-3.24,95.7,,84.9,,0.157,0.353,,84.0,90.0,95.0,0.17,-1.23,76.2,0.25,0.174,,,,,,,,,,,,,,,,,,,,
27,2023-06-27,717591,Groundout,field_out,True,672580,668909,Maikel Garcia,Gavin Williams,1,0,0,fcef38f8-72d0-477a-8c90-7e55e05902ab,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,112.0,101.0,103.0,,,,83.0,107.0,102.0,,0.5529999999999999,0.221,0.055999999999999994,0.35,,2.27,-3.24,95.7,,84.9,,0.157,0.353,,84.0,90.0,95.0,0.17,-1.23,76.2,0.25,0.174,,,,,,,,,,,,,,,,,,,,
28,2023-06-27,717591,Flyout,field_out,True,664728,668909,Kyle Isbel,Gavin Williams,1,0,0,b78f90fa-d77b-4cb1-8942-c3a90adc6d8b,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,112.0,101.0,103.0,,,,83.0,107.0,102.0,,0.5529999999999999,0.221,0.055999999999999994,0.35,,2.27,-3.24,95.7,,84.9,,0.157,0.353,,84.0,90.0,95.0,0.17,-1.23,76.2,0.25,0.174,,,,,,,,,,,,,,,,,,,,
29,2023-06-27,717591,Single,single,False,686823,663903,Will Brennan,Brady Singer,1,0,0,be39d177-0e2f-4f60-87ea-e052b6a1a063,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2023-06-27,717591,Grounded Into DP,grounded_into_double_play,True,664702,663903,Myles Straw,Brady Singer,0,0,1,d956d4ee-2a38-45a4-a4be-0b9b57375df3,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2023-06-27,717591,Flyout,field_out,True,666310,663903,Bo Naylor,Brady Singer,0,0,0,d5bb4188-db44-4aee-939c-4f0486223ff2,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2023-06-27,717591,Strikeout,strikeout,True,658668,668909,Edward Olivares,Gavin Williams,0,0,0,34829f6d-511c-417a-b4fd-41942eededc9,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,112.0,101.0,103.0,,,,83.0,107.0,102.0,,0.5529999999999999,0.221,0.055999999999999994,0.35,,2.27,-3.24,95.7,,84.9,,0.157,0.353,,84.0,90.0,95.0,0.17,-1.23,76.2,0.25,0.174,,,,,,,,,,,,,,,,,,,,
33,2023-06-27,717591,Groundout,field_out,True,671221,668909,Drew Waters,Gavin Williams,1,0,0,755e0198-e8af-4de8-88e8-08d164a5263a,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,112.0,101.0,103.0,,,,83.0,107.0,102.0,,0.5529999999999999,0.221,0.055999999999999994,0.35,,2.27,-3.24,95.7,,84.9,,0.157,0.353,,84.0,90.0,95.0,0.17,-1.23,76.2,0.25,0.174,,,,,,,,,,,,,,,,,,,,
34,2023-06-27,717591,Groundout,field_out,True,670032,668909,Nicky Lopez,Gavin Williams,1,0,0,1f7d489c-1f7b-49b2-82f6-dc35a44e8093,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,112.0,101.0,103.0,,,,83.0,107.0,102.0,,0.5529999999999999,0.221,0.055999999999999994,0.35,,2.27,-3.24,95.7,,84.9,,0.157,0.353,,84.0,90.0,95.0,0.17,-1.23,76.2,0.25,0.174,,,,,,,,,,,,,,,,,,,,
35,2023-06-27,717591,Walk,walk,False,680757,663903,Steven Kwan,Brady Singer,1,0,0,c825fea7-90ac-490e-9d85-b8def9ee546e,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
