,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,SI_ba,CH_ba,ST_ba,FC_ba,FF_ba,CU_ba,SV_ba,SL_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
10,2023-08-24,716865,Groundout,field_out,True,656811,621244,Ryan O'Hearn,José Berríos,0,0,0,2c61a7cc-584b-4bf1-9170-98d65c9da8ee,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,0.315,0.204,,,0.29600000000000004,0.185,0.72,,0.61,,0.31,-0.38,94.3,,93.8,,82.6,0.255,0.245,,,0.254,,0.216,,,,,,,,
11,2023-08-24,716865,Groundout,field_out,True,669720,621244,Austin Hays,José Berríos,0,0,0,96133c8b-0f62-4d0d-b2c5-2e8ce9e72a8c,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,0.315,0.204,,,0.29600000000000004,0.185,0.72,,0.61,,0.31,-0.38,94.3,,93.8,,82.6,0.255,0.245,,,0.254,,0.216,,,,,,,,
12,2023-08-24,716865,Strikeout,strikeout,True,656305,502043,Matt Chapman,Kyle Gibson,0,0,0,e7243496-5620-4836-b3a4-857c1f1d9cbe,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,,
13,2023-08-24,716865,Groundout,field_out,True,643376,502043,Danny Jansen,Kyle Gibson,1,0,0,9d8b56de-c167-4bca-ad7f-a1dfb949c960,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,,
14,2023-08-24,716865,Groundout,field_out,True,624415,502043,Cavan Biggio,Kyle Gibson,0,0,0,10d7e17a-5a07-4ef4-b87b-71ff876546e8,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,,
15,2023-08-24,716865,Lineout,field_out,True,656775,621244,Cedric Mullins,José Berríos,1,0,0,00d0d91b-3441-4ca8-ba42-bfc0e2beb8ee,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,0.315,0.204,,,0.29600000000000004,0.185,0.72,,0.61,,0.31,-0.38,94.3,,93.8,,82.6,0.255,0.245,,,0.254,,0.216,,,,,,,,
16,2023-08-24,716865,Flyout,field_out,True,602104,621244,Ramón Urías,José Berríos,1,0,0,b7a0ea2c-1bcf-4bb5-bbf8-650459a7f56d,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,0.315,0.204,,,0.29600000000000004,0.185,0.72,,0.61,,0.31,-0.38,94.3,,93.8,,82.6,0.255,0.245,,,0.254,,0.216,,,,,,,,
17,2023-08-24,716865,Flyout,field_out,True,624428,621244,Adam Frazier,José Berríos,0,0,0,903ae040-c9ed-40b2-91a8-ea0abd4f3a5e,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,0.315,0.204,,,0.29600000000000004,0.185,0.72,,0.61,,0.31,-0.38,94.3,,93.8,,82.6,0.255,0.245,,,0.254,,0.216,,,,,,,,
18,2023-08-24,716865,Single,single,False,593160,502043,Whit Merrifield,Kyle Gibson,0,0,0,70dccfe9-ab8d-431c-a51c-5f62fc244ed0,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,,
19,2023-08-24,716865,Single,single,False,666182,502043,Bo Bichette,Kyle Gibson,0,0,1,57299179-1524-4620-a187-a11f1d237bbd,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,,
20,2023-08-24,716865,Walk,walk,False,474832,502043,Brandon Belt,Kyle Gibson,1,0,1,c8750d55-d706-46fe-8d9a-4cea00b98cce,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,,
21,2023-08-24,716865,Forceout,force_out,True,665489,502043,Vladimir Guerrero Jr.,Kyle Gibson,0,0,1,4e5ac4cd-e1ae-440c-aa1c-f8849726e3a0,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,,
22,2023-08-24,716865,Sac Fly,sac_fly,True,543807,502043,George Springer,Kyle Gibson,0,0,1,73f12db6-d110-46f8-9163-a97dd774b48e,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,,
23,2023-08-24,716865,Double,double,False,662139,502043,Daulton Varsho,Kyle Gibson,0,0,1,3322c63c-f862-402f-b94e-fea5d06788cd,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,,
24,2023-08-24,716865,Pop Out,field_out,True,656305,502043,Matt Chapman,Kyle Gibson,0,0,0,f87c3ba8-7270-4ae4-8818-5e57253b5492,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,,
25,2023-08-24,716865,Single,single,False,668939,621244,Adley Rutschman,José Berríos,1,0,0,26d73da3-5469-47a5-95dd-0b8fdde88b6b,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,0.315,0.204,,,0.29600000000000004,0.185,0.72,,0.61,,0.31,-0.38,94.3,,93.8,,82.6,0.255,0.245,,,0.254,,0.216,,,,,,,,
26,2023-08-24,716865,Flyout,field_out,True,683002,621244,Gunnar Henderson,José Berríos,0,0,0,a5bae662-0b81-4c90-a11f-9eb2826a8526,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,0.315,0.204,,,0.29600000000000004,0.185,0.72,,0.61,,0.31,-0.38,94.3,,93.8,,82.6,0.255,0.245,,,0.254,,0.216,,,,,,,,
27,2023-08-24,716865,Home Run,home_run,False,623993,621244,Anthony Santander,José Berríos,0,0,1,b2a5fd44-be97-4f84-8bb1-54dbbe2853e8,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,0.315,0.204,,,0.29600000000000004,0.185,0.72,,0.61,,0.31,-0.38,94.3,,93.8,,82.6,0.255,0.245,,,0.254,,0.216,,,,,,,,
28,2023-08-24,716865,Groundout,field_out,True,663624,621244,Ryan Mountcastle,José Berríos,0,0,0,62e0e6eb-0322-416e-8fcd-b12e59c5bfbd,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,0.315,0.204,,,0.29600000000000004,0.185,0.72,,0.61,,0.31,-0.38,94.3,,93.8,,82.6,0.255,0.245,,,0.254,,0.216,,,,,,,,
29,2023-08-24,716865,Flyout,field_out,True,656811,621244,Ryan O'Hearn,José Berríos,1,0,0,85af0611-f518-4eeb-b84a-0da263436bf4,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,0.315,0.204,,,0.29600000000000004,0.185,0.72,,0.61,,0.31,-0.38,94.3,,93.8,,82.6,0.255,0.245,,,0.254,,0.216,,,,,,,,
30,2023-08-24,716865,Groundout,field_out,True,643376,502043,Danny Jansen,Kyle Gibson,1,0,0,841fc863-4d3a-41ff-a052-26d7deec5b65,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,,
31,2023-08-24,716865,Strikeout,strikeout,True,624415,502043,Cavan Biggio,Kyle Gibson,0,0,0,1a8809f4-2a7b-49d6-87b7-9220e487a52c,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,,
32,2023-08-24,716865,Strikeout,strikeout,True,593160,502043,Whit Merrifield,Kyle Gibson,0,0,0,2a838cd1-af27-46d8-9e93-1ded38f12125,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,,
33,2023-08-24,716865,Single,single,False,669720,621244,Austin Hays,José Berríos,0,0,0,47d51023-f785-4c9f-b671-fd7d85afab42,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,0.315,0.204,,,0.29600000000000004,0.185,0.72,,0.61,,0.31,-0.38,94.3,,93.8,,82.6,0.255,0.245,,,0.254,,0.216,,,,,,,,
34,2023-08-24,716865,Home Run,home_run,False,656775,621244,Cedric Mullins,José Berríos,1,1,1,3647e6ce-4292-401e-9109-ae182038db14,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,0.315,0.204,,,0.29600000000000004,0.185,0.72,,0.61,,0.31,-0.38,94.3,,93.8,,82.6,0.255,0.245,,,0.254,,0.216,,,,,,,,
35,2023-08-24,716865,Strikeout,strikeout,True,602104,621244,Ramón Urías,José Berríos,0,0,0,cc6f8d4e-a692-4156-a755-f7074981a594,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,0.315,0.204,,,0.29600000000000004,0.185,0.72,,0.61,,0.31,-0.38,94.3,,93.8,,82.6,0.255,0.245,,,0.254,,0.216,,,,,,,,
36,2023-08-24,716865,Single,single,False,624428,621244,Adam Frazier,José Berríos,0,0,0,1e2ce577-a619-461c-aebe-0500f8cfc8df,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,0.315,0.204,,,0.29600000000000004,0.185,0.72,,0.61,,0.31,-0.38,94.3,,93.8,,82.6,0.255,0.245,,,0.254,,0.216,,,,,,,,
37,2023-08-24,716865,Single,single,False,668939,621244,Adley Rutschman,José Berríos,0,0,1,c8cfee16-7214-443e-84dc-517763811971,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,0.315,0.204,,,0.29600000000000004,0.185,0.72,,0.61,,0.31,-0.38,94.3,,93.8,,82.6,0.255,0.245,,,0.254,,0.216,,,,,,,,
