,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,SL_ba,FF_ba,SI_ba,CH_ba,FC_ba,KC%,wKC/C,vKC,ST_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
10,2023-07-16,717388,Groundout,field_out,True,682641,674370,Luis Matos,Osvaldo Bido,0,0,0,76de06dc-c725-4252-8d41-1af94d4d123d,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,5.86,4.7,50.2,96.0,97.0,95.0,0.8029999999999999,8.53,3.73,9.77,0.71,0.98,0.28300000000000003,0.39,0.201,0.302,0.42100000000000004,89.1,75.0,91.0,87.0,101.0,95.0,93.0,95.0,97.0,90.0,98.0,98.0,103.0,138.0,100.0,94.0,0.23399999999999999,0.28,0.034,0.353,0.099,-2.05,1.44,0.11,0.45,0.67,94.7,85.7,94.6,84.5,0.238,0.358,0.3,0.136,0.2,,,,,,,,,,,,,,,,,,
11,2023-07-16,717388,Strikeout,strikeout,True,666165,674370,Blake Sabol,Osvaldo Bido,0,0,0,3ed96139-a394-4887-b046-98a2fa8dd5f1,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,5.86,4.7,50.2,96.0,97.0,95.0,0.8029999999999999,8.53,3.73,9.77,0.71,0.98,0.28300000000000003,0.39,0.201,0.302,0.42100000000000004,89.1,75.0,91.0,87.0,101.0,95.0,93.0,95.0,97.0,90.0,98.0,98.0,103.0,138.0,100.0,94.0,0.23399999999999999,0.28,0.034,0.353,0.099,-2.05,1.44,0.11,0.45,0.67,94.7,85.7,94.6,84.5,0.238,0.358,0.3,0.136,0.2,,,,,,,,,,,,,,,,,,
12,2023-07-16,717388,Strikeout,strikeout,True,543063,674370,Brandon Crawford,Osvaldo Bido,0,0,0,2921ee8d-a395-42f3-a867-ecdc3987f07b,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,5.86,4.7,50.2,96.0,97.0,95.0,0.8029999999999999,8.53,3.73,9.77,0.71,0.98,0.28300000000000003,0.39,0.201,0.302,0.42100000000000004,89.1,75.0,91.0,87.0,101.0,95.0,93.0,95.0,97.0,90.0,98.0,98.0,103.0,138.0,100.0,94.0,0.23399999999999999,0.28,0.034,0.353,0.099,-2.05,1.44,0.11,0.45,0.67,94.7,85.7,94.6,84.5,0.238,0.358,0.3,0.136,0.2,,,,,,,,,,,,,,,,,,
13,2023-07-16,717388,Single,single,False,669707,622072,Jared Triolo,Alex Wood,0,0,0,70f8f1d4-86bc-4cb7-aa20-dbdadc8a2c01,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,,,,80.0,95.0,88.0,110.0,93.0,95.0,,,,0.446,,,0.261,0.292,,,0.12,-0.8,-0.33,,,91.5,82.4,0.288,,0.234,0.273,,0.001,-5.8,83.6,,,,,,,,,,,,,,,
14,2023-07-16,717388,Flyout,field_out,True,672779,622072,Tucupita Marcano,Alex Wood,0,0,0,ff3e073a-e188-443d-86de-95b66bc8f198,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,,,,80.0,95.0,88.0,110.0,93.0,95.0,,,,0.446,,,0.261,0.292,,,0.12,-0.8,-0.33,,,91.5,82.4,0.288,,0.234,0.273,,0.001,-5.8,83.6,,,,,,,,,,,,,,,
15,2023-07-16,717388,Flyout,field_out,True,693304,622072,Nick Gonzales,Alex Wood,0,0,0,27e3519b-4741-4894-96a4-18bf682214bb,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,,,,80.0,95.0,88.0,110.0,93.0,95.0,,,,0.446,,,0.261,0.292,,,0.12,-0.8,-0.33,,,91.5,82.4,0.288,,0.234,0.273,,0.001,-5.8,83.6,,,,,,,,,,,,,,,
16,2023-07-16,717388,Double,double,False,641511,622072,Jason Delay,Alex Wood,1,0,1,848b32a0-9455-4a77-bf0e-cc24e7e56fd0,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,,,,80.0,95.0,88.0,110.0,93.0,95.0,,,,0.446,,,0.261,0.292,,,0.12,-0.8,-0.33,,,91.5,82.4,0.288,,0.234,0.273,,0.001,-5.8,83.6,,,,,,,,,,,,,,,
17,2023-07-16,717388,Walk,walk,False,656582,622072,Connor Joe,Alex Wood,1,0,0,3afb3ce3-a72f-49f9-abc0-64cc7ee8f71c,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,,,,80.0,95.0,88.0,110.0,93.0,95.0,,,,0.446,,,0.261,0.292,,,0.12,-0.8,-0.33,,,91.5,82.4,0.288,,0.234,0.273,,0.001,-5.8,83.6,,,,,,,,,,,,,,,
18,2023-07-16,717388,Single,single,False,668804,622072,Bryan Reynolds,Alex Wood,1,0,1,1f6041b2-9147-493e-a2df-d9f8ccc6f835,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,,,,80.0,95.0,88.0,110.0,93.0,95.0,,,,0.446,,,0.261,0.292,,,0.12,-0.8,-0.33,,,91.5,82.4,0.288,,0.234,0.273,,0.001,-5.8,83.6,,,,,,,,,,,,,,,
19,2023-07-16,717388,Pop Out,field_out,True,457705,622072,Andrew McCutchen,Alex Wood,1,0,0,af3c8838-474e-468e-9181-bb1e289b5dad,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,,,,80.0,95.0,88.0,110.0,93.0,95.0,,,,0.446,,,0.261,0.292,,,0.12,-0.8,-0.33,,,91.5,82.4,0.288,,0.234,0.273,,0.001,-5.8,83.6,,,,,,,,,,,,,,,
20,2023-07-16,717388,Single,single,False,689172,674370,Brett Wisely,Osvaldo Bido,1,0,0,4bdbcc3a-4c44-4d1f-9289-2c8a261917d8,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,5.86,4.7,50.2,96.0,97.0,95.0,0.8029999999999999,8.53,3.73,9.77,0.71,0.98,0.28300000000000003,0.39,0.201,0.302,0.42100000000000004,89.1,75.0,91.0,87.0,101.0,95.0,93.0,95.0,97.0,90.0,98.0,98.0,103.0,138.0,100.0,94.0,0.23399999999999999,0.28,0.034,0.353,0.099,-2.05,1.44,0.11,0.45,0.67,94.7,85.7,94.6,84.5,0.238,0.358,0.3,0.136,0.2,,,,,,,,,,,,,,,,,,
21,2023-07-16,717388,Walk,walk,False,664774,674370,LaMonte Wade Jr.,Osvaldo Bido,1,0,1,4a14cd66-837a-4316-8f2b-e61ce9a8b936,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,5.86,4.7,50.2,96.0,97.0,95.0,0.8029999999999999,8.53,3.73,9.77,0.71,0.98,0.28300000000000003,0.39,0.201,0.302,0.42100000000000004,89.1,75.0,91.0,87.0,101.0,95.0,93.0,95.0,97.0,90.0,98.0,98.0,103.0,138.0,100.0,94.0,0.23399999999999999,0.28,0.034,0.353,0.099,-2.05,1.44,0.11,0.45,0.67,94.7,85.7,94.6,84.5,0.238,0.358,0.3,0.136,0.2,,,,,,,,,,,,,,,,,,
22,2023-07-16,717388,Hit By Pitch,hit_by_pitch,False,592626,674370,Joc Pederson,Osvaldo Bido,1,0,1,aed4b6f6-a8d7-4059-88db-d3f29a2afad0,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,5.86,4.7,50.2,96.0,97.0,95.0,0.8029999999999999,8.53,3.73,9.77,0.71,0.98,0.28300000000000003,0.39,0.201,0.302,0.42100000000000004,89.1,75.0,91.0,87.0,101.0,95.0,93.0,95.0,97.0,90.0,98.0,98.0,103.0,138.0,100.0,94.0,0.23399999999999999,0.28,0.034,0.353,0.099,-2.05,1.44,0.11,0.45,0.67,94.7,85.7,94.6,84.5,0.238,0.358,0.3,0.136,0.2,,,,,,,,,,,,,,,,,,
23,2023-07-16,717388,Single,single,False,605204,674370,J.D. Davis,Osvaldo Bido,1,0,1,3b0669b9-8257-4f6c-9835-ce671a757693,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,5.86,4.7,50.2,96.0,97.0,95.0,0.8029999999999999,8.53,3.73,9.77,0.71,0.98,0.28300000000000003,0.39,0.201,0.302,0.42100000000000004,89.1,75.0,91.0,87.0,101.0,95.0,93.0,95.0,97.0,90.0,98.0,98.0,103.0,138.0,100.0,94.0,0.23399999999999999,0.28,0.034,0.353,0.099,-2.05,1.44,0.11,0.45,0.67,94.7,85.7,94.6,84.5,0.238,0.358,0.3,0.136,0.2,,,,,,,,,,,,,,,,,,
24,2023-07-16,717388,Flyout,field_out,True,624424,674370,Michael Conforto,Osvaldo Bido,0,0,0,6b6c24c8-16a9-4232-96ad-c57b530326ec,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,5.86,4.7,50.2,96.0,97.0,95.0,0.8029999999999999,8.53,3.73,9.77,0.71,0.98,0.28300000000000003,0.39,0.201,0.302,0.42100000000000004,89.1,75.0,91.0,87.0,101.0,95.0,93.0,95.0,97.0,90.0,98.0,98.0,103.0,138.0,100.0,94.0,0.23399999999999999,0.28,0.034,0.353,0.099,-2.05,1.44,0.11,0.45,0.67,94.7,85.7,94.6,84.5,0.238,0.358,0.3,0.136,0.2,,,,,,,,,,,,,,,,,,
25,2023-07-16,717388,Walk,walk,False,573262,674370,Mike Yastrzemski,Osvaldo Bido,1,0,1,f1030278-1e52-4bf5-994a-b775afdbe831,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,5.86,4.7,50.2,96.0,97.0,95.0,0.8029999999999999,8.53,3.73,9.77,0.71,0.98,0.28300000000000003,0.39,0.201,0.302,0.42100000000000004,89.1,75.0,91.0,87.0,101.0,95.0,93.0,95.0,97.0,90.0,98.0,98.0,103.0,138.0,100.0,94.0,0.23399999999999999,0.28,0.034,0.353,0.099,-2.05,1.44,0.11,0.45,0.67,94.7,85.7,94.6,84.5,0.238,0.358,0.3,0.136,0.2,,,,,,,,,,,,,,,,,,
26,2023-07-16,717388,Groundout,field_out,True,682641,674370,Luis Matos,Osvaldo Bido,0,0,1,7dfaecf6-848e-4d81-a3df-c3e250175686,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,5.86,4.7,50.2,96.0,97.0,95.0,0.8029999999999999,8.53,3.73,9.77,0.71,0.98,0.28300000000000003,0.39,0.201,0.302,0.42100000000000004,89.1,75.0,91.0,87.0,101.0,95.0,93.0,95.0,97.0,90.0,98.0,98.0,103.0,138.0,100.0,94.0,0.23399999999999999,0.28,0.034,0.353,0.099,-2.05,1.44,0.11,0.45,0.67,94.7,85.7,94.6,84.5,0.238,0.358,0.3,0.136,0.2,,,,,,,,,,,,,,,,,,
27,2023-07-16,717388,Strikeout,strikeout,True,666165,621366,Blake Sabol,Ryan Borucki,0,0,0,681639cf-27ed-42f4-8c4c-58684168a3fb,621366.0,ryanborucki,Borucki,Left,Ryan Borucki,2.45,3.35,40.1,103.0,98.0,102.0,0.738,7.36,0.89,5.8,0.89,1.21,0.243,0.45899999999999996,0.23399999999999999,0.324,0.478,84.6,87.0,113.0,100.0,,,,97.0,101.0,96.0,108.0,112.0,111.0,,,,0.203,,,0.6859999999999999,0.11199999999999999,,,0.55,1.93,3.98,,,94.0,86.7,0.194,,0.308,0.158,,,,,0.088,,,,,,,,,,,,,,
28,2023-07-16,717388,Flyout,field_out,True,467793,622072,Carlos Santana,Alex Wood,0,0,0,f0d81acd-dff9-455f-9812-dcea2b6c7bf4,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,,,,80.0,95.0,88.0,110.0,93.0,95.0,,,,0.446,,,0.261,0.292,,,0.12,-0.8,-0.33,,,91.5,82.4,0.288,,0.234,0.273,,0.001,-5.8,83.6,,,,,,,,,,,,,,,
29,2023-07-16,717388,Lineout,field_out,True,680779,622072,Henry Davis,Alex Wood,0,0,0,ba178431-819b-421e-80be-593ebffca14b,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,,,,80.0,95.0,88.0,110.0,93.0,95.0,,,,0.446,,,0.261,0.292,,,0.12,-0.8,-0.33,,,91.5,82.4,0.288,,0.234,0.273,,0.001,-5.8,83.6,,,,,,,,,,,,,,,
30,2023-07-16,717388,Flyout,field_out,True,669707,622072,Jared Triolo,Alex Wood,0,0,0,93b9a139-db60-43e8-9d77-fceaaf132312,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,,,,80.0,95.0,88.0,110.0,93.0,95.0,,,,0.446,,,0.261,0.292,,,0.12,-0.8,-0.33,,,91.5,82.4,0.288,,0.234,0.273,,0.001,-5.8,83.6,,,,,,,,,,,,,,,
31,2023-07-16,717388,Lineout,field_out,True,543063,621366,Brandon Crawford,Ryan Borucki,0,0,0,63cc831d-c0ff-490d-8e15-d6180cc1fed0,621366.0,ryanborucki,Borucki,Left,Ryan Borucki,2.45,3.35,40.1,103.0,98.0,102.0,0.738,7.36,0.89,5.8,0.89,1.21,0.243,0.45899999999999996,0.23399999999999999,0.324,0.478,84.6,87.0,113.0,100.0,,,,97.0,101.0,96.0,108.0,112.0,111.0,,,,0.203,,,0.6859999999999999,0.11199999999999999,,,0.55,1.93,3.98,,,94.0,86.7,0.194,,0.308,0.158,,,,,0.088,,,,,,,,,,,,,,
32,2023-07-16,717388,Strikeout,strikeout,True,689172,621366,Brett Wisely,Ryan Borucki,0,0,0,57cd4015-eaf8-4cfb-a520-7018a3d6465c,621366.0,ryanborucki,Borucki,Left,Ryan Borucki,2.45,3.35,40.1,103.0,98.0,102.0,0.738,7.36,0.89,5.8,0.89,1.21,0.243,0.45899999999999996,0.23399999999999999,0.324,0.478,84.6,87.0,113.0,100.0,,,,97.0,101.0,96.0,108.0,112.0,111.0,,,,0.203,,,0.6859999999999999,0.11199999999999999,,,0.55,1.93,3.98,,,94.0,86.7,0.194,,0.308,0.158,,,,,0.088,,,,,,,,,,,,,,
33,2023-07-16,717388,Single,single,False,664774,621366,LaMonte Wade Jr.,Ryan Borucki,1,1,0,6bae59f3-8785-4de8-88c1-2ca5a700ed94,621366.0,ryanborucki,Borucki,Left,Ryan Borucki,2.45,3.35,40.1,103.0,98.0,102.0,0.738,7.36,0.89,5.8,0.89,1.21,0.243,0.45899999999999996,0.23399999999999999,0.324,0.478,84.6,87.0,113.0,100.0,,,,97.0,101.0,96.0,108.0,112.0,111.0,,,,0.203,,,0.6859999999999999,0.11199999999999999,,,0.55,1.93,3.98,,,94.0,86.7,0.194,,0.308,0.158,,,,,0.088,,,,,,,,,,,,,,
34,2023-07-16,717388,Groundout,field_out,True,592626,621366,Joc Pederson,Ryan Borucki,1,0,0,792450e9-6b46-4d3f-bf3b-787faf37a1b9,621366.0,ryanborucki,Borucki,Left,Ryan Borucki,2.45,3.35,40.1,103.0,98.0,102.0,0.738,7.36,0.89,5.8,0.89,1.21,0.243,0.45899999999999996,0.23399999999999999,0.324,0.478,84.6,87.0,113.0,100.0,,,,97.0,101.0,96.0,108.0,112.0,111.0,,,,0.203,,,0.6859999999999999,0.11199999999999999,,,0.55,1.93,3.98,,,94.0,86.7,0.194,,0.308,0.158,,,,,0.088,,,,,,,,,,,,,,
35,2023-07-16,717388,Groundout,field_out,True,672779,622072,Tucupita Marcano,Alex Wood,0,0,0,b9a70239-6e18-436d-8ae3-ff330860136b,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,,,,80.0,95.0,88.0,110.0,93.0,95.0,,,,0.446,,,0.261,0.292,,,0.12,-0.8,-0.33,,,91.5,82.4,0.288,,0.234,0.273,,0.001,-5.8,83.6,,,,,,,,,,,,,,,
36,2023-07-16,717388,Strikeout,strikeout,True,693304,622072,Nick Gonzales,Alex Wood,0,0,0,b1b7f974-33af-494c-9705-96959a1a38ea,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,,,,80.0,95.0,88.0,110.0,93.0,95.0,,,,0.446,,,0.261,0.292,,,0.12,-0.8,-0.33,,,91.5,82.4,0.288,,0.234,0.273,,0.001,-5.8,83.6,,,,,,,,,,,,,,,
37,2023-07-16,717388,Walk,walk,False,641511,622072,Jason Delay,Alex Wood,1,0,0,98a4837c-31c8-4481-9f8c-2b3253961156,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,,,,80.0,95.0,88.0,110.0,93.0,95.0,,,,0.446,,,0.261,0.292,,,0.12,-0.8,-0.33,,,91.5,82.4,0.288,,0.234,0.273,,0.001,-5.8,83.6,,,,,,,,,,,,,,,
38,2023-07-16,717388,Pop Out,field_out,True,656582,663941,Connor Joe,Tristan Beck,0,0,0,d5d55cb7-06ea-4710-b6a8-1600cd9f1cb2,663941.0,tristanbeck,Beck,Right,Tristan Beck,3.92,3.71,85.0,99.0,102.0,101.0,0.782,7.2,2.22,8.79,1.06,1.03,0.243,0.384,0.152,0.312,0.43,86.6,75.0,84.0,78.0,85.0,96.0,93.0,,,,118.0,102.0,108.0,,,,,0.36700000000000005,,0.55,0.004,3.24,,,-0.35,-2.94,94.7,,,85.5,0.309,0.17,,,,,,,0.25,88.0,97.0,98.0,0.079,-2.73,79.2,0.385,,,,,,,
39,2023-07-16,717388,Strikeout,strikeout,True,605204,675989,J.D. Davis,Cody Bolton,0,0,0,edb98d61-4159-4073-bbda-e2b2afd58f66,675989.0,codybolton,Bolton,Right,Cody Bolton,6.33,6.95,21.1,92.0,100.0,94.0,0.7929999999999999,9.28,6.33,12.66,1.27,1.35,0.23199999999999998,0.406,0.07200000000000001,0.406,0.363,91.7,76.0,88.0,93.0,92.0,93.0,90.0,,,,128.0,92.0,103.0,,,,,0.547,,0.28800000000000003,0.165,-1.57,,,-1.29,-2.26,95.2,,,83.6,,0.378,,0.25,,,,,0.297,,,,,,,,,,,,,,
