,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,SI_ba,SL_ba,FF_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,CH_ba,FC_ba,FS_ba
0,2023-05-15,718160,Single,single,False,668942,607968,Josh Rojas,Drew Rucinski,0,0,0,ec90443d-a41b-46a0-9127-622fddc9b7b6,607968.0,drewrucinski,Rucinski,Right,Drew Rucinski,9.0,7.35,18.0,93.0,77.0,87.0,0.831,3.0,7.0,13.5,2.5,1.22,0.162,0.446,0.18899999999999997,0.35100000000000003,0.397,83.6,63.0,88.0,84.0,96.0,117.0,109.0,69.0,87.0,79.0,84.0,90.0,87.0,79.0,97.0,89.0,0.26,0.289,0.303,0.071,0.077,-2.27,-0.04,-4.74,-14.4,-2.31,89.0,89.1,84.2,78.8,0.259,0.375,0.294,0.667,,,,,,,,,
1,2023-05-15,718160,Flyout,field_out,True,606466,607968,Ketel Marte,Drew Rucinski,1,0,0,fc6be29a-dca7-4745-aec5-08dbfab2ad99,607968.0,drewrucinski,Rucinski,Right,Drew Rucinski,9.0,7.35,18.0,93.0,77.0,87.0,0.831,3.0,7.0,13.5,2.5,1.22,0.162,0.446,0.18899999999999997,0.35100000000000003,0.397,83.6,63.0,88.0,84.0,96.0,117.0,109.0,69.0,87.0,79.0,84.0,90.0,87.0,79.0,97.0,89.0,0.26,0.289,0.303,0.071,0.077,-2.27,-0.04,-4.74,-14.4,-2.31,89.0,89.1,84.2,78.8,0.259,0.375,0.294,0.667,,,,,,,,,
2,2023-05-15,718160,Pop Out,field_out,True,682998,607968,Corbin Carroll,Drew Rucinski,1,0,0,8ddb3b19-f237-468e-bc12-d12e8644f159,607968.0,drewrucinski,Rucinski,Right,Drew Rucinski,9.0,7.35,18.0,93.0,77.0,87.0,0.831,3.0,7.0,13.5,2.5,1.22,0.162,0.446,0.18899999999999997,0.35100000000000003,0.397,83.6,63.0,88.0,84.0,96.0,117.0,109.0,69.0,87.0,79.0,84.0,90.0,87.0,79.0,97.0,89.0,0.26,0.289,0.303,0.071,0.077,-2.27,-0.04,-4.74,-14.4,-2.31,89.0,89.1,84.2,78.8,0.259,0.375,0.294,0.667,,,,,,,,,
3,2023-05-15,718160,Walk,walk,False,666971,607968,Lourdes Gurriel Jr.,Drew Rucinski,0,0,1,13e5f1c8-8b93-4876-85a5-5b1eccd3d7db,607968.0,drewrucinski,Rucinski,Right,Drew Rucinski,9.0,7.35,18.0,93.0,77.0,87.0,0.831,3.0,7.0,13.5,2.5,1.22,0.162,0.446,0.18899999999999997,0.35100000000000003,0.397,83.6,63.0,88.0,84.0,96.0,117.0,109.0,69.0,87.0,79.0,84.0,90.0,87.0,79.0,97.0,89.0,0.26,0.289,0.303,0.071,0.077,-2.27,-0.04,-4.74,-14.4,-2.31,89.0,89.1,84.2,78.8,0.259,0.375,0.294,0.667,,,,,,,,,
4,2023-05-15,718160,Groundout,field_out,True,656976,607968,Pavin Smith,Drew Rucinski,1,0,0,9c707ce1-b699-48df-8ccd-f187942b3f09,607968.0,drewrucinski,Rucinski,Right,Drew Rucinski,9.0,7.35,18.0,93.0,77.0,87.0,0.831,3.0,7.0,13.5,2.5,1.22,0.162,0.446,0.18899999999999997,0.35100000000000003,0.397,83.6,63.0,88.0,84.0,96.0,117.0,109.0,69.0,87.0,79.0,84.0,90.0,87.0,79.0,97.0,89.0,0.26,0.289,0.303,0.071,0.077,-2.27,-0.04,-4.74,-14.4,-2.31,89.0,89.1,84.2,78.8,0.259,0.375,0.294,0.667,,,,,,,,,
5,2023-05-15,718160,Groundout,field_out,True,665923,518876,Esteury Ruiz,Merrill Kelly,0,0,0,baa34ec3-7f49-4ca4-b9df-e44abe2b19ed,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,0.122,0.301,0.055,0.11,0.231,0.04,0.83,-0.64,-0.45,2.43,92.2,92.4,85.5,82.1,0.261,0.217,0.224,0.268,87.0,101.0,99.0,0.18100000000000002,0.88,90.8,0.18,0.22,
6,2023-05-15,718160,Groundout,field_out,True,676116,518876,Ryan Noda,Merrill Kelly,0,0,0,fcf9a8f7-7662-4485-8a84-3044da42de47,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,0.122,0.301,0.055,0.11,0.231,0.04,0.83,-0.64,-0.45,2.43,92.2,92.4,85.5,82.1,0.261,0.217,0.224,0.268,87.0,101.0,99.0,0.18100000000000002,0.88,90.8,0.18,0.22,
7,2023-05-15,718160,Strikeout,strikeout,True,667670,518876,Brent Rooker,Merrill Kelly,0,0,0,ce6f79c3-748a-4c80-b490-27253f0c3040,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,0.122,0.301,0.055,0.11,0.231,0.04,0.83,-0.64,-0.45,2.43,92.2,92.4,85.5,82.1,0.261,0.217,0.224,0.268,87.0,101.0,99.0,0.18100000000000002,0.88,90.8,0.18,0.22,
8,2023-05-15,718160,Double,double,False,666150,607968,Dominic Fletcher,Drew Rucinski,0,0,0,6be1012e-28f8-434f-ac45-9a9a9e4b6c2b,607968.0,drewrucinski,Rucinski,Right,Drew Rucinski,9.0,7.35,18.0,93.0,77.0,87.0,0.831,3.0,7.0,13.5,2.5,1.22,0.162,0.446,0.18899999999999997,0.35100000000000003,0.397,83.6,63.0,88.0,84.0,96.0,117.0,109.0,69.0,87.0,79.0,84.0,90.0,87.0,79.0,97.0,89.0,0.26,0.289,0.303,0.071,0.077,-2.27,-0.04,-4.74,-14.4,-2.31,89.0,89.1,84.2,78.8,0.259,0.375,0.294,0.667,,,,,,,,,
9,2023-05-15,718160,Groundout,field_out,True,672515,607968,Gabriel Moreno,Drew Rucinski,0,0,0,dc5d04e5-de3f-4dfc-bf22-6f5659910113,607968.0,drewrucinski,Rucinski,Right,Drew Rucinski,9.0,7.35,18.0,93.0,77.0,87.0,0.831,3.0,7.0,13.5,2.5,1.22,0.162,0.446,0.18899999999999997,0.35100000000000003,0.397,83.6,63.0,88.0,84.0,96.0,117.0,109.0,69.0,87.0,79.0,84.0,90.0,87.0,79.0,97.0,89.0,0.26,0.289,0.303,0.071,0.077,-2.27,-0.04,-4.74,-14.4,-2.31,89.0,89.1,84.2,78.8,0.259,0.375,0.294,0.667,,,,,,,,,
