,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vSI,vCU,CH_ba,SI_ba,FF_ba,CU_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,ST_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
10,2023-05-30,717961,Strikeout,strikeout,True,670623,543294,Isaac Paredes,Kyle Hendricks,0,0,0,2a0858f9-58c4-4c91-9c40-883a8b4b1f30,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,0.349,0.205,0.035,0.41100000000000003,-1.61,0.04,0.0,1.43,87.8,87.5,73.3,0.18,0.318,0.38,0.25,,,,,,,,,,,,,,,,,,,,,,
11,2023-05-30,717961,Walk,walk,False,670042,543294,Luke Raley,Kyle Hendricks,1,0,0,db6aced7-7174-42bf-a46b-f1c412e0e7db,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,0.349,0.205,0.035,0.41100000000000003,-1.61,0.04,0.0,1.43,87.8,87.5,73.3,0.18,0.318,0.38,0.25,,,,,,,,,,,,,,,,,,,,,,
12,2023-05-30,717961,Single,single,False,622534,543294,Manuel Margot,Kyle Hendricks,0,0,1,6bf2268c-f9d7-4dd0-b624-eaef94204981,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,0.349,0.205,0.035,0.41100000000000003,-1.61,0.04,0.0,1.43,87.8,87.5,73.3,0.18,0.318,0.38,0.25,,,,,,,,,,,,,,,,,,,,,,
13,2023-05-30,717961,Grounded Into DP,grounded_into_double_play,True,642336,543294,Francisco Mejía,Kyle Hendricks,0,0,1,7219f451-a1b0-4ed2-8f46-bb1c9bd93530,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,0.349,0.205,0.035,0.41100000000000003,-1.61,0.04,0.0,1.43,87.8,87.5,73.3,0.18,0.318,0.38,0.25,,,,,,,,,,,,,,,,,,,,,,
14,2023-05-30,717961,Flyout,field_out,True,643565,663556,Mike Tauchman,Shane McClanahan,1,0,0,aad875cc-308e-4e39-81be-0a7368520985,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,,,,,0.419,0.17,0.258,-0.34,,1.12,2.65,96.8,,83.5,0.153,,0.269,0.197,107.0,102.0,105.0,0.153,-0.27,89.3,0.261,,,,,,,,,,,,,,,
15,2023-05-30,717961,Pop Out,field_out,True,621550,663556,Patrick Wisdom,Shane McClanahan,0,0,0,afdc1f2b-e99c-4b54-be4d-ed3c6f339b16,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,,,,,0.419,0.17,0.258,-0.34,,1.12,2.65,96.8,,83.5,0.153,,0.269,0.197,107.0,102.0,105.0,0.153,-0.27,89.3,0.261,,,,,,,,,,,,,,,
16,2023-05-30,717961,Strikeout,strikeout,True,543228,663556,Yan Gomes,Shane McClanahan,0,0,0,b162a7c3-4a1e-4f96-8e8b-6afc9760d73b,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,,,,,0.419,0.17,0.258,-0.34,,1.12,2.65,96.8,,83.5,0.153,,0.269,0.197,107.0,102.0,105.0,0.153,-0.27,89.3,0.261,,,,,,,,,,,,,,,
17,2023-05-30,717961,Single,single,False,666139,543294,Josh Lowe,Kyle Hendricks,0,0,0,1213cbd1-33cc-4c43-a48a-71e032817cca,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,0.349,0.205,0.035,0.41100000000000003,-1.61,0.04,0.0,1.43,87.8,87.5,73.3,0.18,0.318,0.38,0.25,,,,,,,,,,,,,,,,,,,,,,
18,2023-05-30,717961,Groundout,field_out,True,677551,543294,Wander Franco,Kyle Hendricks,0,0,1,890935d6-c4ed-4333-9cc3-0c199e99aa14,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,0.349,0.205,0.035,0.41100000000000003,-1.61,0.04,0.0,1.43,87.8,87.5,73.3,0.18,0.318,0.38,0.25,,,,,,,,,,,,,,,,,,,,,,
19,2023-05-30,717961,Pop Out,field_out,True,668227,543294,Randy Arozarena,Kyle Hendricks,0,0,0,81e544ba-55ee-4fa6-a46d-b187dbcdaf51,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,0.349,0.205,0.035,0.41100000000000003,-1.61,0.04,0.0,1.43,87.8,87.5,73.3,0.18,0.318,0.38,0.25,,,,,,,,,,,,,,,,,,,,,,
20,2023-05-30,717961,Strikeout,strikeout,True,664040,543294,Brandon Lowe,Kyle Hendricks,0,0,0,3024721f-0f65-4c66-a933-896e88d7b598,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,0.349,0.205,0.035,0.41100000000000003,-1.61,0.04,0.0,1.43,87.8,87.5,73.3,0.18,0.318,0.38,0.25,,,,,,,,,,,,,,,,,,,,,,
21,2023-05-30,717961,Flyout,field_out,True,666624,663556,Christopher Morel,Shane McClanahan,0,0,0,30209fd9-9013-405d-9267-babc3ce4fde2,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,,,,,0.419,0.17,0.258,-0.34,,1.12,2.65,96.8,,83.5,0.153,,0.269,0.197,107.0,102.0,105.0,0.153,-0.27,89.3,0.261,,,,,,,,,,,,,,,
22,2023-05-30,717961,Strikeout,strikeout,True,663538,663556,Nico Hoerner,Shane McClanahan,0,0,0,e3a8508f-d5bd-4693-8777-2f67adbc7163,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,,,,,0.419,0.17,0.258,-0.34,,1.12,2.65,96.8,,83.5,0.153,,0.269,0.197,107.0,102.0,105.0,0.153,-0.27,89.3,0.261,,,,,,,,,,,,,,,
23,2023-05-30,717961,Walk,walk,False,621020,663556,Dansby Swanson,Shane McClanahan,0,0,0,85db9e9a-3aeb-4577-908c-9af3279f2620,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,,,,,0.419,0.17,0.258,-0.34,,1.12,2.65,96.8,,83.5,0.153,,0.269,0.197,107.0,102.0,105.0,0.153,-0.27,89.3,0.261,,,,,,,,,,,,,,,
24,2023-05-30,717961,Forceout,force_out,True,664023,663556,Ian Happ,Shane McClanahan,0,0,1,78e17470-4cf5-4bab-ad9a-fbd2a6b1d772,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,,,,,0.419,0.17,0.258,-0.34,,1.12,2.65,96.8,,83.5,0.153,,0.269,0.197,107.0,102.0,105.0,0.153,-0.27,89.3,0.261,,,,,,,,,,,,,,,
25,2023-05-30,717961,Lineout,field_out,True,623912,543294,Harold Ramírez,Kyle Hendricks,1,0,0,1fd4c78c-e038-4e5e-9b0d-4e7d6bc2e339,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,0.349,0.205,0.035,0.41100000000000003,-1.61,0.04,0.0,1.43,87.8,87.5,73.3,0.18,0.318,0.38,0.25,,,,,,,,,,,,,,,,,,,,,,
26,2023-05-30,717961,Pop Out,field_out,True,670623,543294,Isaac Paredes,Kyle Hendricks,0,0,0,3338b349-2143-43b6-8aaa-69a26b746ed1,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,0.349,0.205,0.035,0.41100000000000003,-1.61,0.04,0.0,1.43,87.8,87.5,73.3,0.18,0.318,0.38,0.25,,,,,,,,,,,,,,,,,,,,,,
27,2023-05-30,717961,Flyout,field_out,True,670042,543294,Luke Raley,Kyle Hendricks,0,0,0,9a16a9ce-3dc6-46f0-87f1-fd44f482a603,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,0.349,0.205,0.035,0.41100000000000003,-1.61,0.04,0.0,1.43,87.8,87.5,73.3,0.18,0.318,0.38,0.25,,,,,,,,,,,,,,,,,,,,,,
28,2023-05-30,717961,Single,single,False,673548,663556,Seiya Suzuki,Shane McClanahan,0,0,0,cf12cb00-13c1-4b4e-aae9-4d1a3946bf86,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,,,,,0.419,0.17,0.258,-0.34,,1.12,2.65,96.8,,83.5,0.153,,0.269,0.197,107.0,102.0,105.0,0.153,-0.27,89.3,0.261,,,,,,,,,,,,,,,
29,2023-05-30,717961,Strikeout,strikeout,True,641820,663556,Trey Mancini,Shane McClanahan,0,0,0,0bf07df1-ac52-416c-889e-b589298cd89c,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,,,,,0.419,0.17,0.258,-0.34,,1.12,2.65,96.8,,83.5,0.153,,0.269,0.197,107.0,102.0,105.0,0.153,-0.27,89.3,0.261,,,,,,,,,,,,,,,
30,2023-05-30,717961,Single,single,False,643565,663556,Mike Tauchman,Shane McClanahan,1,1,1,f03bdbe7-d169-4dfe-99f1-6e07698d7938,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,,,,,0.419,0.17,0.258,-0.34,,1.12,2.65,96.8,,83.5,0.153,,0.269,0.197,107.0,102.0,105.0,0.153,-0.27,89.3,0.261,,,,,,,,,,,,,,,
31,2023-05-30,717961,Lineout,field_out,True,621550,663556,Patrick Wisdom,Shane McClanahan,1,1,0,36feab90-8f46-43f7-880b-efc2eef219ea,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,,,,,0.419,0.17,0.258,-0.34,,1.12,2.65,96.8,,83.5,0.153,,0.269,0.197,107.0,102.0,105.0,0.153,-0.27,89.3,0.261,,,,,,,,,,,,,,,
32,2023-05-30,717961,Flyout,field_out,True,543228,663556,Yan Gomes,Shane McClanahan,1,0,0,6839f197-77b8-4746-b2ed-44d669058456,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,,,,,0.419,0.17,0.258,-0.34,,1.12,2.65,96.8,,83.5,0.153,,0.269,0.197,107.0,102.0,105.0,0.153,-0.27,89.3,0.261,,,,,,,,,,,,,,,
33,2023-05-30,717961,Lineout,field_out,True,622534,543294,Manuel Margot,Kyle Hendricks,1,0,0,88200b25-f3cc-4fa0-b39e-c2a2d6662ae4,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,0.349,0.205,0.035,0.41100000000000003,-1.61,0.04,0.0,1.43,87.8,87.5,73.3,0.18,0.318,0.38,0.25,,,,,,,,,,,,,,,,,,,,,,
34,2023-05-30,717961,Single,single,False,642336,543294,Francisco Mejía,Kyle Hendricks,0,0,0,2480e73d-5609-42dd-b127-a08a0d7e60bd,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,0.349,0.205,0.035,0.41100000000000003,-1.61,0.04,0.0,1.43,87.8,87.5,73.3,0.18,0.318,0.38,0.25,,,,,,,,,,,,,,,,,,,,,,
35,2023-05-30,717961,Flyout,field_out,True,666139,543294,Josh Lowe,Kyle Hendricks,0,0,0,a58f71bc-28ae-4de5-833a-c1d83263c17a,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,0.349,0.205,0.035,0.41100000000000003,-1.61,0.04,0.0,1.43,87.8,87.5,73.3,0.18,0.318,0.38,0.25,,,,,,,,,,,,,,,,,,,,,,
36,2023-05-30,717961,Walk,walk,False,677551,543294,Wander Franco,Kyle Hendricks,1,0,1,ed88bd2c-2ee7-452f-a539-64283bc7a76d,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,0.349,0.205,0.035,0.41100000000000003,-1.61,0.04,0.0,1.43,87.8,87.5,73.3,0.18,0.318,0.38,0.25,,,,,,,,,,,,,,,,,,,,,,
37,2023-05-30,717961,Single,single,False,668227,543294,Randy Arozarena,Kyle Hendricks,0,0,1,83fc104e-51fb-49fa-acef-175e92290b39,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,0.349,0.205,0.035,0.41100000000000003,-1.61,0.04,0.0,1.43,87.8,87.5,73.3,0.18,0.318,0.38,0.25,,,,,,,,,,,,,,,,,,,,,,
38,2023-05-30,717961,Groundout,field_out,True,664040,543294,Brandon Lowe,Kyle Hendricks,1,0,0,d71c2e12-7e87-4f36-bcd0-0359bb2108da,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,0.349,0.205,0.035,0.41100000000000003,-1.61,0.04,0.0,1.43,87.8,87.5,73.3,0.18,0.318,0.38,0.25,,,,,,,,,,,,,,,,,,,,,,
