,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSL/C,wKC/C,vFA,vFC,vFS,vSL,vKC,FF_ba,FC_ba,CU_ba,SL_ba,FS_ba,ST_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,SI%,CU%,CH%,wSI/C,wCU/C,wCH/C,vSI,vCU,Stf+ SI,Loc+ SI,Pit+ SI,SI_ba,CH_ba
10,2023-06-03,717885,Strikeout,strikeout,True,670764,676710,Taylor Walls,Kutter Crawford,0,0,0,e9fb494b-cb0e-4696-bde2-bd1b12f16131,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
11,2023-06-03,717885,Strikeout,strikeout,True,606132,607192,Raimel Tapia,Tyler Glasnow,0,0,0,d8ec3edf-4ada-4a3d-9691-0c7b5d9b8ee5,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,128.0,103.0,110.0,94.0,97.0,104.0,,,,,,,,,,0.43200000000000005,,,0.348,,0.54,,,1.25,,96.4,,,90.1,,0.236,,0.095,0.254,,,92.3,78.0,81.0,84.0,152.0,103.0,114.0,0.004,0.213,0.003,-7.7,1.81,2.91,96.4,83.9,,,,,
12,2023-06-03,717885,Double,double,False,671213,607192,Triston Casas,Tyler Glasnow,1,1,0,b2519758-bc3d-45d5-8b1f-7b7324ebc9d0,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,128.0,103.0,110.0,94.0,97.0,104.0,,,,,,,,,,0.43200000000000005,,,0.348,,0.54,,,1.25,,96.4,,,90.1,,0.236,,0.095,0.254,,,92.3,78.0,81.0,84.0,152.0,103.0,114.0,0.004,0.213,0.003,-7.7,1.81,2.91,96.4,83.9,,,,,
13,2023-06-03,717885,Strikeout,strikeout,True,622569,607192,Pablo Reyes,Tyler Glasnow,0,0,0,bdfc8389-b48d-4f85-9e27-203fdd866faf,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,128.0,103.0,110.0,94.0,97.0,104.0,,,,,,,,,,0.43200000000000005,,,0.348,,0.54,,,1.25,,96.4,,,90.1,,0.236,,0.095,0.254,,,92.3,78.0,81.0,84.0,152.0,103.0,114.0,0.004,0.213,0.003,-7.7,1.81,2.91,96.4,83.9,,,,,
14,2023-06-03,717885,Groundout,field_out,True,665839,607192,Enmanuel Valdez,Tyler Glasnow,0,0,0,25f4b4be-f73c-4edb-a3b1-fa9f3925d397,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,128.0,103.0,110.0,94.0,97.0,104.0,,,,,,,,,,0.43200000000000005,,,0.348,,0.54,,,1.25,,96.4,,,90.1,,0.236,,0.095,0.254,,,92.3,78.0,81.0,84.0,152.0,103.0,114.0,0.004,0.213,0.003,-7.7,1.81,2.91,96.4,83.9,,,,,
15,2023-06-03,717885,Double,double,False,622534,676710,Manuel Margot,Kutter Crawford,0,0,0,4fdeb1c5-4d0e-4147-a1fb-c1c41c07030f,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
16,2023-06-03,717885,Groundout,field_out,True,642336,676710,Francisco Mejía,Kutter Crawford,1,0,1,0262e153-3ca9-4dfc-94b6-89d87c178729,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
17,2023-06-03,717885,Groundout,field_out,True,650490,676710,Yandy Díaz,Kutter Crawford,0,0,1,4b42208d-37d1-4457-b7ee-8059b8f0eb7c,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
18,2023-06-03,717885,Flyout,field_out,True,664040,676710,Brandon Lowe,Kutter Crawford,0,0,0,0df17065-413e-4133-baad-6e8b039c65cf,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
19,2023-06-03,717885,Flyout,field_out,True,657136,607192,Connor Wong,Tyler Glasnow,0,0,0,93158560-478d-466c-9225-4f6c77f7ae52,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,128.0,103.0,110.0,94.0,97.0,104.0,,,,,,,,,,0.43200000000000005,,,0.348,,0.54,,,1.25,,96.4,,,90.1,,0.236,,0.095,0.254,,,92.3,78.0,81.0,84.0,152.0,103.0,114.0,0.004,0.213,0.003,-7.7,1.81,2.91,96.4,83.9,,,,,
20,2023-06-03,717885,Groundout,field_out,True,657077,607192,Alex Verdugo,Tyler Glasnow,0,0,0,32e12e60-96a7-4b6c-9912-7aaa8af41fe6,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,128.0,103.0,110.0,94.0,97.0,104.0,,,,,,,,,,0.43200000000000005,,,0.348,,0.54,,,1.25,,96.4,,,90.1,,0.236,,0.095,0.254,,,92.3,78.0,81.0,84.0,152.0,103.0,114.0,0.004,0.213,0.003,-7.7,1.81,2.91,96.4,83.9,,,,,
21,2023-06-03,717885,Groundout,field_out,True,646240,607192,Rafael Devers,Tyler Glasnow,0,0,0,a2c0d144-59ba-4006-b0e7-e942918b3c96,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,128.0,103.0,110.0,94.0,97.0,104.0,,,,,,,,,,0.43200000000000005,,,0.348,,0.54,,,1.25,,96.4,,,90.1,,0.236,,0.095,0.254,,,92.3,78.0,81.0,84.0,152.0,103.0,114.0,0.004,0.213,0.003,-7.7,1.81,2.91,96.4,83.9,,,,,
22,2023-06-03,717885,Lineout,field_out,True,623912,621057,Harold Ramírez,Justin Garza,0,0,0,1c81faae-2998-47ac-adbf-2b76d1d464ce,621057.0,justingarza,Garza,Right,Justin Garza,7.36,8.37,18.1,98.0,101.0,98.0,0.809,8.35,5.89,10.8,1.47,0.81,0.213,0.377,0.08199999999999999,0.39299999999999996,0.418,92.0,79.0,82.0,105.0,99.0,105.0,,,,101.0,84.0,85.0,,,,0.046,0.20199999999999999,,0.16,,2.63,-1.33,,-7.27,,93.4,88.3,,84.1,,0.0,0.273,,0.45,,,84.8,91.0,106.0,106.0,,,,0.45899999999999996,,0.134,-0.64,,2.22,94.6,,105.0,103.0,100.0,0.241,0.214
23,2023-06-03,717885,Strikeout,strikeout,True,668227,621057,Randy Arozarena,Justin Garza,0,0,0,ce411cc9-b829-44ee-ab7f-2c30409c8d39,621057.0,justingarza,Garza,Right,Justin Garza,7.36,8.37,18.1,98.0,101.0,98.0,0.809,8.35,5.89,10.8,1.47,0.81,0.213,0.377,0.08199999999999999,0.39299999999999996,0.418,92.0,79.0,82.0,105.0,99.0,105.0,,,,101.0,84.0,85.0,,,,0.046,0.20199999999999999,,0.16,,2.63,-1.33,,-7.27,,93.4,88.3,,84.1,,0.0,0.273,,0.45,,,84.8,91.0,106.0,106.0,,,,0.45899999999999996,,0.134,-0.64,,2.22,94.6,,105.0,103.0,100.0,0.241,0.214
24,2023-06-03,717885,Lineout,field_out,True,666139,621057,Josh Lowe,Justin Garza,1,0,0,ebfea741-1b0e-47f1-9aa1-4d19f1a7a18f,621057.0,justingarza,Garza,Right,Justin Garza,7.36,8.37,18.1,98.0,101.0,98.0,0.809,8.35,5.89,10.8,1.47,0.81,0.213,0.377,0.08199999999999999,0.39299999999999996,0.418,92.0,79.0,82.0,105.0,99.0,105.0,,,,101.0,84.0,85.0,,,,0.046,0.20199999999999999,,0.16,,2.63,-1.33,,-7.27,,93.4,88.3,,84.1,,0.0,0.273,,0.45,,,84.8,91.0,106.0,106.0,,,,0.45899999999999996,,0.134,-0.64,,2.22,94.6,,105.0,103.0,100.0,0.241,0.214
25,2023-06-03,717885,Double,double,False,807799,607192,Masataka Yoshida,Tyler Glasnow,1,0,0,727e08a0-d904-4a3b-847e-d816f16c5b26,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,128.0,103.0,110.0,94.0,97.0,104.0,,,,,,,,,,0.43200000000000005,,,0.348,,0.54,,,1.25,,96.4,,,90.1,,0.236,,0.095,0.254,,,92.3,78.0,81.0,84.0,152.0,103.0,114.0,0.004,0.213,0.003,-7.7,1.81,2.91,96.4,83.9,,,,,
26,2023-06-03,717885,Groundout,field_out,True,680776,607192,Jarren Duran,Tyler Glasnow,1,0,1,f305cfe0-d590-4921-8a57-ea0b17380bb9,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,128.0,103.0,110.0,94.0,97.0,104.0,,,,,,,,,,0.43200000000000005,,,0.348,,0.54,,,1.25,,96.4,,,90.1,,0.236,,0.095,0.254,,,92.3,78.0,81.0,84.0,152.0,103.0,114.0,0.004,0.213,0.003,-7.7,1.81,2.91,96.4,83.9,,,,,
27,2023-06-03,717885,Strikeout,strikeout,True,606132,607192,Raimel Tapia,Tyler Glasnow,0,0,0,9d65e821-dee7-4e20-b92b-cd6126486176,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,128.0,103.0,110.0,94.0,97.0,104.0,,,,,,,,,,0.43200000000000005,,,0.348,,0.54,,,1.25,,96.4,,,90.1,,0.236,,0.095,0.254,,,92.3,78.0,81.0,84.0,152.0,103.0,114.0,0.004,0.213,0.003,-7.7,1.81,2.91,96.4,83.9,,,,,
28,2023-06-03,717885,Triple,triple,False,671213,607192,Triston Casas,Tyler Glasnow,0,0,1,8bee13bb-1609-4895-b6c4-bc53f6307f45,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,128.0,103.0,110.0,94.0,97.0,104.0,,,,,,,,,,0.43200000000000005,,,0.348,,0.54,,,1.25,,96.4,,,90.1,,0.236,,0.095,0.254,,,92.3,78.0,81.0,84.0,152.0,103.0,114.0,0.004,0.213,0.003,-7.7,1.81,2.91,96.4,83.9,,,,,
29,2023-06-03,717885,Groundout,field_out,True,622569,607192,Pablo Reyes,Tyler Glasnow,0,0,0,11afe456-276f-4b13-9666-ee34142142ec,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,128.0,103.0,110.0,94.0,97.0,104.0,,,,,,,,,,0.43200000000000005,,,0.348,,0.54,,,1.25,,96.4,,,90.1,,0.236,,0.095,0.254,,,92.3,78.0,81.0,84.0,152.0,103.0,114.0,0.004,0.213,0.003,-7.7,1.81,2.91,96.4,83.9,,,,,
30,2023-06-03,717885,Walk,walk,False,670623,621057,Isaac Paredes,Justin Garza,0,0,0,bd6ac2ab-c7ca-4e56-9b69-bc8cfddb461e,621057.0,justingarza,Garza,Right,Justin Garza,7.36,8.37,18.1,98.0,101.0,98.0,0.809,8.35,5.89,10.8,1.47,0.81,0.213,0.377,0.08199999999999999,0.39299999999999996,0.418,92.0,79.0,82.0,105.0,99.0,105.0,,,,101.0,84.0,85.0,,,,0.046,0.20199999999999999,,0.16,,2.63,-1.33,,-7.27,,93.4,88.3,,84.1,,0.0,0.273,,0.45,,,84.8,91.0,106.0,106.0,,,,0.45899999999999996,,0.134,-0.64,,2.22,94.6,,105.0,103.0,100.0,0.241,0.214
31,2023-06-03,717885,Walk,walk,False,670764,621057,Taylor Walls,Justin Garza,0,0,1,182641e5-f8bf-4568-ba29-bbeb85b821ef,621057.0,justingarza,Garza,Right,Justin Garza,7.36,8.37,18.1,98.0,101.0,98.0,0.809,8.35,5.89,10.8,1.47,0.81,0.213,0.377,0.08199999999999999,0.39299999999999996,0.418,92.0,79.0,82.0,105.0,99.0,105.0,,,,101.0,84.0,85.0,,,,0.046,0.20199999999999999,,0.16,,2.63,-1.33,,-7.27,,93.4,88.3,,84.1,,0.0,0.273,,0.45,,,84.8,91.0,106.0,106.0,,,,0.45899999999999996,,0.134,-0.64,,2.22,94.6,,105.0,103.0,100.0,0.241,0.214
32,2023-06-03,717885,Strikeout,strikeout,True,622534,621057,Manuel Margot,Justin Garza,0,0,0,71b0a91e-e525-4020-850c-e9e92cbfbce6,621057.0,justingarza,Garza,Right,Justin Garza,7.36,8.37,18.1,98.0,101.0,98.0,0.809,8.35,5.89,10.8,1.47,0.81,0.213,0.377,0.08199999999999999,0.39299999999999996,0.418,92.0,79.0,82.0,105.0,99.0,105.0,,,,101.0,84.0,85.0,,,,0.046,0.20199999999999999,,0.16,,2.63,-1.33,,-7.27,,93.4,88.3,,84.1,,0.0,0.273,,0.45,,,84.8,91.0,106.0,106.0,,,,0.45899999999999996,,0.134,-0.64,,2.22,94.6,,105.0,103.0,100.0,0.241,0.214
33,2023-06-03,717885,Single,single,False,642336,595411,Francisco Mejía,Ryan Sherriff,0,0,1,da7e60bb-548b-4b4c-8d97-1ebb28ddb0a6,595411.0,ryansherriff,Sherriff,Left,Ryan Sherriff,2.7,4.24,6.2,97.0,94.0,97.0,0.733,6.75,2.7,8.1,0.0,0.67,0.28600000000000003,0.381,0.28600000000000003,0.28600000000000003,0.519,,,,103.0,96.0,103.0,,,,,,,,,,,,,0.442,,,,,0.52,,,,,79.3,,,,,0.2,,,78.7,13.0,53.0,60.0,,,,0.5479999999999999,,0.01,-0.49,,-3.64,88.7,,89.0,98.0,92.0,0.267,
34,2023-06-03,717885,Forceout,force_out,True,650490,595411,Yandy Díaz,Ryan Sherriff,0,0,1,3894f6f4-aa44-49f7-bbc9-3c3fb8ab56e9,595411.0,ryansherriff,Sherriff,Left,Ryan Sherriff,2.7,4.24,6.2,97.0,94.0,97.0,0.733,6.75,2.7,8.1,0.0,0.67,0.28600000000000003,0.381,0.28600000000000003,0.28600000000000003,0.519,,,,103.0,96.0,103.0,,,,,,,,,,,,,0.442,,,,,0.52,,,,,79.3,,,,,0.2,,,78.7,13.0,53.0,60.0,,,,0.5479999999999999,,0.01,-0.49,,-3.64,88.7,,89.0,98.0,92.0,0.267,
35,2023-06-03,717885,Strikeout,strikeout,True,664040,595411,Brandon Lowe,Ryan Sherriff,0,0,0,71fd871c-f6df-4da1-8b5b-f943a31fc44f,595411.0,ryansherriff,Sherriff,Left,Ryan Sherriff,2.7,4.24,6.2,97.0,94.0,97.0,0.733,6.75,2.7,8.1,0.0,0.67,0.28600000000000003,0.381,0.28600000000000003,0.28600000000000003,0.519,,,,103.0,96.0,103.0,,,,,,,,,,,,,0.442,,,,,0.52,,,,,79.3,,,,,0.2,,,78.7,13.0,53.0,60.0,,,,0.5479999999999999,,0.01,-0.49,,-3.64,88.7,,89.0,98.0,92.0,0.267,
