,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vFC,vSI,vSL,vCU,vKC,FF_ba,SL_ba,CH_ba,SI_ba,CU_ba,FC_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,ST_ba
0,2023-06-29,717573,Flyout,field_out,True,680757,425844,Steven Kwan,Zack Greinke,0,0,0,b220d4c2-1790-4486-8957-33f49bb412d5,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,86.5,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,100.0,113.0,103.0,0.157,0.265,0.07,0.2,0.141,0.0,0.166,0.25,-0.94,-0.92,1.12,-2.99,-3.64,0.06,89.5,85.2,89.8,79.2,72.5,57.9,0.276,0.214,0.241,0.333,0.386,0.32,,,,,,,,,,,
1,2023-06-29,717573,Lineout,field_out,True,642708,425844,Amed Rosario,Zack Greinke,0,0,0,084dab9e-0d02-43dc-ac3d-704e5fe74fd9,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,86.5,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,100.0,113.0,103.0,0.157,0.265,0.07,0.2,0.141,0.0,0.166,0.25,-0.94,-0.92,1.12,-2.99,-3.64,0.06,89.5,85.2,89.8,79.2,72.5,57.9,0.276,0.214,0.241,0.333,0.386,0.32,,,,,,,,,,,
2,2023-06-29,717573,Walk,walk,False,608070,425844,José Ramírez,Zack Greinke,0,0,0,0a042b2d-97b3-48f9-a131-6fd202127589,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,86.5,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,100.0,113.0,103.0,0.157,0.265,0.07,0.2,0.141,0.0,0.166,0.25,-0.94,-0.92,1.12,-2.99,-3.64,0.06,89.5,85.2,89.8,79.2,72.5,57.9,0.276,0.214,0.241,0.333,0.386,0.32,,,,,,,,,,,
3,2023-06-29,717573,Single,single,False,647304,425844,Josh Naylor,Zack Greinke,0,0,1,9071e050-4ea9-4c57-936b-d1da042e1528,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,86.5,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,100.0,113.0,103.0,0.157,0.265,0.07,0.2,0.141,0.0,0.166,0.25,-0.94,-0.92,1.12,-2.99,-3.64,0.06,89.5,85.2,89.8,79.2,72.5,57.9,0.276,0.214,0.241,0.333,0.386,0.32,,,,,,,,,,,
4,2023-06-29,717573,Walk,walk,False,605137,425844,Josh Bell,Zack Greinke,0,0,1,3b994508-5748-4d8e-a65b-a635529c1f58,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,86.5,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,100.0,113.0,103.0,0.157,0.265,0.07,0.2,0.141,0.0,0.166,0.25,-0.94,-0.92,1.12,-2.99,-3.64,0.06,89.5,85.2,89.8,79.2,72.5,57.9,0.276,0.214,0.241,0.333,0.386,0.32,,,,,,,,,,,
5,2023-06-29,717573,Groundout,field_out,True,665926,425844,Andrés Giménez,Zack Greinke,0,0,0,0e0ee516-670a-4c47-99bf-5b2564e53ac9,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,86.5,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,100.0,113.0,103.0,0.157,0.265,0.07,0.2,0.141,0.0,0.166,0.25,-0.94,-0.92,1.12,-2.99,-3.64,0.06,89.5,85.2,89.8,79.2,72.5,57.9,0.276,0.214,0.241,0.333,0.386,0.32,,,,,,,,,,,
6,2023-06-29,717573,Strikeout,strikeout,True,668472,669456,Nick Pratto,Shane Bieber,0,0,0,b2196d46-434b-4681-8e90-6b96ee62d0ae,669456.0,shanebieber,Bieber,Right,Shane Bieber,3.8,4.83,128.0,101.0,100.0,99.0,0.77,7.52,2.39,8.72,0.98,1.56,0.23800000000000002,0.395,0.147,0.32799999999999996,0.42,87.2,59.0,93.0,85.0,,,,81.0,103.0,96.0,,,,111.0,107.0,109.0,95.0,94.0,93.0,,0.35200000000000004,0.26899999999999996,0.207,,0.13699999999999998,0.035,0.87,0.43,,0.84,,-1.29,-4.04,91.3,86.5,,84.6,,82.5,0.257,0.18,0.5,,0.237,0.316,155.0,104.0,109.0,,,,,,,,
7,2023-06-29,717573,Pop Out,field_out,True,677951,669456,Bobby Witt Jr.,Shane Bieber,0,0,0,18e531ce-0ddf-474b-babd-2691227f1bc7,669456.0,shanebieber,Bieber,Right,Shane Bieber,3.8,4.83,128.0,101.0,100.0,99.0,0.77,7.52,2.39,8.72,0.98,1.56,0.23800000000000002,0.395,0.147,0.32799999999999996,0.42,87.2,59.0,93.0,85.0,,,,81.0,103.0,96.0,,,,111.0,107.0,109.0,95.0,94.0,93.0,,0.35200000000000004,0.26899999999999996,0.207,,0.13699999999999998,0.035,0.87,0.43,,0.84,,-1.29,-4.04,91.3,86.5,,84.6,,82.5,0.257,0.18,0.5,,0.237,0.316,155.0,104.0,109.0,,,,,,,,
8,2023-06-29,717573,Strikeout,strikeout,True,521692,669456,Salvador Perez,Shane Bieber,0,0,0,f2e5a310-d575-4491-94fc-f3b8672d1612,669456.0,shanebieber,Bieber,Right,Shane Bieber,3.8,4.83,128.0,101.0,100.0,99.0,0.77,7.52,2.39,8.72,0.98,1.56,0.23800000000000002,0.395,0.147,0.32799999999999996,0.42,87.2,59.0,93.0,85.0,,,,81.0,103.0,96.0,,,,111.0,107.0,109.0,95.0,94.0,93.0,,0.35200000000000004,0.26899999999999996,0.207,,0.13699999999999998,0.035,0.87,0.43,,0.84,,-1.29,-4.04,91.3,86.5,,84.6,,82.5,0.257,0.18,0.5,,0.237,0.316,155.0,104.0,109.0,,,,,,,,
9,2023-06-29,717573,Groundout,field_out,True,686823,425844,Will Brennan,Zack Greinke,0,0,0,146ccb3a-ac15-4338-8d0c-b759d9e9172b,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,86.5,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,100.0,113.0,103.0,0.157,0.265,0.07,0.2,0.141,0.0,0.166,0.25,-0.94,-0.92,1.12,-2.99,-3.64,0.06,89.5,85.2,89.8,79.2,72.5,57.9,0.276,0.214,0.241,0.333,0.386,0.32,,,,,,,,,,,
