,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vSI,vSL,vKC,FF_ba,CU_ba,CH_ba,FC_ba,SL_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SV_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-05-30,717955,Walk,walk,False,595777,668678,Jurickson Profar,Zac Gallen,0,0,0,08268279-46dd-4ccc-9050-a3320145592c,668678.0,zacgallen,Gallen,Right,Zac Gallen,3.47,4.16,210.0,104.0,106.0,107.0,0.7609999999999999,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.8,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,121.0,104.0,112.0,106.0,99.0,94.0,0.006999999999999999,0.491,0.092,0.045,0.22699999999999998,0.139,1.59,-2.24,-3.38,0.34,0.46,1.05,93.6,90.2,93.0,87.4,82.5,0.238,0.21,0.21,0.352,0.25,0.286,,,,,,,,,,,,,,
1,2023-05-30,717955,Lineout,field_out,True,545341,668678,Randal Grichuk,Zac Gallen,0,0,0,ac1b99f1-12d1-4f88-8844-5b030a034344,668678.0,zacgallen,Gallen,Right,Zac Gallen,3.47,4.16,210.0,104.0,106.0,107.0,0.7609999999999999,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.8,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,121.0,104.0,112.0,106.0,99.0,94.0,0.006999999999999999,0.491,0.092,0.045,0.22699999999999998,0.139,1.59,-2.24,-3.38,0.34,0.46,1.05,93.6,90.2,93.0,87.4,82.5,0.238,0.21,0.21,0.352,0.25,0.286,,,,,,,,,,,,,,
2,2023-05-30,717955,Single,single,False,641857,668678,Ryan McMahon,Zac Gallen,0,0,1,f67e84c9-2d4a-43fd-95e5-0d2d299bb8b1,668678.0,zacgallen,Gallen,Right,Zac Gallen,3.47,4.16,210.0,104.0,106.0,107.0,0.7609999999999999,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.8,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,121.0,104.0,112.0,106.0,99.0,94.0,0.006999999999999999,0.491,0.092,0.045,0.22699999999999998,0.139,1.59,-2.24,-3.38,0.34,0.46,1.05,93.6,90.2,93.0,87.4,82.5,0.238,0.21,0.21,0.352,0.25,0.286,,,,,,,,,,,,,,
3,2023-05-30,717955,Grounded Into DP,grounded_into_double_play,True,553869,668678,Elias Díaz,Zac Gallen,1,0,1,4cc8e32f-193d-4ce1-8c4e-ecb2cad44a84,668678.0,zacgallen,Gallen,Right,Zac Gallen,3.47,4.16,210.0,104.0,106.0,107.0,0.7609999999999999,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.8,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,121.0,104.0,112.0,106.0,99.0,94.0,0.006999999999999999,0.491,0.092,0.045,0.22699999999999998,0.139,1.59,-2.24,-3.38,0.34,0.46,1.05,93.6,90.2,93.0,87.4,82.5,0.238,0.21,0.21,0.352,0.25,0.286,,,,,,,,,,,,,,
4,2023-05-30,717955,Home Run,home_run,False,606466,607536,Ketel Marte,Kyle Freeland,0,0,0,1c26ba63-579a-4537-90a6-16b078689d6d,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,,,,0.28300000000000003,0.184,,0.23600000000000002,0.17600000000000002,0.122,1.13,,-0.86,-0.2,-1.91,-3.3,88.8,,88.7,84.1,80.6,0.239,0.261,0.435,,0.246,0.349,,,,,,,,,,,,,,
5,2023-05-30,717955,Groundout,field_out,True,656896,607536,Emmanuel Rivera,Kyle Freeland,0,0,0,3dcf76d4-6e59-4508-bc8a-74cae09ebf2f,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,,,,0.28300000000000003,0.184,,0.23600000000000002,0.17600000000000002,0.122,1.13,,-0.86,-0.2,-1.91,-3.3,88.8,,88.7,84.1,80.6,0.239,0.261,0.435,,0.246,0.349,,,,,,,,,,,,,,
6,2023-05-30,717955,Lineout,field_out,True,666971,607536,Lourdes Gurriel Jr.,Kyle Freeland,0,0,0,42a83482-6ca3-4b74-b797-92ec7bd7c91c,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,,,,0.28300000000000003,0.184,,0.23600000000000002,0.17600000000000002,0.122,1.13,,-0.86,-0.2,-1.91,-3.3,88.8,,88.7,84.1,80.6,0.239,0.261,0.435,,0.246,0.349,,,,,,,,,,,,,,
7,2023-05-30,717955,Walk,walk,False,572233,607536,Christian Walker,Kyle Freeland,1,0,0,152221c1-2a77-46b1-bd25-15253457b281,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,,,,0.28300000000000003,0.184,,0.23600000000000002,0.17600000000000002,0.122,1.13,,-0.86,-0.2,-1.91,-3.3,88.8,,88.7,84.1,80.6,0.239,0.261,0.435,,0.246,0.349,,,,,,,,,,,,,,
8,2023-05-30,717955,Home Run,home_run,False,446334,607536,Evan Longoria,Kyle Freeland,0,0,1,b6d15247-7ba4-4a95-87a8-c77667f1ef63,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,,,,0.28300000000000003,0.184,,0.23600000000000002,0.17600000000000002,0.122,1.13,,-0.86,-0.2,-1.91,-3.3,88.8,,88.7,84.1,80.6,0.239,0.261,0.435,,0.246,0.349,,,,,,,,,,,,,,
9,2023-05-30,717955,Groundout,field_out,True,682998,607536,Corbin Carroll,Kyle Freeland,0,0,0,67228c0b-7efa-4b91-99cc-f1944952daeb,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,,,,0.28300000000000003,0.184,,0.23600000000000002,0.17600000000000002,0.122,1.13,,-0.86,-0.2,-1.91,-3.3,88.8,,88.7,84.1,80.6,0.239,0.261,0.435,,0.246,0.349,,,,,,,,,,,,,,
