,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,wFA/C,wSI/C,wSL/C,vFA,vSI,vSL,SI_ba,SL_ba,FF_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,CH%,wFC/C,wCU/C,wCH/C,vFC,vCU,FC_ba,CU_ba,CH_ba,FS%,wFS/C,vFS,ST_ba,FS_ba
0,2023-09-06,716695,Strikeout,strikeout,True,605141,608638,Mookie Betts,JT Chargois,0,0,0,058dfe6e-8043-4f1a-9928-a1ea42fe2eee,608638.0,jtchargois,Chargois,Right,JT Chargois,3.61,3.63,42.1,99.0,108.0,102.0,0.8029999999999999,7.44,3.83,7.44,0.64,1.81,0.244,0.395,0.193,0.27699999999999997,0.413,83.0,92.0,92.0,104.0,98.0,96.0,118.0,101.0,111.0,0.506,0.078,0.415,0.34,1.23,0.1,95.8,96.3,86.3,0.25,0.206,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-06,716695,Walk,walk,False,518692,608638,Freddie Freeman,JT Chargois,1,0,0,752416df-b3ae-4caa-80db-2c3b04d50c20,608638.0,jtchargois,Chargois,Right,JT Chargois,3.61,3.63,42.1,99.0,108.0,102.0,0.8029999999999999,7.44,3.83,7.44,0.64,1.81,0.244,0.395,0.193,0.27699999999999997,0.413,83.0,92.0,92.0,104.0,98.0,96.0,118.0,101.0,111.0,0.506,0.078,0.415,0.34,1.23,0.1,95.8,96.3,86.3,0.25,0.206,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-06,716695,Lineout,field_out,True,669257,608638,Will Smith,JT Chargois,0,0,0,41b13d0e-7eb8-4002-91e7-65b0b41c316a,608638.0,jtchargois,Chargois,Right,JT Chargois,3.61,3.63,42.1,99.0,108.0,102.0,0.8029999999999999,7.44,3.83,7.44,0.64,1.81,0.244,0.395,0.193,0.27699999999999997,0.413,83.0,92.0,92.0,104.0,98.0,96.0,118.0,101.0,111.0,0.506,0.078,0.415,0.34,1.23,0.1,95.8,96.3,86.3,0.25,0.206,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-06,716695,Strikeout,strikeout,True,571970,608638,Max Muncy,JT Chargois,0,0,0,80599fab-6ec7-458e-b91d-2934a1997550,608638.0,jtchargois,Chargois,Right,JT Chargois,3.61,3.63,42.1,99.0,108.0,102.0,0.8029999999999999,7.44,3.83,7.44,0.64,1.81,0.244,0.395,0.193,0.27699999999999997,0.413,83.0,92.0,92.0,104.0,98.0,96.0,118.0,101.0,111.0,0.506,0.078,0.415,0.34,1.23,0.1,95.8,96.3,86.3,0.25,0.206,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-09-06,716695,Groundout,field_out,True,650333,458681,Luis Arraez,Lance Lynn,0,0,0,1abd8c18-dc7a-4f53-98f6-60c7df67b07e,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,0.126,0.43700000000000006,0.063,-0.4,1.21,-3.65,92.4,91.4,83.0,0.239,0.286,0.255,84.9,56.0,95.0,90.0,109.0,97.0,106.0,104.0,105.0,99.0,0.23,0.07400000000000001,0.07,-0.35,-2.24,-1.23,88.7,80.8,0.273,0.208,0.302,,,,,
5,2023-09-06,716695,Groundout,field_out,True,669394,458681,Jake Burger,Lance Lynn,0,0,0,1ed9bf2f-3599-4b14-8733-d463853f35d9,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,0.126,0.43700000000000006,0.063,-0.4,1.21,-3.65,92.4,91.4,83.0,0.239,0.286,0.255,84.9,56.0,95.0,90.0,109.0,97.0,106.0,104.0,105.0,99.0,0.23,0.07400000000000001,0.07,-0.35,-2.24,-1.23,88.7,80.8,0.273,0.208,0.302,,,,,
6,2023-09-06,716695,Catcher Interference,catcher_interf,False,605137,458681,Josh Bell,Lance Lynn,1,0,0,8dc365f8-0b10-4406-a347-ec55217dd478,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,0.126,0.43700000000000006,0.063,-0.4,1.21,-3.65,92.4,91.4,83.0,0.239,0.286,0.255,84.9,56.0,95.0,90.0,109.0,97.0,106.0,104.0,105.0,99.0,0.23,0.07400000000000001,0.07,-0.35,-2.24,-1.23,88.7,80.8,0.273,0.208,0.302,,,,,
7,2023-09-06,716695,Pop Out,field_out,True,665862,458681,Jazz Chisholm Jr.,Lance Lynn,0,0,0,63896b86-3a51-445e-88ed-b6ee3a654f71,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,0.126,0.43700000000000006,0.063,-0.4,1.21,-3.65,92.4,91.4,83.0,0.239,0.286,0.255,84.9,56.0,95.0,90.0,109.0,97.0,106.0,104.0,105.0,99.0,0.23,0.07400000000000001,0.07,-0.35,-2.24,-1.23,88.7,80.8,0.273,0.208,0.302,,,,,
8,2023-09-06,716695,Single,single,False,444482,595345,David Peralta,Steven Okert,1,0,0,de469bdf-e8bb-48e1-baf8-5574827fe065,595345.0,stevenokert,Okert,Left,Steven Okert,4.45,3.87,58.2,95.0,113.0,99.0,0.72,11.2,3.68,7.67,1.38,0.45,0.311,0.358,0.17600000000000002,0.318,0.424,92.0,94.0,88.0,,,,127.0,96.0,105.0,0.001,0.386,0.613,-1.92,-2.69,1.38,93.8,94.2,81.9,,0.194,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-09-06,716695,Single,single,False,518792,595345,Jason Heyward,Steven Okert,1,0,1,fb2fcb67-f877-4a1e-9e0f-af1cc8cf29c9,595345.0,stevenokert,Okert,Left,Steven Okert,4.45,3.87,58.2,95.0,113.0,99.0,0.72,11.2,3.68,7.67,1.38,0.45,0.311,0.358,0.17600000000000002,0.318,0.424,92.0,94.0,88.0,,,,127.0,96.0,105.0,0.001,0.386,0.613,-1.92,-2.69,1.38,93.8,94.2,81.9,,0.194,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,
