,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,ST_ba,SI_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba
0,2023-05-03,718325,Walk,walk,False,606466,571760,Ketel Marte,Andrew Heaney,1,0,0,290e7576-6616-4776-9103-ed07e5ec8f94,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.16899999999999998,0.1,-1.35,-3.87,-0.11,92.5,82.0,74.4,0.236,0.259,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-03,718325,Flyout,field_out,True,656896,571760,Emmanuel Rivera,Andrew Heaney,0,0,0,48603cd8-ea43-43e7-8b1b-072762703070,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.16899999999999998,0.1,-1.35,-3.87,-0.11,92.5,82.0,74.4,0.236,0.259,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-03,718325,Single,single,False,666971,571760,Lourdes Gurriel Jr.,Andrew Heaney,0,0,1,15bf77ef-338b-4c14-b01c-d22f5b9860e4,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.16899999999999998,0.1,-1.35,-3.87,-0.11,92.5,82.0,74.4,0.236,0.259,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-03,718325,Strikeout,strikeout,True,572233,571760,Christian Walker,Andrew Heaney,0,0,0,7de8f6e5-8b31-4772-883a-d8a85a1538c1,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.16899999999999998,0.1,-1.35,-3.87,-0.11,92.5,82.0,74.4,0.236,0.259,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-05-03,718325,Groundout,field_out,True,446334,571760,Evan Longoria,Andrew Heaney,0,0,0,9f01a16c-7e38-4f6c-a514-9cf92bbb85ac,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.16899999999999998,0.1,-1.35,-3.87,-0.11,92.5,82.0,74.4,0.236,0.259,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-05-03,718325,Groundout,field_out,True,543760,694297,Marcus Semien,Brandon Pfaadt,0,0,0,a195d992-ca51-4022-8e5e-e212749f3989,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.44299999999999995,0.14800000000000002,0.386,0.466,86.7,90.0,100.0,97.0,106.0,89.0,97.0,97.0,105.0,102.0,119.0,106.0,117.0,0.45399999999999996,0.27,0.055,0.122,-1.63,1.21,-1.24,-3.66,93.6,83.8,78.8,0.327,,0.4,97.0,108.0,100.0,0.099,-0.03,93.1,0.18,0.313,0.294,,,,,,,,,,,,,,,,,,,,
6,2023-05-03,718325,Lineout,field_out,True,608671,694297,Travis Jankowski,Brandon Pfaadt,0,0,0,dcbb9cf9-4d60-425e-a9aa-69f934eb8a4d,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.44299999999999995,0.14800000000000002,0.386,0.466,86.7,90.0,100.0,97.0,106.0,89.0,97.0,97.0,105.0,102.0,119.0,106.0,117.0,0.45399999999999996,0.27,0.055,0.122,-1.63,1.21,-1.24,-3.66,93.6,83.8,78.8,0.327,,0.4,97.0,108.0,100.0,0.099,-0.03,93.1,0.18,0.313,0.294,,,,,,,,,,,,,,,,,,,,
7,2023-05-03,718325,Walk,walk,False,663993,694297,Nathaniel Lowe,Brandon Pfaadt,0,0,0,ad7a7660-218c-40c6-85a3-f59ea9a82557,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.44299999999999995,0.14800000000000002,0.386,0.466,86.7,90.0,100.0,97.0,106.0,89.0,97.0,97.0,105.0,102.0,119.0,106.0,117.0,0.45399999999999996,0.27,0.055,0.122,-1.63,1.21,-1.24,-3.66,93.6,83.8,78.8,0.327,,0.4,97.0,108.0,100.0,0.099,-0.03,93.1,0.18,0.313,0.294,,,,,,,,,,,,,,,,,,,,
8,2023-05-03,718325,Flyout,field_out,True,666969,694297,Adolis García,Brandon Pfaadt,1,0,0,4998c8b2-3341-4366-b958-53c3e78b7026,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.44299999999999995,0.14800000000000002,0.386,0.466,86.7,90.0,100.0,97.0,106.0,89.0,97.0,97.0,105.0,102.0,119.0,106.0,117.0,0.45399999999999996,0.27,0.055,0.122,-1.63,1.21,-1.24,-3.66,93.6,83.8,78.8,0.327,,0.4,97.0,108.0,100.0,0.099,-0.03,93.1,0.18,0.313,0.294,,,,,,,,,,,,,,,,,,,,
9,2023-05-03,718325,Strikeout,strikeout,True,666150,571760,Dominic Fletcher,Andrew Heaney,0,0,0,bd329248-f77c-4ee3-bc0b-e86cd5b57ce0,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.16899999999999998,0.1,-1.35,-3.87,-0.11,92.5,82.0,74.4,0.236,0.259,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
