,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vSI,vSL,vCU,FF_ba,FC_ba,ST_ba,SI_ba,CU_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,SL_ba,CH_ba
0,2023-04-09,718655,Groundout,field_out,True,643393,656876,Tony Kemp,Drew Rasmussen,1,0,0,dbda1384-661b-4efe-9f85-33346cfa05ce,656876.0,drewrasmussen,Rasmussen,Right,Drew Rasmussen,2.62,2.91,44.2,109.0,121.0,113.0,0.79,9.47,2.22,7.25,0.4,1.97,0.28,0.424,0.16899999999999998,0.203,0.48700000000000004,71.0,106.0,103.0,131.0,111.0,122.0,98.0,109.0,99.0,115.0,121.0,130.0,133.0,104.0,106.0,0.122,0.295,0.359,0.151,0.073,0.17,1.83,2.15,3.01,1.91,95.7,88.2,95.1,84.5,80.0,0.275,0.204,0.129,0.273,0.2,,,,,,,,
1,2023-04-09,718655,Groundout,field_out,True,607054,656876,Jace Peterson,Drew Rasmussen,1,0,0,17d44936-1abd-411b-884e-9994c6723d38,656876.0,drewrasmussen,Rasmussen,Right,Drew Rasmussen,2.62,2.91,44.2,109.0,121.0,113.0,0.79,9.47,2.22,7.25,0.4,1.97,0.28,0.424,0.16899999999999998,0.203,0.48700000000000004,71.0,106.0,103.0,131.0,111.0,122.0,98.0,109.0,99.0,115.0,121.0,130.0,133.0,104.0,106.0,0.122,0.295,0.359,0.151,0.073,0.17,1.83,2.15,3.01,1.91,95.7,88.2,95.1,84.5,80.0,0.275,0.204,0.129,0.273,0.2,,,,,,,,
2,2023-04-09,718655,Flyout,field_out,True,649557,656876,Aledmys Díaz,Drew Rasmussen,1,0,0,6d4b58cd-1fd7-4e01-ac0d-1948549952a4,656876.0,drewrasmussen,Rasmussen,Right,Drew Rasmussen,2.62,2.91,44.2,109.0,121.0,113.0,0.79,9.47,2.22,7.25,0.4,1.97,0.28,0.424,0.16899999999999998,0.203,0.48700000000000004,71.0,106.0,103.0,131.0,111.0,122.0,98.0,109.0,99.0,115.0,121.0,130.0,133.0,104.0,106.0,0.122,0.295,0.359,0.151,0.073,0.17,1.83,2.15,3.01,1.91,95.7,88.2,95.1,84.5,80.0,0.275,0.204,0.129,0.273,0.2,,,,,,,,
3,2023-04-09,718655,Flyout,field_out,True,664040,621076,Brandon Lowe,James Kaprielian,1,0,0,875f60b6-389e-4e72-bb1e-28f6283fa087,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,,,,0.139,0.414,,0.307,0.061,0.35,,-2.81,-0.35,-1.04,92.3,,92.0,80.8,75.9,0.202,,,0.412,0.444,83.3,72.0,104.0,102.0,0.078,-2.75,0.263,0.368
4,2023-04-09,718655,Home Run,home_run,False,677551,621076,Wander Franco,James Kaprielian,1,1,0,9cbf7e5d-7e8d-4582-aa1c-5c40c25c5e23,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,,,,0.139,0.414,,0.307,0.061,0.35,,-2.81,-0.35,-1.04,92.3,,92.0,80.8,75.9,0.202,,,0.412,0.444,83.3,72.0,104.0,102.0,0.078,-2.75,0.263,0.368
5,2023-04-09,718655,Single,single,False,668227,621076,Randy Arozarena,James Kaprielian,0,0,0,b7bc94c1-c396-41c9-bb64-2d4efcbc009a,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,,,,0.139,0.414,,0.307,0.061,0.35,,-2.81,-0.35,-1.04,92.3,,92.0,80.8,75.9,0.202,,,0.412,0.444,83.3,72.0,104.0,102.0,0.078,-2.75,0.263,0.368
6,2023-04-09,718655,Walk,walk,False,670042,621076,Luke Raley,James Kaprielian,1,0,1,4c32723e-4031-44ea-a0b9-d4bf88335500,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,,,,0.139,0.414,,0.307,0.061,0.35,,-2.81,-0.35,-1.04,92.3,,92.0,80.8,75.9,0.202,,,0.412,0.444,83.3,72.0,104.0,102.0,0.078,-2.75,0.263,0.368
7,2023-04-09,718655,Flyout,field_out,True,670623,621076,Isaac Paredes,James Kaprielian,1,0,0,66d23d3e-3ab7-4c23-b78e-4f18f4e72cf0,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,,,,0.139,0.414,,0.307,0.061,0.35,,-2.81,-0.35,-1.04,92.3,,92.0,80.8,75.9,0.202,,,0.412,0.444,83.3,72.0,104.0,102.0,0.078,-2.75,0.263,0.368
8,2023-04-09,718655,Strikeout,strikeout,True,623912,621076,Harold Ramírez,James Kaprielian,0,0,0,01998f05-1d40-4efa-b343-eba5a4da1f54,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,,,,0.139,0.414,,0.307,0.061,0.35,,-2.81,-0.35,-1.04,92.3,,92.0,80.8,75.9,0.202,,,0.412,0.444,83.3,72.0,104.0,102.0,0.078,-2.75,0.263,0.368
9,2023-04-09,718655,Lineout,field_out,True,542583,656876,Jesús Aguilar,Drew Rasmussen,0,0,0,2ee71f30-e6bf-4fb8-a8eb-f2a46e5bb59e,656876.0,drewrasmussen,Rasmussen,Right,Drew Rasmussen,2.62,2.91,44.2,109.0,121.0,113.0,0.79,9.47,2.22,7.25,0.4,1.97,0.28,0.424,0.16899999999999998,0.203,0.48700000000000004,71.0,106.0,103.0,131.0,111.0,122.0,98.0,109.0,99.0,115.0,121.0,130.0,133.0,104.0,106.0,0.122,0.295,0.359,0.151,0.073,0.17,1.83,2.15,3.01,1.91,95.7,88.2,95.1,84.5,80.0,0.275,0.204,0.129,0.273,0.2,,,,,,,,
10,2023-04-09,718655,Strikeout,strikeout,True,676116,656876,Ryan Noda,Drew Rasmussen,0,0,0,d4ddfeb6-1369-4007-a22b-3206f463251e,656876.0,drewrasmussen,Rasmussen,Right,Drew Rasmussen,2.62,2.91,44.2,109.0,121.0,113.0,0.79,9.47,2.22,7.25,0.4,1.97,0.28,0.424,0.16899999999999998,0.203,0.48700000000000004,71.0,106.0,103.0,131.0,111.0,122.0,98.0,109.0,99.0,115.0,121.0,130.0,133.0,104.0,106.0,0.122,0.295,0.359,0.151,0.073,0.17,1.83,2.15,3.01,1.91,95.7,88.2,95.1,84.5,80.0,0.275,0.204,0.129,0.273,0.2,,,,,,,,
11,2023-04-09,718655,Double,double,False,657656,656876,Ramón Laureano,Drew Rasmussen,1,0,0,018eccab-c1cb-44eb-ad07-3e1fb1312fb4,656876.0,drewrasmussen,Rasmussen,Right,Drew Rasmussen,2.62,2.91,44.2,109.0,121.0,113.0,0.79,9.47,2.22,7.25,0.4,1.97,0.28,0.424,0.16899999999999998,0.203,0.48700000000000004,71.0,106.0,103.0,131.0,111.0,122.0,98.0,109.0,99.0,115.0,121.0,130.0,133.0,104.0,106.0,0.122,0.295,0.359,0.151,0.073,0.17,1.83,2.15,3.01,1.91,95.7,88.2,95.1,84.5,80.0,0.275,0.204,0.129,0.273,0.2,,,,,,,,
12,2023-04-09,718655,Pop Out,field_out,True,669127,656876,Shea Langeliers,Drew Rasmussen,0,0,1,8a2a72dd-2faf-4aad-8432-cdd763ae8e58,656876.0,drewrasmussen,Rasmussen,Right,Drew Rasmussen,2.62,2.91,44.2,109.0,121.0,113.0,0.79,9.47,2.22,7.25,0.4,1.97,0.28,0.424,0.16899999999999998,0.203,0.48700000000000004,71.0,106.0,103.0,131.0,111.0,122.0,98.0,109.0,99.0,115.0,121.0,130.0,133.0,104.0,106.0,0.122,0.295,0.359,0.151,0.073,0.17,1.83,2.15,3.01,1.91,95.7,88.2,95.1,84.5,80.0,0.275,0.204,0.129,0.273,0.2,,,,,,,,
13,2023-04-09,718655,Pop Out,field_out,True,666139,621076,Josh Lowe,James Kaprielian,0,0,0,e7569813-ec89-4a82-a313-d00e30346115,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,,,,0.139,0.414,,0.307,0.061,0.35,,-2.81,-0.35,-1.04,92.3,,92.0,80.8,75.9,0.202,,,0.412,0.444,83.3,72.0,104.0,102.0,0.078,-2.75,0.263,0.368
14,2023-04-09,718655,Double,double,False,622534,621076,Manuel Margot,James Kaprielian,1,0,0,a4a1c99e-dc99-4d46-854e-fadef2906f01,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,,,,0.139,0.414,,0.307,0.061,0.35,,-2.81,-0.35,-1.04,92.3,,92.0,80.8,75.9,0.202,,,0.412,0.444,83.3,72.0,104.0,102.0,0.078,-2.75,0.263,0.368
15,2023-04-09,718655,Flyout,field_out,True,542194,621076,Christian Bethancourt,James Kaprielian,0,0,1,4274a770-02bd-487d-ad97-7bf9878baf90,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,,,,0.139,0.414,,0.307,0.061,0.35,,-2.81,-0.35,-1.04,92.3,,92.0,80.8,75.9,0.202,,,0.412,0.444,83.3,72.0,104.0,102.0,0.078,-2.75,0.263,0.368
