,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,SI_ba,CH_ba,FC_ba,FF_ba,CU_ba,SL_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
10,2023-07-03,717514,Single,single,False,667452,527048,Corey Julks,Martín Pérez,0,0,0,72a0640a-8718-4d36-b617-adda9c653da0,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037000000000000005,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,91.6,83.4,79.1,0.244,0.316,0.342,0.167,0.063,0.0,,,,,,,,,,,,,,
11,2023-07-03,717514,Walk,walk,False,455117,527048,Martín Maldonado,Martín Pérez,1,0,1,7dd59e9f-0951-46f6-89cf-cb977c019447,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037000000000000005,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,91.6,83.4,79.1,0.244,0.316,0.342,0.167,0.063,0.0,,,,,,,,,,,,,,
12,2023-07-03,717514,Flyout,field_out,True,514888,527048,Jose Altuve,Martín Pérez,0,0,0,53db0449-86f4-49c7-a67c-d6d6e08029b7,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037000000000000005,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,91.6,83.4,79.1,0.244,0.316,0.342,0.167,0.063,0.0,,,,,,,,,,,,,,
13,2023-07-03,717514,Single,single,False,643289,527048,Mauricio Dubón,Martín Pérez,0,0,1,5bd8b804-2b3b-48db-82ed-73c8e73cec80,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037000000000000005,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,91.6,83.4,79.1,0.244,0.316,0.342,0.167,0.063,0.0,,,,,,,,,,,,,,
14,2023-07-03,717514,Home Run,home_run,False,663656,527048,Kyle Tucker,Martín Pérez,1,1,1,48e11c0b-157c-43fb-9155-c20c3731372f,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037000000000000005,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,91.6,83.4,79.1,0.244,0.316,0.342,0.167,0.063,0.0,,,,,,,,,,,,,,
15,2023-07-03,717514,Flyout,field_out,True,608324,657248,Alex Bregman,Glenn Otto,0,0,0,552c1c7c-dcb3-4a10-b64a-07cf473c4c42,657248.0,glennotto,Otto,Right,Glenn Otto,10.13,7.4,10.2,93.0,103.0,99.0,0.688,9.28,5.06,11.81,5.06,1.07,0.265,0.41200000000000003,0.235,0.353,0.349,,,,,,,,100.0,82.0,85.0,76.0,116.0,123.0,106.0,101.0,109.0,,,,0.005,0.349,,0.536,,,-5.41,,22.48,-1.28,,,93.7,,94.6,82.2,,,,,0.5,0.4,,98.0,86.0,90.0,0.109,-8.17,80.1,0.241,,,,,,,
16,2023-07-03,717514,Strikeout,strikeout,True,547989,657248,José Abreu,Glenn Otto,0,0,0,693eb943-e468-4471-901c-ccc8c4345dfb,657248.0,glennotto,Otto,Right,Glenn Otto,10.13,7.4,10.2,93.0,103.0,99.0,0.688,9.28,5.06,11.81,5.06,1.07,0.265,0.41200000000000003,0.235,0.353,0.349,,,,,,,,100.0,82.0,85.0,76.0,116.0,123.0,106.0,101.0,109.0,,,,0.005,0.349,,0.536,,,-5.41,,22.48,-1.28,,,93.7,,94.6,82.2,,,,,0.5,0.4,,98.0,86.0,90.0,0.109,-8.17,80.1,0.241,,,,,,,
17,2023-07-03,717514,Flyout,field_out,True,666969,664299,Adolis García,Cristian Javier,1,1,0,06693492-e621-47c2-873c-09c7b2bbe6f1,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,,,,101.0,98.0,98.0,,,,108.0,95.0,102.0,,,,,0.584,,0.3,,0.040999999999999995,0.44,,,-0.09,,-1.29,92.7,,,79.5,,,0.28,,0.236,0.268,0.211,91.0,99.0,102.0,0.075,-1.17,76.6,,,,,,,,
18,2023-07-03,717514,Strikeout,strikeout,True,673962,664299,Josh Jung,Cristian Javier,0,0,0,29d8e9df-85ca-4414-9545-230e3b2ae37d,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,,,,101.0,98.0,98.0,,,,108.0,95.0,102.0,,,,,0.584,,0.3,,0.040999999999999995,0.44,,,-0.09,,-1.29,92.7,,,79.5,,,0.28,,0.236,0.268,0.211,91.0,99.0,102.0,0.075,-1.17,76.6,,,,,,,,
19,2023-07-03,717514,Groundout,field_out,True,641680,664299,Jonah Heim,Cristian Javier,0,0,0,cd55935c-cbf7-492b-9f0f-7e7df9dfede9,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,,,,101.0,98.0,98.0,,,,108.0,95.0,102.0,,,,,0.584,,0.3,,0.040999999999999995,0.44,,,-0.09,,-1.29,92.7,,,79.5,,,0.28,,0.236,0.268,0.211,91.0,99.0,102.0,0.075,-1.17,76.6,,,,,,,,
20,2023-07-03,717514,Groundout,field_out,True,676801,657248,Chas McCormick,Glenn Otto,0,0,0,c9606610-16af-48b3-a3c3-9586360740e5,657248.0,glennotto,Otto,Right,Glenn Otto,10.13,7.4,10.2,93.0,103.0,99.0,0.688,9.28,5.06,11.81,5.06,1.07,0.265,0.41200000000000003,0.235,0.353,0.349,,,,,,,,100.0,82.0,85.0,76.0,116.0,123.0,106.0,101.0,109.0,,,,0.005,0.349,,0.536,,,-5.41,,22.48,-1.28,,,93.7,,94.6,82.2,,,,,0.5,0.4,,98.0,86.0,90.0,0.109,-8.17,80.1,0.241,,,,,,,
21,2023-07-03,717514,Groundout,field_out,True,673237,657248,Yainer Diaz,Glenn Otto,0,0,0,7b048e39-d873-4bd2-bdd8-6d5fe41307fd,657248.0,glennotto,Otto,Right,Glenn Otto,10.13,7.4,10.2,93.0,103.0,99.0,0.688,9.28,5.06,11.81,5.06,1.07,0.265,0.41200000000000003,0.235,0.353,0.349,,,,,,,,100.0,82.0,85.0,76.0,116.0,123.0,106.0,101.0,109.0,,,,0.005,0.349,,0.536,,,-5.41,,22.48,-1.28,,,93.7,,94.6,82.2,,,,,0.5,0.4,,98.0,86.0,90.0,0.109,-8.17,80.1,0.241,,,,,,,
22,2023-07-03,717514,Lineout,field_out,True,667452,657248,Corey Julks,Glenn Otto,1,0,0,8f4ed42b-f80b-4910-afca-48066da120b9,657248.0,glennotto,Otto,Right,Glenn Otto,10.13,7.4,10.2,93.0,103.0,99.0,0.688,9.28,5.06,11.81,5.06,1.07,0.265,0.41200000000000003,0.235,0.353,0.349,,,,,,,,100.0,82.0,85.0,76.0,116.0,123.0,106.0,101.0,109.0,,,,0.005,0.349,,0.536,,,-5.41,,22.48,-1.28,,,93.7,,94.6,82.2,,,,,0.5,0.4,,98.0,86.0,90.0,0.109,-8.17,80.1,0.241,,,,,,,
23,2023-07-03,717514,Single,single,False,608671,664299,Travis Jankowski,Cristian Javier,0,0,0,3a261a9c-0800-4dcf-a5e9-f7d4ce17fa9e,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,,,,101.0,98.0,98.0,,,,108.0,95.0,102.0,,,,,0.584,,0.3,,0.040999999999999995,0.44,,,-0.09,,-1.29,92.7,,,79.5,,,0.28,,0.236,0.268,0.211,91.0,99.0,102.0,0.075,-1.17,76.6,,,,,,,,
24,2023-07-03,717514,Home Run,home_run,False,665750,664299,Leody Taveras,Cristian Javier,1,0,1,c817cc2f-5124-4212-83ed-2a2d26df9838,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,,,,101.0,98.0,98.0,,,,108.0,95.0,102.0,,,,,0.584,,0.3,,0.040999999999999995,0.44,,,-0.09,,-1.29,92.7,,,79.5,,,0.28,,0.236,0.268,0.211,91.0,99.0,102.0,0.075,-1.17,76.6,,,,,,,,
25,2023-07-03,717514,Flyout,field_out,True,669701,664299,Josh Smith,Cristian Javier,0,0,0,561082a0-7670-4d0c-bd73-e1cd6be26e85,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,,,,101.0,98.0,98.0,,,,108.0,95.0,102.0,,,,,0.584,,0.3,,0.040999999999999995,0.44,,,-0.09,,-1.29,92.7,,,79.5,,,0.28,,0.236,0.268,0.211,91.0,99.0,102.0,0.075,-1.17,76.6,,,,,,,,
26,2023-07-03,717514,Field Error,field_error,False,543760,664299,Marcus Semien,Cristian Javier,1,0,0,5110a913-8509-41eb-a9d2-8db0c4513636,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,,,,101.0,98.0,98.0,,,,108.0,95.0,102.0,,,,,0.584,,0.3,,0.040999999999999995,0.44,,,-0.09,,-1.29,92.7,,,79.5,,,0.28,,0.236,0.268,0.211,91.0,99.0,102.0,0.075,-1.17,76.6,,,,,,,,
27,2023-07-03,717514,Strikeout,strikeout,True,608369,664299,Corey Seager,Cristian Javier,0,0,1,020a1642-e669-42fe-b029-83ef6b97bf67,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,,,,101.0,98.0,98.0,,,,108.0,95.0,102.0,,,,,0.584,,0.3,,0.040999999999999995,0.44,,,-0.09,,-1.29,92.7,,,79.5,,,0.28,,0.236,0.268,0.211,91.0,99.0,102.0,0.075,-1.17,76.6,,,,,,,,
28,2023-07-03,717514,Groundout,field_out,True,663993,664299,Nathaniel Lowe,Cristian Javier,1,0,0,920dd92d-9ee3-4ecc-9c19-926fcc251935,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,,,,101.0,98.0,98.0,,,,108.0,95.0,102.0,,,,,0.584,,0.3,,0.040999999999999995,0.44,,,-0.09,,-1.29,92.7,,,79.5,,,0.28,,0.236,0.268,0.211,91.0,99.0,102.0,0.075,-1.17,76.6,,,,,,,,
29,2023-07-03,717514,Pop Out,field_out,True,455117,657248,Martín Maldonado,Glenn Otto,1,0,0,bd31f3e0-0268-4978-8ace-ba4d5f7cbfc9,657248.0,glennotto,Otto,Right,Glenn Otto,10.13,7.4,10.2,93.0,103.0,99.0,0.688,9.28,5.06,11.81,5.06,1.07,0.265,0.41200000000000003,0.235,0.353,0.349,,,,,,,,100.0,82.0,85.0,76.0,116.0,123.0,106.0,101.0,109.0,,,,0.005,0.349,,0.536,,,-5.41,,22.48,-1.28,,,93.7,,94.6,82.2,,,,,0.5,0.4,,98.0,86.0,90.0,0.109,-8.17,80.1,0.241,,,,,,,
30,2023-07-03,717514,Walk,walk,False,514888,657248,Jose Altuve,Glenn Otto,0,0,0,daab9993-d49a-41b8-ab6b-664e30190b14,657248.0,glennotto,Otto,Right,Glenn Otto,10.13,7.4,10.2,93.0,103.0,99.0,0.688,9.28,5.06,11.81,5.06,1.07,0.265,0.41200000000000003,0.235,0.353,0.349,,,,,,,,100.0,82.0,85.0,76.0,116.0,123.0,106.0,101.0,109.0,,,,0.005,0.349,,0.536,,,-5.41,,22.48,-1.28,,,93.7,,94.6,82.2,,,,,0.5,0.4,,98.0,86.0,90.0,0.109,-8.17,80.1,0.241,,,,,,,
31,2023-07-03,717514,Strikeout,strikeout,True,643289,657248,Mauricio Dubón,Glenn Otto,0,0,0,597a2121-6fc7-4265-ae85-1547c15c1d35,657248.0,glennotto,Otto,Right,Glenn Otto,10.13,7.4,10.2,93.0,103.0,99.0,0.688,9.28,5.06,11.81,5.06,1.07,0.265,0.41200000000000003,0.235,0.353,0.349,,,,,,,,100.0,82.0,85.0,76.0,116.0,123.0,106.0,101.0,109.0,,,,0.005,0.349,,0.536,,,-5.41,,22.48,-1.28,,,93.7,,94.6,82.2,,,,,0.5,0.4,,98.0,86.0,90.0,0.109,-8.17,80.1,0.241,,,,,,,
32,2023-07-03,717514,Single,single,False,663656,657248,Kyle Tucker,Glenn Otto,0,0,1,59300744-41f5-40f9-b837-48416a88311a,657248.0,glennotto,Otto,Right,Glenn Otto,10.13,7.4,10.2,93.0,103.0,99.0,0.688,9.28,5.06,11.81,5.06,1.07,0.265,0.41200000000000003,0.235,0.353,0.349,,,,,,,,100.0,82.0,85.0,76.0,116.0,123.0,106.0,101.0,109.0,,,,0.005,0.349,,0.536,,,-5.41,,22.48,-1.28,,,93.7,,94.6,82.2,,,,,0.5,0.4,,98.0,86.0,90.0,0.109,-8.17,80.1,0.241,,,,,,,
33,2023-07-03,717514,Single,single,False,608324,657248,Alex Bregman,Glenn Otto,0,0,1,2e84e3d5-8c32-4827-a8c5-0420afda6650,657248.0,glennotto,Otto,Right,Glenn Otto,10.13,7.4,10.2,93.0,103.0,99.0,0.688,9.28,5.06,11.81,5.06,1.07,0.265,0.41200000000000003,0.235,0.353,0.349,,,,,,,,100.0,82.0,85.0,76.0,116.0,123.0,106.0,101.0,109.0,,,,0.005,0.349,,0.536,,,-5.41,,22.48,-1.28,,,93.7,,94.6,82.2,,,,,0.5,0.4,,98.0,86.0,90.0,0.109,-8.17,80.1,0.241,,,,,,,
34,2023-07-03,717514,Home Run,home_run,False,547989,657248,José Abreu,Glenn Otto,0,0,1,3bfc1056-07ae-4c07-975a-269441e37189,657248.0,glennotto,Otto,Right,Glenn Otto,10.13,7.4,10.2,93.0,103.0,99.0,0.688,9.28,5.06,11.81,5.06,1.07,0.265,0.41200000000000003,0.235,0.353,0.349,,,,,,,,100.0,82.0,85.0,76.0,116.0,123.0,106.0,101.0,109.0,,,,0.005,0.349,,0.536,,,-5.41,,22.48,-1.28,,,93.7,,94.6,82.2,,,,,0.5,0.4,,98.0,86.0,90.0,0.109,-8.17,80.1,0.241,,,,,,,
35,2023-07-03,717514,Pop Out,field_out,True,676801,657248,Chas McCormick,Glenn Otto,0,0,0,d261e25b-cd42-455a-b30e-719e9bc91d7e,657248.0,glennotto,Otto,Right,Glenn Otto,10.13,7.4,10.2,93.0,103.0,99.0,0.688,9.28,5.06,11.81,5.06,1.07,0.265,0.41200000000000003,0.235,0.353,0.349,,,,,,,,100.0,82.0,85.0,76.0,116.0,123.0,106.0,101.0,109.0,,,,0.005,0.349,,0.536,,,-5.41,,22.48,-1.28,,,93.7,,94.6,82.2,,,,,0.5,0.4,,98.0,86.0,90.0,0.109,-8.17,80.1,0.241,,,,,,,
36,2023-07-03,717514,Strikeout,strikeout,True,666969,664299,Adolis García,Cristian Javier,0,0,0,d4e20900-f59c-4221-af90-c3e48fb27cac,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,,,,101.0,98.0,98.0,,,,108.0,95.0,102.0,,,,,0.584,,0.3,,0.040999999999999995,0.44,,,-0.09,,-1.29,92.7,,,79.5,,,0.28,,0.236,0.268,0.211,91.0,99.0,102.0,0.075,-1.17,76.6,,,,,,,,
37,2023-07-03,717514,Single,single,False,673962,664299,Josh Jung,Cristian Javier,1,0,0,9e963ed8-e322-492a-8890-cdc72a1cd7ae,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,,,,101.0,98.0,98.0,,,,108.0,95.0,102.0,,,,,0.584,,0.3,,0.040999999999999995,0.44,,,-0.09,,-1.29,92.7,,,79.5,,,0.28,,0.236,0.268,0.211,91.0,99.0,102.0,0.075,-1.17,76.6,,,,,,,,
