,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vSL,vKC,FF_ba,SL_ba,CU_ba,FC_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,Stf+ CU,Loc+ CU,Pit+ CU
0,2023-07-22,717304,Strikeout,strikeout,True,672580,543037,Maikel Garcia,Gerrit Cole,0,0,0,09dcd5cd-54b3-4a20-bf89-778342262302,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
1,2023-07-22,717304,Strikeout,strikeout,True,677951,543037,Bobby Witt Jr.,Gerrit Cole,0,0,0,27e6afa6-0aae-45c6-bf56-4eecf9f9dcaa,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
2,2023-07-22,717304,Flyout,field_out,True,521692,543037,Salvador Perez,Gerrit Cole,0,0,0,ecd2f50e-0d4f-4b65-981d-cc6d3c4997f9,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
3,2023-07-22,717304,Walk,walk,False,641856,663903,Billy McKinney,Brady Singer,1,0,0,487e3117-b92d-4f9a-a877-583a59ca8c69,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,101.0,104.0,,,,,,,0.002,,0.426,,0.063,-2.24,,0.01,,-0.3,90.9,,84.0,,,0.241,,,0.265,86.0,99.0,90.0,0.51,-1.24,92.1,0.339,0.0,,,,,,,,,,,,,
4,2023-07-22,717304,Single,single,False,650402,663903,Gleyber Torres,Brady Singer,0,0,1,add6634c-b1d2-4036-8a67-1c5c6b869772,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,101.0,104.0,,,,,,,0.002,,0.426,,0.063,-2.24,,0.01,,-0.3,90.9,,84.0,,,0.241,,,0.265,86.0,99.0,90.0,0.51,-1.24,92.1,0.339,0.0,,,,,,,,,,,,,
5,2023-07-22,717304,Grounded Into DP,grounded_into_double_play,True,519203,663903,Anthony Rizzo,Brady Singer,0,0,1,795441d5-5605-4bab-97b8-702756d50209,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,101.0,104.0,,,,,,,0.002,,0.426,,0.063,-2.24,,0.01,,-0.3,90.9,,84.0,,,0.241,,,0.265,86.0,99.0,90.0,0.51,-1.24,92.1,0.339,0.0,,,,,,,,,,,,,
6,2023-07-22,717304,Single,single,False,519317,663903,Giancarlo Stanton,Brady Singer,1,0,1,2ed88ab8-f71b-4a9a-8c4d-f3c09b134fa7,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,101.0,104.0,,,,,,,0.002,,0.426,,0.063,-2.24,,0.01,,-0.3,90.9,,84.0,,,0.241,,,0.265,86.0,99.0,90.0,0.51,-1.24,92.1,0.339,0.0,,,,,,,,,,,,,
7,2023-07-22,717304,Flyout,field_out,True,614173,663903,Franchy Cordero,Brady Singer,0,0,0,b47d0ad5-be75-4830-8e0d-212e3eec4a64,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,101.0,104.0,,,,,,,0.002,,0.426,,0.063,-2.24,,0.01,,-0.3,90.9,,84.0,,,0.241,,,0.265,86.0,99.0,90.0,0.51,-1.24,92.1,0.339,0.0,,,,,,,,,,,,,
8,2023-07-22,717304,Flyout,field_out,True,669004,543037,MJ Melendez,Gerrit Cole,1,1,0,cfede547-ef36-4c73-845f-eb70f660b12f,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
9,2023-07-22,717304,Strikeout,strikeout,True,686681,543037,Michael Massey,Gerrit Cole,0,0,0,d27d6f4b-4f4f-4791-b9b5-ffad730c8f14,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
