,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,FF_ba,FS_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vSI,SI_ba,CH_ba,ST_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-07-02,717530,Double,double,False,680776,592332,Jarren Duran,Kevin Gausman,1,1,0,6688e9ab-7e90-4c29-a4c2-4ea71c3020c2,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-02,717530,Strikeout,strikeout,True,457759,592332,Justin Turner,Kevin Gausman,0,0,0,f5e303f3-c2b5-4ea3-95e8-1cbb56208d23,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-02,717530,Pop Out,field_out,True,657077,592332,Alex Verdugo,Kevin Gausman,0,0,0,68024290-122f-43e7-9254-72e962f6e121,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-02,717530,Single,single,False,646240,592332,Rafael Devers,Kevin Gausman,0,0,1,51475d89-0ac8-4e8d-9396-f8126b7081d1,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-02,717530,Strikeout,strikeout,True,608701,592332,Rob Refsnyder,Kevin Gausman,0,0,0,df374de8-f78e-4dab-8366-029edb1a938d,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-07-02,717530,Groundout,field_out,True,543807,676477,George Springer,Garrett Whitlock,1,0,0,398e756b-67a3-40e6-bda4-5482557b4db6,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,67.0,84.0,84.0,73.0,96.0,97.0,,,,0.004,,0.23,-2.31,,0.44,94.6,,79.6,,,,82.7,101.0,107.0,117.0,93.0,106.0,106.0,0.525,0.24100000000000002,-0.46,-2.21,94.0,0.326,0.312,0.167,,,,,,,,,,,,,,
6,2023-07-02,717530,Strikeout,strikeout,True,666182,676477,Bo Bichette,Garrett Whitlock,0,0,0,73519696-ba51-43ac-837d-bd4329fc3e0b,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,67.0,84.0,84.0,73.0,96.0,97.0,,,,0.004,,0.23,-2.31,,0.44,94.6,,79.6,,,,82.7,101.0,107.0,117.0,93.0,106.0,106.0,0.525,0.24100000000000002,-0.46,-2.21,94.0,0.326,0.312,0.167,,,,,,,,,,,,,,
7,2023-07-02,717530,Home Run,home_run,False,474832,676477,Brandon Belt,Garrett Whitlock,1,1,0,2fd394e1-e309-4d0a-b4c6-02ddfc8901fb,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,67.0,84.0,84.0,73.0,96.0,97.0,,,,0.004,,0.23,-2.31,,0.44,94.6,,79.6,,,,82.7,101.0,107.0,117.0,93.0,106.0,106.0,0.525,0.24100000000000002,-0.46,-2.21,94.0,0.326,0.312,0.167,,,,,,,,,,,,,,
8,2023-07-02,717530,Lineout,field_out,True,665489,676477,Vladimir Guerrero Jr.,Garrett Whitlock,0,0,0,6334651d-3b23-4928-8cec-7993f1ef3031,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,67.0,84.0,84.0,73.0,96.0,97.0,,,,0.004,,0.23,-2.31,,0.44,94.6,,79.6,,,,82.7,101.0,107.0,117.0,93.0,106.0,106.0,0.525,0.24100000000000002,-0.46,-2.21,94.0,0.326,0.312,0.167,,,,,,,,,,,,,,
9,2023-07-02,717530,Strikeout,strikeout,True,671213,592332,Triston Casas,Kevin Gausman,0,0,0,56d1169a-9514-4591-89d3-7aa0082dcf90,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
