,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,wFA/C,wFC/C,wFS/C,wSL/C,vFA,vFC,vFS,vSL,FF_ba,SL_ba,FS_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,KC%,CH%,wSI/C,wCU/C,wKC/C,wCH/C,vSI,vCU,vKC,CH_ba,SI_ba,CU_ba,FC_ba,Stf+ KC,Loc+ KC,Pit+ KC,ST_ba
0,2023-04-27,718400,Flyout,field_out,True,677951,641816,Bobby Witt Jr.,Tyler Mahle,1,0,0,76c10a4a-d7ac-4133-9f2b-a4df95c01ea3,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,122.0,104.0,105.0,104.0,101.0,102.0,44.0,122.0,104.0,100.0,116.0,112.0,0.518,0.021,0.19699999999999998,0.264,1.08,12.66,-1.89,-0.02,92.6,84.7,84.9,83.8,0.25,0.219,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-27,718400,Lineout,field_out,True,686469,641816,Vinnie Pasquantino,Tyler Mahle,0,0,0,97bf112f-7e43-4042-a319-17d8995fcab1,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,122.0,104.0,105.0,104.0,101.0,102.0,44.0,122.0,104.0,100.0,116.0,112.0,0.518,0.021,0.19699999999999998,0.264,1.08,12.66,-1.89,-0.02,92.6,84.7,84.9,83.8,0.25,0.219,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-27,718400,Strikeout,strikeout,True,669004,641816,MJ Melendez,Tyler Mahle,0,0,0,dc930aea-8220-4a3e-99b0-b490f4631bfe,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,122.0,104.0,105.0,104.0,101.0,102.0,44.0,122.0,104.0,100.0,116.0,112.0,0.518,0.021,0.19699999999999998,0.264,1.08,12.66,-1.89,-0.02,92.6,84.7,84.9,83.8,0.25,0.219,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-27,718400,Pop Out,field_out,True,621439,425844,Byron Buxton,Zack Greinke,1,0,0,06399636-1abc-4d3b-8638-7a876e5fc6b5,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,72.0,103.0,92.0,94.0,103.0,106.0,100.0,113.0,103.0,,,,0.265,0.07,,0.2,0.25,-0.94,,1.12,89.5,85.2,,79.2,0.276,0.214,,86.5,84.0,109.0,109.0,96.0,97.0,104.0,76.0,106.0,93.0,0.157,0.141,0.0,0.166,-0.92,-2.99,-3.64,0.06,89.8,72.5,57.9,0.241,0.333,0.386,0.32,,,,
4,2023-04-27,718400,Walk,walk,False,621043,425844,Carlos Correa,Zack Greinke,1,0,0,f8748d19-0bac-447f-9b04-f187c7d25493,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,72.0,103.0,92.0,94.0,103.0,106.0,100.0,113.0,103.0,,,,0.265,0.07,,0.2,0.25,-0.94,,1.12,89.5,85.2,,79.2,0.276,0.214,,86.5,84.0,109.0,109.0,96.0,97.0,104.0,76.0,106.0,93.0,0.157,0.141,0.0,0.166,-0.92,-2.99,-3.64,0.06,89.8,72.5,57.9,0.241,0.333,0.386,0.32,,,,
5,2023-04-27,718400,Single,single,False,593871,425844,Jorge Polanco,Zack Greinke,0,0,1,980f9622-81ed-4bc8-a17c-f2a6842e8a77,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,72.0,103.0,92.0,94.0,103.0,106.0,100.0,113.0,103.0,,,,0.265,0.07,,0.2,0.25,-0.94,,1.12,89.5,85.2,,79.2,0.276,0.214,,86.5,84.0,109.0,109.0,96.0,97.0,104.0,76.0,106.0,93.0,0.157,0.141,0.0,0.166,-0.92,-2.99,-3.64,0.06,89.8,72.5,57.9,0.241,0.333,0.386,0.32,,,,
6,2023-04-27,718400,Single,single,False,663616,425844,Trevor Larnach,Zack Greinke,0,0,1,d13741a1-54ef-4378-86f7-791e19eeba0d,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,72.0,103.0,92.0,94.0,103.0,106.0,100.0,113.0,103.0,,,,0.265,0.07,,0.2,0.25,-0.94,,1.12,89.5,85.2,,79.2,0.276,0.214,,86.5,84.0,109.0,109.0,96.0,97.0,104.0,76.0,106.0,93.0,0.157,0.141,0.0,0.166,-0.92,-2.99,-3.64,0.06,89.8,72.5,57.9,0.241,0.333,0.386,0.32,,,,
7,2023-04-27,718400,Grounded Into DP,grounded_into_double_play,True,669304,425844,Jose Miranda,Zack Greinke,0,0,1,65a84c4d-458c-4423-9e5d-6f58207fd75f,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,72.0,103.0,92.0,94.0,103.0,106.0,100.0,113.0,103.0,,,,0.265,0.07,,0.2,0.25,-0.94,,1.12,89.5,85.2,,79.2,0.276,0.214,,86.5,84.0,109.0,109.0,96.0,97.0,104.0,76.0,106.0,93.0,0.157,0.141,0.0,0.166,-0.92,-2.99,-3.64,0.06,89.8,72.5,57.9,0.241,0.333,0.386,0.32,,,,
8,2023-04-27,718400,Groundout,field_out,True,614177,641816,Franmil Reyes,Tyler Mahle,1,0,0,36bc901e-db1b-411b-98da-e0dcbdfef01c,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,122.0,104.0,105.0,104.0,101.0,102.0,44.0,122.0,104.0,100.0,116.0,112.0,0.518,0.021,0.19699999999999998,0.264,1.08,12.66,-1.89,-0.02,92.6,84.7,84.9,83.8,0.25,0.219,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-04-27,718400,Flyout,field_out,True,664728,641816,Kyle Isbel,Tyler Mahle,0,0,0,28138f66-f0b0-4a2b-8285-2f323ce46e85,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,122.0,104.0,105.0,104.0,101.0,102.0,44.0,122.0,104.0,100.0,116.0,112.0,0.518,0.021,0.19699999999999998,0.264,1.08,12.66,-1.89,-0.02,92.6,84.7,84.9,83.8,0.25,0.219,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
