,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vSI,vKC,CU_ba,FF_ba,SI_ba,CH_ba,FC_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SL,Loc+ SL,Pit+ SL,SL%,CU%,wSL/C,wCU/C,vSL,vCU,SL_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-09-09,716653,Flyout,field_out,True,650333,605400,Luis Arraez,Aaron Nola,0,0,0,471885b6-8d81-4812-bfe9-1da707673338,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,,,,,,,
1,2023-09-09,716653,Strikeout,strikeout,True,605137,605400,Josh Bell,Aaron Nola,0,0,0,984172d7-7053-4049-93d6-a1a8fef44701,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,,,,,,,
2,2023-09-09,716653,Double,double,False,669394,605400,Jake Burger,Aaron Nola,0,0,0,517091f9-91cb-4f8b-ba64-dca3ea83d2b3,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,,,,,,,
3,2023-09-09,716653,Strikeout,strikeout,True,665862,605400,Jazz Chisholm Jr.,Aaron Nola,0,0,0,b4bb60c7-bc0e-41b5-9334-2fcab69ba3f0,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,,,,,,,
4,2023-09-09,716653,Walk,walk,False,656941,456501,Kyle Schwarber,Johnny Cueto,1,0,0,87958ddf-25c2-4b71-8610-ee56ff179a71,456501.0,johnnycueto,Cueto,Right,Johnny Cueto,6.02,5.13,52.1,107.0,84.0,103.0,0.831,6.71,2.58,8.77,2.92,0.7,0.298,0.47200000000000003,0.161,0.32299999999999995,0.408,84.1,73.0,106.0,102.0,87.0,116.0,112.0,89.0,103.0,100.0,,,,69.0,90.0,66.0,0.196,0.34600000000000003,0.027999999999999997,,0.192,-0.03,0.08,2.47,,-3.11,92.2,88.1,92.2,,,0.242,0.244,0.286,0.222,120.0,47.0,56.0,88.0,95.0,96.0,0.23399999999999999,0.004,-1.92,-3.06,86.1,76.0,0.27,,,,,,,
5,2023-09-09,716653,Grounded Into DP,grounded_into_double_play,True,607208,456501,Trea Turner,Johnny Cueto,1,0,1,49dc8b3f-bb1c-4071-a264-0857b2f3129e,456501.0,johnnycueto,Cueto,Right,Johnny Cueto,6.02,5.13,52.1,107.0,84.0,103.0,0.831,6.71,2.58,8.77,2.92,0.7,0.298,0.47200000000000003,0.161,0.32299999999999995,0.408,84.1,73.0,106.0,102.0,87.0,116.0,112.0,89.0,103.0,100.0,,,,69.0,90.0,66.0,0.196,0.34600000000000003,0.027999999999999997,,0.192,-0.03,0.08,2.47,,-3.11,92.2,88.1,92.2,,,0.242,0.244,0.286,0.222,120.0,47.0,56.0,88.0,95.0,96.0,0.23399999999999999,0.004,-1.92,-3.06,86.1,76.0,0.27,,,,,,,
6,2023-09-09,716653,Strikeout,strikeout,True,547180,456501,Bryce Harper,Johnny Cueto,0,0,0,733163cb-04cc-4afb-8666-7e624c4dfdeb,456501.0,johnnycueto,Cueto,Right,Johnny Cueto,6.02,5.13,52.1,107.0,84.0,103.0,0.831,6.71,2.58,8.77,2.92,0.7,0.298,0.47200000000000003,0.161,0.32299999999999995,0.408,84.1,73.0,106.0,102.0,87.0,116.0,112.0,89.0,103.0,100.0,,,,69.0,90.0,66.0,0.196,0.34600000000000003,0.027999999999999997,,0.192,-0.03,0.08,2.47,,-3.11,92.2,88.1,92.2,,,0.242,0.244,0.286,0.222,120.0,47.0,56.0,88.0,95.0,96.0,0.23399999999999999,0.004,-1.92,-3.06,86.1,76.0,0.27,,,,,,,
7,2023-09-09,716653,Field Error,field_error,False,650559,605400,Bryan De La Cruz,Aaron Nola,1,0,0,12e86832-1045-4298-93ad-cc5729875466,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,,,,,,,
8,2023-09-09,716653,Groundout,field_out,True,660821,605400,Jesús Sánchez,Aaron Nola,1,0,1,a2ca095f-cb78-4771-8009-e80ad8e03526,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,,,,,,,
9,2023-09-09,716653,Strikeout,strikeout,True,641658,605400,Garrett Hampson,Aaron Nola,0,0,0,22e05b30-5333-45e9-87e1-b4d2a5535c2b,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,,,,,,,
