,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vSI,vSL,vKC,FF_ba,SL_ba,CH_ba,CU_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,wFC/C,vFC,FC_ba,SV_ba,ST_ba
0,2023-08-16,716977,Flyout,field_out,True,606466,596295,Ketel Marte,Austin Gomber,0,0,0,23aed932-2ee4-41a6-bca9-f98790372640,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,90.0,103.0,104.0,0.012,0.439,0.201,0.168,0.18100000000000002,-1.99,-5.34,0.96,-0.75,-0.07,90.6,90.8,84.8,77.6,0.344,0.275,0.296,0.226,0.4,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-16,716977,Double,double,False,641786,596295,Kyle Lewis,Austin Gomber,0,0,0,a36383f4-29c2-46c1-87cb-7d67aa6a7db7,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,90.0,103.0,104.0,0.012,0.439,0.201,0.168,0.18100000000000002,-1.99,-5.34,0.96,-0.75,-0.07,90.6,90.8,84.8,77.6,0.344,0.275,0.296,0.226,0.4,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-16,716977,Groundout,field_out,True,502054,596295,Tommy Pham,Austin Gomber,0,0,0,163b8675-e6f3-48d7-92ac-d690edd64b6a,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,90.0,103.0,104.0,0.012,0.439,0.201,0.168,0.18100000000000002,-1.99,-5.34,0.96,-0.75,-0.07,90.6,90.8,84.8,77.6,0.344,0.275,0.296,0.226,0.4,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-16,716977,Home Run,home_run,False,572233,596295,Christian Walker,Austin Gomber,0,0,1,5eacac2b-f247-47d8-8212-8b4b2e9c46c3,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,90.0,103.0,104.0,0.012,0.439,0.201,0.168,0.18100000000000002,-1.99,-5.34,0.96,-0.75,-0.07,90.6,90.8,84.8,77.6,0.344,0.275,0.296,0.226,0.4,,,,,,,,,,,,,,,,,,,,,,
4,2023-08-16,716977,Flyout,field_out,True,666971,596295,Lourdes Gurriel Jr.,Austin Gomber,0,0,0,a290eb7b-b5ea-4adb-965c-68d40682bd73,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,90.0,103.0,104.0,0.012,0.439,0.201,0.168,0.18100000000000002,-1.99,-5.34,0.96,-0.75,-0.07,90.6,90.8,84.8,77.6,0.344,0.275,0.296,0.226,0.4,,,,,,,,,,,,,,,,,,,,,,
5,2023-08-16,716977,Single,single,False,678662,677944,Ezequiel Tovar,Slade Cecconi,0,0,0,791ac98f-2940-44ce-99a2-bf3aed134080,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,4.33,4.77,27.0,99.0,96.0,99.0,0.8420000000000001,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.11800000000000001,0.376,0.483,81.7,102.0,78.0,85.0,90.0,103.0,98.0,,,,111.0,98.0,103.0,,,,,0.586,0.27,,0.013999999999999999,0.54,,0.2,,-1.94,94.1,,83.0,,0.265,0.2,,0.375,,87.0,94.0,101.0,0.031,0.098,-12.1,-1.57,80.8,73.2,0.333,,,,,,,,,,,,
6,2023-08-16,716977,Flyout,field_out,True,595777,677944,Jurickson Profar,Slade Cecconi,0,0,0,850621e5-7f97-44ff-b167-3604ab2e4059,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,4.33,4.77,27.0,99.0,96.0,99.0,0.8420000000000001,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.11800000000000001,0.376,0.483,81.7,102.0,78.0,85.0,90.0,103.0,98.0,,,,111.0,98.0,103.0,,,,,0.586,0.27,,0.013999999999999999,0.54,,0.2,,-1.94,94.1,,83.0,,0.265,0.2,,0.375,,87.0,94.0,101.0,0.031,0.098,-12.1,-1.57,80.8,73.2,0.333,,,,,,,,,,,,
7,2023-08-16,716977,Home Run,home_run,False,641857,677944,Ryan McMahon,Slade Cecconi,1,0,1,0ef811e4-deee-435c-a1a3-ec3403757bfd,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,4.33,4.77,27.0,99.0,96.0,99.0,0.8420000000000001,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.11800000000000001,0.376,0.483,81.7,102.0,78.0,85.0,90.0,103.0,98.0,,,,111.0,98.0,103.0,,,,,0.586,0.27,,0.013999999999999999,0.54,,0.2,,-1.94,94.1,,83.0,,0.265,0.2,,0.375,,87.0,94.0,101.0,0.031,0.098,-12.1,-1.57,80.8,73.2,0.333,,,,,,,,,,,,
8,2023-08-16,716977,Double,double,False,663898,677944,Brendan Rodgers,Slade Cecconi,0,0,0,2a2bf787-dfa3-4b34-8db6-71b03982474e,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,4.33,4.77,27.0,99.0,96.0,99.0,0.8420000000000001,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.11800000000000001,0.376,0.483,81.7,102.0,78.0,85.0,90.0,103.0,98.0,,,,111.0,98.0,103.0,,,,,0.586,0.27,,0.013999999999999999,0.54,,0.2,,-1.94,94.1,,83.0,,0.265,0.2,,0.375,,87.0,94.0,101.0,0.031,0.098,-12.1,-1.57,80.8,73.2,0.333,,,,,,,,,,,,
9,2023-08-16,716977,Walk,walk,False,666134,677944,Nolan Jones,Slade Cecconi,1,0,0,bad50334-9292-4b1e-9751-4375c803d2c7,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,4.33,4.77,27.0,99.0,96.0,99.0,0.8420000000000001,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.11800000000000001,0.376,0.483,81.7,102.0,78.0,85.0,90.0,103.0,98.0,,,,111.0,98.0,103.0,,,,,0.586,0.27,,0.013999999999999999,0.54,,0.2,,-1.94,94.1,,83.0,,0.265,0.2,,0.375,,87.0,94.0,101.0,0.031,0.098,-12.1,-1.57,80.8,73.2,0.333,,,,,,,,,,,,
