,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vSI,vCU,SI_ba,FF_ba,CU_ba,CH_ba,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FC%,SL%,KC%,wFC/C,wSL/C,wKC/C,vFC,vSL,vKC,FC_ba,SL_ba,ST_ba
0,2023-07-03,717517,Flyout,field_out,True,670770,663623,TJ Friedl,Jake Irvin,0,0,0,104f2ca5-2a45-4bb6-a152-8dd2b0027562,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,
1,2023-07-03,717517,Strikeout,strikeout,True,680574,663623,Matt McLain,Jake Irvin,0,0,0,3e8eda8e-3273-47b3-b280-77bfcf9615da,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,
2,2023-07-03,717517,Groundout,field_out,True,663697,663623,Jonathan India,Jake Irvin,0,0,0,1112f07b-e55b-430d-bc10-1d5d08f56d90,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,
3,2023-07-03,717517,Double,double,False,657041,596133,Lane Thomas,Luke Weaver,0,0,0,c21a9231-aee6-43ee-81b3-eb4b5b57c6d6,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,,,,88.0,102.0,96.0,,,,,0.435,,0.2,-1.47,,,-2.01,94.0,,,,0.311,0.255,0.316,112.0,101.0,104.0,99.0,103.0,102.0,0.11,0.13699999999999998,0.11800000000000001,0.87,-2.22,-1.56,90.3,85.8,81.7,0.218,0.385,0.235
4,2023-07-03,717517,Flyout,field_out,True,671277,596133,Luis García Jr.,Luke Weaver,1,0,1,d5c032e6-22c8-48a4-acac-554eb2822a87,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,,,,88.0,102.0,96.0,,,,,0.435,,0.2,-1.47,,,-2.01,94.0,,,,0.311,0.255,0.316,112.0,101.0,104.0,99.0,103.0,102.0,0.11,0.13699999999999998,0.11800000000000001,0.87,-2.22,-1.56,90.3,85.8,81.7,0.218,0.385,0.235
5,2023-07-03,717517,Strikeout,strikeout,True,600869,596133,Jeimer Candelario,Luke Weaver,0,0,0,e3a2cba9-8d66-462b-840b-3cd008c14cbe,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,,,,88.0,102.0,96.0,,,,,0.435,,0.2,-1.47,,,-2.01,94.0,,,,0.311,0.255,0.316,112.0,101.0,104.0,99.0,103.0,102.0,0.11,0.13699999999999998,0.11800000000000001,0.87,-2.22,-1.56,90.3,85.8,81.7,0.218,0.385,0.235
6,2023-07-03,717517,Groundout,field_out,True,642086,596133,Dominic Smith,Luke Weaver,0,0,0,9140820b-ca0f-447e-9efe-d84ea4e4a4e3,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,,,,88.0,102.0,96.0,,,,,0.435,,0.2,-1.47,,,-2.01,94.0,,,,0.311,0.255,0.316,112.0,101.0,104.0,99.0,103.0,102.0,0.11,0.13699999999999998,0.11800000000000001,0.87,-2.22,-1.56,90.3,85.8,81.7,0.218,0.385,0.235
7,2023-07-03,717517,Strikeout,strikeout,True,682829,663623,Elly De La Cruz,Jake Irvin,0,0,0,a5b58c84-d3b0-4c13-b1a2-2c9d91f3fe1b,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,
8,2023-07-03,717517,Single,single,False,641584,663623,Jake Fraley,Jake Irvin,0,0,0,77bd22d0-9d6b-4944-9828-66a69d786cd2,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,
9,2023-07-03,717517,Flyout,field_out,True,458015,663623,Joey Votto,Jake Irvin,0,0,0,2264662d-99d0-449d-a032-d9e37a0edc25,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,
10,2023-07-03,717517,Single,single,False,668715,663623,Spencer Steer,Jake Irvin,0,0,1,05da7bc8-0be6-452e-b1aa-2e5964acdb57,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,
