,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,CH%,wFA/C,wFS/C,wSL/C,wCU/C,wCH/C,vFA,vFS,vSL,vCU,FF_ba,SL_ba,CH_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,ST_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-08-16,716974,Single,single,False,663647,656731,Ke'Bryan Hayes,Tylor Megill,0,0,0,547407c9-816a-4fbb-9c04-d02ade83c605,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,
1,2023-08-16,716974,Strikeout,strikeout,True,668804,656731,Bryan Reynolds,Tylor Megill,0,0,0,8d518575-8a01-4f2c-b8bb-f3236a32da6f,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,
2,2023-08-16,716974,Strikeout,strikeout,True,457705,656731,Andrew McCutchen,Tylor Megill,0,0,0,02e617b3-c259-4859-a16d-9e8b5df89658,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,
3,2023-08-16,716974,Walk,walk,False,669261,656731,Jack Suwinski,Tylor Megill,0,0,1,4c0c2b0d-9f5d-47fd-9fa5-bfe1d74016c7,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,
4,2023-08-16,716974,Groundout,field_out,True,656582,656731,Connor Joe,Tylor Megill,1,0,0,8257c20b-9b9a-4286-8fd1-362adfd27c2a,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,
5,2023-08-16,716974,Walk,walk,False,607043,670912,Brandon Nimmo,Johan Oviedo,0,0,0,e2bf309b-1794-4636-ab6f-bc02b12be1c6,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,103.0,98.0,104.0,,,,0.392,,0.36700000000000005,0.149,0.040999999999999995,-1.25,,0.8,0.82,-0.07,95.8,,88.2,80.9,0.277,0.21,0.25,0.193,100.0,93.0,92.0,0.05,0.93,95.7,0.276,,,,,,,,
6,2023-08-16,716974,Flyout,field_out,True,596019,670912,Francisco Lindor,Johan Oviedo,0,0,0,3bb12563-a08e-40e3-a843-a2d20472db27,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,103.0,98.0,104.0,,,,0.392,,0.36700000000000005,0.149,0.040999999999999995,-1.25,,0.8,0.82,-0.07,95.8,,88.2,80.9,0.277,0.21,0.25,0.193,100.0,93.0,92.0,0.05,0.93,95.7,0.276,,,,,,,,
7,2023-08-16,716974,Strikeout,strikeout,True,624413,670912,Pete Alonso,Johan Oviedo,0,0,0,1ecd21d3-d03f-4d32-9f4b-9a3ca5fa344f,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,103.0,98.0,104.0,,,,0.392,,0.36700000000000005,0.149,0.040999999999999995,-1.25,,0.8,0.82,-0.07,95.8,,88.2,80.9,0.277,0.21,0.25,0.193,100.0,93.0,92.0,0.05,0.93,95.7,0.276,,,,,,,,
8,2023-08-16,716974,Groundout,field_out,True,643446,670912,Jeff McNeil,Johan Oviedo,0,0,0,927a83bc-c96b-4ced-b244-7f057dfa625c,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,103.0,98.0,104.0,,,,0.392,,0.36700000000000005,0.149,0.040999999999999995,-1.25,,0.8,0.82,-0.07,95.8,,88.2,80.9,0.277,0.21,0.25,0.193,100.0,93.0,92.0,0.05,0.93,95.7,0.276,,,,,,,,
9,2023-08-16,716974,Single,single,False,682848,656731,Endy Rodríguez,Tylor Megill,0,0,0,f3da1e31-49fc-4b11-a120-d8cd24c6c379,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,
10,2023-08-16,716974,Walk,walk,False,678894,656731,Liover Peguero,Tylor Megill,1,0,1,41b86020-2865-4ff7-9aa3-fa597ad0c7a8,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,
11,2023-08-16,716974,Strikeout,strikeout,True,663845,656731,Alfonso Rivas III,Tylor Megill,0,0,0,3e08e67c-45eb-44c5-b20a-8136723552b6,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,
12,2023-08-16,716974,Grounded Into DP,grounded_into_double_play,True,675961,656731,Alika Williams,Tylor Megill,1,1,1,a86a8e72-2f73-48c2-b138-367084f3c313,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,
13,2023-08-16,716974,Lineout,field_out,True,596129,670912,Daniel Vogelbach,Johan Oviedo,1,1,0,30912780-3b96-49ac-ab8c-a7f41937f1b1,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,103.0,98.0,104.0,,,,0.392,,0.36700000000000005,0.149,0.040999999999999995,-1.25,,0.8,0.82,-0.07,95.8,,88.2,80.9,0.277,0.21,0.25,0.193,100.0,93.0,92.0,0.05,0.93,95.7,0.276,,,,,,,,
14,2023-08-16,716974,Home Run,home_run,False,621466,670912,DJ Stewart,Johan Oviedo,1,0,0,da7f93f6-3111-48e8-a533-e9e4783146eb,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,103.0,98.0,104.0,,,,0.392,,0.36700000000000005,0.149,0.040999999999999995,-1.25,,0.8,0.82,-0.07,95.8,,88.2,80.9,0.277,0.21,0.25,0.193,100.0,93.0,92.0,0.05,0.93,95.7,0.276,,,,,,,,
15,2023-08-16,716974,Double,double,False,553882,670912,Omar Narváez,Johan Oviedo,0,0,0,724784ba-49db-4eed-9590-941ea3aee12b,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,103.0,98.0,104.0,,,,0.392,,0.36700000000000005,0.149,0.040999999999999995,-1.25,,0.8,0.82,-0.07,95.8,,88.2,80.9,0.277,0.21,0.25,0.193,100.0,93.0,92.0,0.05,0.93,95.7,0.276,,,,,,,,
16,2023-08-16,716974,Walk,walk,False,542364,670912,Rafael Ortega,Johan Oviedo,0,0,0,83fd7a86-5ddf-4554-bb04-e37023f78c06,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,103.0,98.0,104.0,,,,0.392,,0.36700000000000005,0.149,0.040999999999999995,-1.25,,0.8,0.82,-0.07,95.8,,88.2,80.9,0.277,0.21,0.25,0.193,100.0,93.0,92.0,0.05,0.93,95.7,0.276,,,,,,,,
17,2023-08-16,716974,Strikeout,strikeout,True,660620,670912,Jonathan Araúz,Johan Oviedo,0,0,0,b91cb33b-a02c-4a90-956d-add3a19499e4,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,103.0,98.0,104.0,,,,0.392,,0.36700000000000005,0.149,0.040999999999999995,-1.25,,0.8,0.82,-0.07,95.8,,88.2,80.9,0.277,0.21,0.25,0.193,100.0,93.0,92.0,0.05,0.93,95.7,0.276,,,,,,,,
