,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,FF_ba,FC_ba,SI_ba,SL_ba,CU_ba,CH_ba,ST_ba,FS_ba
0,2023-08-01,717171,Strikeout,strikeout,True,668709,458681,JJ Bleday,Lance Lynn,0,0,0,3c558be1-a999-4961-a042-fef3f3c22781,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,84.9,56.0,95.0,90.0,109.0,97.0,106.0,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,104.0,105.0,99.0,0.126,0.43700000000000006,0.23,0.063,0.07400000000000001,0.07,-0.4,-0.35,1.21,-3.65,-2.24,-1.23,92.4,88.7,91.4,83.0,80.8,0.255,0.273,0.239,0.286,0.208,0.302,,
1,2023-08-01,717171,Groundout,field_out,True,680869,458681,Zack Gelof,Lance Lynn,0,0,0,625ed232-b0e2-4721-bb28-4fdc6abbaead,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,84.9,56.0,95.0,90.0,109.0,97.0,106.0,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,104.0,105.0,99.0,0.126,0.43700000000000006,0.23,0.063,0.07400000000000001,0.07,-0.4,-0.35,1.21,-3.65,-2.24,-1.23,92.4,88.7,91.4,83.0,80.8,0.255,0.273,0.239,0.286,0.208,0.302,,
2,2023-08-01,717171,Flyout,field_out,True,664913,458681,Seth Brown,Lance Lynn,0,0,0,dc12b72c-59db-42bc-bc83-1161943f5b87,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,84.9,56.0,95.0,90.0,109.0,97.0,106.0,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,104.0,105.0,99.0,0.126,0.43700000000000006,0.23,0.063,0.07400000000000001,0.07,-0.4,-0.35,1.21,-3.65,-2.24,-1.23,92.4,88.7,91.4,83.0,80.8,0.255,0.273,0.239,0.286,0.208,0.302,,
3,2023-08-01,717171,Lineout,field_out,True,605141,686610,Mookie Betts,Ken Waldichuk,1,0,0,5c0534d9-a756-41c2-877a-a20cedd00873,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,,,,96.0,99.0,100.0,,,,,0.5429999999999999,,0.271,0.02,0.166,-0.52,,,-0.79,-3.62,-1.4,93.3,,,81.1,74.5,0.275,,,,0.333,0.34,0.218,
4,2023-08-01,717171,Flyout,field_out,True,518692,686610,Freddie Freeman,Ken Waldichuk,1,1,0,47b69351-1187-40f9-bf7f-266c1c643203,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,,,,96.0,99.0,100.0,,,,,0.5429999999999999,,0.271,0.02,0.166,-0.52,,,-0.79,-3.62,-1.4,93.3,,,81.1,74.5,0.275,,,,0.333,0.34,0.218,
5,2023-08-01,717171,Strikeout,strikeout,True,669257,686610,Will Smith,Ken Waldichuk,0,0,0,4a58e3a8-9e09-44f6-8789-70fe76b18775,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,,,,96.0,99.0,100.0,,,,,0.5429999999999999,,0.271,0.02,0.166,-0.52,,,-0.79,-3.62,-1.4,93.3,,,81.1,74.5,0.275,,,,0.333,0.34,0.218,
6,2023-08-01,717171,Flyout,field_out,True,642137,458681,Cody Thomas,Lance Lynn,0,0,0,39e108a3-5b6e-4c49-80f7-0c096126cc2d,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,84.9,56.0,95.0,90.0,109.0,97.0,106.0,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,104.0,105.0,99.0,0.126,0.43700000000000006,0.23,0.063,0.07400000000000001,0.07,-0.4,-0.35,1.21,-3.65,-2.24,-1.23,92.4,88.7,91.4,83.0,80.8,0.255,0.273,0.239,0.286,0.208,0.302,,
7,2023-08-01,717171,Strikeout,strikeout,True,667670,458681,Brent Rooker,Lance Lynn,0,0,0,872c82f3-e799-4b8b-bf50-c09e6dc9dcc1,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,84.9,56.0,95.0,90.0,109.0,97.0,106.0,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,104.0,105.0,99.0,0.126,0.43700000000000006,0.23,0.063,0.07400000000000001,0.07,-0.4,-0.35,1.21,-3.65,-2.24,-1.23,92.4,88.7,91.4,83.0,80.8,0.255,0.273,0.239,0.286,0.208,0.302,,
8,2023-08-01,717171,Strikeout,strikeout,True,691016,458681,Tyler Soderstrom,Lance Lynn,0,0,0,71a684a7-fd94-46e8-b145-f9cdfa925ac9,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,84.9,56.0,95.0,90.0,109.0,97.0,106.0,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,104.0,105.0,99.0,0.126,0.43700000000000006,0.23,0.063,0.07400000000000001,0.07,-0.4,-0.35,1.21,-3.65,-2.24,-1.23,92.4,88.7,91.4,83.0,80.8,0.255,0.273,0.239,0.286,0.208,0.302,,
9,2023-08-01,717171,Lineout,field_out,True,642708,686610,Amed Rosario,Ken Waldichuk,0,0,0,abff6ef2-ab0a-45ff-a7e4-d1210b43c3b4,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,,,,96.0,99.0,100.0,,,,,0.5429999999999999,,0.271,0.02,0.166,-0.52,,,-0.79,-3.62,-1.4,93.3,,,81.1,74.5,0.275,,,,0.333,0.34,0.218,
