,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,FF_ba,SV_ba,CU_ba,SI_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,CH_ba,SL_ba,ST_ba,FS_ba
0,2023-09-15,716569,Lineout,field_out,True,673490,656794,Ha-Seong Kim,Sean Newcomb,0,0,0,6d52dc4b-c0be-407a-a321-9a4c87ea90cf,656794.0,seannewcomb,"Newcomb, S",Left,Sean Newcomb,3.0,3.98,15.0,98.0,85.0,96.0,0.8240000000000001,10.2,5.4,4.8,0.6,1.08,0.455,0.242,0.212,0.242,0.418,84.6,70.0,97.0,104.0,105.0,91.0,96.0,73.0,103.0,96.0,78.0,104.0,101.0,86.0,88.0,93.0,0.068,0.518,0.011000000000000001,0.375,0.028999999999999998,1.81,2.37,9.99,-0.07,-2.63,93.4,89.8,92.4,80.6,0.154,0.2,0.143,0.0,,,,,,,,,,
1,2023-09-15,716569,Home Run,home_run,False,665487,656794,Fernando Tatis Jr.,Sean Newcomb,0,0,0,8fa8fc24-fae9-408f-ba09-78915b2e3b61,656794.0,seannewcomb,"Newcomb, S",Left,Sean Newcomb,3.0,3.98,15.0,98.0,85.0,96.0,0.8240000000000001,10.2,5.4,4.8,0.6,1.08,0.455,0.242,0.212,0.242,0.418,84.6,70.0,97.0,104.0,105.0,91.0,96.0,73.0,103.0,96.0,78.0,104.0,101.0,86.0,88.0,93.0,0.068,0.518,0.011000000000000001,0.375,0.028999999999999998,1.81,2.37,9.99,-0.07,-2.63,93.4,89.8,92.4,80.6,0.154,0.2,0.143,0.0,,,,,,,,,,
2,2023-09-15,716569,Walk,walk,False,665742,656794,Juan Soto,Sean Newcomb,1,0,0,f658be21-7793-4cd3-bed6-b5ef483e9049,656794.0,seannewcomb,"Newcomb, S",Left,Sean Newcomb,3.0,3.98,15.0,98.0,85.0,96.0,0.8240000000000001,10.2,5.4,4.8,0.6,1.08,0.455,0.242,0.212,0.242,0.418,84.6,70.0,97.0,104.0,105.0,91.0,96.0,73.0,103.0,96.0,78.0,104.0,101.0,86.0,88.0,93.0,0.068,0.518,0.011000000000000001,0.375,0.028999999999999998,1.81,2.37,9.99,-0.07,-2.63,93.4,89.8,92.4,80.6,0.154,0.2,0.143,0.0,,,,,,,,,,
3,2023-09-15,716569,Walk,walk,False,592518,656794,Manny Machado,Sean Newcomb,0,0,1,9b7eac70-e6bc-46fe-9273-9d75f8876cd0,656794.0,seannewcomb,"Newcomb, S",Left,Sean Newcomb,3.0,3.98,15.0,98.0,85.0,96.0,0.8240000000000001,10.2,5.4,4.8,0.6,1.08,0.455,0.242,0.212,0.242,0.418,84.6,70.0,97.0,104.0,105.0,91.0,96.0,73.0,103.0,96.0,78.0,104.0,101.0,86.0,88.0,93.0,0.068,0.518,0.011000000000000001,0.375,0.028999999999999998,1.81,2.37,9.99,-0.07,-2.63,93.4,89.8,92.4,80.6,0.154,0.2,0.143,0.0,,,,,,,,,,
4,2023-09-15,716569,Forceout,force_out,True,593428,656794,Xander Bogaerts,Sean Newcomb,0,0,1,eade045a-0cea-423d-9b73-60d43b603f91,656794.0,seannewcomb,"Newcomb, S",Left,Sean Newcomb,3.0,3.98,15.0,98.0,85.0,96.0,0.8240000000000001,10.2,5.4,4.8,0.6,1.08,0.455,0.242,0.212,0.242,0.418,84.6,70.0,97.0,104.0,105.0,91.0,96.0,73.0,103.0,96.0,78.0,104.0,101.0,86.0,88.0,93.0,0.068,0.518,0.011000000000000001,0.375,0.028999999999999998,1.81,2.37,9.99,-0.07,-2.63,93.4,89.8,92.4,80.6,0.154,0.2,0.143,0.0,,,,,,,,,,
5,2023-09-15,716569,Pop Out,field_out,True,669134,656794,Luis Campusano,Sean Newcomb,1,1,1,9bea3b5b-1649-4201-b0b8-6d042ca3d02e,656794.0,seannewcomb,"Newcomb, S",Left,Sean Newcomb,3.0,3.98,15.0,98.0,85.0,96.0,0.8240000000000001,10.2,5.4,4.8,0.6,1.08,0.455,0.242,0.212,0.242,0.418,84.6,70.0,97.0,104.0,105.0,91.0,96.0,73.0,103.0,96.0,78.0,104.0,101.0,86.0,88.0,93.0,0.068,0.518,0.011000000000000001,0.375,0.028999999999999998,1.81,2.37,9.99,-0.07,-2.63,93.4,89.8,92.4,80.6,0.154,0.2,0.143,0.0,,,,,,,,,,
6,2023-09-15,716569,Strikeout,strikeout,True,676116,607625,Ryan Noda,Seth Lugo,0,0,0,4fb64704-0fbb-464f-ad83-c7ffe668d530,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,97.0,102.0,97.0,,,,0.19899999999999998,0.318,,0.313,0.059000000000000004,0.36,,1.87,0.26,-2.89,93.4,,93.2,79.6,0.246,0.0,0.287,0.208,114.0,96.0,108.0,0.111,-0.6,85.2,0.303,0.303,0.25,
7,2023-09-15,716569,Strikeout,strikeout,True,680869,607625,Zack Gelof,Seth Lugo,0,0,0,04da2e37-8d6b-4ff2-9b94-6ae5b67d9da3,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,97.0,102.0,97.0,,,,0.19899999999999998,0.318,,0.313,0.059000000000000004,0.36,,1.87,0.26,-2.89,93.4,,93.2,79.6,0.246,0.0,0.287,0.208,114.0,96.0,108.0,0.111,-0.6,85.2,0.303,0.303,0.25,
8,2023-09-15,716569,Strikeout,strikeout,True,667670,607625,Brent Rooker,Seth Lugo,0,0,0,5c9673fa-c6b5-4c77-a7d8-05ad58674881,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,97.0,102.0,97.0,,,,0.19899999999999998,0.318,,0.313,0.059000000000000004,0.36,,1.87,0.26,-2.89,93.4,,93.2,79.6,0.246,0.0,0.287,0.208,114.0,96.0,108.0,0.111,-0.6,85.2,0.303,0.303,0.25,
9,2023-09-15,716569,Double,double,False,643265,656794,Garrett Cooper,Sean Newcomb,1,0,0,ce72014e-cf33-4d95-9852-d333e4ea7160,656794.0,seannewcomb,"Newcomb, S",Left,Sean Newcomb,3.0,3.98,15.0,98.0,85.0,96.0,0.8240000000000001,10.2,5.4,4.8,0.6,1.08,0.455,0.242,0.212,0.242,0.418,84.6,70.0,97.0,104.0,105.0,91.0,96.0,73.0,103.0,96.0,78.0,104.0,101.0,86.0,88.0,93.0,0.068,0.518,0.011000000000000001,0.375,0.028999999999999998,1.81,2.37,9.99,-0.07,-2.63,93.4,89.8,92.4,80.6,0.154,0.2,0.143,0.0,,,,,,,,,,
