,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,CH%,wFA/C,wFS/C,wSL/C,wCU/C,wCH/C,vFA,vFS,vSL,vCU,FF_ba,SL_ba,CH_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba
0,2023-05-06,718290,Walk,walk,False,453568,656731,Charlie Blackmon,Tylor Megill,0,0,0,5eb39737-2bfd-4a28-bde8-750f5d9dda25,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,,,,,,,
1,2023-05-06,718290,Groundout,field_out,True,545341,656731,Randal Grichuk,Tylor Megill,1,1,1,c79d1488-83ad-4bf3-a4ce-24a5e7c0339f,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,,,,,,,
2,2023-05-06,718290,Hit By Pitch,hit_by_pitch,False,592178,656731,Kris Bryant,Tylor Megill,0,0,0,36dbe1ea-24dc-4ece-bac3-968f1a1cb654,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,,,,,,,
3,2023-05-06,718290,Flyout,field_out,True,543068,656731,C.J. Cron,Tylor Megill,0,0,1,cb5b04a3-23d1-4c5a-9f63-346c133dc239,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,,,,,,,
4,2023-05-06,718290,Single,single,False,553869,656731,Elias Díaz,Tylor Megill,1,0,1,7b09f392-8a84-42f6-a7a4-306a71b4db95,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,,,,,,,
5,2023-05-06,718290,Strikeout,strikeout,True,641857,656731,Ryan McMahon,Tylor Megill,0,0,0,cb84ceec-48f3-4ab1-a57b-fc724bd4b26c,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,,,,,,,
6,2023-05-06,718290,Single,single,False,607043,596295,Brandon Nimmo,Austin Gomber,1,0,0,bed69936-f58d-4abd-8db6-2c12f7081b2e,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,,,,68.0,97.0,85.0,93.0,98.0,102.0,,,,0.439,,0.201,,0.18100000000000002,-1.99,,0.96,,-0.07,90.6,,84.8,,0.344,0.275,0.296,0.226,66.0,7.0,2.0,90.0,103.0,104.0,0.012,0.168,-5.34,-0.75,90.8,77.6,0.4,,,,,,,,
7,2023-05-06,718290,Strikeout,strikeout,True,516782,596295,Starling Marte,Austin Gomber,0,0,0,eefa912a-db0e-4091-a457-e8bc69663af2,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,,,,68.0,97.0,85.0,93.0,98.0,102.0,,,,0.439,,0.201,,0.18100000000000002,-1.99,,0.96,,-0.07,90.6,,84.8,,0.344,0.275,0.296,0.226,66.0,7.0,2.0,90.0,103.0,104.0,0.012,0.168,-5.34,-0.75,90.8,77.6,0.4,,,,,,,,
8,2023-05-06,718290,Double,double,False,596019,596295,Francisco Lindor,Austin Gomber,0,0,1,5e98a86f-15bc-48e8-bcbe-1586ceaec96a,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,,,,68.0,97.0,85.0,93.0,98.0,102.0,,,,0.439,,0.201,,0.18100000000000002,-1.99,,0.96,,-0.07,90.6,,84.8,,0.344,0.275,0.296,0.226,66.0,7.0,2.0,90.0,103.0,104.0,0.012,0.168,-5.34,-0.75,90.8,77.6,0.4,,,,,,,,
9,2023-05-06,718290,Groundout,field_out,True,624413,596295,Pete Alonso,Austin Gomber,1,0,1,110efe02-4dd7-457f-bf30-abda1e55326a,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,,,,68.0,97.0,85.0,93.0,98.0,102.0,,,,0.439,,0.201,,0.18100000000000002,-1.99,,0.96,,-0.07,90.6,,84.8,,0.344,0.275,0.296,0.226,66.0,7.0,2.0,90.0,103.0,104.0,0.012,0.168,-5.34,-0.75,90.8,77.6,0.4,,,,,,,,
