,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,FF_ba,ST_ba,CH_ba,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-05-30,717958,Walk,walk,False,660670,676664,Ronald Acuña Jr.,JP Sears,1,0,0,38e9c8a9-a3a3-42d7-bd1e-0133b320a6b9,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,0.151,-0.84,0.63,-0.06,0.36,93.1,92.1,81.4,0.256,0.234,0.277,0.21,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-30,717958,Single,single,False,621566,676664,Matt Olson,JP Sears,1,1,1,4891affa-49a3-4d6b-ba15-2f06a58b2784,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,0.151,-0.84,0.63,-0.06,0.36,93.1,92.1,81.4,0.256,0.234,0.277,0.21,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-30,717958,Grounded Into DP,grounded_into_double_play,True,663586,676664,Austin Riley,JP Sears,1,0,1,3497b73a-60e5-47cd-ac56-f463c8b31fd1,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,0.151,-0.84,0.63,-0.06,0.36,93.1,92.1,81.4,0.256,0.234,0.277,0.21,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-30,717958,Groundout,field_out,True,665923,693821,Esteury Ruiz,Bryce Elder,1,1,0,f0e2803b-3434-436c-860a-a53a63e87ccf,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.286,,0.188,0.21,82.0,96.0,90.0,0.28,,,,,,,,,,,,,,,,,,,,,
4,2023-05-30,717958,Strikeout,strikeout,True,676116,693821,Ryan Noda,Bryce Elder,0,0,0,264cd947-d9cd-4224-829b-dbdd58595a93,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.286,,0.188,0.21,82.0,96.0,90.0,0.28,,,,,,,,,,,,,,,,,,,,,
5,2023-05-30,717958,Walk,walk,False,664913,693821,Seth Brown,Bryce Elder,1,0,0,0212885c-ae67-4849-876a-83beb0b61947,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.286,,0.188,0.21,82.0,96.0,90.0,0.28,,,,,,,,,,,,,,,,,,,,,
6,2023-05-30,717958,Forceout,force_out,True,649557,693821,Aledmys Díaz,Bryce Elder,0,0,1,5503a3f4-43ca-4a35-b430-2141831b24cf,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.286,,0.188,0.21,82.0,96.0,90.0,0.28,,,,,,,,,,,,,,,,,,,,,
7,2023-05-30,717958,Groundout,field_out,True,645277,676664,Ozzie Albies,JP Sears,1,0,0,18af43ad-9685-4772-aa8f-75d0b999b715,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,0.151,-0.84,0.63,-0.06,0.36,93.1,92.1,81.4,0.256,0.234,0.277,0.21,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-05-30,717958,Strikeout,strikeout,True,669221,676664,Sean Murphy,JP Sears,0,0,0,fc9c1566-272c-49b0-b68d-c8ef22e5abff,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,0.151,-0.84,0.63,-0.06,0.36,93.1,92.1,81.4,0.256,0.234,0.277,0.21,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-05-30,717958,Flyout,field_out,True,542303,676664,Marcell Ozuna,JP Sears,0,0,0,1c62b0d3-a06f-4fa2-a6d4-d47e1910b234,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,0.151,-0.84,0.63,-0.06,0.36,93.1,92.1,81.4,0.256,0.234,0.277,0.21,,,,,,,,,,,,,,,,,,,,,,,,,
