,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vFS,vSI,vSL,vCU,CH_ba,SI_ba,FF_ba,CU_ba,FC_ba,SL_ba,FS_ba
0,2023-08-10,717052,Single,single,False,593160,592789,Whit Merrifield,Noah Syndergaard,0,0,0,9e9064c2-c98e-4e7d-8658-107eaae46f7b,592789.0,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,6.5,6.48,88.2,104.0,80.0,99.0,0.8340000000000001,5.68,1.93,10.56,2.23,0.94,0.203,0.43799999999999994,0.147,0.363,0.46799999999999997,87.3,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,87.0,102.0,96.0,88.0,99.0,97.0,85.0,103.0,98.0,43.0,87.0,84.0,0.261,0.18100000000000002,0.126,0.003,0.067,0.141,0.222,0.68,-0.49,1.25,-1.16,-2.33,-0.93,-2.71,92.2,89.5,87.7,92.3,85.0,77.9,0.286,0.363,0.208,0.233,0.333,0.24,
1,2023-08-10,717052,Grounded Into DP,grounded_into_double_play,True,474832,592789,Brandon Belt,Noah Syndergaard,0,0,1,a1d8eb99-8ffb-4710-bc01-9f8e5243d749,592789.0,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,6.5,6.48,88.2,104.0,80.0,99.0,0.8340000000000001,5.68,1.93,10.56,2.23,0.94,0.203,0.43799999999999994,0.147,0.363,0.46799999999999997,87.3,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,87.0,102.0,96.0,88.0,99.0,97.0,85.0,103.0,98.0,43.0,87.0,84.0,0.261,0.18100000000000002,0.126,0.003,0.067,0.141,0.222,0.68,-0.49,1.25,-1.16,-2.33,-0.93,-2.71,92.2,89.5,87.7,92.3,85.0,77.9,0.286,0.363,0.208,0.233,0.333,0.24,
2,2023-08-10,717052,Double,double,False,665489,592789,Vladimir Guerrero Jr.,Noah Syndergaard,1,0,0,f8b5b800-a395-439b-9c3d-49a64b669142,592789.0,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,6.5,6.48,88.2,104.0,80.0,99.0,0.8340000000000001,5.68,1.93,10.56,2.23,0.94,0.203,0.43799999999999994,0.147,0.363,0.46799999999999997,87.3,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,87.0,102.0,96.0,88.0,99.0,97.0,85.0,103.0,98.0,43.0,87.0,84.0,0.261,0.18100000000000002,0.126,0.003,0.067,0.141,0.222,0.68,-0.49,1.25,-1.16,-2.33,-0.93,-2.71,92.2,89.5,87.7,92.3,85.0,77.9,0.286,0.363,0.208,0.233,0.333,0.24,
3,2023-08-10,717052,Single,single,False,543807,592789,George Springer,Noah Syndergaard,0,0,0,5e705296-138c-4ab6-a109-1a1355f1b006,592789.0,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,6.5,6.48,88.2,104.0,80.0,99.0,0.8340000000000001,5.68,1.93,10.56,2.23,0.94,0.203,0.43799999999999994,0.147,0.363,0.46799999999999997,87.3,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,87.0,102.0,96.0,88.0,99.0,97.0,85.0,103.0,98.0,43.0,87.0,84.0,0.261,0.18100000000000002,0.126,0.003,0.067,0.141,0.222,0.68,-0.49,1.25,-1.16,-2.33,-0.93,-2.71,92.2,89.5,87.7,92.3,85.0,77.9,0.286,0.363,0.208,0.233,0.333,0.24,
4,2023-08-10,717052,Strikeout,strikeout,True,656305,592789,Matt Chapman,Noah Syndergaard,0,0,0,da77cf3b-979e-4535-a15a-4537e45ac57d,592789.0,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,6.5,6.48,88.2,104.0,80.0,99.0,0.8340000000000001,5.68,1.93,10.56,2.23,0.94,0.203,0.43799999999999994,0.147,0.363,0.46799999999999997,87.3,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,87.0,102.0,96.0,88.0,99.0,97.0,85.0,103.0,98.0,43.0,87.0,84.0,0.261,0.18100000000000002,0.126,0.003,0.067,0.141,0.222,0.68,-0.49,1.25,-1.16,-2.33,-0.93,-2.71,92.2,89.5,87.7,92.3,85.0,77.9,0.286,0.363,0.208,0.233,0.333,0.24,
5,2023-08-10,717052,Groundout,field_out,True,677587,666201,Brayan Rocchio,Alek Manoah,0,0,0,99983f8d-8630-4299-a7a4-65bdf79e79ab,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,,,,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,,,,,,,0.282,0.29,,,0.3,,0.128,-2.16,,,0.68,-1.17,,-1.01,92.8,,,92.6,80.8,,0.273,0.25,0.316,,,0.239,
6,2023-08-10,717052,Walk,walk,False,665926,666201,Andrés Giménez,Alek Manoah,1,0,0,7d854d8c-ba85-492a-9354-6ab756d3f3dc,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,,,,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,,,,,,,0.282,0.29,,,0.3,,0.128,-2.16,,,0.68,-1.17,,-1.01,92.8,,,92.6,80.8,,0.273,0.25,0.316,,,0.239,
7,2023-08-10,717052,Strikeout,strikeout,True,608070,666201,José Ramírez,Alek Manoah,0,0,1,05d73d98-5c5f-4abd-a1fe-79db9aa3cb1f,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,,,,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,,,,,,,0.282,0.29,,,0.3,,0.128,-2.16,,,0.68,-1.17,,-1.01,92.8,,,92.6,80.8,,0.273,0.25,0.316,,,0.239,
8,2023-08-10,717052,Groundout,field_out,True,594777,666201,Kole Calhoun,Alek Manoah,0,0,0,defb3695-2261-4f70-9bb7-95bc6f1978ee,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,,,,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,,,,,,,0.282,0.29,,,0.3,,0.128,-2.16,,,0.68,-1.17,,-1.01,92.8,,,92.6,80.8,,0.273,0.25,0.316,,,0.239,
9,2023-08-10,717052,Walk,walk,False,643376,592789,Danny Jansen,Noah Syndergaard,0,0,0,3b86c164-cc3f-4d9a-903a-fcdc407f1ccd,592789.0,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,6.5,6.48,88.2,104.0,80.0,99.0,0.8340000000000001,5.68,1.93,10.56,2.23,0.94,0.203,0.43799999999999994,0.147,0.363,0.46799999999999997,87.3,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,87.0,102.0,96.0,88.0,99.0,97.0,85.0,103.0,98.0,43.0,87.0,84.0,0.261,0.18100000000000002,0.126,0.003,0.067,0.141,0.222,0.68,-0.49,1.25,-1.16,-2.33,-0.93,-2.71,92.2,89.5,87.7,92.3,85.0,77.9,0.286,0.363,0.208,0.233,0.333,0.24,
