,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vFS,vSI,vCU,SI_ba,FC_ba,FS_ba,CU_ba,CH_ba,FF_ba,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SL%,KC%,wSL/C,wKC/C,vSL,vKC,SL_ba,ST_ba
0,2023-04-24,718448,Groundout,field_out,True,453568,615698,Charlie Blackmon,Cal Quantrill,0,0,0,8d7aeec4-8648-4eda-8602-857211879d6c,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,103.0,94.0,93.0,113.0,104.0,104.0,0.41600000000000004,0.01,0.24100000000000002,0.12300000000000001,0.109,0.10099999999999999,-2.44,-0.89,-1.13,0.18,1.28,-2.42,93.8,88.1,86.8,93.7,82.0,0.277,0.33,0.241,0.188,0.344,0.333,,,,,,,,,,,,,,
1,2023-04-24,718448,Home Run,home_run,False,595777,615698,Jurickson Profar,Cal Quantrill,1,0,0,1771e1b0-afdf-4845-bab9-3808110e8def,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,103.0,94.0,93.0,113.0,104.0,104.0,0.41600000000000004,0.01,0.24100000000000002,0.12300000000000001,0.109,0.10099999999999999,-2.44,-0.89,-1.13,0.18,1.28,-2.42,93.8,88.1,86.8,93.7,82.0,0.277,0.33,0.241,0.188,0.344,0.333,,,,,,,,,,,,,,
2,2023-04-24,718448,Single,single,False,592178,615698,Kris Bryant,Cal Quantrill,0,0,0,e7ba7a2e-558b-4d10-8663-1d38acbd792a,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,103.0,94.0,93.0,113.0,104.0,104.0,0.41600000000000004,0.01,0.24100000000000002,0.12300000000000001,0.109,0.10099999999999999,-2.44,-0.89,-1.13,0.18,1.28,-2.42,93.8,88.1,86.8,93.7,82.0,0.277,0.33,0.241,0.188,0.344,0.333,,,,,,,,,,,,,,
3,2023-04-24,718448,Pop Out,field_out,True,543068,615698,C.J. Cron,Cal Quantrill,0,0,0,fde07d95-8ef7-4dd9-b8d5-59609dd47307,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,103.0,94.0,93.0,113.0,104.0,104.0,0.41600000000000004,0.01,0.24100000000000002,0.12300000000000001,0.109,0.10099999999999999,-2.44,-0.89,-1.13,0.18,1.28,-2.42,93.8,88.1,86.8,93.7,82.0,0.277,0.33,0.241,0.188,0.344,0.333,,,,,,,,,,,,,,
4,2023-04-24,718448,Groundout,field_out,True,553869,615698,Elias Díaz,Cal Quantrill,1,1,0,614e8327-2256-4efa-859c-682a13b9d427,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,103.0,94.0,93.0,113.0,104.0,104.0,0.41600000000000004,0.01,0.24100000000000002,0.12300000000000001,0.109,0.10099999999999999,-2.44,-0.89,-1.13,0.18,1.28,-2.42,93.8,88.1,86.8,93.7,82.0,0.277,0.33,0.241,0.188,0.344,0.333,,,,,,,,,,,,,,
5,2023-04-24,718448,Double,double,False,680757,596295,Steven Kwan,Austin Gomber,0,0,0,91b169d4-0339-4418-9b4f-f324efa15881,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,,,,68.0,97.0,85.0,66.0,7.0,2.0,,,,,,,0.012,0.439,,,,0.18100000000000002,-1.99,,,-5.34,,-0.07,90.6,,,90.8,,0.4,,,0.226,0.296,0.344,93.0,98.0,102.0,90.0,103.0,104.0,0.201,0.168,0.96,-0.75,84.8,77.6,0.275,
6,2023-04-24,718448,Groundout,field_out,True,642708,596295,Amed Rosario,Austin Gomber,0,0,1,07a2ee58-c6dd-403d-883b-cbc5e11380d3,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,,,,68.0,97.0,85.0,66.0,7.0,2.0,,,,,,,0.012,0.439,,,,0.18100000000000002,-1.99,,,-5.34,,-0.07,90.6,,,90.8,,0.4,,,0.226,0.296,0.344,93.0,98.0,102.0,90.0,103.0,104.0,0.201,0.168,0.96,-0.75,84.8,77.6,0.275,
7,2023-04-24,718448,Groundout,field_out,True,608070,596295,José Ramírez,Austin Gomber,1,0,0,a6e830c6-0260-4b68-a143-19dd175c2fd3,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,,,,68.0,97.0,85.0,66.0,7.0,2.0,,,,,,,0.012,0.439,,,,0.18100000000000002,-1.99,,,-5.34,,-0.07,90.6,,,90.8,,0.4,,,0.226,0.296,0.344,93.0,98.0,102.0,90.0,103.0,104.0,0.201,0.168,0.96,-0.75,84.8,77.6,0.275,
8,2023-04-24,718448,Walk,walk,False,605137,596295,Josh Bell,Austin Gomber,0,0,0,c3814dd2-38c6-4eb4-90ee-78b95b5c4281,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,,,,68.0,97.0,85.0,66.0,7.0,2.0,,,,,,,0.012,0.439,,,,0.18100000000000002,-1.99,,,-5.34,,-0.07,90.6,,,90.8,,0.4,,,0.226,0.296,0.344,93.0,98.0,102.0,90.0,103.0,104.0,0.201,0.168,0.96,-0.75,84.8,77.6,0.275,
9,2023-04-24,718448,Forceout,force_out,True,665926,596295,Andrés Giménez,Austin Gomber,0,0,1,75600491-1289-4990-a9a1-24712f35317c,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,,,,68.0,97.0,85.0,66.0,7.0,2.0,,,,,,,0.012,0.439,,,,0.18100000000000002,-1.99,,,-5.34,,-0.07,90.6,,,90.8,,0.4,,,0.226,0.296,0.344,93.0,98.0,102.0,90.0,103.0,104.0,0.201,0.168,0.96,-0.75,84.8,77.6,0.275,
