,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,CH_ba,SI_ba,ST_ba,FF_ba,Stf+ CU,Loc+ CU,Pit+ CU,FS%,CU%,wFS/C,wCU/C,vFS,vCU,SL_ba,CU_ba,FS_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba
0,2023-08-02,717164,Single,single,False,672695,657277,Geraldo Perdomo,Logan Webb,0,0,0,76775451-81d0-46c6-8a32-bac0f8a34e9f,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037000000000000005,0.212,0.41600000000000004,-1.37,0.31,0.11,2.18,92.6,92.3,84.3,0.225,0.313,0.208,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-02,717164,Strikeout,strikeout,True,606466,657277,Ketel Marte,Logan Webb,0,0,1,fcb6945f-6977-4209-8e3a-c16915a779f1,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037000000000000005,0.212,0.41600000000000004,-1.37,0.31,0.11,2.18,92.6,92.3,84.3,0.225,0.313,0.208,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-02,717164,Groundout,field_out,True,682998,657277,Corbin Carroll,Logan Webb,1,0,1,64531535-982d-4377-8769-d39a5ae452a0,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037000000000000005,0.212,0.41600000000000004,-1.37,0.31,0.11,2.18,92.6,92.3,84.3,0.225,0.313,0.208,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-02,717164,Double,double,False,666971,657277,Lourdes Gurriel Jr.,Logan Webb,0,0,0,8e6d6098-9ce9-40af-80c8-6b96b1b48818,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037000000000000005,0.212,0.41600000000000004,-1.37,0.31,0.11,2.18,92.6,92.3,84.3,0.225,0.313,0.208,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-08-02,717164,Single,single,True,607054,657277,Jace Peterson,Logan Webb,0,0,1,fbaec190-32ac-44df-8360-031d32af6ac4,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037000000000000005,0.212,0.41600000000000004,-1.37,0.31,0.11,2.18,92.6,92.3,84.3,0.225,0.313,0.208,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-08-02,717164,Strikeout,strikeout,True,664774,677944,LaMonte Wade Jr.,Slade Cecconi,0,0,0,2a50b238-0cf7-42ae-ada4-3c94ed25318a,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,4.33,4.77,27.0,99.0,96.0,99.0,0.8420000000000001,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.11800000000000001,0.376,0.483,81.7,102.0,78.0,85.0,90.0,103.0,98.0,,,,111.0,98.0,103.0,,0.586,0.27,0.013999999999999999,0.54,,0.2,-1.94,94.1,,83.0,,,,0.265,87.0,94.0,101.0,0.031,0.098,-12.1,-1.57,80.8,73.2,0.2,0.375,0.333,,,,,,,,,,,,,,,,
6,2023-08-02,717164,Walk,walk,False,624424,677944,Michael Conforto,Slade Cecconi,0,0,0,a53b6571-0e3e-4690-9939-3e5b554118d7,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,4.33,4.77,27.0,99.0,96.0,99.0,0.8420000000000001,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.11800000000000001,0.376,0.483,81.7,102.0,78.0,85.0,90.0,103.0,98.0,,,,111.0,98.0,103.0,,0.586,0.27,0.013999999999999999,0.54,,0.2,-1.94,94.1,,83.0,,,,0.265,87.0,94.0,101.0,0.031,0.098,-12.1,-1.57,80.8,73.2,0.2,0.375,0.333,,,,,,,,,,,,,,,,
7,2023-08-02,717164,Strikeout,strikeout,True,527038,677944,Wilmer Flores,Slade Cecconi,0,0,0,3a3a322f-8944-4ef1-8d71-a126479cf2e8,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,4.33,4.77,27.0,99.0,96.0,99.0,0.8420000000000001,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.11800000000000001,0.376,0.483,81.7,102.0,78.0,85.0,90.0,103.0,98.0,,,,111.0,98.0,103.0,,0.586,0.27,0.013999999999999999,0.54,,0.2,-1.94,94.1,,83.0,,,,0.265,87.0,94.0,101.0,0.031,0.098,-12.1,-1.57,80.8,73.2,0.2,0.375,0.333,,,,,,,,,,,,,,,,
8,2023-08-02,717164,Flyout,field_out,True,592626,677944,Joc Pederson,Slade Cecconi,0,0,0,e4e783ed-9bf7-4fe1-bc44-28af38a3e450,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,4.33,4.77,27.0,99.0,96.0,99.0,0.8420000000000001,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.11800000000000001,0.376,0.483,81.7,102.0,78.0,85.0,90.0,103.0,98.0,,,,111.0,98.0,103.0,,0.586,0.27,0.013999999999999999,0.54,,0.2,-1.94,94.1,,83.0,,,,0.265,87.0,94.0,101.0,0.031,0.098,-12.1,-1.57,80.8,73.2,0.2,0.375,0.333,,,,,,,,,,,,,,,,
9,2023-08-02,717164,Groundout,field_out,True,664983,657277,Jake McCarthy,Logan Webb,1,0,0,43d5f90b-169d-4edb-b097-c6c674f1dcb5,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037000000000000005,0.212,0.41600000000000004,-1.37,0.31,0.11,2.18,92.6,92.3,84.3,0.225,0.313,0.208,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
