,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,SL_ba,SI_ba,FF_ba,CH_ba,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vFC,vSI,vSL,vCU,vKC,FC_ba,CU_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-05-22,718075,Groundout,field_out,True,543760,682847,Marcus Semien,Luis L. Ortiz,1,0,0,6f0979ea-8faa-46e6-87ae-030b20365476,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-22,718075,Strikeout,strikeout,True,608369,682847,Corey Seager,Luis L. Ortiz,0,0,0,b278e331-2ea0-4def-b6f5-72f9d9df944d,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-22,718075,Single,single,False,663993,682847,Nathaniel Lowe,Luis L. Ortiz,0,0,0,073e293d-9a89-4b5c-94d7-e9328cf1d195,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-22,718075,Groundout,field_out,True,666969,682847,Adolis García,Luis L. Ortiz,1,0,0,fd99082f-619d-401b-93c2-e55baf3a5418,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-05-22,718075,Single,single,False,457705,641540,Andrew McCutchen,Dane Dunning,0,0,0,1e37cf0b-38d4-4dd8-b250-802c3581ad88,641540.0,danedunning,Dunning,Right,Dane Dunning,0.212,0.246,0.294,0.301,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,90.0,100.0,95.0,0.331,0.032,0.2,0.23399999999999999,0.016,0.032,0.156,-3.75,0.82,1.37,0.14,-3.56,-0.43,-0.87,90.5,88.9,91.0,82.1,78.1,77.5,0.258,0.25,,,,,,,,
5,2023-05-22,718075,Flyout,field_out,True,668804,641540,Bryan Reynolds,Dane Dunning,0,0,0,0ac2e9bd-d7d2-4f69-ad3a-ae5e649024a1,641540.0,danedunning,Dunning,Right,Dane Dunning,0.212,0.246,0.294,0.301,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,90.0,100.0,95.0,0.331,0.032,0.2,0.23399999999999999,0.016,0.032,0.156,-3.75,0.82,1.37,0.14,-3.56,-0.43,-0.87,90.5,88.9,91.0,82.1,78.1,77.5,0.258,0.25,,,,,,,,
6,2023-05-22,718075,Single,single,False,669261,641540,Jack Suwinski,Dane Dunning,0,0,1,3537a225-efd4-47c1-8f3e-3a4598780363,641540.0,danedunning,Dunning,Right,Dane Dunning,0.212,0.246,0.294,0.301,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,90.0,100.0,95.0,0.331,0.032,0.2,0.23399999999999999,0.016,0.032,0.156,-3.75,0.82,1.37,0.14,-3.56,-0.43,-0.87,90.5,88.9,91.0,82.1,78.1,77.5,0.258,0.25,,,,,,,,
7,2023-05-22,718075,Strikeout,strikeout,True,467793,641540,Carlos Santana,Dane Dunning,0,0,0,c92c97f9-14bb-4df5-ae2e-816d69cd9af1,641540.0,danedunning,Dunning,Right,Dane Dunning,0.212,0.246,0.294,0.301,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,90.0,100.0,95.0,0.331,0.032,0.2,0.23399999999999999,0.016,0.032,0.156,-3.75,0.82,1.37,0.14,-3.56,-0.43,-0.87,90.5,88.9,91.0,82.1,78.1,77.5,0.258,0.25,,,,,,,,
8,2023-05-22,718075,Caught Stealing Home,caught_stealing_home,True,663647,641540,Ke'Bryan Hayes,Dane Dunning,1,1,1,a2b66f9d-8c64-40ee-94b9-44a7f508472f,641540.0,danedunning,Dunning,Right,Dane Dunning,0.212,0.246,0.294,0.301,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,90.0,100.0,95.0,0.331,0.032,0.2,0.23399999999999999,0.016,0.032,0.156,-3.75,0.82,1.37,0.14,-3.56,-0.43,-0.87,90.5,88.9,91.0,82.1,78.1,77.5,0.258,0.25,,,,,,,,
9,2023-05-22,718075,Single,single,False,673962,682847,Josh Jung,Luis L. Ortiz,0,0,0,55cfcfcd-5af4-48a3-9609-63def0c3eb85,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
