,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,KC%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vSI,vSL,vCU,vKC,SI_ba,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,FC_ba
0,2023-07-27,717238,Strikeout,strikeout,True,643565,571945,Mike Tauchman,Miles Mikolas,0,0,0,71839af3-7c2f-48bb-88be-390740a9a56b,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,
1,2023-07-27,717238,Flyout,field_out,True,663538,571945,Nico Hoerner,Miles Mikolas,0,0,0,32710837-8491-41a3-b27e-ed06110aa554,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,
2,2023-07-27,717238,Hit By Pitch,hit_by_pitch,False,664023,571945,Ian Happ,Miles Mikolas,0,0,0,60fe88d4-37f2-46d9-a6e5-aa912c0555fe,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,
3,2023-07-27,717238,Single,single,False,641355,641712,Cody Bellinger,Dakota Hudson,1,0,1,cf5ff06b-ab35-4b27-8939-d3684e99fed3,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,4.98,6.0,81.1,96.0,94.0,91.0,0.818,4.98,3.76,9.74,1.0,1.89,0.16,0.461,0.141,0.349,0.419,84.4,85.0,66.0,62.0,81.0,103.0,96.0,81.0,99.0,88.0,81.0,97.0,87.0,120.0,95.0,100.0,0.377,0.222,0.321,0.055,,0.024,0.43,0.04,-0.76,-0.31,,-4.54,91.1,91.6,85.1,81.4,,0.308,0.281,0.258,0.25,0.2,,,,,,,,
4,2023-07-27,717238,Walk,walk,False,673548,641712,Seiya Suzuki,Dakota Hudson,0,0,1,ee33d0f3-9b6d-433f-9a32-d9cae35229dd,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,4.98,6.0,81.1,96.0,94.0,91.0,0.818,4.98,3.76,9.74,1.0,1.89,0.16,0.461,0.141,0.349,0.419,84.4,85.0,66.0,62.0,81.0,103.0,96.0,81.0,99.0,88.0,81.0,97.0,87.0,120.0,95.0,100.0,0.377,0.222,0.321,0.055,,0.024,0.43,0.04,-0.76,-0.31,,-4.54,91.1,91.6,85.1,81.4,,0.308,0.281,0.258,0.25,0.2,,,,,,,,
5,2023-07-27,717238,Walk,walk,False,621020,641712,Dansby Swanson,Dakota Hudson,0,0,1,931ff709-4d5f-4143-ae71-71df71ec0cc6,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,4.98,6.0,81.1,96.0,94.0,91.0,0.818,4.98,3.76,9.74,1.0,1.89,0.16,0.461,0.141,0.349,0.419,84.4,85.0,66.0,62.0,81.0,103.0,96.0,81.0,99.0,88.0,81.0,97.0,87.0,120.0,95.0,100.0,0.377,0.222,0.321,0.055,,0.024,0.43,0.04,-0.76,-0.31,,-4.54,91.1,91.6,85.1,81.4,,0.308,0.281,0.258,0.25,0.2,,,,,,,,
6,2023-07-27,717238,Double,double,False,666624,641712,Christopher Morel,Dakota Hudson,0,0,1,12a798b7-a176-45b8-8263-c113491b03bd,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,4.98,6.0,81.1,96.0,94.0,91.0,0.818,4.98,3.76,9.74,1.0,1.89,0.16,0.461,0.141,0.349,0.419,84.4,85.0,66.0,62.0,81.0,103.0,96.0,81.0,99.0,88.0,81.0,97.0,87.0,120.0,95.0,100.0,0.377,0.222,0.321,0.055,,0.024,0.43,0.04,-0.76,-0.31,,-4.54,91.1,91.6,85.1,81.4,,0.308,0.281,0.258,0.25,0.2,,,,,,,,
7,2023-07-27,717238,Groundout,field_out,True,543228,641712,Yan Gomes,Dakota Hudson,1,1,0,b7a3edaa-cdbd-402d-a668-7b0062d1ec19,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,4.98,6.0,81.1,96.0,94.0,91.0,0.818,4.98,3.76,9.74,1.0,1.89,0.16,0.461,0.141,0.349,0.419,84.4,85.0,66.0,62.0,81.0,103.0,96.0,81.0,99.0,88.0,81.0,97.0,87.0,120.0,95.0,100.0,0.377,0.222,0.321,0.055,,0.024,0.43,0.04,-0.76,-0.31,,-4.54,91.1,91.6,85.1,81.4,,0.308,0.281,0.258,0.25,0.2,,,,,,,,
8,2023-07-27,717238,Groundout,field_out,True,680977,657006,Brendan Donovan,Justin Steele,0,0,0,b51d777c-2cd8-40f7-be4a-970ca561e5a7,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,0.018000000000000002,0.626,0.33899999999999997,0.006,,0.01,0.67,0.89,0.54,2.44,,-1.94,91.8,92.2,83.3,80.7,,0.25,0.275,0.217,0.0,0.4,,,,,,,,
9,2023-07-27,717238,Strikeout,strikeout,True,502671,657006,Paul Goldschmidt,Justin Steele,0,0,0,ead1fda2-bfd0-4202-9e56-37cf268d56de,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,0.018000000000000002,0.626,0.33899999999999997,0.006,,0.01,0.67,0.89,0.54,2.44,,-1.94,91.8,92.2,83.3,80.7,,0.25,0.275,0.217,0.0,0.4,,,,,,,,
