,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SI_ba,SV_ba,FC_ba,FF_ba,FS_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,CH_ba,ST_ba,CU_ba
0,2023-07-31,717188,Strikeout,strikeout,True,682829,573186,Elly De La Cruz,Marcus Stroman,0,0,0,ca5fb5dc-99b4-46e1-9886-45aab6f1df79,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,105.0,96.0,98.0,46.0,95.0,91.0,0.46399999999999997,0.08199999999999999,0.096,0.077,0.051,0.23,0.34,0.96,0.12,1.08,-0.41,0.34,92.0,89.7,86.6,91.4,86.1,84.6,0.245,0.24,0.26,0.154,0.205,0.184,,,,,,,,,
1,2023-07-31,717188,Groundout,field_out,True,670770,573186,TJ Friedl,Marcus Stroman,0,0,0,4f93327d-d21b-48ba-b9a2-4a56603d2d17,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,105.0,96.0,98.0,46.0,95.0,91.0,0.46399999999999997,0.08199999999999999,0.096,0.077,0.051,0.23,0.34,0.96,0.12,1.08,-0.41,0.34,92.0,89.7,86.6,91.4,86.1,84.6,0.245,0.24,0.26,0.154,0.205,0.184,,,,,,,,,
2,2023-07-31,717188,Strikeout,strikeout,True,680574,573186,Matt McLain,Marcus Stroman,0,0,0,f7ce32fc-c2e3-41ca-974f-15cb4490b61c,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,105.0,96.0,98.0,46.0,95.0,91.0,0.46399999999999997,0.08199999999999999,0.096,0.077,0.051,0.23,0.34,0.96,0.12,1.08,-0.41,0.34,92.0,89.7,86.6,91.4,86.1,84.6,0.245,0.24,0.26,0.154,0.205,0.184,,,,,,,,,
3,2023-07-31,717188,Double,double,False,663538,671096,Nico Hoerner,Andrew Abbott,0,0,0,45a175ff-20e8-4523-97e9-e427d9b6e79a,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,99.0,103.0,103.0,81.0,99.0,91.0,,,,106.0,107.0,113.0,,,,,,,,0.501,,,0.165,0.171,-0.02,,,,1.61,-2.27,92.7,,,,82.9,80.9,,,,0.249,,,86.6,72.0,96.0,91.0,0.163,0.99,0.203,0.174,0.367
4,2023-07-31,717188,Flyout,field_out,True,673548,671096,Seiya Suzuki,Andrew Abbott,0,0,0,5965926d-2d09-4590-bb0b-f63e1664c39f,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,99.0,103.0,103.0,81.0,99.0,91.0,,,,106.0,107.0,113.0,,,,,,,,0.501,,,0.165,0.171,-0.02,,,,1.61,-2.27,92.7,,,,82.9,80.9,,,,0.249,,,86.6,72.0,96.0,91.0,0.163,0.99,0.203,0.174,0.367
5,2023-07-31,717188,Lineout,field_out,True,664023,671096,Ian Happ,Andrew Abbott,1,0,0,85015856-4312-459f-9145-334b222661a9,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,99.0,103.0,103.0,81.0,99.0,91.0,,,,106.0,107.0,113.0,,,,,,,,0.501,,,0.165,0.171,-0.02,,,,1.61,-2.27,92.7,,,,82.9,80.9,,,,0.249,,,86.6,72.0,96.0,91.0,0.163,0.99,0.203,0.174,0.367
6,2023-07-31,717188,Strikeout,strikeout,True,641355,671096,Cody Bellinger,Andrew Abbott,0,0,0,afcb265d-7bda-4a24-a487-0efee4c41822,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,99.0,103.0,103.0,81.0,99.0,91.0,,,,106.0,107.0,113.0,,,,,,,,0.501,,,0.165,0.171,-0.02,,,,1.61,-2.27,92.7,,,,82.9,80.9,,,,0.249,,,86.6,72.0,96.0,91.0,0.163,0.99,0.203,0.174,0.367
7,2023-07-31,717188,Flyout,field_out,True,641584,573186,Jake Fraley,Marcus Stroman,0,0,0,3d31321e-2e4f-4d18-8dbc-bb3c04abe851,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,105.0,96.0,98.0,46.0,95.0,91.0,0.46399999999999997,0.08199999999999999,0.096,0.077,0.051,0.23,0.34,0.96,0.12,1.08,-0.41,0.34,92.0,89.7,86.6,91.4,86.1,84.6,0.245,0.24,0.26,0.154,0.205,0.184,,,,,,,,,
8,2023-07-31,717188,Groundout,field_out,True,668715,573186,Spencer Steer,Marcus Stroman,0,0,0,40022f9a-4e2f-440c-9e17-2898a86f2721,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,105.0,96.0,98.0,46.0,95.0,91.0,0.46399999999999997,0.08199999999999999,0.096,0.077,0.051,0.23,0.34,0.96,0.12,1.08,-0.41,0.34,92.0,89.7,86.6,91.4,86.1,84.6,0.245,0.24,0.26,0.154,0.205,0.184,,,,,,,,,
9,2023-07-31,717188,Single,single,False,458015,573186,Joey Votto,Marcus Stroman,0,0,0,e7e3ba43-4ca4-4661-bfcb-673a4d397acf,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,105.0,96.0,98.0,46.0,95.0,91.0,0.46399999999999997,0.08199999999999999,0.096,0.077,0.051,0.23,0.34,0.96,0.12,1.08,-0.41,0.34,92.0,89.7,86.6,91.4,86.1,84.6,0.245,0.24,0.26,0.154,0.205,0.184,,,,,,,,,
