,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,SI_ba,SL_ba,FF_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-05-15,718167,Single,single,False,607043,571578,Brandon Nimmo,Patrick Corbin,1,0,0,524c2ba0-c7dd-45c6-a486-bbad55315625,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,81.2,66.0,101.0,96.0,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,0.41700000000000004,0.16899999999999998,0.35,0.064,-0.69,-0.89,-0.51,-2.07,91.8,92.1,80.5,0.32,0.233,0.327,0.29,,,,,,,,,,,,,,,,,,,,,
1,2023-05-15,718167,Flyout,field_out,True,596019,571578,Francisco Lindor,Patrick Corbin,0,0,0,3d47544d-42d7-478b-863a-91b93c18bcf6,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,81.2,66.0,101.0,96.0,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,0.41700000000000004,0.16899999999999998,0.35,0.064,-0.69,-0.89,-0.51,-2.07,91.8,92.1,80.5,0.32,0.233,0.327,0.29,,,,,,,,,,,,,,,,,,,,,
2,2023-05-15,718167,Grounded Into DP,grounded_into_double_play,True,624413,571578,Pete Alonso,Patrick Corbin,1,0,1,792b3b96-21c4-4388-9a55-6e4c55fe157b,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,81.2,66.0,101.0,96.0,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,0.41700000000000004,0.16899999999999998,0.35,0.064,-0.69,-0.89,-0.51,-2.07,91.8,92.1,80.5,0.32,0.233,0.327,0.29,,,,,,,,,,,,,,,,,,,,,
3,2023-05-15,718167,Double,double,False,657041,656849,Lane Thomas,David Peterson,0,0,0,80c53049-437d-4e75-9609-a8c097cdb67e,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,0.253,0.273,0.19699999999999998,0.18899999999999997,-0.83,0.66,-2.58,-1.35,92.7,91.5,85.3,0.314,0.268,0.287,0.325,89.0,97.0,99.0,0.08800000000000001,2.63,78.6,0.2,,,,,,,,,,,,,,
4,2023-05-15,718167,Lineout,field_out,True,671277,656849,Luis García Jr.,David Peterson,0,0,1,e2f2fd01-4ab7-47bb-93bd-5f906be85a7d,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,0.253,0.273,0.19699999999999998,0.18899999999999997,-0.83,0.66,-2.58,-1.35,92.7,91.5,85.3,0.314,0.268,0.287,0.325,89.0,97.0,99.0,0.08800000000000001,2.63,78.6,0.2,,,,,,,,,,,,,,
5,2023-05-15,718167,Double,double,False,608841,656849,Joey Meneses,David Peterson,0,0,1,2bec844d-a762-4f7a-9af8-527a2172e76d,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,0.253,0.273,0.19699999999999998,0.18899999999999997,-0.83,0.66,-2.58,-1.35,92.7,91.5,85.3,0.314,0.268,0.287,0.325,89.0,97.0,99.0,0.08800000000000001,2.63,78.6,0.2,,,,,,,,,,,,,,
6,2023-05-15,718167,Groundout,field_out,True,660688,656849,Keibert Ruiz,David Peterson,1,1,1,eed5acf2-27f0-476f-9151-460fe483a8c5,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,0.253,0.273,0.19699999999999998,0.18899999999999997,-0.83,0.66,-2.58,-1.35,92.7,91.5,85.3,0.314,0.268,0.287,0.325,89.0,97.0,99.0,0.08800000000000001,2.63,78.6,0.2,,,,,,,,,,,,,,
7,2023-05-15,718167,Strikeout,strikeout,True,669743,656849,Alex Call,David Peterson,0,0,0,9ca349a1-8267-48b3-855c-dc0a5586cc8c,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,0.253,0.273,0.19699999999999998,0.18899999999999997,-0.83,0.66,-2.58,-1.35,92.7,91.5,85.3,0.314,0.268,0.287,0.325,89.0,97.0,99.0,0.08800000000000001,2.63,78.6,0.2,,,,,,,,,,,,,,
8,2023-05-15,718167,Flyout,field_out,True,502054,571578,Tommy Pham,Patrick Corbin,1,0,0,5ad3a7a2-5c61-4d0e-b8e0-2f9e429d126e,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,81.2,66.0,101.0,96.0,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,0.41700000000000004,0.16899999999999998,0.35,0.064,-0.69,-0.89,-0.51,-2.07,91.8,92.1,80.5,0.32,0.233,0.327,0.29,,,,,,,,,,,,,,,,,,,,,
9,2023-05-15,718167,Flyout,field_out,True,592192,571578,Mark Canha,Patrick Corbin,0,0,0,ecfee19e-cbb2-4740-bd66-296f015415a7,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,81.2,66.0,101.0,96.0,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,0.41700000000000004,0.16899999999999998,0.35,0.064,-0.69,-0.89,-0.51,-2.07,91.8,92.1,80.5,0.32,0.233,0.327,0.29,,,,,,,,,,,,,,,,,,,,,
