,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FS_ba,SL_ba,CU_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vSI,SI_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,FC_ba
0,2023-05-30,717957,Walk,walk,False,657041,664062,Lane Thomas,Tony Gonsolin,1,0,0,1759e032-d668-4dba-8b89-553d4593ac5c,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,120.0,98.0,106.0,0.395,0.272,0.183,0.151,1.42,0.21,-0.82,-2.12,92.4,83.0,86.8,80.9,0.221,0.181,0.268,0.313,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-30,717957,Groundout,field_out,True,671277,664062,Luis García Jr.,Tony Gonsolin,1,0,1,866fc87d-4dd1-4949-8c79-35b529c7e56b,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,120.0,98.0,106.0,0.395,0.272,0.183,0.151,1.42,0.21,-0.82,-2.12,92.4,83.0,86.8,80.9,0.221,0.181,0.268,0.313,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-30,717957,Flyout,field_out,True,600869,664062,Jeimer Candelario,Tony Gonsolin,0,0,0,5507a800-e96e-467c-9f71-adfc2627bf8d,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,120.0,98.0,106.0,0.395,0.272,0.183,0.151,1.42,0.21,-0.82,-2.12,92.4,83.0,86.8,80.9,0.221,0.181,0.268,0.313,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-30,717957,Groundout,field_out,True,608841,664062,Joey Meneses,Tony Gonsolin,0,0,0,70ebc1cc-9769-459a-9ec2-81d29cda29df,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,120.0,98.0,106.0,0.395,0.272,0.183,0.151,1.42,0.21,-0.82,-2.12,92.4,83.0,86.8,80.9,0.221,0.181,0.268,0.313,,,,,,,,,,,,,,,,,,,,,,
4,2023-05-30,717957,Single,single,False,605141,663623,Mookie Betts,Jake Irvin,1,1,0,d3ce69fc-3cb7-42aa-978c-6366ba4ab5c0,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,110.0,100.0,103.0,92.0,100.0,94.0,,,,,,,0.35600000000000004,,,0.306,-0.01,,,0.08,94.5,,,80.9,0.208,,,0.197,87.8,78.0,99.0,95.0,101.0,101.0,98.0,0.287,0.051,-0.75,1.21,93.9,0.348,0.25,,,,,,,,
5,2023-05-30,717957,Flyout,field_out,True,518692,663623,Freddie Freeman,Jake Irvin,1,0,0,a7fe8403-3238-4132-9cb5-8051e0b7c8d0,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,110.0,100.0,103.0,92.0,100.0,94.0,,,,,,,0.35600000000000004,,,0.306,-0.01,,,0.08,94.5,,,80.9,0.208,,,0.197,87.8,78.0,99.0,95.0,101.0,101.0,98.0,0.287,0.051,-0.75,1.21,93.9,0.348,0.25,,,,,,,,
6,2023-05-30,717957,Flyout,field_out,True,571970,663623,Max Muncy,Jake Irvin,0,0,0,3131c26f-18c4-4896-92e8-b83f859a79ca,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,110.0,100.0,103.0,92.0,100.0,94.0,,,,,,,0.35600000000000004,,,0.306,-0.01,,,0.08,94.5,,,80.9,0.208,,,0.197,87.8,78.0,99.0,95.0,101.0,101.0,98.0,0.287,0.051,-0.75,1.21,93.9,0.348,0.25,,,,,,,,
7,2023-05-30,717957,Strikeout,strikeout,True,502110,663623,J.D. Martinez,Jake Irvin,0,0,0,1bd9b8ca-134a-4b2f-b013-9b81ec720e56,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,110.0,100.0,103.0,92.0,100.0,94.0,,,,,,,0.35600000000000004,,,0.306,-0.01,,,0.08,94.5,,,80.9,0.208,,,0.197,87.8,78.0,99.0,95.0,101.0,101.0,98.0,0.287,0.051,-0.75,1.21,93.9,0.348,0.25,,,,,,,,
8,2023-05-30,717957,Groundout,field_out,True,642086,664062,Dominic Smith,Tony Gonsolin,0,0,0,a0f81d1e-a05f-45e7-90bd-6da587c08d86,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,120.0,98.0,106.0,0.395,0.272,0.183,0.151,1.42,0.21,-0.82,-2.12,92.4,83.0,86.8,80.9,0.221,0.181,0.268,0.313,,,,,,,,,,,,,,,,,,,,,,
9,2023-05-30,717957,Groundout,field_out,True,572816,664062,Corey Dickerson,Tony Gonsolin,0,0,0,802897e8-e561-47d9-b2b4-db505fa7b536,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,120.0,98.0,106.0,0.395,0.272,0.183,0.151,1.42,0.21,-0.82,-2.12,92.4,83.0,86.8,80.9,0.221,0.181,0.268,0.313,,,,,,,,,,,,,,,,,,,,,,
10,2023-05-30,717957,Walk,walk,False,660688,664062,Keibert Ruiz,Tony Gonsolin,0,0,0,a4de8345-d80f-452b-8d27-4afe7ad69f00,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,120.0,98.0,106.0,0.395,0.272,0.183,0.151,1.42,0.21,-0.82,-2.12,92.4,83.0,86.8,80.9,0.221,0.181,0.268,0.313,,,,,,,,,,,,,,,,,,,,,,
11,2023-05-30,717957,Flyout,field_out,True,682928,664062,CJ Abrams,Tony Gonsolin,0,0,0,590d98f3-3c54-48cc-ac20-53fe49811948,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,120.0,98.0,106.0,0.395,0.272,0.183,0.151,1.42,0.21,-0.82,-2.12,92.4,83.0,86.8,80.9,0.221,0.181,0.268,0.313,,,,,,,,,,,,,,,,,,,,,,
12,2023-05-30,717957,Home Run,home_run,False,518792,663623,Jason Heyward,Jake Irvin,1,0,0,9fbf9ded-9543-4cba-9831-f4b13b93f8db,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,110.0,100.0,103.0,92.0,100.0,94.0,,,,,,,0.35600000000000004,,,0.306,-0.01,,,0.08,94.5,,,80.9,0.208,,,0.197,87.8,78.0,99.0,95.0,101.0,101.0,98.0,0.287,0.051,-0.75,1.21,93.9,0.348,0.25,,,,,,,,
13,2023-05-30,717957,Single,single,False,444482,663623,David Peralta,Jake Irvin,0,0,0,3e52fcf7-33e7-41bd-8245-1b89f4071242,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,110.0,100.0,103.0,92.0,100.0,94.0,,,,,,,0.35600000000000004,,,0.306,-0.01,,,0.08,94.5,,,80.9,0.208,,,0.197,87.8,78.0,99.0,95.0,101.0,101.0,98.0,0.287,0.051,-0.75,1.21,93.9,0.348,0.25,,,,,,,,
