,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,CH_ba,FF_ba,CU_ba,FC_ba,SI_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,FS%,wFS/C,vFS,ST_ba,FS_ba
0,2023-08-01,717177,Double,double,False,668939,547943,Adley Rutschman,Hyun Jin Ryu,0,0,0,9e907433-1503-4a05-9749-f68e01264576,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,92.0,107.0,97.0,0.095,0.317,0.18899999999999997,0.171,0.228,-0.51,1.27,3.34,-1.45,-2.1,88.6,85.1,87.7,68.9,0.276,0.265,0.286,0.238,0.133,,,,,,,,,,,,
1,2023-08-01,717177,Double,double,False,663624,547943,Ryan Mountcastle,Hyun Jin Ryu,0,0,1,5cbedf43-676d-48ab-a46a-52e6d7fb47aa,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,92.0,107.0,97.0,0.095,0.317,0.18899999999999997,0.171,0.228,-0.51,1.27,3.34,-1.45,-2.1,88.6,85.1,87.7,68.9,0.276,0.265,0.286,0.238,0.133,,,,,,,,,,,,
2,2023-08-01,717177,Single,single,False,623993,547943,Anthony Santander,Hyun Jin Ryu,0,0,1,2378fd1f-c5cf-47a1-8e43-fa0dc8852285,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,92.0,107.0,97.0,0.095,0.317,0.18899999999999997,0.171,0.228,-0.51,1.27,3.34,-1.45,-2.1,88.6,85.1,87.7,68.9,0.276,0.265,0.286,0.238,0.133,,,,,,,,,,,,
3,2023-08-01,717177,Pop Out,field_out,True,669720,547943,Austin Hays,Hyun Jin Ryu,0,0,0,31343f5d-1f49-4964-8069-ca161999f487,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,92.0,107.0,97.0,0.095,0.317,0.18899999999999997,0.171,0.228,-0.51,1.27,3.34,-1.45,-2.1,88.6,85.1,87.7,68.9,0.276,0.265,0.286,0.238,0.133,,,,,,,,,,,,
4,2023-08-01,717177,Forceout,force_out,True,683002,547943,Gunnar Henderson,Hyun Jin Ryu,0,0,1,cba883bb-b13e-469e-aefb-dc66cfddaa0e,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,92.0,107.0,97.0,0.095,0.317,0.18899999999999997,0.171,0.228,-0.51,1.27,3.34,-1.45,-2.1,88.6,85.1,87.7,68.9,0.276,0.265,0.286,0.238,0.133,,,,,,,,,,,,
5,2023-08-01,717177,Strikeout,strikeout,True,676059,547943,Jordan Westburg,Hyun Jin Ryu,0,0,0,5dbcc769-33e9-4342-8897-f7cec1dc4a64,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,92.0,107.0,97.0,0.095,0.317,0.18899999999999997,0.171,0.228,-0.51,1.27,3.34,-1.45,-2.1,88.6,85.1,87.7,68.9,0.276,0.265,0.286,0.238,0.133,,,,,,,,,,,,
6,2023-08-01,717177,Strikeout,strikeout,True,593160,680694,Whit Merrifield,Kyle Bradish,0,0,0,cca7ff9a-e999-4730-a6c8-fe7b7f51bb28,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,90.8,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,,,,0.207,0.22399999999999998,,0.17300000000000001,0.083,-1.0,,1.53,3.99,-0.36,94.5,,95.0,84.8,0.259,0.366,0.142,,0.23,171.0,105.0,116.0,0.313,1.77,88.1,0.168,,,,,
7,2023-08-01,717177,Strikeout,strikeout,True,474832,680694,Brandon Belt,Kyle Bradish,0,0,0,c59bca13-b2c6-4662-9c16-9628601d8c24,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,90.8,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,,,,0.207,0.22399999999999998,,0.17300000000000001,0.083,-1.0,,1.53,3.99,-0.36,94.5,,95.0,84.8,0.259,0.366,0.142,,0.23,171.0,105.0,116.0,0.313,1.77,88.1,0.168,,,,,
8,2023-08-01,717177,Walk,walk,False,665489,680694,Vladimir Guerrero Jr.,Kyle Bradish,1,0,0,73c0f3d1-55e0-443c-934b-4a6722f9de8b,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,90.8,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,,,,0.207,0.22399999999999998,,0.17300000000000001,0.083,-1.0,,1.53,3.99,-0.36,94.5,,95.0,84.8,0.259,0.366,0.142,,0.23,171.0,105.0,116.0,0.313,1.77,88.1,0.168,,,,,
9,2023-08-01,717177,Strikeout,strikeout,True,543807,680694,George Springer,Kyle Bradish,0,0,1,c4157441-3470-4e52-84f4-639c321dcf19,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,90.8,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,,,,0.207,0.22399999999999998,,0.17300000000000001,0.083,-1.0,,1.53,3.99,-0.36,94.5,,95.0,84.8,0.259,0.366,0.142,,0.23,171.0,105.0,116.0,0.313,1.77,88.1,0.168,,,,,
