,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vSL,vKC,FF_ba,CH_ba,SL_ba,FC_ba,CU_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,ST_ba
0,2023-08-29,716793,Lineout,field_out,True,663647,666142,Ke'Bryan Hayes,Cole Ragans,1,0,0,97621df1-dad5-4caa-aed3-9f0e4205816e,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-29,716793,Strikeout,strikeout,True,668804,666142,Bryan Reynolds,Cole Ragans,0,0,0,20e8c497-8efb-433e-b4dc-e31c61571980,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-29,716793,Flyout,field_out,True,457705,666142,Andrew McCutchen,Cole Ragans,1,0,0,8899efc1-34d4-46cb-94c7-812324a21d03,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-29,716793,Lineout,field_out,True,672580,681882,Maikel Garcia,Colin Selby,0,0,0,d156c917-55fd-423f-b5e9-45ff604d27fd,681882.0,colinselby,Selby,Right,Colin Selby,9.0,5.52,24.0,93.0,114.0,97.0,0.7140000000000001,11.25,5.63,10.88,1.5,1.74,0.23199999999999998,0.449,0.188,0.33299999999999996,0.391,,,,,100.0,53.0,53.0,127.0,85.0,94.0,,,,0.002,,0.364,,,-5.8,,0.01,,,97.4,,88.4,,,,0.192,,0.241,109.0,104.0,111.0,106.0,97.0,95.0,0.462,0.172,-1.24,-0.52,96.6,82.7,0.395,,,,,,,,,,,
4,2023-08-29,716793,Groundout,field_out,True,677951,681882,Bobby Witt Jr.,Colin Selby,0,0,0,b7dd103d-70eb-4092-af2f-be3556cbe680,681882.0,colinselby,Selby,Right,Colin Selby,9.0,5.52,24.0,93.0,114.0,97.0,0.7140000000000001,11.25,5.63,10.88,1.5,1.74,0.23199999999999998,0.449,0.188,0.33299999999999996,0.391,,,,,100.0,53.0,53.0,127.0,85.0,94.0,,,,0.002,,0.364,,,-5.8,,0.01,,,97.4,,88.4,,,,0.192,,0.241,109.0,104.0,111.0,106.0,97.0,95.0,0.462,0.172,-1.24,-0.52,96.6,82.7,0.395,,,,,,,,,,,
5,2023-08-29,716793,Pop Out,field_out,True,521692,681882,Salvador Perez,Colin Selby,0,0,0,bd6321f2-70f4-4884-b107-479ea79ccf14,681882.0,colinselby,Selby,Right,Colin Selby,9.0,5.52,24.0,93.0,114.0,97.0,0.7140000000000001,11.25,5.63,10.88,1.5,1.74,0.23199999999999998,0.449,0.188,0.33299999999999996,0.391,,,,,100.0,53.0,53.0,127.0,85.0,94.0,,,,0.002,,0.364,,,-5.8,,0.01,,,97.4,,88.4,,,,0.192,,0.241,109.0,104.0,111.0,106.0,97.0,95.0,0.462,0.172,-1.24,-0.52,96.6,82.7,0.395,,,,,,,,,,,
6,2023-08-29,716793,Strikeout,strikeout,True,656582,666142,Connor Joe,Cole Ragans,0,0,0,1b681eba-3693-4b8c-aa98-af68f860ad51,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-08-29,716793,Groundout,field_out,True,682848,666142,Endy Rodríguez,Cole Ragans,1,0,0,986f9022-2f93-4349-89f0-d9ba9ea1fd37,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-08-29,716793,Strikeout,strikeout,True,641943,666142,Joshua Palacios,Cole Ragans,0,0,0,3a26997a-760c-47ac-8b83-8440da5a4187,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-29,716793,Strikeout,strikeout,True,669004,681882,MJ Melendez,Colin Selby,0,0,0,541a2b1e-f722-4328-9042-6d41389bb624,681882.0,colinselby,Selby,Right,Colin Selby,9.0,5.52,24.0,93.0,114.0,97.0,0.7140000000000001,11.25,5.63,10.88,1.5,1.74,0.23199999999999998,0.449,0.188,0.33299999999999996,0.391,,,,,100.0,53.0,53.0,127.0,85.0,94.0,,,,0.002,,0.364,,,-5.8,,0.01,,,97.4,,88.4,,,,0.192,,0.241,109.0,104.0,111.0,106.0,97.0,95.0,0.462,0.172,-1.24,-0.52,96.6,82.7,0.395,,,,,,,,,,,
