,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CH_ba,ST_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,wFC/C,wFS/C,wSI/C,vFC,vFS,vSI,FC_ba,SI_ba,FS_ba
0,2023-07-14,717415,Groundout,field_out,True,680757,592351,Steven Kwan,Jon Gray,0,0,0,2cb73ae8-55dd-43dc-89ba-55475c171991,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.39799999999999996,0.062,0.11599999999999999,-1.83,2.33,-1.69,1.71,95.7,87.2,78.2,0.346,0.194,0.211,0.105,0.263,,,,,,,,,,,,,,,,,,,,,
1,2023-07-14,717415,Groundout,field_out,True,642708,592351,Amed Rosario,Jon Gray,0,0,0,f355669b-7548-4e99-bac8-f468fb6dce9b,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.39799999999999996,0.062,0.11599999999999999,-1.83,2.33,-1.69,1.71,95.7,87.2,78.2,0.346,0.194,0.211,0.105,0.263,,,,,,,,,,,,,,,,,,,,,
2,2023-07-14,717415,Flyout,field_out,True,608070,592351,José Ramírez,Jon Gray,1,1,0,66d85b75-9e66-4fb9-9599-66d35cc7f5d9,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.39799999999999996,0.062,0.11599999999999999,-1.83,2.33,-1.69,1.71,95.7,87.2,78.2,0.346,0.194,0.211,0.105,0.263,,,,,,,,,,,,,,,,,,,,,
3,2023-07-14,717415,Flyout,field_out,True,543760,650644,Marcus Semien,Aaron Civale,1,0,0,cfca5e41-9852-43e2-b569-863e0964f674,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,,,,,153.0,113.0,120.0,76.0,101.0,91.0,128.0,111.0,116.0,0.12300000000000001,0.057999999999999996,0.244,,-0.65,0.15,0.77,,91.8,82.5,78.1,0.359,0.172,,,0.188,75.0,101.0,89.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.37200000000000005,0.017,1.13,-6.33,1.59,87.7,85.2,92.4,0.261,0.202,0.5
4,2023-07-14,717415,Walk,walk,False,608369,650644,Corey Seager,Aaron Civale,1,0,0,8552ce7b-c03d-41df-ade3-3dd471fab3cd,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,,,,,153.0,113.0,120.0,76.0,101.0,91.0,128.0,111.0,116.0,0.12300000000000001,0.057999999999999996,0.244,,-0.65,0.15,0.77,,91.8,82.5,78.1,0.359,0.172,,,0.188,75.0,101.0,89.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.37200000000000005,0.017,1.13,-6.33,1.59,87.7,85.2,92.4,0.261,0.202,0.5
5,2023-07-14,717415,Single,single,False,663993,650644,Nathaniel Lowe,Aaron Civale,0,0,1,15d2b365-f8f7-4460-be77-95980f2df4ee,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,,,,,153.0,113.0,120.0,76.0,101.0,91.0,128.0,111.0,116.0,0.12300000000000001,0.057999999999999996,0.244,,-0.65,0.15,0.77,,91.8,82.5,78.1,0.359,0.172,,,0.188,75.0,101.0,89.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.37200000000000005,0.017,1.13,-6.33,1.59,87.7,85.2,92.4,0.261,0.202,0.5
6,2023-07-14,717415,Strikeout,strikeout,True,666969,650644,Adolis García,Aaron Civale,0,0,0,f2f81c28-2729-4739-a23e-2e8aea02fe7f,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,,,,,153.0,113.0,120.0,76.0,101.0,91.0,128.0,111.0,116.0,0.12300000000000001,0.057999999999999996,0.244,,-0.65,0.15,0.77,,91.8,82.5,78.1,0.359,0.172,,,0.188,75.0,101.0,89.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.37200000000000005,0.017,1.13,-6.33,1.59,87.7,85.2,92.4,0.261,0.202,0.5
7,2023-07-14,717415,Flyout,field_out,True,673962,650644,Josh Jung,Aaron Civale,0,0,0,d53ef7b6-a3a7-436d-a012-499c505a8f22,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,,,,,153.0,113.0,120.0,76.0,101.0,91.0,128.0,111.0,116.0,0.12300000000000001,0.057999999999999996,0.244,,-0.65,0.15,0.77,,91.8,82.5,78.1,0.359,0.172,,,0.188,75.0,101.0,89.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.37200000000000005,0.017,1.13,-6.33,1.59,87.7,85.2,92.4,0.261,0.202,0.5
8,2023-07-14,717415,Lineout,field_out,True,647304,592351,Josh Naylor,Jon Gray,0,0,0,f3be6427-7107-4f07-b712-355232ca8723,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.39799999999999996,0.062,0.11599999999999999,-1.83,2.33,-1.69,1.71,95.7,87.2,78.2,0.346,0.194,0.211,0.105,0.263,,,,,,,,,,,,,,,,,,,,,
9,2023-07-14,717415,Flyout,field_out,True,665926,592351,Andrés Giménez,Jon Gray,0,0,0,aced4619-7435-4aa1-9064-56504208438c,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.39799999999999996,0.062,0.11599999999999999,-1.83,2.33,-1.69,1.71,95.7,87.2,78.2,0.346,0.194,0.211,0.105,0.263,,,,,,,,,,,,,,,,,,,,,
