,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSL/C,wKC/C,vFA,vFC,vFS,vSL,vKC,FF_ba,FC_ba,CU_ba,SL_ba,FS_ba,ST_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vSI,CH_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2023-08-13,717014,Pop Out,field_out,True,668731,676710,Akil Baddoo,Kutter Crawford,0,0,0,d491f330-e06c-4938-8aee-2cdccb6db3bd,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
1,2023-08-13,717014,Single,single,False,682985,676710,Riley Greene,Kutter Crawford,1,0,0,3bacba33-6ed4-41c8-ba6a-c92004c6aa9f,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
2,2023-08-13,717014,Flyout,field_out,True,663837,676710,Matt Vierling,Kutter Crawford,1,0,0,b0ad696e-0bbb-49fc-8685-010b33d53f64,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
3,2023-08-13,717014,Flyout,field_out,True,681481,676710,Kerry Carpenter,Kutter Crawford,1,1,0,b0757cf1-1132-481b-8136-504c040ef1ce,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
4,2023-08-13,717014,Strikeout,strikeout,True,608701,593958,Rob Refsnyder,Eduardo Rodriguez,0,0,0,78d3121e-5c86-4ef7-a8cf-0c97f991d8fd,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,3.3,4.04,152.2,103.0,83.0,97.0,0.7809999999999999,8.43,2.83,7.55,0.88,1.1,0.27899999999999997,0.40700000000000003,0.152,0.311,0.429,73.0,101.0,91.0,103.0,107.0,106.0,,,,90.0,101.0,98.0,,,,0.45399999999999996,0.192,,0.07200000000000001,,0.65,0.51,,3.12,,92.2,88.8,,84.5,,0.278,0.2,,0.089,,,85.9,91.0,102.0,103.0,84.0,117.0,107.0,0.09300000000000001,0.18899999999999997,1.11,0.71,92.4,0.233,0.165,,,,,,
5,2023-08-13,717014,Strikeout,strikeout,True,457759,593958,Justin Turner,Eduardo Rodriguez,0,0,0,31e0ffff-ac2a-4927-bef9-3e9a385f622c,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,3.3,4.04,152.2,103.0,83.0,97.0,0.7809999999999999,8.43,2.83,7.55,0.88,1.1,0.27899999999999997,0.40700000000000003,0.152,0.311,0.429,73.0,101.0,91.0,103.0,107.0,106.0,,,,90.0,101.0,98.0,,,,0.45399999999999996,0.192,,0.07200000000000001,,0.65,0.51,,3.12,,92.2,88.8,,84.5,,0.278,0.2,,0.089,,,85.9,91.0,102.0,103.0,84.0,117.0,107.0,0.09300000000000001,0.18899999999999997,1.11,0.71,92.4,0.233,0.165,,,,,,
6,2023-08-13,717014,Double,double,False,596115,593958,Trevor Story,Eduardo Rodriguez,0,0,0,43c5a4f8-7f57-40c8-a6d9-d75d837deb20,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,3.3,4.04,152.2,103.0,83.0,97.0,0.7809999999999999,8.43,2.83,7.55,0.88,1.1,0.27899999999999997,0.40700000000000003,0.152,0.311,0.429,73.0,101.0,91.0,103.0,107.0,106.0,,,,90.0,101.0,98.0,,,,0.45399999999999996,0.192,,0.07200000000000001,,0.65,0.51,,3.12,,92.2,88.8,,84.5,,0.278,0.2,,0.089,,,85.9,91.0,102.0,103.0,84.0,117.0,107.0,0.09300000000000001,0.18899999999999997,1.11,0.71,92.4,0.233,0.165,,,,,,
7,2023-08-13,717014,Groundout,field_out,True,807799,593958,Masataka Yoshida,Eduardo Rodriguez,1,0,0,335daca9-1798-48eb-81af-a63524cf6226,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,3.3,4.04,152.2,103.0,83.0,97.0,0.7809999999999999,8.43,2.83,7.55,0.88,1.1,0.27899999999999997,0.40700000000000003,0.152,0.311,0.429,73.0,101.0,91.0,103.0,107.0,106.0,,,,90.0,101.0,98.0,,,,0.45399999999999996,0.192,,0.07200000000000001,,0.65,0.51,,3.12,,92.2,88.8,,84.5,,0.278,0.2,,0.089,,,85.9,91.0,102.0,103.0,84.0,117.0,107.0,0.09300000000000001,0.18899999999999997,1.11,0.71,92.4,0.233,0.165,,,,,,
8,2023-08-13,717014,Hit By Pitch,hit_by_pitch,False,679529,676710,Spencer Torkelson,Kutter Crawford,1,1,0,2fce2c26-0246-4e6d-994b-3879a89cedbc,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
9,2023-08-13,717014,Single,single,False,656716,676710,Zach McKinstry,Kutter Crawford,0,0,1,01a7a50d-ddab-42c3-8e90-4e6079fc52b7,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
