,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,FS%,SL%,CU%,CH%,wFA/C,wFS/C,wSL/C,wCU/C,wCH/C,vFA,vFS,vSL,vCU,FF_ba,SL_ba,CU_ba,FS_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,SI_ba,CH_ba,Stf+ FS,Loc+ FS,Pit+ FS,ST_ba
0,2023-08-27,716821,Single,single,False,670770,677944,TJ Friedl,Slade Cecconi,0,0,0,973d2951-ae72-407d-8760-059c49bf59c5,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,4.33,4.77,27.0,99.0,96.0,99.0,0.8420000000000001,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.11800000000000001,0.376,0.483,81.7,102.0,78.0,85.0,87.0,94.0,101.0,90.0,103.0,98.0,111.0,98.0,103.0,0.586,0.031,0.27,0.098,0.013999999999999999,0.54,-12.1,0.2,-1.57,-1.94,94.1,80.8,83.0,73.2,0.265,0.2,0.375,0.333,,,,,,,,,,,,,,,,,,,
1,2023-08-27,716821,Strikeout,strikeout,True,680574,677944,Matt McLain,Slade Cecconi,0,0,0,b6570950-c99f-44ad-b9f8-91c4886de138,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,4.33,4.77,27.0,99.0,96.0,99.0,0.8420000000000001,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.11800000000000001,0.376,0.483,81.7,102.0,78.0,85.0,87.0,94.0,101.0,90.0,103.0,98.0,111.0,98.0,103.0,0.586,0.031,0.27,0.098,0.013999999999999999,0.54,-12.1,0.2,-1.57,-1.94,94.1,80.8,83.0,73.2,0.265,0.2,0.375,0.333,,,,,,,,,,,,,,,,,,,
2,2023-08-27,716821,Strikeout,strikeout,True,682829,677944,Elly De La Cruz,Slade Cecconi,0,0,0,af3d8547-453d-4085-8ec1-93dfd46bebdc,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,4.33,4.77,27.0,99.0,96.0,99.0,0.8420000000000001,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.11800000000000001,0.376,0.483,81.7,102.0,78.0,85.0,87.0,94.0,101.0,90.0,103.0,98.0,111.0,98.0,103.0,0.586,0.031,0.27,0.098,0.013999999999999999,0.54,-12.1,0.2,-1.57,-1.94,94.1,80.8,83.0,73.2,0.265,0.2,0.375,0.333,,,,,,,,,,,,,,,,,,,
3,2023-08-27,716821,Flyout,field_out,True,668715,677944,Spencer Steer,Slade Cecconi,1,1,0,92ca1e99-e4eb-4b91-82d7-d1e94ff67123,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,4.33,4.77,27.0,99.0,96.0,99.0,0.8420000000000001,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.11800000000000001,0.376,0.483,81.7,102.0,78.0,85.0,87.0,94.0,101.0,90.0,103.0,98.0,111.0,98.0,103.0,0.586,0.031,0.27,0.098,0.013999999999999999,0.54,-12.1,0.2,-1.57,-1.94,94.1,80.8,83.0,73.2,0.265,0.2,0.375,0.333,,,,,,,,,,,,,,,,,,,
4,2023-08-27,716821,Strikeout,strikeout,True,682998,668933,Corbin Carroll,Graham Ashcraft,0,0,0,97a55b15-6a64-4c54-a3b3-db851937c6a6,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,,,,,,,,,,166.0,102.0,114.0,,,0.373,,0.0,,,-0.37,,-25.75,,,88.3,,,0.221,,,57.0,90.0,82.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.15,-1.17,95.8,96.5,0.292,0.286,,,,,
5,2023-08-27,716821,Lineout,field_out,True,606466,668933,Ketel Marte,Graham Ashcraft,0,0,0,f1f430a1-f413-4ac2-b88d-9ae4648bdc69,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,,,,,,,,,,166.0,102.0,114.0,,,0.373,,0.0,,,-0.37,,-25.75,,,88.3,,,0.221,,,57.0,90.0,82.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.15,-1.17,95.8,96.5,0.292,0.286,,,,,
6,2023-08-27,716821,Single,single,False,502054,668933,Tommy Pham,Graham Ashcraft,0,0,0,1c1880ea-dd56-4bd5-a100-4ab886a2dfe4,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,,,,,,,,,,166.0,102.0,114.0,,,0.373,,0.0,,,-0.37,,-25.75,,,88.3,,,0.221,,,57.0,90.0,82.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.15,-1.17,95.8,96.5,0.292,0.286,,,,,
7,2023-08-27,716821,Groundout,field_out,True,572233,668933,Christian Walker,Graham Ashcraft,1,0,0,4dc1cd67-920e-49e3-893b-c205760214a5,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,,,,,,,,,,166.0,102.0,114.0,,,0.373,,0.0,,,-0.37,,-25.75,,,88.3,,,0.221,,,57.0,90.0,82.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.15,-1.17,95.8,96.5,0.292,0.286,,,,,
8,2023-08-27,716821,Strikeout,strikeout,True,605361,677944,Nick Martini,Slade Cecconi,0,0,0,b681839a-da84-4cd1-bdad-6df0f7ab81d8,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,4.33,4.77,27.0,99.0,96.0,99.0,0.8420000000000001,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.11800000000000001,0.376,0.483,81.7,102.0,78.0,85.0,87.0,94.0,101.0,90.0,103.0,98.0,111.0,98.0,103.0,0.586,0.031,0.27,0.098,0.013999999999999999,0.54,-12.1,0.2,-1.57,-1.94,94.1,80.8,83.0,73.2,0.265,0.2,0.375,0.333,,,,,,,,,,,,,,,,,,,
9,2023-08-27,716821,Strikeout,strikeout,True,687952,677944,Christian Encarnacion-Strand,Slade Cecconi,0,0,0,f19c7b63-2809-47c8-8b43-eb9ed3fdd18e,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,4.33,4.77,27.0,99.0,96.0,99.0,0.8420000000000001,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.11800000000000001,0.376,0.483,81.7,102.0,78.0,85.0,87.0,94.0,101.0,90.0,103.0,98.0,111.0,98.0,103.0,0.586,0.031,0.27,0.098,0.013999999999999999,0.54,-12.1,0.2,-1.57,-1.94,94.1,80.8,83.0,73.2,0.265,0.2,0.375,0.333,,,,,,,,,,,,,,,,,,,
10,2023-08-27,716821,Groundout,field_out,True,682622,677944,Noelvi Marte,Slade Cecconi,0,0,0,23abf03b-f89a-4883-bbb5-0222a520294f,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,4.33,4.77,27.0,99.0,96.0,99.0,0.8420000000000001,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.11800000000000001,0.376,0.483,81.7,102.0,78.0,85.0,87.0,94.0,101.0,90.0,103.0,98.0,111.0,98.0,103.0,0.586,0.031,0.27,0.098,0.013999999999999999,0.54,-12.1,0.2,-1.57,-1.94,94.1,80.8,83.0,73.2,0.265,0.2,0.375,0.333,,,,,,,,,,,,,,,,,,,
11,2023-08-27,716821,Flyout,field_out,True,666971,668933,Lourdes Gurriel Jr.,Graham Ashcraft,1,0,0,474d809e-b35c-40f2-a54d-03b7338dc367,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,,,,,,,,,,166.0,102.0,114.0,,,0.373,,0.0,,,-0.37,,-25.75,,,88.3,,,0.221,,,57.0,90.0,82.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.15,-1.17,95.8,96.5,0.292,0.286,,,,,
