,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,CH%,wSI/C,wCU/C,wCH/C,vSI,vCU,SI_ba,CU_ba,CH_ba,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,wFA/C,wFC/C,wSL/C,wKC/C,vFA,vFC,vSL,vKC,SL_ba,FC_ba,FF_ba,ST_ba
0,2023-07-04,717501,Strikeout,strikeout,True,543760,657514,Marcus Semien,Brennan Bernardino,0,0,0,ce3db9b0-6630-4361-8113-ec1b2449e5e4,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.34299999999999997,0.149,0.321,0.457,82.4,34.0,68.0,70.0,101.0,93.0,93.0,79.0,100.0,88.0,0.5589999999999999,0.42700000000000005,0.013999999999999999,1.73,-0.78,-13.88,90.8,77.6,0.252,0.238,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-04,717501,Groundout,field_out,True,608369,657514,Corey Seager,Brennan Bernardino,0,0,0,0649f574-0f8b-4e10-a64c-eaa60c56560c,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.34299999999999997,0.149,0.321,0.457,82.4,34.0,68.0,70.0,101.0,93.0,93.0,79.0,100.0,88.0,0.5589999999999999,0.42700000000000005,0.013999999999999999,1.73,-0.78,-13.88,90.8,77.6,0.252,0.238,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-04,717501,Strikeout,strikeout,True,673962,657514,Josh Jung,Brennan Bernardino,0,0,0,274aefcb-0c77-44cc-9229-c92d30097c48,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.34299999999999997,0.149,0.321,0.457,82.4,34.0,68.0,70.0,101.0,93.0,93.0,79.0,100.0,88.0,0.5589999999999999,0.42700000000000005,0.013999999999999999,1.73,-0.78,-13.88,90.8,77.6,0.252,0.238,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-04,717501,Triple,triple,False,680776,641540,Jarren Duran,Dane Dunning,1,0,0,39c2dc76-9bba-468f-9192-094471c9bf97,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,79.0,104.0,94.0,0.331,0.016,0.156,1.37,-3.56,-0.87,91.0,78.1,0.246,0.25,0.301,71.0,96.0,85.0,101.0,106.0,106.0,90.0,100.0,95.0,0.032,0.2,0.23399999999999999,0.032,-3.75,0.82,0.14,-0.43,90.5,88.9,82.1,77.5,0.212,0.258,0.294,
4,2023-07-04,717501,Groundout,field_out,True,657077,641540,Alex Verdugo,Dane Dunning,0,0,1,56d9712d-e8bb-4bb9-98bf-5fec841a67dc,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,79.0,104.0,94.0,0.331,0.016,0.156,1.37,-3.56,-0.87,91.0,78.1,0.246,0.25,0.301,71.0,96.0,85.0,101.0,106.0,106.0,90.0,100.0,95.0,0.032,0.2,0.23399999999999999,0.032,-3.75,0.82,0.14,-0.43,90.5,88.9,82.1,77.5,0.212,0.258,0.294,
5,2023-07-04,717501,Flyout,field_out,True,807799,641540,Masataka Yoshida,Dane Dunning,0,0,0,ac329c4e-eb54-4c55-830d-50c0324dd90b,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,79.0,104.0,94.0,0.331,0.016,0.156,1.37,-3.56,-0.87,91.0,78.1,0.246,0.25,0.301,71.0,96.0,85.0,101.0,106.0,106.0,90.0,100.0,95.0,0.032,0.2,0.23399999999999999,0.032,-3.75,0.82,0.14,-0.43,90.5,88.9,82.1,77.5,0.212,0.258,0.294,
6,2023-07-04,717501,Groundout,field_out,True,646240,641540,Rafael Devers,Dane Dunning,0,0,0,56375714-bd94-444a-958f-02081bff75b5,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,79.0,104.0,94.0,0.331,0.016,0.156,1.37,-3.56,-0.87,91.0,78.1,0.246,0.25,0.301,71.0,96.0,85.0,101.0,106.0,106.0,90.0,100.0,95.0,0.032,0.2,0.23399999999999999,0.032,-3.75,0.82,0.14,-0.43,90.5,88.9,82.1,77.5,0.212,0.258,0.294,
7,2023-07-04,717501,Pop Out,field_out,True,666969,657514,Adolis García,Brennan Bernardino,0,0,0,ec92a7ae-b8d4-4110-90d0-6b95ad855ddc,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.34299999999999997,0.149,0.321,0.457,82.4,34.0,68.0,70.0,101.0,93.0,93.0,79.0,100.0,88.0,0.5589999999999999,0.42700000000000005,0.013999999999999999,1.73,-0.78,-13.88,90.8,77.6,0.252,0.238,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-07-04,717501,Single,single,False,663993,657514,Nathaniel Lowe,Brennan Bernardino,1,0,0,f5892eda-896b-47cf-be19-76729af9b6cd,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.34299999999999997,0.149,0.321,0.457,82.4,34.0,68.0,70.0,101.0,93.0,93.0,79.0,100.0,88.0,0.5589999999999999,0.42700000000000005,0.013999999999999999,1.73,-0.78,-13.88,90.8,77.6,0.252,0.238,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-07-04,717501,Single,single,False,677649,672391,Ezequiel Duran,Kaleb Ort,1,0,1,599235f8-4adb-4eaa-aaaf-015eedc796ff,672391.0,kalebort,Ort,Right,Kaleb Ort,6.26,4.64,23.0,95.0,125.0,103.0,0.8320000000000001,9.39,3.52,10.57,2.35,0.54,0.21899999999999997,0.28800000000000003,0.13699999999999998,0.301,0.43,90.7,79.0,114.0,97.0,,,,,,,,,0.018000000000000002,,,-4.1,,,,,0.333,128.0,96.0,105.0,121.0,90.0,101.0,106.0,95.0,96.0,0.715,0.034,0.233,,0.1,6.13,-7.25,,95.8,91.4,84.0,,0.423,0.0,0.25,
