,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vSL,vKC,FF_ba,SL_ba,CU_ba,FC_ba,CH_ba,vKN (sc),Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,KN%,wFS/C,wSI/C,wKN/C,vFS,vSI,SI_ba,FS_ba,ST_ba
10,2023-06-20,717684,Single,single,False,553993,543037,Eugenio Suárez,Gerrit Cole,0,0,1,87b11a8c-09ad-436f-b586-d9fdff0513d1,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,
11,2023-06-20,717684,Flyout,field_out,True,663728,543037,Cal Raleigh,Gerrit Cole,0,0,0,cb05dc48-822e-4651-8962-71d0362498bd,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,
12,2023-06-20,717684,Strikeout,strikeout,True,645801,543037,Mike Ford,Gerrit Cole,0,0,0,057a2a26-dbbc-4bbd-8d5b-8188b350e59e,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,
13,2023-06-20,717684,Single,single,False,664056,669923,Harrison Bader,George Kirby,0,0,0,fa44b714-b2c3-4716-a888-53b1f237d76f,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,97.0,111.0,105.0,126.0,106.0,112.0,,,,,,,0.39399999999999996,,0.19699999999999998,0.115,0.018000000000000002,1.34,,1.03,0.35,-5.31,96.1,,86.3,81.8,0.234,0.264,0.265,,0.5,75.1,106.0,110.0,109.0,95.0,103.0,110.0,0.21600000000000003,0.061,0.001,1.07,0.43,0.26,84.9,95.8,0.261,0.143,
14,2023-06-20,717684,Home Run,home_run,False,641856,669923,Billy McKinney,George Kirby,1,1,1,48d4254f-670f-4510-8f38-e4b22dedf484,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,97.0,111.0,105.0,126.0,106.0,112.0,,,,,,,0.39399999999999996,,0.19699999999999998,0.115,0.018000000000000002,1.34,,1.03,0.35,-5.31,96.1,,86.3,81.8,0.234,0.264,0.265,,0.5,75.1,106.0,110.0,109.0,95.0,103.0,110.0,0.21600000000000003,0.061,0.001,1.07,0.43,0.26,84.9,95.8,0.261,0.143,
15,2023-06-20,717684,Single,single,False,624431,669923,Jose Trevino,George Kirby,1,0,0,90d93711-9997-401f-bd78-558d6d6b1001,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,97.0,111.0,105.0,126.0,106.0,112.0,,,,,,,0.39399999999999996,,0.19699999999999998,0.115,0.018000000000000002,1.34,,1.03,0.35,-5.31,96.1,,86.3,81.8,0.234,0.264,0.265,,0.5,75.1,106.0,110.0,109.0,95.0,103.0,110.0,0.21600000000000003,0.061,0.001,1.07,0.43,0.26,84.9,95.8,0.261,0.143,
16,2023-06-20,717684,Grounded Into DP,grounded_into_double_play,True,683011,669923,Anthony Volpe,George Kirby,0,0,1,a956fbd8-70cb-44de-971b-cd2fe6034871,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,97.0,111.0,105.0,126.0,106.0,112.0,,,,,,,0.39399999999999996,,0.19699999999999998,0.115,0.018000000000000002,1.34,,1.03,0.35,-5.31,96.1,,86.3,81.8,0.234,0.264,0.265,,0.5,75.1,106.0,110.0,109.0,95.0,103.0,110.0,0.21600000000000003,0.061,0.001,1.07,0.43,0.26,84.9,95.8,0.261,0.143,
17,2023-06-20,717684,Groundout,field_out,True,641343,669923,Jake Bauers,George Kirby,0,0,0,8aa09b15-dec3-4380-9e7a-07ea65548556,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,97.0,111.0,105.0,126.0,106.0,112.0,,,,,,,0.39399999999999996,,0.19699999999999998,0.115,0.018000000000000002,1.34,,1.03,0.35,-5.31,96.1,,86.3,81.8,0.234,0.264,0.265,,0.5,75.1,106.0,110.0,109.0,95.0,103.0,110.0,0.21600000000000003,0.061,0.001,1.07,0.43,0.26,84.9,95.8,0.261,0.143,
18,2023-06-20,717684,Lineout,field_out,True,676609,543037,José Caballero,Gerrit Cole,1,0,0,32985bab-4e74-4743-ac08-2698776be003,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,
19,2023-06-20,717684,Groundout,field_out,True,641487,543037,J.P. Crawford,Gerrit Cole,1,1,0,c1cb0e1b-09c7-405e-b798-c6208946a459,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,
20,2023-06-20,717684,Flyout,field_out,True,677594,543037,Julio Rodríguez,Gerrit Cole,1,1,0,4bebf988-6e2f-40bc-9adf-00a68e536b1f,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,
21,2023-06-20,717684,Pop Out,field_out,True,650402,669923,Gleyber Torres,George Kirby,1,1,0,bf27a4c5-afd6-412a-9b87-1f9aaf445495,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,97.0,111.0,105.0,126.0,106.0,112.0,,,,,,,0.39399999999999996,,0.19699999999999998,0.115,0.018000000000000002,1.34,,1.03,0.35,-5.31,96.1,,86.3,81.8,0.234,0.264,0.265,,0.5,75.1,106.0,110.0,109.0,95.0,103.0,110.0,0.21600000000000003,0.061,0.001,1.07,0.43,0.26,84.9,95.8,0.261,0.143,
22,2023-06-20,717684,Groundout,field_out,True,519317,669923,Giancarlo Stanton,George Kirby,1,0,0,46e0c019-c61b-4ca4-8c65-adbf8a5bd2ea,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,97.0,111.0,105.0,126.0,106.0,112.0,,,,,,,0.39399999999999996,,0.19699999999999998,0.115,0.018000000000000002,1.34,,1.03,0.35,-5.31,96.1,,86.3,81.8,0.234,0.264,0.265,,0.5,75.1,106.0,110.0,109.0,95.0,103.0,110.0,0.21600000000000003,0.061,0.001,1.07,0.43,0.26,84.9,95.8,0.261,0.143,
23,2023-06-20,717684,Double,double,False,519203,669923,Anthony Rizzo,George Kirby,0,0,0,a8710f56-edce-41bd-9c54-e6e1cc567f0b,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,97.0,111.0,105.0,126.0,106.0,112.0,,,,,,,0.39399999999999996,,0.19699999999999998,0.115,0.018000000000000002,1.34,,1.03,0.35,-5.31,96.1,,86.3,81.8,0.234,0.264,0.265,,0.5,75.1,106.0,110.0,109.0,95.0,103.0,110.0,0.21600000000000003,0.061,0.001,1.07,0.43,0.26,84.9,95.8,0.261,0.143,
24,2023-06-20,717684,Lineout,field_out,True,518626,669923,Josh Donaldson,George Kirby,1,0,0,ac431e54-222f-43d5-a112-c9a757669be0,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,97.0,111.0,105.0,126.0,106.0,112.0,,,,,,,0.39399999999999996,,0.19699999999999998,0.115,0.018000000000000002,1.34,,1.03,0.35,-5.31,96.1,,86.3,81.8,0.234,0.264,0.265,,0.5,75.1,106.0,110.0,109.0,95.0,103.0,110.0,0.21600000000000003,0.061,0.001,1.07,0.43,0.26,84.9,95.8,0.261,0.143,
25,2023-06-20,717684,Flyout,field_out,True,664034,543037,Ty France,Gerrit Cole,0,0,0,025bb701-89e6-4405-91af-badf8806d837,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,
26,2023-06-20,717684,Strikeout,strikeout,True,606192,543037,Teoscar Hernández,Gerrit Cole,0,0,0,6227eab5-ed0b-42dc-91cf-b92d925f1aa9,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,
27,2023-06-20,717684,Groundout,field_out,True,672284,543037,Jarred Kelenic,Gerrit Cole,0,0,0,c95f2d97-a411-447e-aefa-01515beb41ef,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,
28,2023-06-20,717684,Flyout,field_out,True,664056,669923,Harrison Bader,George Kirby,1,0,0,4a21ad84-48b0-4142-a578-f78e07230408,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,97.0,111.0,105.0,126.0,106.0,112.0,,,,,,,0.39399999999999996,,0.19699999999999998,0.115,0.018000000000000002,1.34,,1.03,0.35,-5.31,96.1,,86.3,81.8,0.234,0.264,0.265,,0.5,75.1,106.0,110.0,109.0,95.0,103.0,110.0,0.21600000000000003,0.061,0.001,1.07,0.43,0.26,84.9,95.8,0.261,0.143,
29,2023-06-20,717684,Flyout,field_out,True,641856,669923,Billy McKinney,George Kirby,0,0,0,3417e6c5-64b6-40d9-9a65-68dd9b5ff66a,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,97.0,111.0,105.0,126.0,106.0,112.0,,,,,,,0.39399999999999996,,0.19699999999999998,0.115,0.018000000000000002,1.34,,1.03,0.35,-5.31,96.1,,86.3,81.8,0.234,0.264,0.265,,0.5,75.1,106.0,110.0,109.0,95.0,103.0,110.0,0.21600000000000003,0.061,0.001,1.07,0.43,0.26,84.9,95.8,0.261,0.143,
30,2023-06-20,717684,Groundout,field_out,True,624431,669923,Jose Trevino,George Kirby,1,0,0,af98777b-cb33-4606-ac50-e00160afcb14,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,97.0,111.0,105.0,126.0,106.0,112.0,,,,,,,0.39399999999999996,,0.19699999999999998,0.115,0.018000000000000002,1.34,,1.03,0.35,-5.31,96.1,,86.3,81.8,0.234,0.264,0.265,,0.5,75.1,106.0,110.0,109.0,95.0,103.0,110.0,0.21600000000000003,0.061,0.001,1.07,0.43,0.26,84.9,95.8,0.261,0.143,
31,2023-06-20,717684,Flyout,field_out,True,553993,543037,Eugenio Suárez,Gerrit Cole,1,0,0,6709d06b-d0fe-4112-aded-fcae9c11b394,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,
32,2023-06-20,717684,Single,single,False,663728,543037,Cal Raleigh,Gerrit Cole,0,0,0,be6a536b-d50b-45d1-b582-3c03ac0772de,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,
33,2023-06-20,717684,Flyout,field_out,True,645801,543037,Mike Ford,Gerrit Cole,0,0,0,ffd95eb5-edc0-41c3-81fd-cf3dc6999b8b,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,
34,2023-06-20,717684,Single,single,False,676609,543037,José Caballero,Gerrit Cole,1,0,1,68eafe8c-9dac-4c49-86dd-7c57ad4a8978,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,
35,2023-06-20,717684,Strikeout,strikeout,True,664238,543037,Dylan Moore,Gerrit Cole,0,0,0,dff5a716-d035-4018-8f50-d50e79063c67,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,
