,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,SI_ba,SL_ba,FF_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,CU_ba,FC_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-07-24,717282,Flyout,field_out,True,595777,571578,Jurickson Profar,Patrick Corbin,0,0,0,192ca913-b047-4e7b-8fba-766814c39e7e,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,81.2,66.0,101.0,96.0,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,0.41700000000000004,0.16899999999999998,0.35,0.064,-0.69,-0.89,-0.51,-2.07,91.8,92.1,80.5,0.32,0.233,0.327,0.29,,,,,,,,,,,,,,,,,,,,,
1,2023-07-24,717282,Strikeout,strikeout,True,678662,571578,Ezequiel Tovar,Patrick Corbin,0,0,0,2da28e7f-3b80-4a71-a2ec-b0ee27694dfe,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,81.2,66.0,101.0,96.0,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,0.41700000000000004,0.16899999999999998,0.35,0.064,-0.69,-0.89,-0.51,-2.07,91.8,92.1,80.5,0.32,0.233,0.327,0.29,,,,,,,,,,,,,,,,,,,,,
2,2023-07-24,717282,Groundout,field_out,True,553869,571578,Elias Díaz,Patrick Corbin,0,0,0,6481cdfc-4270-4f80-9cab-facdafaf8c39,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,81.2,66.0,101.0,96.0,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,0.41700000000000004,0.16899999999999998,0.35,0.064,-0.69,-0.89,-0.51,-2.07,91.8,92.1,80.5,0.32,0.233,0.327,0.29,,,,,,,,,,,,,,,,,,,,,
3,2023-07-24,717282,Double,double,False,682928,656234,CJ Abrams,Jake Bird,0,0,0,29d64bf0-6c62-4426-9d1b-dd346f9dd11b,656234.0,jakebird,Bird,Right,Jake Bird,4.33,4.48,89.1,99.0,108.0,91.0,0.809,7.76,2.72,9.47,0.6,1.99,0.196,0.40700000000000003,0.133,0.33299999999999996,0.466,87.3,47.0,112.0,34.0,,,,99.0,96.0,80.0,105.0,98.0,103.0,0.595,,0.071,0.002,,-0.04,0.95,-46.49,,94.4,86.3,0.32,0.222,,,135.0,110.0,114.0,112.0,99.0,98.0,0.132,0.2,-1.98,1.82,89.7,81.7,0.133,0.341,,,,,,,
4,2023-07-24,717282,Lineout,field_out,True,657041,656234,Lane Thomas,Jake Bird,1,0,0,bfa46de2-2217-4fd7-80ad-9617b943b60f,656234.0,jakebird,Bird,Right,Jake Bird,4.33,4.48,89.1,99.0,108.0,91.0,0.809,7.76,2.72,9.47,0.6,1.99,0.196,0.40700000000000003,0.133,0.33299999999999996,0.466,87.3,47.0,112.0,34.0,,,,99.0,96.0,80.0,105.0,98.0,103.0,0.595,,0.071,0.002,,-0.04,0.95,-46.49,,94.4,86.3,0.32,0.222,,,135.0,110.0,114.0,112.0,99.0,98.0,0.132,0.2,-1.98,1.82,89.7,81.7,0.133,0.341,,,,,,,
5,2023-07-24,717282,Groundout,field_out,True,600869,656234,Jeimer Candelario,Jake Bird,1,0,1,0f728714-01e0-4760-9177-8f11750b6001,656234.0,jakebird,Bird,Right,Jake Bird,4.33,4.48,89.1,99.0,108.0,91.0,0.809,7.76,2.72,9.47,0.6,1.99,0.196,0.40700000000000003,0.133,0.33299999999999996,0.466,87.3,47.0,112.0,34.0,,,,99.0,96.0,80.0,105.0,98.0,103.0,0.595,,0.071,0.002,,-0.04,0.95,-46.49,,94.4,86.3,0.32,0.222,,,135.0,110.0,114.0,112.0,99.0,98.0,0.132,0.2,-1.98,1.82,89.7,81.7,0.133,0.341,,,,,,,
6,2023-07-24,717282,Groundout,field_out,True,608841,656234,Joey Meneses,Jake Bird,1,1,0,0daa47bc-b21b-4cf2-be03-62336c54683f,656234.0,jakebird,Bird,Right,Jake Bird,4.33,4.48,89.1,99.0,108.0,91.0,0.809,7.76,2.72,9.47,0.6,1.99,0.196,0.40700000000000003,0.133,0.33299999999999996,0.466,87.3,47.0,112.0,34.0,,,,99.0,96.0,80.0,105.0,98.0,103.0,0.595,,0.071,0.002,,-0.04,0.95,-46.49,,94.4,86.3,0.32,0.222,,,135.0,110.0,114.0,112.0,99.0,98.0,0.132,0.2,-1.98,1.82,89.7,81.7,0.133,0.341,,,,,,,
7,2023-07-24,717282,Strikeout,strikeout,True,545341,571578,Randal Grichuk,Patrick Corbin,0,0,0,54dd56da-05ea-457e-8a05-2c031f5419da,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,81.2,66.0,101.0,96.0,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,0.41700000000000004,0.16899999999999998,0.35,0.064,-0.69,-0.89,-0.51,-2.07,91.8,92.1,80.5,0.32,0.233,0.327,0.29,,,,,,,,,,,,,,,,,,,,,
8,2023-07-24,717282,Groundout,field_out,True,666134,571578,Nolan Jones,Patrick Corbin,1,1,0,229333f6-bb3f-4058-a91f-d2b8c097c296,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,81.2,66.0,101.0,96.0,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,0.41700000000000004,0.16899999999999998,0.35,0.064,-0.69,-0.89,-0.51,-2.07,91.8,92.1,80.5,0.32,0.233,0.327,0.29,,,,,,,,,,,,,,,,,,,,,
9,2023-07-24,717282,Strikeout,strikeout,True,669911,571578,Michael Toglia,Patrick Corbin,0,0,0,92e6b665-bb5c-4e21-acf6-67513ee157b0,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,81.2,66.0,101.0,96.0,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,0.41700000000000004,0.16899999999999998,0.35,0.064,-0.69,-0.89,-0.51,-2.07,91.8,92.1,80.5,0.32,0.233,0.327,0.29,,,,,,,,,,,,,,,,,,,,,
