,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,FF_ba,SL_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,wFC/C,wSI/C,wCU/C,vFC,vSI,vCU,FC_ba,SI_ba,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-05-05,718305,Strikeout,strikeout,True,641313,668881,Tim Anderson,Hunter Greene,0,0,0,ee0e15dd-4531-4a4d-a22f-f45e47b3d7dc,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.24100000000000002,0.40700000000000003,0.128,0.345,0.42,91.1,69.0,88.0,90.0,127.0,103.0,105.0,126.0,104.0,112.0,0.544,0.40399999999999997,0.053,-0.95,0.16,-2.39,98.3,87.3,0.265,0.229,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-05,718305,Groundout,field_out,True,643217,668881,Andrew Benintendi,Hunter Greene,0,0,0,9f85d183-ebc5-4440-a3e8-324599104dbf,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.24100000000000002,0.40700000000000003,0.128,0.345,0.42,91.1,69.0,88.0,90.0,127.0,103.0,105.0,126.0,104.0,112.0,0.544,0.40399999999999997,0.053,-0.95,0.16,-2.39,98.3,87.3,0.265,0.229,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-05,718305,Strikeout,strikeout,True,683734,668881,Andrew Vaughn,Hunter Greene,0,0,0,f941a9a5-9af3-4f2e-ae2f-345aafe18118,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.24100000000000002,0.40700000000000003,0.128,0.345,0.42,91.1,69.0,88.0,90.0,127.0,103.0,105.0,126.0,104.0,112.0,0.544,0.40399999999999997,0.053,-0.95,0.16,-2.39,98.3,87.3,0.265,0.229,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-05,718305,Groundout,field_out,True,663697,458681,Jonathan India,Lance Lynn,1,0,0,fededa84-2b30-4611-a6b6-6f238a958dee,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,84.9,56.0,95.0,90.0,92.0,105.0,104.0,97.0,98.0,106.0,0.43700000000000006,0.063,0.07,-0.4,-3.65,-1.23,92.4,83.0,0.255,0.286,0.302,109.0,97.0,106.0,93.0,95.0,87.0,104.0,105.0,99.0,0.126,0.23,0.07400000000000001,-0.35,1.21,-2.24,88.7,91.4,80.8,0.273,0.239,0.208,,,,,,
4,2023-05-05,718305,Single,single,False,670770,458681,TJ Friedl,Lance Lynn,1,1,0,a1a04899-a2db-4ba0-b039-3af39fd61c02,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,84.9,56.0,95.0,90.0,92.0,105.0,104.0,97.0,98.0,106.0,0.43700000000000006,0.063,0.07,-0.4,-3.65,-1.23,92.4,83.0,0.255,0.286,0.302,109.0,97.0,106.0,93.0,95.0,87.0,104.0,105.0,99.0,0.126,0.23,0.07400000000000001,-0.35,1.21,-2.24,88.7,91.4,80.8,0.273,0.239,0.208,,,,,,
5,2023-05-05,718305,Strikeout,strikeout,True,668715,458681,Spencer Steer,Lance Lynn,0,0,0,e70ca410-e52a-44f5-9736-ee9d1beddf9d,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,84.9,56.0,95.0,90.0,92.0,105.0,104.0,97.0,98.0,106.0,0.43700000000000006,0.063,0.07,-0.4,-3.65,-1.23,92.4,83.0,0.255,0.286,0.302,109.0,97.0,106.0,93.0,95.0,87.0,104.0,105.0,99.0,0.126,0.23,0.07400000000000001,-0.35,1.21,-2.24,88.7,91.4,80.8,0.273,0.239,0.208,,,,,,
6,2023-05-05,718305,Strikeout,strikeout,True,663886,458681,Tyler Stephenson,Lance Lynn,0,0,0,6d82b716-5137-47dc-bbc2-9c9cd91dbc11,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,84.9,56.0,95.0,90.0,92.0,105.0,104.0,97.0,98.0,106.0,0.43700000000000006,0.063,0.07,-0.4,-3.65,-1.23,92.4,83.0,0.255,0.286,0.302,109.0,97.0,106.0,93.0,95.0,87.0,104.0,105.0,99.0,0.126,0.23,0.07400000000000001,-0.35,1.21,-2.24,88.7,91.4,80.8,0.273,0.239,0.208,,,,,,
7,2023-05-05,718305,Flyout,field_out,True,650391,668881,Eloy Jiménez,Hunter Greene,0,0,0,900ec905-230d-4088-9c3b-f796b7e638bc,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.24100000000000002,0.40700000000000003,0.128,0.345,0.42,91.1,69.0,88.0,90.0,127.0,103.0,105.0,126.0,104.0,112.0,0.544,0.40399999999999997,0.053,-0.95,0.16,-2.39,98.3,87.3,0.265,0.229,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-05-05,718305,Strikeout,strikeout,True,657757,668881,Gavin Sheets,Hunter Greene,0,0,0,e081e5c7-a09a-4102-8651-8b82ff611c8e,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.24100000000000002,0.40700000000000003,0.128,0.345,0.42,91.1,69.0,88.0,90.0,127.0,103.0,105.0,126.0,104.0,112.0,0.544,0.40399999999999997,0.053,-0.95,0.16,-2.39,98.3,87.3,0.265,0.229,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-05-05,718305,Single,single,False,673357,668881,Luis Robert Jr.,Hunter Greene,0,0,0,a2be807c-9141-4011-b3e0-e0c782979a1b,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.24100000000000002,0.40700000000000003,0.128,0.345,0.42,91.1,69.0,88.0,90.0,127.0,103.0,105.0,126.0,104.0,112.0,0.544,0.40399999999999997,0.053,-0.95,0.16,-2.39,98.3,87.3,0.265,0.229,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,
